ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_isin,tv_sector,tv_industry,sector_update,decision
EDUCOMP,BSE_IN,Educomp Solutions Ltd,EDUCOMP,Educomp Solutions Limited,BSE,stock,INE216H01027,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
GOLCA,BSE_IN,Golden Carpets Ltd,GOLCA,Golden Carpets Ltd.,BSE,stock,INE595D01015,Consumer Durables,Home Furnishings,Consumer Discretionary,accept
GPECO,NSE_IN,GP Eco Solutions India Limited,GPECO,GP Eco Solutions India Limited,NSE,stock,INE0S7E01015,Distribution Services,Wholesale Distributors,Industrials,accept
HPTL,NSE_IN,HP Telecom India Limited,HPTL,HP Telecom India Limited,NSE,stock,INE0VA601019,Distribution Services,Wholesale Distributors,Industrials,accept
KALLAM,BSE_IN,Kallam Textiles Ltd-$,KALLAM,Kallam Textiles Ltd,BSE,stock,INE629F01025,Process Industries,Textiles,Materials,accept
KATRSPG,BSE_IN,Katare Spinning Mills Ltd,KATRSPG,Katare Spinning Mills Limited,BSE,stock,INE498G01015,Process Industries,Textiles,Materials,accept
TORNTPHARM,NSE_IN,Torrent Pharmaceuticals Limited,TORNTPHARM,Torrent Pharmaceuticals Ltd,NSE,stock,INE685A01028,Health Technology,Pharmaceuticals: Major,Health Care,accept
