listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::BNKT,BNKT,AMS,ETF,iShares V PLC - iShares S&P U.S. Banks UCITS ETF USD Inc,Ireland,IE,IE000ZPUEP93,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG011KDJ9H7,
AMS::UE24,UE24,AMS,ETF,UBS(Lux)Fund Solutions – MSCI Singapore UCITS ETF(SGD)A-dis EUR,Luxembourg,LU,LU1169825954,Emerging Markets,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG00BV3FL29,
ASX::F100,F100,ASX,ETF,Betashares Ftse 100 ETF,Australia,AU,AU0000051054,Large Cap,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG00PNKJM23,
ASX::LNAS,LNAS,ASX,ETF,Global X Ultra Long Nasdaq 100 Complex ETF,Australia,AU,AU0000087728,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG00VXZ9PR3,
ASX::R3AL,R3AL,ASX,ETF,Martin Currie Real Income Fund - Active ETF,Australia,AU,,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,,
B3::BBSD11,BBSD11,B3,ETF,BB ETF S&P DIVIDENDOS BRASIL  FDO DE ÍND RESP LIM,Brazil,BR,,Financials,verified,Matched active official exchange directory listing.,BB ETF S&P DIVIDENDOS BRASIL  FDO DE ÍND RESP LIM,b3_instruments_equities,True,,,
B3::DIVD11,DIVD11,B3,ETF,IT NOW IDIV RENDA DIV FDO DE ÍNDICE – RESP LIMIT,Brazil,BR,,,verified,Matched active official exchange directory listing.,IT NOW IDIV RENDA DIV FDO DE ÍNDICE – RESP LIMIT,b3_instruments_equities,True,,,
B3::SCVB11,SCVB11,B3,ETF,INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF,Brazil,BR,,,verified,Matched active official exchange directory listing.,INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF,b3_instruments_equities,True,,,
BATS::ARKW,ARKW,BATS,ETF,ARK Next Generation Internet ETF,United States,US,US00214Q4010,Information Technology,verified,Matched active official exchange directory listing.,ARK Next Generation Internet ETF,nasdaq_other_listed,True,,,
BATS::CBOL,CBOL,BATS,ETF,Calamos Laddered Bitcoin 90 Series Structured Alt Protection ETF,United States,US,,,verified,Matched active official exchange directory listing.,Calamos Laddered Bitcoin Structured Alt Protection ETF,nasdaq_other_listed,True,,,
BATS::DOGG,DOGG,BATS,ETF,First Trust Exchange-Traded Fund IV - FT Cboe Vest DJIA Dogs 10 Target Income ETF,United States,US,US33738D8469,,verified,Matched active official exchange directory listing.,FT Vest DJIA Dogs 10 Target Income ETF,nasdaq_other_listed,True,,,
BATS::FLXN,FLXN,BATS,ETF,Horizon Flexible Income ETF,United States,US,,Health Care,verified,Matched active official exchange directory listing.,Horizon Flexible Income ETF,nasdaq_other_listed,True,,,
BATS::IBHI,IBHI,BATS,ETF,iShares iBonds 2029 Term High Yield and Income ETF,United States,US,US46436E3797,,verified,Matched active official exchange directory listing.,iShares iBonds 2029 Term High Yield and Income ETF,nasdaq_other_listed,True,,,
BATS::KJUL,KJUL,BATS,ETF,Innovator Russell 2000 Power Buffer ETF - July,United States,US,US45782C2843,Small Cap,verified,Matched active official exchange directory listing.,Innovator U.S. Small Cap Power Buffer ETF - July,nasdaq_other_listed,True,,,
BATS::MVFG,MVFG,BATS,ETF,Northern Lights Fund Trust IV - Monarch Volume Factor Global Unconstrained Index ETF,United States,US,,,verified,Matched active official exchange directory listing.,Monarch Volume Factor Global Unconstrained Index ETF,nasdaq_other_listed,True,,,
BATS::PDEC,PDEC,BATS,ETF,Innovator S&P 500 Power Buffer ETF - December,United States,US,US45782C5408,,verified,Matched active official exchange directory listing.,Innovator U.S. Equity Power Buffer ETF - December,nasdaq_other_listed,True,,,
BATS::RVRB,RVRB,BATS,ETF,Advisors Series Trust - Reverb ETF,United States,US,US00770X2532,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
BATS::TOCT,TOCT,BATS,ETF,Innovator Equity Defined Protection ETF - 2 Yr To October 2027,United States,US,,,verified,Matched active official exchange directory listing.,Innovator Equity Defined Protection ETF - 2 Yr to October 2027,nasdaq_other_listed,True,,,
