listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::ADNOCLS,ADNOCLS,ADX,Stock,ADNOC LOGISTICS & SERVICES PLC,United Arab Emirates,AE,AEE01268A239,Industrials,verified,Matched active official exchange directory listing.,ADNOC LOGISTICS & SERVICES PLC,adx_market_watch,True,,BBG00WH12RQ8,
ADX::ALPHADHABI,ALPHADHABI,ADX,Stock,ALPHA DHABI HOLDING PJSC,United Arab Emirates,AE,AEA007601015,Industrials,verified,Matched active official exchange directory listing.,ALPHA DHABI HOLDING PJSC,adx_market_watch,True,,BBG011LNF7K8,
ADX::EASYLEASE,EASYLEASE,ADX,Stock,Easy Lease Motorcycle Rental PJSC,United Arab Emirates,AE,AEE002801018,Industrials,verified,Matched active official exchange directory listing.,Easy Lease Motorcycle Rental PJSC,adx_market_watch,True,,BBG00YNM0BW1,
ADX::HAYAH,HAYAH,ADX,Stock,Hayah Insurance Company P.J.S.C,United Arab Emirates,AE,AEG000801015,Financials,verified,Matched active official exchange directory listing.,Hayah Insurance Company P.J.S.C,adx_market_watch,True,,BBG000C2PVT4,
ADX::NBQ,NBQ,ADX,Stock,National Bank Of Umm Al Qaiwain,United Arab Emirates,AE,AEN000701013,Financials,verified,Matched active official exchange directory listing.,National Bank Of Umm Al Qaiwain,adx_market_watch,True,,BBG000HL4PM0,
ADX::RAKWCT,RAKWCT,ADX,Stock,RAK Co. for White Cement & Construction Materials,United Arab Emirates,AE,AER000101017,Industrials,verified,Matched active official exchange directory listing.,RAK Co. for White Cement & Construction Materials,adx_market_watch,True,,BBG000DGSPJ3,
AMS::AALB,AALB,AMS,Stock,AALBERTS NV,Netherlands,NL,NL0000852564,Industrials,verified,Matched active official exchange directory listing.,AALBERTS NV,euronext_equities,True,,BBG000BB3HV7,
AMS::ARCAD,ARCAD,AMS,Stock,ARCADIS,Netherlands,NL,NL0006237562,Industrials,verified,Matched active official exchange directory listing.,ARCADIS,euronext_equities,True,,BBG000JKR7Q1,
AMS::CABLE,CABLE,AMS,Stock,GIG,Guernsey,GG,GG00BMB5XZ39,,verified,Matched active official exchange directory listing.,GIG,euronext_equities,True,,BBG012V0QTP0,
AMS::EARTH,EARTH,AMS,Stock,GREEN EARTH GROUP,Netherlands,NL,NL0009169515,Information Technology,verified,Matched active official exchange directory listing.,GREEN EARTH GROUP,euronext_equities,True,,BBG000BBXL09,
AMS::HAVAS,HAVAS,AMS,Stock,HAVAS,Netherlands,NL,NL0015002K83,,verified,Matched active official exchange directory listing.,HAVAS,euronext_equities,True,,BBG01R6YFT26,
AMS::INPST,INPST,AMS,Stock,INPOST,Luxembourg,LU,LU2290522684,Industrials,verified,Matched active official exchange directory listing.,INPOST,euronext_equities,True,,BBG00Z0FZ8R3,
AMS::NSE,NSE,AMS,Stock,NEW SOURCES ENERGY,Netherlands,NL,NL0009822014,Utilities,verified,Matched active official exchange directory listing.,NEW SOURCES ENERGY,euronext_equities,True,,BBG006S720C4,
AMS::REINA,REINA,AMS,Stock,REINET INVESTMENTS,Luxembourg,LU,LU0383812293,Financials,verified,Matched active official exchange directory listing.,REINET INVESTMENTS,euronext_equities,True,,BBG00J6K3CK5,
AMS::UMG,UMG,AMS,Stock,UMG,Netherlands,NL,NL0015000IY2,Consumer Staples,verified,Matched active official exchange directory listing.,UMG,euronext_equities,True,,BBG012J967J2,
ASX::1AE,1AE,ASX,Stock,AURORA ENERGY METALS LIMITED,Australia,AU,AU0000216889,Materials,verified,Matched active official exchange directory listing.,AURORA ENERGY METALS LIMITED,asx_listed_companies,False,,BBG016MC7PV7,
ASX::4DS,4DS,ASX,Stock,4DS MEMORY LIMITED,Australia,AU,AU0000004DS8,Information Technology,verified,Matched active official exchange directory listing.,4DS MEMORY LIMITED,asx_listed_companies,False,,BBG0016XSZD6,
ASX::A1M,A1M,ASX,Stock,AIC MINES LIMITED,Australia,AU,AU0000049033,Materials,verified,Matched active official exchange directory listing.,AIC MINES LIMITED,asx_listed_companies,False,,BBG000BL1QQ3,
ASX::ABV,ABV,ASX,Stock,ADVANCED BRAKING TECHNOLOGY LTD,Australia,AU,AU000000ABV7,Consumer Discretionary,verified,Matched active official exchange directory listing.,ADVANCED BRAKING TECHNOLOGY LTD,asx_listed_companies,False,,BBG000BKCB68,
ASX::AEG,AEG,ASX,Stock,ALAND EQUITY GROUP LIMITED,Australia,AU,AU0000449209,Financials,verified,Matched active official exchange directory listing.,ALAND EQUITY GROUP LIMITED,asx_listed_companies,False,,BBG01587FYV8,
ASX::AHE,AHE,ASX,Stock,ADHERIS HEALTH LIMITED,Australia,AU,AU0000437493,Health Care,verified,Matched active official exchange directory listing.,ADHERIS HEALTH LIMITED,asx_listed_companies,False,,BBG001LRVJD4,
ASX::AKM,AKM,ASX,Stock,ASPIRE MINING LIMITED,Australia,AU,AU000000AKM7,Materials,verified,Matched active official exchange directory listing.,ASPIRE MINING LIMITED,asx_listed_companies,False,,BBG000HZVTR6,
ASX::AMX,AMX,ASX,Stock,AEROMETREX LIMITED,Australia,AU,AU0000064560,Information Technology,verified,Matched active official exchange directory listing.,AEROMETREX LIMITED,asx_listed_companies,False,,BBG00QTW6KJ9,
ASX::AQZ,AQZ,ASX,Stock,ALLIANCE AVIATION SERVICES LIMITED,Australia,AU,AU000000AQZ6,Industrials,verified,Matched active official exchange directory listing.,ALLIANCE AVIATION SERVICES LIMITED,asx_listed_companies,False,,BBG0029TR2P1,
ASX::ASG,ASG,ASX,Stock,AUTOSPORTS GROUP LIMITED.,Australia,AU,AU000000ASG2,Consumer Discretionary,verified,Matched active official exchange directory listing.,AUTOSPORTS GROUP LIMITED.,asx_listed_companies,False,,BBG00F45YW75,
ASX::AUA,AUA,ASX,Stock,AUDEARA LIMITED,Australia,AU,AU0000145807,Consumer Discretionary,verified,Matched active official exchange directory listing.,AUDEARA LIMITED,asx_listed_companies,False,,BBG0101YV4J9,
