listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::ABNIC,ABNIC,ADX,Stock,Al Buhaira National Insurance Company,United Arab Emirates,AE,AEA001701019,Financials,verified,Matched active official exchange directory listing.,Al Buhaira National Insurance Company,adx_market_watch,True,,BBG000HKZSZ8,
ADX::ADSB,ADSB,ADX,Stock,Abu Dhabi Ship Building Co,United Arab Emirates,AE,AEA000901016,Industrials,verified,Matched active official exchange directory listing.,Abu Dhabi Ship Building Co,adx_market_watch,True,,BBG000HL5X60,
ADX::AWNIC,AWNIC,ADX,Stock,Al Wathba National Insurance Co,United Arab Emirates,AE,AEA001601011,Financials,verified,Matched active official exchange directory listing.,Al Wathba National Insurance Co,adx_market_watch,True,,BBG000H2PPT2,
ADX::ESHRAQ,ESHRAQ,ADX,Stock,ESHRAQ INVESTMENTS P.J.S.C,United Arab Emirates,AE,AEE000901018,Real Estate,verified,Matched active official exchange directory listing.,ESHRAQ INVESTMENTS P.J.S.C,adx_market_watch,True,,BBG001CXKD28,
ADX::INVICTUS,INVICTUS,ADX,Stock,Invictus Investment Company PLC,United Arab Emirates,AE,AEE01078I227,Consumer Staples,verified,Matched active official exchange directory listing.,Invictus Investment Company PLC,adx_market_watch,True,,BBG018K7C9R1,
ADX::NMDCENR,NMDCENR,ADX,Stock,NMDC Energy P.J.S.C,United Arab Emirates,AE,AEE01456N241,Energy,verified,Matched active official exchange directory listing.,NMDC Energy P.J.S.C,adx_market_watch,True,,BBG01PJH8042,
ADX::SAWAEED,SAWAEED,ADX,Stock,Sawaeed Holding P.J.S.C,United Arab Emirates,AE,AES001101014,Financials,verified,Matched active official exchange directory listing.,Sawaeed Holding P.J.S.C,adx_market_watch,True,,BBG00XYFF8G5,
AMS::ACOMO,ACOMO,AMS,Stock,ACOMO,Netherlands,NL,NL0000313286,Consumer Staples,verified,Matched active official exchange directory listing.,ACOMO,euronext_equities,True,,BBG000BBKW63,
AMS::ASRNL,ASRNL,AMS,Stock,ASR NEDERLAND,Netherlands,NL,NL0011872643,Financials,verified,Matched active official exchange directory listing.,ASR NEDERLAND,euronext_equities,True,,BBG00CWZ0HG5,
AMS::CSG,CSG,AMS,Stock,CSG,Netherlands,NL,NL0015073TS8,,verified,Matched active official exchange directory listing.,CSG,euronext_equities,True,,BBG01ZQPYK69,
AMS::EBUS,EBUS,AMS,Stock,EBUSCO HOLDING,Netherlands,NL,NL0015002AG2,,verified,Matched active official exchange directory listing.,EBUSCO HOLDING,euronext_equities,True,,BBG0132LZR87,
AMS::HEIJM,HEIJM,AMS,Stock,HEIJMANS KON,Netherlands,NL,NL0009269109,Industrials,verified,Matched active official exchange directory listing.,HEIJMANS KON,euronext_equities,True,,BBG000BKL213,
AMS::KENDR,KENDR,AMS,Stock,KENDRION,Netherlands,NL,NL0000852531,Consumer Discretionary,verified,Matched active official exchange directory listing.,KENDRION,euronext_equities,True,,BBG000BXGB48,
AMS::PHARM,PHARM,AMS,Stock,PHARMING GROUP,Netherlands,NL,NL0010391025,Health Care,verified,Matched active official exchange directory listing.,PHARMING GROUP,euronext_equities,True,,BBG000D2BVP2,
AMS::SBMO,SBMO,AMS,Stock,SBM OFFSHORE,Netherlands,NL,NL0000360618,Energy,verified,Matched active official exchange directory listing.,SBM OFFSHORE,euronext_equities,True,,BBG000BC4NF9,
AMS::VALUE,VALUE,AMS,Stock,VALUE8,Netherlands,NL,NL0010661864,Financials,verified,Matched active official exchange directory listing.,VALUE8,euronext_equities,True,,BBG000BWV9Q4,
ASX::1CG,1CG,ASX,Stock,ONE CLICK GROUP LIMITED,Australia,AU,AU0000241234,Industrials,verified,Matched active official exchange directory listing.,ONE CLICK GROUP LIMITED,asx_listed_companies,False,,BBG00G6SQH82,
ASX::5EA,5EA,ASX,Stock,5E ADVANCED MATERIALS INC.,Australia,AU,AU0000186207,Materials,verified,Matched active official exchange directory listing.,5E ADVANCED MATERIALS INC.,asx_listed_companies,False,,BBG013PNY1F8,
ASX::A2M,A2M,ASX,Stock,THE A2 MILK COMPANY LIMITED,New Zealand,NZ,NZATME0002S8,Consumer Staples,verified,Matched active official exchange directory listing.,THE A2 MILK COMPANY LIMITED,asx_listed_companies,False,,BBG0089XM0W0,
ASX::ACF,ACF,ASX,Stock,ACROW LIMITED,Australia,AU,AU0000006124,Industrials,verified,Matched active official exchange directory listing.,ACROW LIMITED,asx_listed_companies,False,,BBG000CNWJ71,
ASX::AEU,AEU,ASX,Stock,ATOMIC EAGLE LTD,Australia,AU,AU0000433096,Materials,verified,Matched active official exchange directory listing.,ATOMIC EAGLE LTD,asx_listed_companies,False,,BBG000R7KYB5,
ASX::AHK,AHK,ASX,Stock,ARK MINES LIMITED,Australia,AU,AU000000AHK7,Materials,verified,Matched active official exchange directory listing.,ARK MINES LIMITED,asx_listed_companies,False,,BBG0014WRW84,
