listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::CHHK,CHHK,ADX,ETF,Chimera S&P China HK Shariah ETF - Share Class B - Income,United Arab Emirates,AE,AEC01272C239,Equity,verified,Matched active official exchange directory listing.,Chimera S&P China HK Shariah ETF - Share Class B - Income,adx_market_watch,True,,BBG01GTFDQ88,
ADX::TURKI,TURKI,ADX,ETF,CHIMERA S&P TURKEY SHARIAH ETF SHARE CLASS B - Income,United Arab Emirates,AE,AEC01084C220,Equity,verified,Matched active official exchange directory listing.,CHIMERA S&P TURKEY SHARIAH ETF SHARE CLASS B - Income,adx_market_watch,True,,BBG018Z78G21,
AMS::1ARKW,1ARKW,AMS,ETF,LS ARK NextGen Internet Tracker ETP,Netherlands,NL,XS2399368575,,verified,Matched active official exchange directory listing.,LS ARK NextGen Internet Tracker ETP,euronext_etfs,True,,BBG013L1H472,
AMS::3DIS,3DIS,AMS,ETF,Leverage Shares 3x Disney ETP Securities,Netherlands,NL,XS2335553801,,verified,Matched active official exchange directory listing.,Leverage Shares 3x Disney ETP Securities,euronext_etfs,True,,BBG011C02633,
AMS::ADAVE,ADAVE,AMS,ETF,VALOUR CARDANO,Switzerland,CH,CH1114178820,Alternative,verified,Matched active official exchange directory listing.,VALOUR CARDANO,euronext_etfs,True,,BBG016F4KDM5,
AMS::ARIY,ARIY,AMS,ETF,IncomeShares Artificial Intelligence Leaders ETP,Netherlands,NL,XS3299469919,,verified,Matched active official exchange directory listing.,IncomeShares Artificial Intelligence Leaders ETP,euronext_etfs,True,,BBG0210FKJ52,
AMS::BNEH,BNEH,AMS,ETF,iShares S&P U.S. Banks UCITS ETF EUR Hedged (Acc),Ireland,IE,IE00043CMIN7,Equity,verified,Matched active official exchange directory listing.,iShares S&P U.S. Banks UCITS ETF EUR Hedged (Acc),euronext_etfs,True,,BBG020C4B066,
AMS::CEUU,CEUU,AMS,ETF,iShares Core MSCI EMU UCITS USD Hdg Acc,Ireland,IE,IE00BKBF6616,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares Core MSCI EMU UCITS ETF USD Hedged (Acc),euronext_etfs,True,,BBG00P96KHC8,
AMS::CSPEH,CSPEH,AMS,ETF,iShares Core S&P 500 UCITS ETF EUR Hedged (Acc),Ireland,IE,IE000Y7V5EW2,,verified,Matched active official exchange directory listing.,iShares Core S&P 500 UCITS ETF EUR Hedged (Acc),euronext_etfs,True,,BBG020C44J36,
AMS::DOTVE,DOTVE,AMS,ETF,VALOUR POLKADOT,Switzerland,CH,CH1114178812,Alternative,verified,Matched active official exchange directory listing.,VALOUR POLKADOT,euronext_etfs,True,,BBG01415HNK6,
AMS::EPAD,EPAD,AMS,ETF,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR Dist,Ireland,IE,IE000HH3SU50,Equity,verified,Matched active official exchange directory listing.,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Dist),euronext_etfs,True,,BBG011XMCY76,
AMS::EXA1,EXA1,AMS,ETF,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR Acc,Germany,DE,DE000A2QP372,Equity,verified,Matched active official exchange directory listing.,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR (Acc),euronext_etfs,True,,BBG013RG88Y4,
AMS::GLUH,GLUH,AMS,ETF,iShares Core UK Gilts UCITS ETF USD Hedged (Dist),Ireland,IE,IE0004J6PFL7,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares Core UK Gilts UCITS ETF USD Hedged (Dist),euronext_etfs,True,,BBG019XMTFP2,
AMS::IAEA,IAEA,AMS,ETF,iShares AEX UCITS ETF EUR (Acc),Ireland,IE,IE00BMTX2B82,Equity,verified,Matched active official exchange directory listing.,iShares AEX UCITS ETF EUR (Acc),euronext_etfs,True,,BBG00W90K2C9,
