isin,listing_key,ticker,exchange,is_primary
CA86880Y8779,FSX::41Z0,41Z0,FSX,0
CA86880Y8779,OTC::ZPTAF,ZPTAF,OTC,0
CA86881M1041,TSXV::SURG,SURG,TSXV,1
CA86881M1041,FSX::G6D2,G6D2,FSX,0
CA86881M1041,OTC::SRGXF,SRGXF,OTC,0
CA86882X1096,TSXV::NILI,NILI,TSXV,1
CA86882X1096,FSX::DJ5,DJ5,FSX,0
CA8710031094,TSX::SWP,SWP,TSX,1
CA8710031094,FSX::7RD,7RD,FSX,0
CA8710031094,OTC::SWSSF,SWSSF,OTC,0
CA87132P1027,TSX::SYZ,SYZ,TSX,1
CA87132P1027,OTC::SYZLF,SYZLF,OTC,0
CA87170K1066,TSXV::ESAF,ESAF,TSXV,1
CA87170K1066,OTC::SYNTF,SYNTF,OTC,0
CA87190J1057,TSXV::TDG,TDG,TSXV,1
CA87190J1057,FSX::34M,34M,FSX,0
CA87190J1057,OTC::TDGGF,TDGGF,OTC,0
CA8723551021,TSX::TQSM,TQSM,TSX,1
CA8723551021,TSX::TQSM.U,TQSM.U,TSX,0
CA87239X1078,TSX::TPU,TPU,TSX,1
CA87239X1078,TSX::TPU.U,TPU.U,TSX,0
CA87241L1094,TSX::TFII,TFII,TSX,1
CA87241L1094,NYSE::TFII,TFII,NYSE,0
CA87241L1094,FSX::9TF,9TF,FSX,0
CA87241P1009,TSX::TGED,TGED,TSX,1
CA87241P1009,TSX::TGED.U,TGED.U,TSX,0
CA87242G1090,TSX::TINF,TINF,TSX,1
CA87242G1090,LSE::TINF,TINF,LSE,0
CA87250Q1063,TSX::TUED,TUED,TSX,1
CA87250Q1063,TSX::TUED.U,TUED.U,TSX,0
CA87251M1041,TSX::TBAL,TBAL,TSX,1
CA87251M1041,TSX::TOCM,TOCM,TSX,0
CA87251Y1088,TSX::TBUF,TBUF,TSX,1
CA87251Y1088,TSX::TBUF.U,TBUF.U,TSX,0
CA87252A1093,TSX::TBUG,TBUG,TSX,1
CA87252A1093,TSX::TBUG.U,TBUG.U,TSX,0
CA87262G1046,TSXV::TNR,TNR,TSXV,1
CA87262G1046,FSX::TNW,TNW,FSX,0
CA87262G1046,XSTU::TNW,TNW,XSTU,0
CA87262G1046,OTC::TRRXF,TRRXF,OTC,0
CA87262K1057,TSX::X,X,TSX,1
CA87262K1057,FSX::9TX,9TX,FSX,0
CA87262K1057,OTC::TMXXF,TMXXF,OTC,0
CA87283P1099,TSX::TRX,TRX,TSX,1
CA87283P1099,FSX::TRG0,TRG0,FSX,0
CA87283P1099,NYSE MKT::TRX,TRX,NYSE MKT,0
CA8729171097,TSXV::TVI,TVI,TSXV,1
CA8729171097,OTC::TVIPF,TVIPF,OTC,0
CA8729482031,TSX::TVA-B,TVA-B,TSX,1
CA8729482031,OTC::TVAGF,TVAGF,OTC,0
CA87310A1093,TSX::TWC,TWC,TSX,1
CA87310A1093,FSX::4TW,4TW,FSX,0
CA87310A1093,OTC::CLKXF,CLKXF,OTC,0
CA8732491060,OTC::TWOSF,TWOSF,OTC,1
CA8732491060,FSX::WJ6,WJ6,FSX,0
CA87377N2005,TSXV::TAO,TAO,TSXV,1
CA87377N2005,FSX::T0P,T0P,FSX,0
CA87377N2005,OTC::TAOIF,TAOIF,OTC,0
CA87402A1084,TSX::TBL,TBL,TSX,1
CA87402A1084,FSX::4T7,4T7,FSX,0
CA87402A1084,OTC::TGAFF,TGAFF,OTC,0
CA87405Y2024,TSXV::TAJ,TAJ,TSXV,1
CA87405Y2024,OTC::TAJIF,TAJIF,OTC,0
CA87505Y4094,TSX::TVE,TVE,TSX,1
CA87505Y4094,FSX::9TA1,9TA1,FSX,0
CA87505Y4094,OTC::TNEYF,TNEYF,OTC,0
CA87588D1087,FSX::DW8,DW8,FSX,1
CA87588D1087,OTC::TTLXF,TTLXF,OTC,0
CA87601F1062,TSX::GRID,GRID,TSX,1
CA87601F1062,OTC::TGMPF,TGMPF,OTC,0
CA87609B1076,TSXV::TRO,TRO,TSXV,1
CA87609B1076,OTC::TNREF,TNREF,OTC,0
CA87609L1058,FSX::4RZ,4RZ,FSX,1
CA87609L1058,OTC::TRGGF,TRGGF,OTC,0
CA87612L2093,OTC::TRGEF,TRGEF,OTC,1
CA87612L2093,FSX::V6Y0,V6Y0,FSX,0
CA8761412011,TSXV::TMS-H,TMS-H,TSXV,1
CA8761412011,OTC::TGTMF,TGTMF,OTC,0
CA87618P2044,TSXV::TKU,TKU,TSXV,1
CA87618P2044,OTC::TRKUF,TRKUF,OTC,0
CA87649R1047,FSX::8TA,8TA,FSX,1
CA87649R1047,OTC::TTSRF,TTSRF,OTC,0
CA8765111064,NYSE::TGB,TGB,NYSE,1
CA8765111064,FSX::UDM,UDM,FSX,0
CA87670N5010,OTC::TARGF,TARGF,OTC,1
CA87670N5010,FSX::W1N0,W1N0,FSX,0
CA8779052080,TSXV::TEA,TEA,TSXV,1
CA8779052080,OTC::TELHF,TELHF,OTC,0
CA87807B1076,TSX::TRP,TRP,TSX,1
CA87807B1076,NYSE::TRP,TRP,NYSE,0
CA87807B1076,OTC::TCENF,TCENF,OTC,0
CA87807B1076,OTC::TNCAF,TNCAF,OTC,0
CA87807B1076,FSX::TRS,TRS,FSX,0
CA87807B1076,XSTU::TRS,TRS,XSTU,0
CA87810E1060,TSX::TUSD,TUSD,TSX,1
CA87810E1060,TSX::TUSD.U,TUSD.U,TSX,0
CA8787422044,TSX::TECK-A,TECK-A,TSX,1
CA8787422044,TSX::TECK-B,TECK-B,TSX,0
CA8787422044,NYSE::TECK,TECK,NYSE,0
CA8787422044,FSX::TEKB,TEKB,FSX,0
CA8787422044,XSTU::TEKB,TEKB,XSTU,0
CA8787423034,OTC::TCKRF,TCKRF,OTC,1
CA8787423034,FSX::TPT,TPT,FSX,0
CA87877T6088,FSX::T152,T152,FSX,1
CA87877T6088,OTC::TETOF,TETOF,OTC,0
CA8789501043,TSX::TCS,TCS,TSX,1
CA8789501043,FSX::9T1,9T1,FSX,0
CA8789501043,OTC::TCYSF,TCYSF,OTC,0
CA8795123097,TSX::TSAT,TSAT,TSX,1
CA8795123097,NASDAQ::TSAT,TSAT,NASDAQ,0
CA8795123097,FSX::ZE2,ZE2,FSX,0
CA87971M1032,TSX::T,T,TSX,1
CA87971M1032,NYSE::TU,TU,NYSE,0
CA87971M1032,FSX::BCZ,BCZ,FSX,0
CA87975M2085,TSXV::TELO,TELO,TSXV,1
CA87975M2085,FSX::3D0A,3D0A,FSX,0
CA87975M2085,OTC::TDSGF,TDSGF,OTC,0
CA88034V3048,TSX::TNZ,TNZ,TSX,1
CA88034V3048,FSX::7F4,7F4,FSX,0
CA88034V3048,OTC::ATUUF,ATUUF,OTC,0
CA88079F1071,TSX::TGO,TGO,TSX,1
CA88079F1071,OTC::TRAGF,TRAGF,OTC,0
CA88089G2027,OTC::TEBAF,TEBAF,OTC,1
CA88089G2027,FSX::UB10,UB10,FSX,0
CA88100M2040,FSX::C9O0,C9O0,FSX,1
CA88100M2040,OTC::TCEFF,TCEFF,OTC,0
CA88105E1088,FSX::TED,TED,FSX,1
CA88105E1088,XSTU::TED,TED,XSTU,0
CA88105E1088,OTC::TSNDF,TSNDF,OTC,0
CA88105G1037,TSX::TVK,TVK,TSX,1
CA88105G1037,OTC::TRRVF,TRRVF,OTC,0
CA88162H2000,TSXV::TUO,TUO,TSXV,1
CA88162H2000,OTC::TEUTF,TEUTF,OTC,0
CA88162H2000,FSX::TFE1,TFE1,FSX,0
CA88162H2000,XSTU::TFE1,TFE1,XSTU,0
CA88165V2066,FSX::7RBA,7RBA,FSX,1
CA88165V2066,OTC::TEVNF,TEVNF,OTC,0
CA88337V1004,TSXV::TLT,TLT,TSXV,1
CA88337V1004,OTC::TLTFF,TLTFF,OTC,0
CA88337V1004,FSX::TTX,TTX,FSX,0
CA88337V1004,XSTU::TTX,TTX,XSTU,0
CA8834261080,TSXV::THRM,THRM,TSXV,1
CA8834261080,OTC::TBRIF,TBRIF,OTC,0
CA88346B1031,TSXV::TMG,TMG,TSXV,1
CA88346B1031,FSX::EUW,EUW,FSX,0
CA88346B1031,OTC::TMGEF,TMGEF,OTC,0
CA8841211045,TSX::THNC,THNC,TSX,1
CA8841211045,OTC::THNCF,THNCF,OTC,0
CA88428G1037,TSX::ETHQ,ETHQ,TSX,1
CA88428G1037,TSX::ETHQ.U,ETHQ.U,TSX,0
CA88428J1075,TSX::SOLQ,SOLQ,TSX,1
CA88428J1075,TSX::SOLQ.U,SOLQ.U,TSX,0
CA8849038812,TSX::TRI,TRI,TSX,1
CA8849038812,LSE::0Q89,0Q89,LSE,0
CA8851491040,TSXV::THX,THX,TSXV,1
CA8851491040,LSE::THX,THX,LSE,0
CA8851491040,OTC::THXPF,THXPF,OTC,0
CA88562D1069,TSX::BTCQ,BTCQ,TSX,1
CA88562D1069,TSX::BTCQ.U,BTCQ.U,TSX,0
CA88562K1003,TSX::XRPQ,XRPQ,TSX,1
CA88562K1003,TSX::XRPQ.U,XRPQ.U,TSX,0
CA88581L3039,FSX::B5K3,B5K3,FSX,1
CA88581L3039,OTC::IDKFF,IDKFF,OTC,0
CA88605F1009,TSXV::TGOL,TGOL,TSXV,1
CA88605F1009,OTC::TGOLF,TGOLF,OTC,0
CA88605F1009,FSX::Z25,Z25,FSX,0
CA8864531097,TSX::TWM,TWM,TSX,1
CA8864531097,OTC::TWMIF,TWMIF,OTC,0
CA88646L1085,TSX::LCFS,LCFS,TSX,1
CA88646L1085,FSX::7GZ,7GZ,FSX,0
CA88646L1085,OTC::TDWRF,TDWRF,OTC,0
CA88651M1086,TSXV::TSLV,TSLV,TSXV,1
CA88651M1086,FSX::TOV0,TOV0,FSX,0
CA88651M1086,OTC::TSLVF,TSLVF,OTC,0
CA88709B1040,TSX::TF,TF,TSX,1
CA88709B1040,FSX::58O,58O,FSX,0
CA88709B1040,OTC::TBCRF,TBCRF,OTC,0
CA8875221001,TSXV::TK,TK,TSXV,1
CA8875221001,OTC::TKRFF,TKRFF,OTC,0
CA8875892082,FSX::57Z,57Z,FSX,1
CA8875892082,OTC::TORCF,TORCF,OTC,0
CA88831E1097,TSXV::TLA,TLA,TSXV,1
CA88831E1097,OTC::TPCFF,TPCFF,OTC,0
CA88831L1031,TSX::TI,TI,TSX,1
CA88831L1031,NYSE MKT::TII,TII,NYSE MKT,0
CA88900N1050,OTC::TCVNF,TCVNF,OTC,1
CA88900N1050,FSX::TV3,TV3,FSX,0
CA8897331010,FSX::OTM,OTM,FSX,1
CA8897331010,OTC::TOGOF,TOGOF,OTC,0
CA8903671052,TSXV::TGC,TGC,TSXV,1
CA8903671052,OTC::TGGCF,TGGCF,OTC,0
CA89055A2039,TSX::TPZ,TPZ,TSX,1
CA89055A2039,FSX::5XU,5XU,FSX,0
CA89055A2039,OTC::TPZEF,TPZEF,OTC,0
CA89072T1021,TSXV::TOI,TOI,TSXV,1
CA89072T1021,OTC::TOITF,TOITF,OTC,0
CA8910546032,TSX::TXG,TXG,TSX,1
CA8910546032,LSE::0VL5,0VL5,LSE,0
CA8910546032,FSX::73GN,73GN,FSX,0
CA8910546032,XSTU::73GN,73GN,XSTU,0
CA8910546032,OTC::TORXF,TORXF,OTC,0
CA8911021050,TSX::TIH,TIH,TSX,1
CA8911021050,FSX::14T,14T,FSX,0
CA8911021050,OTC::TMTNF,TMTNF,OTC,0
CA8911605092,TSX::TD,TD,TSX,1
CA8911605092,NYSE::TD,TD,NYSE,0
CA8911605092,LSE::0VL8,0VL8,LSE,0
CA8911605092,FSX::TDB,TDB,FSX,0
CA8911605092,XSTU::TDB,TDB,XSTU,0
CA8911605092,OTC::TDBCP,TDBCP,OTC,0
CA89131L1085,TSXV::TORQ,TORQ,TSXV,1
CA89131L1085,FSX::S8QN,S8QN,FSX,0
CA89131L1085,OTC::TRBMF,TRBMF,OTC,0
CA89141P1071,TSXV::TORR,TORR,TSXV,1
CA89141P1071,FSX::0MLA,0MLA,FSX,0
CA89141P1071,OTC::TRRPF,TRRPF,OTC,0
CA89151N1096,TSXV::TTZ,TTZ,TSXV,1
CA89151N1096,OTC::TTLTF,TTLTF,OTC,0
CA89154B1022,TSX::TOT,TOT,TSX,1
CA89154B1022,FSX::5O7,5O7,FSX,0
CA89154B1022,OTC::TOTZF,TOTZF,OTC,0
CA89156L1085,TSX::TXP,TXP,TSX,1
CA89156L1085,LSE::TXP,TXP,LSE,0
CA89156L1085,OTC::PBEGF,PBEGF,OTC,0
CA89156L1085,FSX::PNW1,PNW1,FSX,0
CA89156L1085,XSTU::PNW1,PNW1,XSTU,0
CA89156V1067,TSX::TOU,TOU,TSX,1
CA89156V1067,FSX::08T,08T,FSX,0
CA89156V1067,OTC::TRMLF,TRMLF,OTC,0
CA89157M2040,TSXV::TOTC,TOTC,TSXV,1
CA89157M2040,TSXV::TOTC.P,TOTC.P,TSXV,0
CA89185T1066,TSXV::TWR,TWR,TSXV,1
CA89185T1066,OTC::TWRFF,TWRFF,OTC,0
CA89279P1018,TSXV::TBK,TBK,TSXV,1
CA89279P1018,OTC::APRAF,APRAF,OTC,0
CA89279P1018,FSX::KCG,KCG,FSX,0
CA89346D1078,TSX::TA,TA,TSX,1
CA89346D1078,NYSE::TAC,TAC,NYSE,0
CA89346D1078,FSX::TZ1,TZ1,FSX,0
CA89351T4019,TSX::TRZ,TRZ,TSX,1
CA89351T4019,OTC::TRZBF,TRZBF,OTC,0
CA89355R2037,TSXV::TCO,TCO,TSXV,1
CA89355R2037,FSX::TMSA,TMSA,FSX,0
CA89355R2037,OTC::TRRGF,TRRGF,OTC,0
CA8935781044,TSX::TCL-A,TCL-A,TSX,1
CA8935781044,FSX::53L,53L,FSX,0
CA8935781044,OTC::TCLAF,TCLAF,OTC,0
CA8935782034,TSX::TCL-B,TCL-B,TSX,1
CA8935782034,OTC::TCLCF,TCLCF,OTC,0
CA8937051032,TSXV::XTM,XTM,TSXV,1
CA8937051032,OTC::TNTMF,TNTMF,OTC,0
CA89467Q2009,TSX::TSL,TSL,TSX,1
CA89467Q2009,FSX::J5W,J5W,FSX,0
CA89467Q2009,OTC::TWIRF,TWIRF,OTC,0
CA8949431099,FSX::5730,5730,FSX,1
CA8949431099,OTC::AITTF,AITTF,OTC,0
CA8959451037,TSX::TCW,TCW,TSX,1
CA8959451037,OTC::TOLWF,TOLWF,OTC,0
CA8959451037,FSX::TWZ,TWZ,FSX,0
CA8959801009,FSX::6BP0,6BP0,FSX,1
CA8959801009,OTC::TRDTF,TRDTF,OTC,0
CA89602G1090,TSXV::TRBC,TRBC,TSXV,1
CA89602G1090,FSX::381,381,FSX,0
CA89602G1090,OTC::TRRCF,TRRCF,OTC,0
CA89602T1012,TSXV::TRBE,TRBE,TSXV,1
CA89602T1012,FSX::7HZ,7HZ,FSX,0
CA89602T1012,OTC::TRPTF,TRPTF,OTC,0
CA89621C1059,TSX::TMQ,TMQ,TSX,1
CA89621C1059,FSX::NK5A,NK5A,FSX,0
CA89621C1059,XSTU::NK5A,NK5A,XSTU,0
CA89621C1059,NYSE MKT::TMQ,TMQ,NYSE MKT,0
CA89678B1094,TSXV::TSG,TSG,TSXV,1
CA89678B1094,FSX::7TG,7TG,FSX,0
CA89678B1094,OTC::TSGZF,TSGZF,OTC,0
CA89679A2092,TSX::TSU,TSU,TSX,1
CA89679A2092,FSX::QPA1,QPA1,FSX,0
CA89679A2092,XSTU::QPA1,QPA1,XSTU,0
CA89679A2092,OTC::TRRSF,TRRSF,OTC,0
CA89679M1041,TSX::TFPM,TFPM,TSX,1
CA89679M1041,NYSE::TFPM,TFPM,NYSE,0
CA89679M1041,FSX::3Y0,3Y0,FSX,0
CA89680B2049,OTC::TSTTF,TSTTF,OTC,1
CA89680B2049,FSX::UY00,UY00,FSX,0
CA8968122033,LSE::0VLY,0VLY,LSE,1
CA8968122033,OTC::TIGCF,TIGCF,OTC,0
CA89712R2019,TSXV::TR,TR,TSXV,1
CA89712R2019,OTC::TROUF,TROUF,OTC,0
CA8977811006,TSX::TERP,TERP,TSX,1
CA8977811006,TSX::TERP.U,TERP.U,TSX,0
CA89778V1040,FSX::706,706,FSX,1
CA89778V1040,OTC::TRUIF,TRUIF,OTC,0
CA89788C1041,FSX::T0A,T0A,FSX,1
CA89788C1041,OTC::TCNNF,TCNNF,OTC,0
CA89835T1003,TSXV::TBIX,TBIX,TSXV,1
CA89835T1003,OTC::TBIXF,TBIXF,OTC,0
CA8985301008,TSXV::TSD,TSD,TSXV,1
CA8985301008,OTC::TSDRF,TSDRF,OTC,0
CA8985301008,FSX::TZO,TZO,FSX,0
CA8985301008,Munich::TZO,TZO,Munich,0
CA8985301008,XSTU::TZO,TZO,XSTU,0
CA89901T1093,FSX::H56,H56,FSX,1
CA89901T1093,OTC::TDRRF,TDRRF,OTC,0
CA89904W1095,FSX::DQ5,DQ5,FSX,1
CA89904W1095,OTC::TUGAF,TUGAF,OTC,0
CA90043C1032,TSXV::TTGI,TTGI,TSXV,1
CA90043C1032,FSX::E48,E48,FSX,0
CA90348V3011,TSXV::UCU,UCU,TSXV,1
CA90348V3011,FSX::U9UA,U9UA,FSX,0
CA90348V3011,OTC::UURAF,UURAF,OTC,0
CA90366H4089,FSX::0IU,0IU,FSX,1
CA90366H4089,OTC::USCMF,USCMF,OTC,0
CA90387A1012,OTC::FLLLF,FLLLF,OTC,1
CA90387A1012,FSX::X6T,X6T,FSX,0
CA90388C1068,TSXV::ULT,ULT,TSXV,1
CA90388C1068,FSX::QFB,QFB,FSX,0
CA90388C1068,OTC::ULTXF,ULTXF,OTC,0
CA90468F1027,FSX::L7T,L7T,FSX,1
CA90468F1027,OTC::UDOCF,UDOCF,OTC,0
CA90476X5091,TSXV::UGD,UGD,TSXV,1
CA90476X5091,FSX::UGB1,UGB1,FSX,0
CA90476X5091,OTC::UGDIF,UGDIF,OTC,0
CA9091725049,TSXV::USS,USS,TSXV,1
CA9091725049,OTC::USSHF,USSHF,OTC,0
CA90922H2072,TSX::UNI,UNI,TSX,1
CA90922H2072,OTC::USYNF,USYNF,OTC,0
CA9101442031,TSX::UNC,UNC,TSX,1
CA9101442031,OTC::UCPLF,UCPLF,OTC,0
CA91360F1099,TSXV::IBO,IBO,TSXV,1
CA91360F1099,OTC::IBOGF,IBOGF,OTC,0
CA91360F1099,FSX::JC4,JC4,FSX,0
CA91688R1082,TSX::URE,URE,TSX,1
CA91688R1082,FSX::U9T,U9T,FSX,0
CA91688R1082,NYSE MKT::URG,URG,NYSE MKT,0
CA91702V1013,TSX::URC,URC,TSX,1
CA91702V1013,NASDAQ::UROY,UROY,NASDAQ,0
CA91702V1013,FSX::59U,59U,FSX,0
CA91707P1099,TSX::URB,URB,TSX,1
CA91707P1099,FSX::2YY0,2YY0,FSX,0
CA91707P2089,TSX::URB-A,URB-A,TSX,1
CA91707P2089,FSX::2YY,2YY,FSX,0
CA91707P2089,OTC::UBAAF,UBAAF,OTC,0
CA91707P2089,OTC::URNAF,URNAF,OTC,0
CA91733V1040,TSXV::URZ,URZ,TSXV,1
CA91733V1040,OTC::URZEF,URZEF,OTC,0
CA91735H1038,FSX::JO00,JO00,FSX,1
CA91735H1038,OTC::USHAF,USHAF,OTC,0
CA91735T1075,TSXV::USCU,USCU,TSXV,1
CA91735T1075,FSX::C730,C730,FSX,0
CA91735T1075,OTC::USCUF,USCUF,OTC,0
CA91825V4001,TSXV::VQS,VQS,TSXV,1
CA91825V4001,OTC::VQSSF,VQSSF,OTC,0
CA91831M1059,TSXV::VRR,VRR,TSXV,1
CA91831M1059,OTC::VRRCD,VRRCD,OTC,0
CA9184061096,TSXV::VVC,VVC,TSXV,1
CA9184061096,OTC::VVCVF,VVCVF,OTC,0
CA91881B1085,TSXV::VZZ,VZZ,TSXV,1
CA91881B1085,OTC::VDOMF,VDOMF,OTC,0
CA9191444020,TSX::VLE,VLE,TSX,1
CA9191444020,FSX::83PN,83PN,FSX,0
CA9191444020,OTC::VLERF,VLERF,OTC,0
CA91914U1075,TSXV::VMXX,VMXX,TSXV,1
CA91914U1075,OTC::VMXXF,VMXXF,OTC,0
CA91916W1014,TSXV::OZ,OZ,TSXV,1
CA91916W1014,FSX::4A7,4A7,FSX,0
CA9199211066,TSX::VGC,VGC,TSX,1
CA9199211066,OTC::VLGDF,VLGDF,OTC,0
CA92025V1094,TSXV::VO,VO,TSXV,1
CA92025V1094,FSX::KEQ0,KEQ0,FSX,0
CA92025V1094,XSTU::KEQ0,KEQ0,XSTU,0
CA92025V1094,OTC::KVLQF,KVLQF,OTC,0
CA9214283066,TSXV::VRB,VRB,TSXV,1
CA9214283066,FSX::NWN,NWN,FSX,0
CA9214283066,OTC::VRBFF,VRBFF,OTC,0
CA9219456063,TSXV::VAX,VAX,TSXV,1
CA9219456063,FSX::UD7C,UD7C,FSX,0
CA9219456063,OTC::VANTF,VANTF,OTC,0
CA92203Q1046,TSX::VDY,VDY,TSX,1
CA92203Q1046,OTC::VDYIF,VDYIF,OTC,0
CA92241Y1016,TSX::VCM,VCM,TSX,1
CA92241Y1016,FSX::VCM,VCM,FSX,0
CA92241Y1016,OTC::VNWTF,VNWTF,OTC,0
CA92243L1076,TSXV::VXL,VXL,TSXV,1
CA92243L1076,OTC::VXLLF,VXLLF,OTC,0
CA92243U1075,TSXV::KNOX,KNOX,TSXV,1
CA92243U1075,OTC::KNXFF,KNXFF,OTC,0
CA92243U1075,FSX::M850,M850,FSX,0
CA92255G2027,FSX::P0D0,P0D0,FSX,1
CA92255G2027,OTC::VAGNF,VAGNF,OTC,0
CA92258F3007,TSXV::VLC,VLC,TSXV,1
CA92258F3007,OTC::VLCJF,VLCJF,OTC,0
CA92258F3007,FSX::VMSP,VMSP,FSX,0
CA92261D2014,OTC::CUIRF,CUIRF,OTC,1
CA92261D2014,FSX::OJ4,OJ4,FSX,0
CA92261V1022,TSXV::VTT,VTT,TSXV,1
CA92261V1022,FSX::5V8,5V8,FSX,0
CA92261V1022,OTC::VDTAF,VDTAF,OTC,0
CA92281P2008,TSXV::VPT,VPT,TSXV,1
CA92281P2008,FSX::5V7,5V7,FSX,0
CA92281P2008,OTC::VPTDF,VPTDF,OTC,0
CA9229321083,TSX::VLN,VLN,TSX,1
CA9229321083,OTC::VLNSF,VLNSF,OTC,0
CA9237251058,TSX::VET,VET,TSX,1
CA9237251058,NYSE::VET,VET,NYSE,0
CA9237251058,FSX::CVZ,CVZ,FSX,0
CA9237251058,XSTU::CVZ,CVZ,XSTU,0
CA92512J1066,TSX::VBNK,VBNK,TSX,1
CA92512J1066,NASDAQ::VBNK,VBNK,NASDAQ,0
CA92512J1066,FSX::VEW,VEW,FSX,0
CA92528V2003,TSX::VMET,VMET,TSX,1
CA92528V2003,NASDAQ::VMET,VMET,NASDAQ,0
CA92536G1046,TSXV::VTX,VTX,TSXV,1
CA92536G1046,FSX::4X8,4X8,FSX,0
CA92536G1046,OTC::VTXGF,VTXGF,OTC,0
CA92536L1031,TSXV::VERT,VERT,TSXV,1
CA92536L1031,OTC::CVVRF,CVVRF,OTC,0
CA92537Y1043,TSX::FORA,FORA,TSX,1
CA92537Y1043,OTC::VFORF,VFORF,OTC,0
CA92539Q1090,NEO::VERS,VERS,NEO,1
CA92539Q1090,OTC::VRSSF,VRSSF,OTC,0
CA92540L1076,FSX::9PY0,9PY0,FSX,1
CA92540L1076,OTC::VERTF,VERTF,OTC,0
CA9255401064,OTC::VEXTF,VEXTF,OTC,1
CA9255401064,FSX::VV5,VV5,FSX,0
CA92650P1045,FSX::6F6,6F6,FSX,1
CA92650P1045,XSTU::6F6,6F6,XSTU,0
CA92650P1045,OTC::VSQTF,VSQTF,OTC,0
CA92663R1055,NASDAQ::VMD,VMD,NASDAQ,1
CA92663R1055,FSX::VIJ,VIJ,FSX,0
CA92707Y1088,NASDAQ::VFF,VFF,NASDAQ,1
CA92707Y1088,FSX::02V,02V,FSX,0
CA92707Y1088,XSTU::02V,02V,XSTU,0
CA92790D1024,TSX::VISA,VISA,TSX,1
CA92790D1024,NEO::VISA,VISA,NEO,0
CA92790D1024,FSX::3V6,3V6,FSX,0
CA9279263037,TSX::VGZ,VGZ,TSX,1
CA9279263037,LSE::0VNO,0VNO,LSE,0
CA9279263037,FSX::JEJ,JEJ,FSX,0
CA9279263037,XSTU::JEJ,JEJ,XSTU,0
CA9279263037,NYSE MKT::VGZ,VGZ,NYSE MKT,0
CA9279521012,TSXV::VCG,VCG,TSXV,1
CA9279521012,FSX::CAX,CAX,FSX,0
CA92834E3068,TSXV::VGD,VGD,TSXV,1
CA92834E3068,FSX::3V41,3V41,FSX,0
CA92834E3068,XSTU::3V41,3V41,XSTU,0
CA92834E3068,OTC::VGMIF,VGMIF,OTC,0
CA92834X1069,TSXV::VML,VML,TSXV,1
CA92834X1069,OTC::VLMGF,VLMGF,OTC,0
CA92836B2012,TSXV::VIS,VIS,TSXV,1
CA92836B2012,FSX::1VS1,1VS1,FSX,0
CA92837C1095,TSXV::VLI,VLI,TSXV,1
CA92837C1095,FSX::1AJ2,1AJ2,FSX,0
CA92837C1095,OTC::ABEPF,ABEPF,OTC,0
CA92838G1090,FSX::339,339,FSX,1
CA92838G1090,OTC::VIZNF,VIZNF,OTC,0
CA92847D1050,TSXV::VPI,VPI,TSXV,1
CA92847D1050,OTC::VPRIF,VPRIF,OTC,0
CA92847E1034,TSXV::VITA,VITA,TSXV,1
CA92847E1034,OTC::VTLSF,VTLSF,OTC,0
CA92847K1093,TSXV::VUX,VUX,TSXV,1
CA92847K1093,OTC::SNYXF,SNYXF,OTC,0
CA92847V5018,TSX::VHI,VHI,TSX,1
CA92847V5018,FSX::6OVA,6OVA,FSX,0
CA92847V5018,OTC::VHIBF,VHIBF,OTC,0
CA92852B1013,TSXV::VCI,VCI,TSXV,1
CA92852B1013,OTC::VCIGF,VCIGF,OTC,0
CA92852M1077,TSXV::VAU,VAU,TSXV,1
CA92852M1077,FSX::7PB,7PB,FSX,0
CA92852M1077,OTC::VAUCF,VAUCF,OTC,0
CA92859G6085,TSX::VZLA,VZLA,TSX,1
CA92859G6085,NYSE MKT::VZLA,VZLA,NYSE MKT,0
CA92859L2012,TSXV::VROY,VROY,TSXV,1
CA92859L2012,OTC::VROYF,VROYF,OTC,0
CA92863W2013,TSXV::VG,VG,TSXV,1
CA92863W2013,FSX::CKC2,CKC2,FSX,0
CA92863W2013,XSTU::CKC2,CKC2,XSTU,0
CA92865M1023,NEO::FLT,FLT,NEO,1
CA92865M1023,TSXV::FLT,FLT,TSXV,0
CA92865M1023,FSX::ABB,ABB,FSX,0
CA92865M1023,Munich::ABB,ABB,Munich,0
CA92865M1023,XDUS::ABB,ABB,XDUS,0
CA92865M1023,XSTU::ABB,ABB,XSTU,0
CA92865M1023,OTC::TAKOF,TAKOF,OTC,0
CA92872C1059,FSX::8L10,8L10,FSX,1
CA92872C1059,OTC::VLTMF,VLTMF,OTC,0
CA92873M1023,TSXV::VCT,VCT,TSXV,1
CA92873M1023,OTC::TORVF,TORVF,OTC,0
CA92874C1032,FSX::D0W,D0W,FSX,1
CA92874C1032,OTC::VOLMF,VOLMF,OTC,0
CA9289451044,TSXV::VUL,VUL,TSXV,1
CA9289451044,FSX::VM3,VM3,FSX,0
CA9289451044,OTC::VULMF,VULMF,OTC,0
CA92905U1066,TSXV::VMS,VMS,TSXV,1
CA92905U1066,OTC::VMSSF,VMSSF,OTC,0
CA92918C1014,TSXV::VM,VM,TSXV,1
CA92918C1014,OTC::VYYRF,VYYRF,OTC,0
CA92919F1036,TSX::VOXR,VOXR,TSX,1
CA92919F1036,NASDAQ::VOXR,VOXR,NASDAQ,0
CA92938W2022,TSX::WSP,WSP,TSX,1
CA92938W2022,FSX::1W3,1W3,FSX,0
