listing_key,ticker,exchange,isin,wkn,figi,cik,lei,figi_source,cik_source,lei_source
VSE::GEPH,GEPH,VSE,AT0000A34DM3,,BBG01YM4LT77,,894500SN5GTABFSFWS54,OpenFIGI,,GLEIF
TSX::GEQT,GEQT,TSX,CA46436Q1090,,BBG00X71LCR8,,,OpenFIGI,,
TSXV::GER,GER,TSXV,CA3774561086,,BBG000C4V583,,,OpenFIGI,,
XETRA::GERD,GERD,XETRA,IE0001UQQ933,,BBG01GY4D645,,,OpenFIGI,,
NGX::GEREGU,GEREGU,NGX,NGGEREGU0000,,BBG019XZ5429,,0292005253H6Q4DD7G85,OpenFIGI,,GLEIF
BIST::GEREL,GEREL,BIST,TREGREL00017,,BBG000PQZ3X3,,789000A18MVF4MXX9772,OpenFIGI,,GLEIF
OTC::GERFF,GERFF,OTC,CA3774561086,,BBG000H01QB9,,,OpenFIGI,,
CPH::GERHSP,GERHSP,CPH,DK0060093524,,BBG000RWJ6F9,,529900BT3M81VV58P678,OpenFIGI,,GLEIF
PSE::GERI,GERI,PSE,PHY2715C1081,,BBG000FJLDW4,,,OpenFIGI,,
NASDAQ::GERN,GERN,NASDAQ,US3741631036,374163,BBG000GX1891,0000886744,549300T282D7Z2YESL90,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
ASX::GES,GES,ASX,AU000000GES4,,,,,,,
BIST::GESAN,GESAN,BIST,TREGESN00029,,BBG0106MY2G4,,7890006084481LWBGZ28,OpenFIGI,,GLEIF
NSE_IN::GESHIP,GESHIP,NSE_IN,INE017A01032,,BBG000BKW0C3,,,OpenFIGI,,
OTC::GESI,GESI,OTC,US36976L1070,,BBG000DVHWV3,,5493007TN7DBL0AJSC45,OpenFIGI,,GLEIF
BME::GEST,GEST,BME,ES0105223004,,BBG000QLZQ99,,95980020140005484363,OpenFIGI,,GLEIF
CSE_LK::GEST.N0000,GEST.N0000,CSE_LK,LK0069N00001,,BBG000DMZ5G9,,,OpenFIGI,,
Euronext::GET,GET,Euronext,FR0010533075,901535,BBG000BMQLM9,,9695007ZEQ7M0OE74G82,OpenFIGI,,GLEIF
BSE_IN::GETALONG,GETALONG,BSE_IN,INE0H1201020,,BBG012PSK5F5,,,OpenFIGI,,
LSE::GETB,GETB,LSE,GB00BG0TSD71,,BBG00H3MLRK5,,213800LAMARZB9AQJ376,OpenFIGI,,GLEIF
OTC::GETH,GETH,OTC,US39303B3050,,BBG000KT3HL9,,549300WTIC6ZX5SX1N71,OpenFIGI,,GLEIF
STO::GETI-B,GETI-B,STO,SE0000202624,,BBG000G2ZL93,,5493003PZ4F570G3W735,OpenFIGI,,GLEIF
OTC::GETR,GETR,OTC,US37427G1013,,BBG0101Q45C0,,,OpenFIGI,,
NYSE::GETY,GETY,NYSE,US3742751056,A3DH6V,BBG017RQJJG7,0001898496,,OpenFIGI,SEC company_tickers_exchange.json,
Euronext::GEU3C,GEU3C,Euronext,LU2533810862,,BBG01F75GX97,,,OpenFIGI,,
Euronext::GEU3D,GEU3D,Euronext,LU2533810789,,BBG01F75JKS1,,,OpenFIGI,,
Euronext::GEU7C,GEU7C,Euronext,LU2993392898,,,,,,,
XETRA::GEUR,GEUR,XETRA,IE0000MK7GG1,,BBG01YTP6ZZ5,,635400TOBIE7TESI6B53,OpenFIGI,,GLEIF
NYSE::GEV,GEV,NYSE,US36828A1016,,,0001996810,,,SEC company_tickers_exchange.json,
BATS::GEVC,GEVC,BATS,US21874J4206,,,,,,,
NASDAQ::GEVG,GEVG,NASDAQ,US88340F3082,,BBG01Z2DHWQ3,,529900IG0RZZ3E4U9C48,OpenFIGI,,GLEIF
OTC::GEVI,GEVI,OTC,US36976P2074,,,,,,,
NASDAQ::GEVO,GEVO,NASDAQ,US3743964062,374396,BBG000P7S7L7,0001392380,549300IV6EW4O1OJD686,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
XETRA::GEVT,GEVT,XETRA,IE000FRX67F3,,BBG01YTX6VG8,,635400TOBIE7TESI6B53,OpenFIGI,,GLEIF
BATS::GEVX,GEVX,BATS,US46143U5184,,BBG01VWP07J3,,,OpenFIGI,,
NASDAQ::GEW,GEW,NASDAQ,US02072Q7135,,BBG01XFHLGW8,,529900DPGM35XJ2HIY75,OpenFIGI,,GLEIF
LSE::GEX,GEX,LSE,GB00BSMN5L80,,BBG00S6QT574,,213800652YA432JT7Z47,OpenFIGI,,GLEIF
FSX::GEY,GEY,FSX,CH0114405324,,,,,,,
Borsa Italiana::GF,GF,Borsa Italiana,IT0005144784,,BBG00B5Z6XM9,,81560028BF890B47DB98,OpenFIGI,,GLEIF
SIX::GF,GF,SIX,CH1169151003,A3DHG1,BBG000BC1M46,0000858706,529900CMRQYW4U1W2456,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
FSX::GF4,GF4,FSX,US3999091008,,,,,,,
XSTU::GF4,GF4,XSTU,US3999091008,,,,,,,
XSTU::GF7,GF7,XSTU,IT0003203947,,,,,,,
Euronext::GFA,GFA,Euronext,IE00BF540Z61,,,,,,,
LSE::GFA,GFA,LSE,IE00BF540Z61,,BBG00K9V8B22,,635400BRTVJRP8KWVW82,OpenFIGI,,GLEIF
SIX::GFAA,GFAA,SIX,IE00BF540Z61,,BBG00L7MP4T0,,635400BRTVJRP8KWVW82,OpenFIGI,,GLEIF
NASDAQ::GFAI,GFAI,NASDAQ,KYG4236L1389,,,0001804469,,,SEC company_tickers_exchange.json,
BMV::GFAMSAA,GFAMSAA,BMV,MX01GF010008,,BBG000DJ8WM0,,,OpenFIGI,,
OTC::GFASY,GFASY,OTC,US3626074005,,,0001389207,,,SEC company_tickers_exchange.json,
Euronext::GFC,GFC,Euronext,FR0010040865,,BBG000BC2R35,,9695003E4MMA10IBTR26,OpenFIGI,,GLEIF
TASE::GFC-M,GFC-M,TASE,IL0011226888,,BBG001D879B6,,,OpenFIGI,,
OTC::GFCI,GFCI,OTC,US3981631050,,,,,,,
OTC::GFCJ,GFCJ,OTC,US40108Q1094,,BBG000BHPV85,,,OpenFIGI,,
B3::GFDL11,GFDL11,B3,BRGFDLCTF005,,BBG01V7GWV94,,,OpenFIGI,,
XETRA::GFEA,GFEA,XETRA,IE00BF540Z61,,BBG00KB718T7,,635400BRTVJRP8KWVW82,OpenFIGI,,GLEIF
BATS::GFEB,GFEB,BATS,US33740U7375,,BBG01FCRRRQ5,,,OpenFIGI,,
OTC::GFELF,GFELF,OTC,CA38216R1001,,BBG000FJ9G33,,,OpenFIGI,,
FSX::GFF,GFF,FSX,US3984331021,,,,,,,
NYSE::GFF,GFF,NYSE,US3984331021,398433,BBG000D7FT63,0000050725,5493000C2SGNC7ZN3242,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
FSX::GFG,GFG,FSX,LU2010095458,,,,,,,
TSXV::GFG,GFG,TSXV,CA36165F1018,,,,,,,
XETRA::GFG,GFG,XETRA,LU2010095458,,BBG008G90QM3,,,OpenFIGI,,
LSE::GFGB,GFGB,LSE,IE00BF540Z61,,BBG00K9VP1K5,,635400BRTVJRP8KWVW82,OpenFIGI,,GLEIF
TSX::GFGE,GFGE,TSX,CA40138G1054,,BBG020S14QY5,,,OpenFIGI,,
NASDAQ::GFGF,GFGF,NASDAQ,US02072L7890,,BBG013Y35HL2,,,OpenFIGI,,
OTC::GFGSF,GFGSF,OTC,CA36165F1018,,BBG00FFG57Q5,,,OpenFIGI,,
OTC::GFGU,GFGU,OTC,,,,,,,,
OTC::GFGY,GFGY,OTC,US3873661074,,BBG000WCS998,,549300U7OXLIFUWFPC84,OpenFIGI,,GLEIF
BCBA::GFI,GFI,BCBA,ARDEUT115425,,,,,,,
NYSE::GFI,GFI,NYSE,US38059T1060,,,0001172724,,,SEC company_tickers_exchange.json,
MSX::GFIC,GFIC,MSX,OM0000003125,,,,,,,
PSX::GFIL,GFIL,PSX,PK0054101016,,BBG000GMZKR1,,,OpenFIGI,,
LSE::GFIN,GFIN,LSE,GB00BT9QD572,,BBG007PNQF59,,213800GNV14EDQNRWI17,OpenFIGI,,GLEIF
BMV::GFINBURO,GFINBURO,BMV,MXP370641013,,BBG000LXS084,,,OpenFIGI,,
OTC::GFIOF,GFIOF,OTC,ZAE000018123,,,0001172724,,,SEC company_tickers_exchange.json,
OTC::GFKRF,GFKRF,OTC,CA6838811066,,BBG000JLP950,,,OpenFIGI,,
NYSE::GFL,GFL,NYSE,,A2PUD4,,0001780232,254900ZGOSTAYSKQ7N20,,SEC company_tickers_exchange.json,GLEIF
TSX::GFL,GFL,TSX,CA36168Q1046,,,,,,,
NSE_IN::GFLLIMITED,GFLLIMITED,NSE_IN,INE538A01037,,BBG000CRYVY3,,,OpenFIGI,,
OTC::GFLT,GFLT,OTC,US42240P2056,,BBG00VFL2096,0001796949,549300ESK6P7BY8R1585,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
NASDAQ::GFLW,GFLW,NASDAQ,US92647X7646,,BBG01QNW6482,,,OpenFIGI,,
LSE::GFM,GFM,LSE,BMG319201049,,BBG000JNZ6H8,,213800VXEARSK4D5UG12,OpenFIGI,,GLEIF
OTC::GFMH,GFMH,OTC,US3817151018,,BBG000DK9TJ7,0000820771,,OpenFIGI,SEC company_tickers_exchange.json,
BMV::GFNORTEO,GFNORTEO,BMV,MXP370711014,907669,BBG000LXL7P7,,,OpenFIGI,,
OTC::GFOO,GFOO,OTC,US37252L2097,,BBG001Y6RQ09,,,OpenFIGI,,
TSXV::GFOR.P,GFOR.P,TSXV,CA3821451000,,BBG0135WC226,,,OpenFIGI,,
TSX::GFP,GFP,TSX,CA39526A1003,,BBG00QFZ39V1,,,OpenFIGI,,
SET::GFPT,GFPT,SET,TH0297010Z02,,BBG000BGR9N7,,,OpenFIGI,,
NYSE::GFR,GFR,NYSE,CA39525U1075,A3EUCH,BBG01HRTJS51,0001966287,,OpenFIGI,SEC company_tickers_exchange.json,
LSE::GFRD,GFRD,LSE,GB00BKY40Q38,,BBG00R233R62,,213800MR6DRHCJIV8113,OpenFIGI,,GLEIF
NASDAQ::GFS,GFS,NASDAQ,KYG393871085,A3C6AF,BBG000C2L5G9,0001709048,,OpenFIGI,SEC company_tickers_exchange.json,
B3::GFSA3,GFSA3,B3,BRGFSAACNOR3,,BBG000BG73S7,,,OpenFIGI,,
BSE_IN::GFSTEELS,GFSTEELS,BSE_IN,INE534A01028,,BBG000CRTRN0,,,OpenFIGI,,
FSX::GFT,GFT,FSX,DE0005800601,,,,,,,
XETRA::GFT,GFT,XETRA,DE0005800601,,BBG000BHFLX0,,5299002FNBSGW23ULF72,OpenFIGI,,GLEIF
XSTU::GFT,GFT,XSTU,DE0005800601,,,,,,,
OTC::GFTFF,GFTFF,OTC,CA38447A1084,,BBG01WYNH724,0002103596,,OpenFIGI,SEC company_tickers_exchange.json,
LSE::GFTU,GFTU,LSE,IE00B00MZ448,,BBG000L9YKG7,,635400BE9SBAG61DJ963,OpenFIGI,,GLEIF
OTC::GFTYF,GFTYF,OTC,AU0000155889,,BBG01C4VDRL2,,,OpenFIGI,,
NASDAQ::GFUZ,GFUZ,NASDAQ,CA3698841010,,,0002074850,,,SEC company_tickers_exchange.json,
ASX::GFXD,GFXD,ASX,AU0000469959,,,,,,,
TSXV::GG,GG,TSXV,CA36316B1085,,BBG006374TM5,,,OpenFIGI,,
ASX::GG1,GG1,ASX,AU0000408783,,BBG01WD6QF44,,,OpenFIGI,,
FSX::GG1,GG1,FSX,CA19425C1005,,,,,,,
FSX::GG2,GG2,FSX,AU0000382079,,,,,,,
XETRA::GG3S,GG3S,XETRA,XS3196138112,,BBG017F9DCV2,,,OpenFIGI,,
XSTU::GG7,GG7,XSTU,BMG319201049,,,,,,,
ASX::GG8,GG8,ASX,AU0000382079,,BBG000BF8MJ6,,,OpenFIGI,,
XETRA::GG9B,GG9B,XETRA,GB00B00FHZ82,,BBG000RF05P7,,213800EE1LGIXW16QB30,OpenFIGI,,GLEIF
TSXV::GGA,GGA,TSXV,CA38141A4046,,BBG000C01D96,,,OpenFIGI,,
FSX::GGA1,GGA1,FSX,CA37427C2094,,,,,,,
OTC::GGAAF,GGAAF,OTC,KYG3R23D1021,,BBG0146N9QM2,,,OpenFIGI,,
ASX::GGAB,GGAB,ASX,AU0000307944,,BBG01KDCVWJ8,,5493001L8F4AE6ODE579,OpenFIGI,,GLEIF
BCBA::GGAL,GGAL,BCBA,ARP495251018,,,,,,,
NASDAQ::GGAL,GGAL,NASDAQ,US3999091008,,,0001114700,,,SEC company_tickers_exchange.json,
OTC::GGAMF,GGAMF,OTC,CA3821131081,,,,,,,
TSXV::GGAU,GGAU,TSXV,CA36315L1076,,BBG00PSSJ7B4,,,OpenFIGI,,
OTC::GGAUF,GGAUF,OTC,KYG3R23D1104,,BBG013P17594,,,OpenFIGI,,
BSE_IN::GGAUTO,GGAUTO,BSE_IN,INE493B01017,,BBG000G5XFC7,,,OpenFIGI,,
OTC::GGAZF,GGAZF,OTC,CA38141A1075,,BBG00CTTFLV1,0001515964,,OpenFIGI,SEC company_tickers_exchange.json,
NYSE::GGB,GGB,NYSE,US3737371050,,,0001073404,,,SEC company_tickers_exchange.json,
NZX::GGB,GGB,NZX,NZGGBE0001S7,,BBG01H47RJW5,,,OpenFIGI,,
XETRA::GGBD,GGBD,XETRA,IE000NKC01D0,,,,,,,
ASX::GGBL,GGBL,ASX,AU0000420358,,BBG01XC1V755,,,OpenFIGI,,
BMV::GGBN,GGBN,BMV,US3737371050,373737,BBG000R1GP31,,254900YDV6SEQQPZVG24,OpenFIGI,,GLEIF
B3::GGBR3,GGBR3,B3,BRGGBRACNOR1,,BBG000N896X7,,,OpenFIGI,,
B3::GGBR4,GGBR4,B3,BRGGBRACNPR8,,BBG000N89B84,,,OpenFIGI,,
OTC::GGBXF,GGBXF,OTC,CA39305B1058,,BBG00KRBBJH9,,,OpenFIGI,,
BME::GGC,GGC,BME,ES0105195004,,BBG001BR7VT8,,9598004V1X9F16SXJ929,OpenFIGI,,GLEIF
SET::GGC,GGC,SET,TH7920010Z02,,,,,,,
EGX::GGCC,GGCC,EGX,EGS21541C015,,BBG000BHX4J4,,,OpenFIGI,,
OTC::GGCPF,GGCPF,OTC,CA37148M1068,,BBG00W5FHZS4,,,OpenFIGI,,
FSX::GGD,GGD,FSX,CA38045Y1025,,,,,,,
TSX::GGD,GGD,TSX,CA38045Y1025,,BBG000PYQ5N2,,,OpenFIGI,,
XSTU::GGD,GGD,XSTU,CA38045Y1025,,,,,,,
BSE_IN::GGDPROP,GGDPROP,BSE_IN,INE631D01026,,BBG000BHTMK7,,,OpenFIGI,,
OTC::GGDVF,GGDVF,OTC,HK0270001396,,BBG000BS1TY3,,,OpenFIGI,,
OTC::GGDVY,GGDVY,OTC,US4006542082,,BBG000PCJMN1,,,OpenFIGI,,
ASX::GGE,GGE,ASX,AU000000GGE9,,BBG000CFPYF4,,,OpenFIGI,,
XETRA::GGED,GGED,XETRA,IE000RBFCPY3,,,,,,,
OTC::GGEI,GGEI,OTC,US16948W2098,,,,,,,
BSE_IN::GGENG,GGENG,BSE_IN,INE694X01030,,BBG00H2RD9H8,,,OpenFIGI,,
STO::GGEO,GGEO,STO,SE0005562014,,BBG001Y3CWL6,,549300OOMD33M4KT6E49,OpenFIGI,,GLEIF
TSX::GGEP,GGEP,TSX,CA40090B1022,,BBG00WDS07G0,,,OpenFIGI,,
TSX::GGEP.F,GGEP.F,TSX,CA40090B1022,,BBG00WDS07G0,,,OpenFIGI,,
ASX::GGFD,GGFD,ASX,AU0000307969,,BBG01KDCM703,,,OpenFIGI,,
FSX::GGG,GGG,FSX,ID1000068604,,,,,,,
NYSE::GGG,GGG,NYSE,US3841091040,384109,BBG000BK9W84,0000042888,4T5VJ4S81BRT6Q7GGT78,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
XSTU::GGG,GGG,XSTU,ID1000068604,,,,,,,
OTC::GGGFF,GGGFF,OTC,,,,,,,,
PSX::GGGL,GGGL,PSX,PK0109601010,,BBG008F2SLL1,,,OpenFIGI,,
OTC::GGGOF,GGGOF,OTC,CA38047D1069,,BBG0039CXY42,,,OpenFIGI,,
OTC::GGGSF,GGGSF,OTC,GB00B63QSB39,,BBG000D1PWH6,,213800I71QMUFJ64IW20,OpenFIGI,,GLEIF
OTC::GGGSY,GGGSY,OTC,US3975601036,,BBG000JSF901,,213800I71QMUFJ64IW20,OpenFIGI,,GLEIF
TSXV::GGI,GGI,TSXV,CA3660441054,,BBG000MSVB22,,,OpenFIGI,,
OTC::GGIFF,GGIFF,OTC,CA3660441054,,BBG000MWF8P3,,,OpenFIGI,,
OTC::GGII,GGII,OTC,US3930482027,,BBG000BDVM50,,,OpenFIGI,,
FSX::GGK,GGK,FSX,US37247D1063,,,,,,,
BSE_IN::GGL,GGL,BSE_IN,INE063Z01017,,,,,,,
TSXV::GGL,GGL,TSXV,CA36171B3002,,BBG000BYY1M8,,,OpenFIGI,,
OTC::GGLDF,GGLDF,OTC,CA37427C2094,,BBG00N9LL5S8,,,OpenFIGI,,
NASDAQ::GGLL,GGLL,NASDAQ,US25461A8412,,BBG019HFT425,,,OpenFIGI,,
NASDAQ::GGLS,GGLS,NASDAQ,US25461A6010,,BBG019HFVSR2,,,OpenFIGI,,
OTC::GGLT,GGLT,OTC,US3745033080,,BBG000HLQM52,,,OpenFIGI,,
OTC::GGLXF,GGLXF,OTC,CA36171B3002,,BBG000HNTR63,0000800523,,OpenFIGI,SEC company_tickers_exchange.json,
TSXV::GGM,GGM,TSXV,CA38503H2037,A2G9M7,BBG000BXW4N5,,,OpenFIGI,,
NYSE ARCA::GGME,GGME,NYSE ARCA,US46137V6965,,BBG000DVHRQ0,,QPT4TMG79RF3UWNU0R52,OpenFIGI,,GLEIF
SIX::GGMUSY,GGMUSY,SIX,IE00B7KMNP07,,BBG0043CJGF9,,,OpenFIGI,,
SIX::GGMUSY-USD,GGMUSY-USD,SIX,IE00B7KMNP07,,BBG003MJ81F0,,,OpenFIGI,,
FSX::GGN,GGN,FSX,IL0010851660,,,,,,,
XSTU::GGN,GGN,XSTU,IL0010851660,,,,,,,
OTC::GGNDF,GGNDF,OTC,DK0010272632,,BBG000BTWZ91,,5493008U3H3W0NKPFL10,OpenFIGI,,GLEIF
OTC::GGNPF,GGNPF,OTC,ID1000068604,,BBG000BV0ZY3,,,OpenFIGI,,
TSXV::GGO,GGO,TSXV,CA36381N4093,,BBG000C42MX0,,,OpenFIGI,,
NYSE ARCA::GGOV,GGOV,NYSE ARCA,US0925288351,,BBG01VRR2M19,,,OpenFIGI,,
ASX::GGP,GGP,ASX,AU0000397705,,,,,,,
LSE::GGP,GGP,LSE,AU0000397705,,BBG01V7BTM08,,213800KQI75ZGE53GX44,OpenFIGI,,GLEIF
BSE_IN::GGPL,GGPL,BSE_IN,INE480S01026,,BBG009K3WB10,,,OpenFIGI,,
B3::GGPS3,GGPS3,B3,BRGGPSACNOR9,,BBG00C0463X5,,,OpenFIGI,,
OTC::GGPXF,GGPXF,OTC,BMG4111M2019,,BBG000BQPX36,,,OpenFIGI,,
TSX::GGPY,GGPY,TSX,CA40138D1024,,BBG00WDSGF57,,,OpenFIGI,,
TSX::GGPY.F,GGPY.F,TSX,CA40138D1024,,BBG00WDSGF57,,,OpenFIGI,,
ASX::GGR,GGR,ASX,AU0000416778,,,,,,,
BME::GGR,GGR,BME,ES0105709002,,BBG019RP4955,,959800LGQ87E1SSV7P03,OpenFIGI,,GLEIF
NASDAQ::GGR,GGR,NASDAQ,KYG9491K1397,,BBG007G2T2H8,0001886190,,OpenFIGI,SEC company_tickers_exchange.json,
Euronext::GGRA,GGRA,Euronext,IE00BZ56SW52,,,,,,,
FSX::GGRA,GGRA,FSX,US3666511072,,,,,,,
LSE::GGRA,GGRA,LSE,IE00BZ56SW52,,BBG00D0Y9H27,,,OpenFIGI,,
XSTU::GGRA,GGRA,XSTU,US3666511072,,,,,,,
LSE::GGRB,GGRB,LSE,IE000LRRPK60,,BBG01FY3MVF2,,,OpenFIGI,,
B3::GGRC11,GGRC11,B3,BRGGRCCTF002,,BBG00GNBQ185,,,OpenFIGI,,
LSE::GGRG,GGRG,LSE,IE00BZ56SW52,,BBG00D0Y9NC3,,,OpenFIGI,,
Euronext::GGRI,GGRI,Euronext,IE00030Y2P41,,,,,,,
IDX::GGRM,GGRM,IDX,ID1000068604,,BBG000BDRDN5,,,OpenFIGI,,
EGX::GGRN,GGRN,EGX,EGS07DR1C012,,BBG01NWL4W10,,,OpenFIGI,,
TSX::GGRO,GGRO,TSX,CA46438K1003,,BBG00X71L6B8,,,OpenFIGI,,
OTC::GGROU,GGROU,OTC,US3810611000,,BBG000QVNXX8,0001489874,,OpenFIGI,SEC company_tickers_exchange.json,
IDX::GGRP,GGRP,IDX,,,,,,,,
LSE::GGRP,GGRP,LSE,IE00BZ56RN96,,,,,,,
LSE::GGRW,GGRW,LSE,IE00BZ56RN96,,,,,,,
NYSE ARCA::GGRW,GGRW,NYSE ARCA,US36261K2024,,,,,,,
FSX::GGS,GGS,FSX,DE0005156004,,,,,,,
XETRA::GGS,GGS,XETRA,DE0005156004,,BBG000BF6471,,3912007HK6DG8Q41UN59,OpenFIGI,,GLEIF
XSTU::GGS,GGS,XSTU,DE0005156004,,,,,,,
OTC::GGSM,GGSM,OTC,US3804851026,,BBG000QNYF09,,,OpenFIGI,,
NYSE ARCA::GGTL,GGTL,NYSE ARCA,,,,,,,,
XETRA::GGUE,GGUE,XETRA,IE00BDR5H073,,BBG00NNNV9L6,,,OpenFIGI,,
ASX::GGUS,GGUS,ASX,AU00000GGUS2,,,,,,,
NYSE ARCA::GGUS,GGUS,NYSE ARCA,US38149W5985,,BBG01KBSDNS5,,,OpenFIGI,,
TSXV::GGX,GGX,TSXV,CA36171K2011,,BBG001779RH7,,,OpenFIGI,,
OTC::GGXXF,GGXXF,OTC,CA36171K2011,,BBG003MSH838,,,OpenFIGI,,
FSX::GGZA,GGZA,FSX,CA3810592038,,,,,,,
NASDAQ::GH,GH,NASDAQ,US40131M1099,40131M,BBG006D97VY9,0001576280,254900M8C3E5VC8BR186,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
FSX::GH0,GH0,FSX,CA65345J1057,,,,,,,
FSX::GH8,GH8,FSX,ID1000086002,,,,,,,
OTC::GHAV,GHAV,OTC,US38552T1088,,BBG001WT1BQ4,,,OpenFIGI,,
OTC::GHBWF,GHBWF,OTC,CA3771304068,,BBG00PH81Y84,0001848731,,OpenFIGI,SEC company_tickers_exchange.json,
Borsa Italiana::GHC,GHC,Borsa Italiana,IT0005345233,,BBG00LFSN8F6,,815600C851C90CAE6438,OpenFIGI,,GLEIF
FSX::GHC,GHC,FSX,IT0005345233,,,,,,,
NYSE::GHC,GHC,NYSE,US3846371041,A1W9DT,BBG000C3FGH9,0000104889,529900BOSCEEEMAFQJ29,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
NSE_IN::GHCL,GHCL,NSE_IN,INE539A01019,,BBG000CRZ187,,,OpenFIGI,,
NSE_IN::GHCLTEXTIL,GHCLTEXTIL,NSE_IN,INE0PA801013,,BBG00ZGDDD30,,,OpenFIGI,,
FSX::GHFH,GHFH,FSX,CNE100000HF9,,,,,,,
NYSE::GHG,GHG,NYSE,US39579V1008,A2JG9J,BBG00K6DWML3,0001724755,3003001U5LT3SICVFH79,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
OTC::GHGH,GHGH,OTC,,,,,,,,
PSX::GHGL,GHGL,PSX,PK0064301010,,BBG000GMZNB2,,,OpenFIGI,,
FSX::GHH,GHH,FSX,IT0003697080,,,,,,,
LSE::GHH,GHH,LSE,GB0002259116,,BBG000BXFXX9,,213800DO3DOOKYOPA952,OpenFIGI,,GLEIF
ASX::GHHF,GHHF,ASX,AU0000327116,,BBG01MGCNHX7,,,OpenFIGI,,
OTC::GHIFF,GHIFF,OTC,CA36468B1040,,BBG000PTDLJ7,,,OpenFIGI,,
OTC::GHIL,GHIL,OTC,US39260U1060,,BBG000DQJNF0,,,OpenFIGI,,
ADX::GHITHA,GHITHA,ADX,AEZ000101010,,BBG00YJLTVG1,,,OpenFIGI,,
FSX::GHK,GHK,FSX,BMG4069C1486,,,,,,,
XSTU::GHK,GHK,XSTU,BMG4069C1486,,,,,,,
TSXV::GHL,GHL,TSXV,CA38150G1028,,BBG000BTF5J5,,,OpenFIGI,,
ASX::GHLD,GHLD,ASX,AU0000334476,,BBG01SV3T2T9,,,OpenFIGI,,
CSE_LK::GHLL.N0000,GHLL.N0000,CSE_LK,LK0067N00005,,BBG000DNWNH0,,,OpenFIGI,,
ASX::GHM,GHM,ASX,AU0000360109,,,,,,,
NYSE::GHM,GHM,NYSE,US3845561063,857127,BBG000BKB811,0000716314,254900EI9P4LTY524J77,OpenFIGI,SEC company_tickers_exchange.json,GLEIF
PSX::GHNI,GHNI,PSX,PK0007101014,,BBG000NVQP83,,,OpenFIGI,,
IDX::GHON,GHON,IDX,ID1000142300,,BBG00K7Z3G83,,,OpenFIGI,,
MSX::GHOS,GHOS,MSX,OM0000001111,,,,,,,
ASX::GHRP,GHRP,ASX,AU0000462194,,,,,,,
NASDAQ::GHRS,GHRS,NASDAQ,IE000GID8VI0,A3CUAZ,BBG011BQC379,0001855129,,OpenFIGI,SEC company_tickers_exchange.json,
TSXV::GHRT,GHRT,TSXV,CA39526E1025,,BBG01NSL51J3,,,OpenFIGI,,
OTC::GHST,GHST,OTC,US37445J1034,,BBG000GHHJF8,0001121795,,OpenFIGI,SEC company_tickers_exchange.json,
LSE::GHT,GHT,LSE,GB0008808825,,BBG000BS24R5,,,OpenFIGI,,
BATS::GHTA,GHTA,BATS,US19423L5738,,BBG013KJZLD9,,,OpenFIGI,,
OTC::GHTI,GHTI,OTC,US36172E1055,,,,,,,
FSX::GHU,GHU,FSX,AU000000ADX9,,,,,,,
XSTU::GHU,GHU,XSTU,AU000000ADX9,,,,,,,
BSE_IN::GHUSHINE,GHUSHINE,BSE_IN,INE009U01011,,BBG00CTM2GL2,,,OpenFIGI,,
LSE::GHV1,GHV1,LSE,GB00B29BN198,,BBG000S6FBK2,,,OpenFIGI,,
LSE::GHV2,GHV2,LSE,GB00B01WL239,,BBG000QBCTT8,,,OpenFIGI,,
BSE_IN::GHVINFRA,GHVINFRA,BSE_IN,INE809Q01020,,BBG000DBY440,,,OpenFIGI,,
OTC::GHVNF,GHVNF,OTC,CA38149V3011,,BBG00VCYW560,,,OpenFIGI,,
NASDAQ::GHXI,GHXI,NASDAQ,KYG400081074,,,0002086438,,,SEC company_tickers_exchange.json,
ASX::GHY,GHY,ASX,AU0000253171,A3D3C4,BBG01BVW5QG9,0001554697,,OpenFIGI,SEC company_tickers_exchange.json,
NYSE ARCA::GHYB,GHYB,NYSE ARCA,US3814304537,,BBG00H5VPMW7,,,OpenFIGI,,
SIX::GHYC,GHYC,SIX,IE00B988C465,,BBG006B6DMV3,,,OpenFIGI,,
BATS::GHYG,GHYG,BATS,US4642861789,,,,,,,
LSE::GHYG,GHYG,LSE,IE00BJSFQX44,,,,,,,
OTC::GHYLF,GHYLF,OTC,AU0000253171,,BBG01FT6YWD8,,,OpenFIGI,,
LSE::GHYS,GHYS,LSE,IE00B8KQFS66,,BBG004RNRFK6,,,OpenFIGI,,
LSE::GHYU,GHYU,LSE,LU2099295466,,BBG00RPJF0Q6,,,OpenFIGI,,
FSX::GI0A,GI0A,FSX,KYG3940K1058,,,,,,,
FSX::GI2,GI2,FSX,US3746891072,,,,,,,
FSX::GI3,GI3,FSX,BE0003699130,,,,,,,
FSX::GI4,GI4,FSX,US36237H1014,,,,,,,
XSTU::GI4,GI4,XSTU,US36237H1014,,,,,,,
FSX::GI5,GI5,FSX,AU0000186504,,,,,,,
