listing_key,ticker,exchange,isin,wkn,figi,cik,lei,figi_source,cik_source,lei_source
HKEX::03616,03616,HKEX,KYG322701031,,BBG00MF521B6,,,OpenFIGI,,
KOSDAQ::036170,036170,KOSDAQ,KR7036170009,,BBG000C4Y2F9,,,OpenFIGI,,
HKEX::03618,03618,HKEX,CNE100000X44,,BBG0018HRM67,,,OpenFIGI,,
KOSDAQ::036190,036190,KOSDAQ,KR7036190007,,BBG000F2WHJ5,,,OpenFIGI,,
Bursa::0362,0362,Bursa,MYQ0362OO002,,BBG01V9107P5,,,OpenFIGI,,
KOSDAQ::036200,036200,KOSDAQ,KR7036200004,,BBG000C4QNC5,,,OpenFIGI,,
KOSDAQ::036220,036220,KOSDAQ,KR7036220002,,BBG01LTFBH89,,,OpenFIGI,,
HKEX::03623,03623,HKEX,KYG216891070,,BBG005HGTV59,,,OpenFIGI,,
HKEX::03625,03625,HKEX,CNE100007J86,,BBG0216J31Q3,,,OpenFIGI,,
HKEX::03626,03626,HKEX,KYG4288S1066,,BBG00CTN42J2,,,OpenFIGI,,
HKEX::03628,03628,HKEX,KYG750051198,,BBG0027FMJK6,,,OpenFIGI,,
Bursa::0363,0363,Bursa,MYQ0363OO000,,BBG01V80VXP7,,,OpenFIGI,,
HKEX::03633,03633,HKEX,KYG9891U1334,,BBG000GJTL75,,,OpenFIGI,,
HKEX::03636,03636,HKEX,CNE100007DK3,,BBG01ZBR57V4,,,OpenFIGI,,
HKEX::03638,03638,HKEX,KYG4644E1301,,BBG005613979,,,OpenFIGI,,
HKEX::03639,03639,HKEX,KYG9843H1074,,BBG006NCBHQ6,,,OpenFIGI,,
KRX::036420,036420,KRX,KR7036420008,,BBG000CGVC27,,,OpenFIGI,,
KRX::036460,036460,KRX,KR7036460004,,BBG000C4WJ73,,,OpenFIGI,,
KOSDAQ::036480,036480,KOSDAQ,KR7036480002,,BBG000CJBT62,,,OpenFIGI,,
Bursa::0365,0365,Bursa,MYQ0365OO005,,BBG01VLD78Q5,,,OpenFIGI,,
HKEX::03650,03650,HKEX,KYG5244R1083,,BBG0169HZD29,,,OpenFIGI,,
KRX::036530,036530,KRX,KR7036530004,,BBG000CF6M34,,,OpenFIGI,,
KOSDAQ::036540,036540,KOSDAQ,KR7036540003,,BBG000BX2NK9,,,OpenFIGI,,
KOSDAQ::036560,036560,KOSDAQ,KR7036560001,,BBG000C534Y5,,,OpenFIGI,,
KRX::036570,036570,KRX,KR7036570000,,BBG000BZZ983,,,OpenFIGI,,
HKEX::03658,03658,HKEX,KYG6486M1042,,BBG010ZMGNF7,,,OpenFIGI,,
KRX::036580,036580,KRX,KR7036580009,,BBG000DG84J2,,,OpenFIGI,,
Bursa::0366,0366,Bursa,MYQ0366OO003,,BBG01VRTT3H1,,,OpenFIGI,,
HKEX::03660,03660,HKEX,KYG8851G1001,,BBG01BLSGSB8,,,OpenFIGI,,
HKEX::03662,03662,HKEX,KYG0404F1019,,BBG00NGB11D9,,,OpenFIGI,,
KOSDAQ::036620,036620,KOSDAQ,KR7036620003,,BBG000C64N98,,,OpenFIGI,,
KOSDAQ::036630,036630,KOSDAQ,KR7036630002,,BBG000C5K715,,,OpenFIGI,,
KOSDAQ::036640,036640,KOSDAQ,KR7036640001,,BBG000DXXTS2,,,OpenFIGI,,
HKEX::03666,03666,HKEX,KYG8673P1063,,BBG0022D0GL5,,,OpenFIGI,,
KOSDAQ::036670,036670,KOSDAQ,KR7036670008,,BBG000F5Y7Q0,,,OpenFIGI,,
HKEX::03668,03668,HKEX,AU000000YAL0,,BBG001BRJXR3,,,OpenFIGI,,
HKEX::03669,03669,HKEX,KYG2162W1024,,BBG002ZFX5C2,,,OpenFIGI,,
KOSDAQ::036690,036690,KOSDAQ,KR7036690006,,,,,,,
Bursa::0367,0367,Bursa,MYQ0367OO001,,BBG01VS9LZV5,,,OpenFIGI,,
KOSDAQ::036710,036710,KOSDAQ,KR7036710002,,BBG000BMW1V6,,,OpenFIGI,,
HKEX::03677,03677,HKEX,CNE100006VV4,,BBG01T6LN6Q5,,,OpenFIGI,,
HKEX::03678,03678,HKEX,CNE1000023S4,,BBG00BNT4LZ7,,,OpenFIGI,,
Bursa::0368,0368,Bursa,MYQ0368OO009,,BBG01VT3Y790,,,OpenFIGI,,
HKEX::03680,03680,HKEX,KYG8587G1010,,BBG00R02KD22,,,OpenFIGI,,
KOSDAQ::036800,036800,KOSDAQ,KR7036800001,,BBG000BV3DD2,,,OpenFIGI,,
HKEX::03681,03681,HKEX,HK0000544194,,BBG00QQ8PRH1,,,OpenFIGI,,
KOSDAQ::036810,036810,KOSDAQ,KR7036810000,,BBG000C77C33,,,OpenFIGI,,
HKEX::03683,03683,HKEX,KYG4163E1070,,BBG0016TWY07,,,OpenFIGI,,
KOSDAQ::036830,036830,KOSDAQ,KR7036830008,,BBG000C77994,,,OpenFIGI,,
HKEX::03686,03686,HKEX,KYG2204M1042,,BBG00F3C9SR6,,,OpenFIGI,,
HKEX::03688,03688,HKEX,KYG892541098,,BBG001KBH243,,,OpenFIGI,,
HKEX::03689,03689,HKEX,CNE100002B55,,BBG00F3CGHQ3,,,OpenFIGI,,
KOSDAQ::036890,036890,KOSDAQ,KR7036890002,,BBG000BBRLG9,,,OpenFIGI,,
Bursa::0369,0369,Bursa,MYQ0369OO007,,BBG01WZM7H15,,,OpenFIGI,,
HKEX::03690,03690,HKEX,KYG596691041,,BBG00LLV9WW6,,21380033K525E5JLIA77,OpenFIGI,,GLEIF
HKEX::03692,03692,HKEX,KYG549581067,,BBG00P78Y7N1,,,OpenFIGI,,
KOSDAQ::036930,036930,KOSDAQ,KR7036930006,,BBG000C50FQ2,,,OpenFIGI,,
HKEX::03696,03696,HKEX,KYG4790P1037,,BBG01Z36GZL6,,,OpenFIGI,,
HKEX::03698,03698,HKEX,CNE100001QP7,,BBG005GNZG97,,,OpenFIGI,,
HKEX::03699,03699,HKEX,KYG3222R1092,,BBG00JMZHHL7,,,OpenFIGI,,
Bursa::0370,0370,Bursa,MYQ0370OO005,,BBG01WTX57P6,,,OpenFIGI,,
HKEX::03700,03700,HKEX,KYG4809C1015,,BBG00L91R270,,,OpenFIGI,,
KOSDAQ::037030,037030,KOSDAQ,KR7037030004,,BBG000C50FH2,,,OpenFIGI,,
KOSDAQ::037070,037070,KOSDAQ,KR7037070000,,BBG000C5K957,,,OpenFIGI,,
HKEX::03708,03708,HKEX,KYG983421275,,BBG007TJXJ30,,,OpenFIGI,,
HKEX::03709,03709,HKEX,KYG539641053,,BBG006NCBMK1,,,OpenFIGI,,
Bursa::0371,0371,Bursa,MYQ0371OO003,,BBG01X01ZWG7,,,OpenFIGI,,
HKEX::03718,03718,HKEX,KYG0958F1019,,BBG00R86ZFX0,,,OpenFIGI,,
Bursa::0372,0372,Bursa,MYQ0372OO001,,BBG01X76L3Y8,,,OpenFIGI,,
KOSDAQ::037230,037230,KOSDAQ,KR7037230000,,BBG000C4YZJ2,,,OpenFIGI,,
KRX::037270,037270,KRX,KR7037270006,,BBG000PXM2C7,,,OpenFIGI,,
HKEX::03728,03728,HKEX,KYG2118S1066,,BBG00CJRF4K6,,,OpenFIGI,,
Bursa::0373,0373,Bursa,MYQ0373OO009,,BBG01XMGSP46,,,OpenFIGI,,
KOSDAQ::037330,037330,KOSDAQ,KR7037330008,,BBG000C4R2C0,,,OpenFIGI,,
KOSDAQ::037350,037350,KOSDAQ,KR7037350006,,BBG000C65TM9,,,OpenFIGI,,
HKEX::03737,03737,HKEX,KYG989611085,,BBG009J4NMV3,,,OpenFIGI,,
KOSDAQ::037370,037370,KOSDAQ,KR7037370004,,BBG000C63K22,,,OpenFIGI,,
HKEX::03738,03738,HKEX,KYG9390R1103,,BBG00JKT6ZK6,,,OpenFIGI,,
KOSDAQ::037400,037400,KOSDAQ,KR7037400009,,BBG000C4THG1,,,OpenFIGI,,
KOSDAQ::037440,037440,KOSDAQ,KR7037440005,,BBG000C8ST31,,,OpenFIGI,,
KOSDAQ::037460,037460,KOSDAQ,KR7037460003,,BBG000C4TK92,,,OpenFIGI,,
Bursa::0375,0375,Bursa,MYQ0375OO004,,BBG01XJZ2899,,,OpenFIGI,,
HKEX::03750,03750,HKEX,CNE100006WS8,,BBG01TYB8S12,,,OpenFIGI,,
KRX::037560,037560,KRX,KR7037560000,,BBG000W29FK4,,,OpenFIGI,,
HKEX::03759,03759,HKEX,CNE100003PG4,,BBG00QRW0H13,,,OpenFIGI,,
Bursa::0376,0376,Bursa,MYQ0376OO002,,BBG01XRXK4P6,,,OpenFIGI,,
HKEX::03768,03768,HKEX,CNE100002BH4,,BBG00DKLHWR4,,,OpenFIGI,,
Bursa::0377,0377,Bursa,MYQ0377OO000,,BBG01XRL6R04,,,OpenFIGI,,
KRX::037710,037710,KRX,KR7037710001,,BBG000LVCTY3,,,OpenFIGI,,
HKEX::03773,03773,HKEX,KYG654091076,,BBG00BRG91W3,,,OpenFIGI,,
KOSDAQ::037760,037760,KOSDAQ,KR7037760006,,BBG000CFKZH4,,,OpenFIGI,,
HKEX::03778,03778,HKEX,KYG2116A1159,,BBG002B1FFZ2,,,OpenFIGI,,
Bursa::0378,0378,Bursa,MYQ0378OO008,,BBG01Y2D2SH1,,,OpenFIGI,,
HKEX::03789,03789,HKEX,KYG7852R1074,,BBG00FVN4BB0,,,OpenFIGI,,
Bursa::0379,0379,Bursa,MYQ0379OO006,,BBG01Y5W3DL3,,,OpenFIGI,,
KOSDAQ::037950,037950,KOSDAQ,KR7037950003,,BBG000C36LR7,,,OpenFIGI,,
HKEX::03798,03798,HKEX,KYG6647P1037,,BBG00PGHFW11,,,OpenFIGI,,
FSX::038,038,FSX,JE00BYSS4X48,,,,,,,
Bursa::0380,0380,Bursa,MYQ0380OO004,,BBG01Y7DQ0G2,,,OpenFIGI,,
HKEX::03800,03800,HKEX,KYG3774X1088,,BBG000Q5CLK7,,529900O1QCZWP5IWVY66,OpenFIGI,,GLEIF
KOSDAQ::038010,038010,KOSDAQ,KR7038010005,,BBG000C64R26,,,OpenFIGI,,
KOSDAQ::038060,038060,KOSDAQ,KR7038060000,,BBG000PJ0WJ9,,,OpenFIGI,,
KOSDAQ::038070,038070,KOSDAQ,KR7038070009,,BBG000BRVJ92,,,OpenFIGI,,
HKEX::03808,03808,HKEX,HK3808041546,,BBG000PT8B32,,,OpenFIGI,,
Bursa::0381,0381,Bursa,MYQ0381OO002,,BBG01YBRPPG2,,,OpenFIGI,,
KOSDAQ::038110,038110,KOSDAQ,KR7038110003,,BBG000CGVDD3,,,OpenFIGI,,
HKEX::03813,03813,HKEX,BMG7208D1092,,BBG000R3TJH2,,,OpenFIGI,,
HKEX::03816,03816,HKEX,KYG525551027,,BBG003FV31D8,,,OpenFIGI,,
HKEX::03818,03818,HKEX,KYG2112Y1098,,BBG000TFL643,,529900ZDHJ8HM7VLUX41,OpenFIGI,,GLEIF
Bursa::0382,0382,Bursa,MYQ0382OO000,,BBG01YJFSPL1,,,OpenFIGI,,
HKEX::03822,03822,HKEX,KYG7785L1288,,BBG0077PR092,,,OpenFIGI,,
HKEX::03828,03828,HKEX,KYG6141X1079,,BBG000BNC351,,,OpenFIGI,,
KOSDAQ::038290,038290,KOSDAQ,KR7038290003,,BBG000CC0SY0,,,OpenFIGI,,
Bursa::0383,0383,Bursa,MYQ0383OO008,,BBG01YGT31M3,,,OpenFIGI,,
HKEX::03830,03830,HKEX,KYG5259B1059,,BBG00HP94W28,,,OpenFIGI,,
HKEX::03833,03833,HKEX,CNE1000007G2,,BBG000F0YTF5,,,OpenFIGI,,
HKEX::03836,03836,HKEX,KYG2118N1079,,BBG004MYWKQ4,,,OpenFIGI,,
HKEX::03838,03838,HKEX,KYG2161A1195,,BBG000TD1ZM6,,,OpenFIGI,,
HKEX::03839,03839,HKEX,BMG2151A1036,,BBG007D0RSY1,,,OpenFIGI,,
KOSDAQ::038390,038390,KOSDAQ,KR7038390001,,BBG000C89HJ1,,,OpenFIGI,,
KOSDAQ::038460,038460,KOSDAQ,KR7038460002,,BBG000BCJ7X8,,,OpenFIGI,,
HKEX::03848,03848,HKEX,KYG719721220,,,,,,,
Bursa::0385,0385,Bursa,MYQ0385OO003,,BBG01YHNKGH9,,,OpenFIGI,,
KOSDAQ::038500,038500,KOSDAQ,KR7038500005,,BBG000FNC589,,,OpenFIGI,,
KOSDAQ::038530,038530,KOSDAQ,KR7038530002,,BBG000BWPJ98,,,OpenFIGI,,
KOSDAQ::038540,038540,KOSDAQ,KR7038540001,,BBG000C2VJ78,,,OpenFIGI,,
HKEX::03858,03858,HKEX,HK0001188587,,BBG01WTVYYT5,,,OpenFIGI,,
HKEX::03860,03860,HKEX,KYG3121P1054,,BBG00FWL8PS0,,,OpenFIGI,,
KOSDAQ::038620,038620,KOSDAQ,KR7038620001,,BBG000BV53L3,,,OpenFIGI,,
HKEX::03866,03866,HKEX,CNE100002391,,BBG00BH6JJ38,,,OpenFIGI,,
HKEX::03868,03868,HKEX,VGG9833A1049,,BBG00MRX5KP2,,,OpenFIGI,,
KOSDAQ::038680,038680,KOSDAQ,KR7038680005,,BBG000BTVNR9,,,OpenFIGI,,
HKEX::03869,03869,HKEX,KYG4612W1042,,BBG00G3QPHH0,,,OpenFIGI,,
HKEX::03877,03877,HKEX,HK0000504214,,BBG00P95F0M2,,,OpenFIGI,,
HKEX::03878,03878,HKEX,KYG9362W1050,,BBG00JGH1YR8,,,OpenFIGI,,
HKEX::03880,03880,HKEX,CNE100006S86,,BBG01VPPGBY8,,,OpenFIGI,,
HKEX::03881,03881,HKEX,CNE100007BC4,,BBG01YZPF325,,,OpenFIGI,,
HKEX::03882,03882,HKEX,KYG8191M1069,,BBG009F4Z738,,,OpenFIGI,,
HKEX::03883,03883,HKEX,KYG2119Z1090,,BBG000R27944,,549300YSOKQO5QD6MP25,OpenFIGI,,GLEIF
HKEX::03886,03886,HKEX,BMG8979V1046,,BBG000CD5L32,,,OpenFIGI,,
HKEX::03887,03887,HKEX,KYG4406L1086,,BBG01YYW2B27,,,OpenFIGI,,
KOSDAQ::038870,038870,KOSDAQ,KR7038870002,,BBG000BX6F40,,,OpenFIGI,,
HKEX::03888,03888,HKEX,KYG5264Y1089,,BBG000R27JD2,,529900UVT35D3Q7YQY41,OpenFIGI,,GLEIF
KOSDAQ::038880,038880,KOSDAQ,KR7038880001,,BBG000BTVKM0,,,OpenFIGI,,
HKEX::03889,03889,HKEX,KYG3932Q1029,,BBG000TBVGS3,,,OpenFIGI,,
HKEX::03893,03893,HKEX,KYG257501299,,BBG00DQD4V01,,,OpenFIGI,,
KOSDAQ::038950,038950,KOSDAQ,KR7038950002,,BBG000BV5495,,,OpenFIGI,,
HKEX::03896,03896,HKEX,KYG5264S1012,,BBG01C4JBK27,,,OpenFIGI,,
HKEX::03898,03898,HKEX,CNE1000004X4,,BBG000C6Z021,,,OpenFIGI,,
HKEX::03899,03899,HKEX,KYG2198S1093,,BBG000JP1341,,,OpenFIGI,,
HKEX::03900,03900,HKEX,KYG4100M1050,,BBG000BT5702,,529900BLBC6YDNWS8530,OpenFIGI,,GLEIF
KOSDAQ::039010,039010,KOSDAQ,KR7039010004,,BBG000C0M2L3,,,OpenFIGI,,
KOSDAQ::039020,039020,KOSDAQ,KR7039020003,,BBG000BV5217,,,OpenFIGI,,
HKEX::03903,03903,HKEX,CNE100001S99,,BBG0062C2DS6,,,OpenFIGI,,
KOSDAQ::039030,039030,KOSDAQ,KR7039030002,,BBG000BGHZB3,,,OpenFIGI,,
HKEX::03908,03908,HKEX,CNE100002359,,BBG00B0THY80,,,OpenFIGI,,
HKEX::03913,03913,HKEX,KYG5322R1039,,BBG00XTQVSV8,,,OpenFIGI,,
KRX::039130,039130,KRX,KR7039130000,,BBG000DRZNP9,,,OpenFIGI,,
HKEX::03918,03918,HKEX,KYG6382M1096,,BBG000R3Q8P0,,549300MMNKN0RBJELS20,OpenFIGI,,GLEIF
HKEX::03919,03919,HKEX,KYG3959Y1456,,BBG009BQ0C85,,,OpenFIGI,,
Bursa::0392,0392,Bursa,MYQ0392OO009,,BBG01ZQZZ088,,,OpenFIGI,,
KOSDAQ::039200,039200,KOSDAQ,KR7039200001,,BBG000QGKX73,,,OpenFIGI,,
KOSDAQ::039240,039240,KOSDAQ,KR7039240007,,BBG000CF6KK9,,,OpenFIGI,,
HKEX::03928,03928,HKEX,KYG773821023,,BBG00Q43L7R3,,,OpenFIGI,,
KOSDAQ::039290,039290,KOSDAQ,KR7039290002,,BBG000BGRM76,,,OpenFIGI,,
HKEX::03931,03931,HKEX,CNE100005LL8,,BBG0169J2ST9,,,OpenFIGI,,
KOSDAQ::039310,039310,KOSDAQ,KR7039310008,,BBG000BX1PM3,,,OpenFIGI,,
HKEX::03933,03933,HKEX,KYG8813K1085,,BBG000JZ6DW1,,,OpenFIGI,,
KOSDAQ::039340,039340,KOSDAQ,KR7039340005,,BBG000KYRLV2,,,OpenFIGI,,
HKEX::03938,03938,HKEX,KYG5471A1094,,BBG00Q9DLN55,,,OpenFIGI,,
HKEX::03939,03939,HKEX,KYG9430L1150,,BBG0035C8R30,,,OpenFIGI,,
KOSDAQ::039420,039420,KOSDAQ,KR7039420005,,BBG000LKKKP7,,,OpenFIGI,,
KOSDAQ::039440,039440,KOSDAQ,KR7039440003,,BBG000LKKJQ9,,,OpenFIGI,,
KRX::039490,039490,KRX,KR7039490008,,BBG000BB8H42,,,OpenFIGI,,
KOSDAQ::039560,039560,KOSDAQ,KR7039560008,,BBG000BYKR55,,,OpenFIGI,,
KRX::039570,039570,KRX,KR7039570007,,BBG000BWYXY9,,,OpenFIGI,,
HKEX::03958,03958,HKEX,CNE1000027F2,,BBG00D5Z9RW4,,,OpenFIGI,,
KOSDAQ::039610,039610,KOSDAQ,KR7039610001,,BBG000CFRFM5,,,OpenFIGI,,
HKEX::03963,03963,HKEX,KYG2119M1087,,BBG00BYC05G2,,,OpenFIGI,,
HKEX::03968,03968,HKEX,CNE1000002M1,,BBG000DVBDD1,,,OpenFIGI,,
HKEX::03969,03969,HKEX,CNE1000021L3,,BBG009PV3Q21,,,OpenFIGI,,
KOSDAQ::039740,039740,KOSDAQ,KR7039740006,,BBG000BF45C4,,,OpenFIGI,,
HKEX::03978,03978,HKEX,KYG2121W1024,,BBG00MS92Q29,,,OpenFIGI,,
HKEX::03983,03983,HKEX,CNE1000002D0,,BBG000M9NN81,,,OpenFIGI,,
KOSDAQ::039830,039830,KOSDAQ,KR7039830005,,BBG000F5YD87,,,OpenFIGI,,
KOSDAQ::039840,039840,KOSDAQ,KR7039840004,,BBG000BZ4SC0,,,OpenFIGI,,
HKEX::03986,03986,HKEX,CNE100007DJ5,,BBG01ZBQJPS5,,,OpenFIGI,,
KOSDAQ::039860,039860,KOSDAQ,KR7039860002,,BBG000BCGGN2,,,OpenFIGI,,
HKEX::03988,03988,HKEX,CNE1000001Z5,,BBG000NQGF05,,,OpenFIGI,,
HKEX::03989,03989,HKEX,KYG1941T1094,,BBG000BTW6W9,,,OpenFIGI,,
HKEX::03990,03990,HKEX,KYG609201085,,BBG00M3JKC25,,,OpenFIGI,,
HKEX::03991,03991,HKEX,BMG2042K1045,,BBG000C78H13,,,OpenFIGI,,
HKEX::03993,03993,HKEX,CNE100000114,,BBG000QH7J77,,,OpenFIGI,,
HKEX::03996,03996,HKEX,CNE1000023C8,,BBG00BKSPTK8,,,OpenFIGI,,
HKEX::03997,03997,HKEX,KYG873111093,,BBG004M8M3D4,,,OpenFIGI,,
HKEX::03998,03998,HKEX,KYG126521064,,BBG000GLG686,,254900G7F1RDM4B3S169,OpenFIGI,,GLEIF
KOSDAQ::039980,039980,KOSDAQ,KR7039980008,,BBG000F3PP21,,,OpenFIGI,,
HKEX::03999,03999,HKEX,KYG261441086,,BBG000TD3XS3,,,OpenFIGI,,
FSX::03E0,03E0,FSX,CA2569191018,,,,,,,
FSX::03F,03F,FSX,AU000000IEL5,,,,,,,
FSX::03M,03M,FSX,CA5734591046,,,,,,,
XSTU::03M,03M,XSTU,CA5734591046,,,,,,,
XSTU::03P,03P,XSTU,GRS427003009,,,,,,,
KOSDAQ::040160,040160,KOSDAQ,KR7040160004,,BBG000C3F896,,,OpenFIGI,,
KOSDAQ::040300,040300,KOSDAQ,KR7040300006,,BBG000BCSDF5,,,OpenFIGI,,
KOSDAQ::040350,040350,KOSDAQ,KR7040350001,,BBG000G4J315,,,OpenFIGI,,
KOSDAQ::040420,040420,KOSDAQ,KR7040420002,,BBG000BBHR68,,,OpenFIGI,,
KOSDAQ::040610,040610,KOSDAQ,KR7040610008,,BBG000BTVHX5,,,OpenFIGI,,
KOSDAQ::040910,040910,KOSDAQ,KR7040910002,,BBG001V3XZD8,,,OpenFIGI,,
KOSDAQ::041020,041020,KOSDAQ,KR7041020009,,BBG000JDSHX6,,,OpenFIGI,,
KOSDAQ::041190,041190,KOSDAQ,KR7041190000,,BBG000BX1RB1,,,OpenFIGI,,
KOSDAQ::041440,041440,KOSDAQ,KR7041440009,,BBG000C1ZXQ4,,,OpenFIGI,,
KOSDAQ::041460,041460,KOSDAQ,KR7041460007,,BBG0017CPM61,,,OpenFIGI,,
KOSDAQ::041510,041510,KOSDAQ,KR7041510009,,BBG000BTVGC0,,,OpenFIGI,,
KOSDAQ::041520,041520,KOSDAQ,KR7041520008,,BBG000C731S4,,,OpenFIGI,,
KRX::041650,041650,KRX,KR7041650003,,BBG000KQCNJ5,,,OpenFIGI,,
KOSDAQ::041830,041830,KOSDAQ,KR7041830001,,BBG000F001C6,,,OpenFIGI,,
KOSDAQ::041910,041910,KOSDAQ,KR7041910001,,BBG000GYZ0M4,,,OpenFIGI,,
KOSDAQ::041920,041920,KOSDAQ,KR7041920000,,BBG002PC0046,,,OpenFIGI,,
KOSDAQ::041930,041930,KOSDAQ,KR7041930009,,BBG000CVM8V1,,,OpenFIGI,,
KOSDAQ::041960,041960,KOSDAQ,KR7041960006,,BBG000BMB1Y6,,,OpenFIGI,,
KOSDAQ::042000,042000,KOSDAQ,KR7042000000,,BBG00JLZD8S5,,,OpenFIGI,,
KOSDAQ::042040,042040,KOSDAQ,KR7042040006,,BBG000HL1FZ1,,,OpenFIGI,,
KOSDAQ::042110,042110,KOSDAQ,KR7042110007,,BBG000C06HB9,,,OpenFIGI,,
KOSDAQ::042370,042370,KOSDAQ,KR7042370007,,BBG000C1NXS5,,,OpenFIGI,,
KOSDAQ::042420,042420,KOSDAQ,KR7042420000,,BBG000BCYPP0,,,OpenFIGI,,
KOSDAQ::042500,042500,KOSDAQ,KR7042500009,,BBG000FMLHK1,,,OpenFIGI,,
KOSDAQ::042510,042510,KOSDAQ,KR7042510008,,BBG000F5YC34,,,OpenFIGI,,
KOSDAQ::042520,042520,KOSDAQ,KR7042520007,,BBG000D25497,,,OpenFIGI,,
KOSDAQ::042600,042600,KOSDAQ,KR7042600007,,BBG000NZSXT2,,,OpenFIGI,,
KRX::042660,042660,KRX,KR7042660001,,BBG000DCMWH5,,,OpenFIGI,,
KRX::042700,042700,KRX,KR7042700005,,BBG000GRLPS3,,,OpenFIGI,,
KOSDAQ::042940,042940,KOSDAQ,KR7042940007,,BBG000CJYS14,,,OpenFIGI,,
KOSDAQ::043150,043150,KOSDAQ,KR7043150002,,BBG000Q1DG71,,,OpenFIGI,,
KOSDAQ::043200,043200,KOSDAQ,KR7043200005,,BBG000C0K949,,,OpenFIGI,,
KOSDAQ::043260,043260,KOSDAQ,KR7043260009,,BBG000L6RT54,,,OpenFIGI,,
HKEX::04332,04332,HKEX,US0311621009,,BBG000BBS2Y0,,62QBXGPJ34PQ72Z12S66,OpenFIGI,,GLEIF
HKEX::04333,04333,HKEX,US17275R1023,,BBG000C3J3C9,,549300LKFJ962MZ46593,OpenFIGI,,GLEIF
KOSDAQ::043340,043340,KOSDAQ,KR7043340009,,BBG000C3F9S3,,,OpenFIGI,,
HKEX::04335,04335,HKEX,US4581401001,,BBG000C0G1D1,,KNX4USFCNGPY45LOCE31,OpenFIGI,,GLEIF
HKEX::04336,04336,HKEX,US0382221051,,BBG000BBPFB9,,41BNNE1AFPNAZELZ6K07,OpenFIGI,,GLEIF
KOSDAQ::043360,043360,KOSDAQ,KR7043360007,,BBG000JWWB35,,,OpenFIGI,,
HKEX::04337,04337,HKEX,US8552441094,,BBG000CTQBF3,,OQSJ1DU9TAOC51A47K68,OpenFIGI,,GLEIF
KOSDAQ::043370,043370,KOSDAQ,KR7043370006,,BBG000L6VWD3,,,OpenFIGI,,
HKEX::04338,04338,HKEX,US5949181045,,BBG000BPH459,,INR2EJN1ERAN0W5ZP974,OpenFIGI,,GLEIF
KOSDAQ::043610,043610,KOSDAQ,KR7043610005,,BBG000BKHFB8,,,OpenFIGI,,
KOSDAQ::043650,043650,KOSDAQ,KR7043650001,,BBG000C36GT6,,,OpenFIGI,,
KOSDAQ::043710,043710,KOSDAQ,KR7043710003,,BBG000N8NC40,,,OpenFIGI,,
KOSDAQ::043910,043910,KOSDAQ,KR7043910009,,BBG000JSJDL5,,,OpenFIGI,,
KOSDAQ::044180,044180,KOSDAQ,KR7044180008,,BBG000DP3W50,,,OpenFIGI,,
KOSDAQ::044340,044340,KOSDAQ,KR7044340008,,BBG000DC6KT6,,,OpenFIGI,,
KRX::044380,044380,KRX,KR7044380004,,BBG000LW9F84,,,OpenFIGI,,
KRX::044450,044450,KRX,KR7044450005,,BBG000MDCSR2,,,OpenFIGI,,
KOSDAQ::044480,044480,KOSDAQ,KR7044480002,,BBG000F8Y0V3,,,OpenFIGI,,
KOSDAQ::044490,044490,KOSDAQ,KR7044490001,,BBG000KWGL39,,,OpenFIGI,,
KOSDAQ::044780,044780,KOSDAQ,KR7044780005,,BBG000BD4094,,,OpenFIGI,,
KRX::044820,044820,KRX,KR7044820009,,BBG000G4D0X2,,,OpenFIGI,,
KOSDAQ::044960,044960,KOSDAQ,KR7044960003,,BBG000DP2R98,,,OpenFIGI,,
KOSDAQ::044990,044990,KOSDAQ,KR7044990000,044990,BBG005HB58V8,,,OpenFIGI,,
FSX::045,045,FSX,GB00BNXM3P96,,,,,,,
KOSDAQ::045060,045060,KOSDAQ,KR7045060001,,BBG000C26JB1,,,OpenFIGI,,
KOSDAQ::045100,045100,KOSDAQ,KR7045100005,,BBG000C3LRR7,,,OpenFIGI,,
KOSDAQ::045300,045300,KOSDAQ,KR7045300001,,BBG000L6VZP3,,,OpenFIGI,,
KOSDAQ::045340,045340,KOSDAQ,KR7045340007,,BBG000NH2TV6,,,OpenFIGI,,
KOSDAQ::045390,045390,KOSDAQ,KR7045390002,,BBG000J1W2N1,,,OpenFIGI,,
KOSDAQ::045510,045510,KOSDAQ,KR7045510005,,BBG000C41Y01,,,OpenFIGI,,
KOSDAQ::045520,045520,KOSDAQ,KR7045520004,,BBG000DV2FV6,,,OpenFIGI,,
KOSDAQ::045660,045660,KOSDAQ,KR7045660008,,BBG000C9QT86,,,OpenFIGI,,
KOSDAQ::045970,045970,KOSDAQ,KR7045970001,,BBG000C1P256,,,OpenFIGI,,
FSX::046,046,FSX,GB00BN0VZ646,,,,,,,
KOSDAQ::046070,046070,KOSDAQ,KR7046070009,,,,,,,
KOSDAQ::046120,046120,KOSDAQ,KR7046120002,,BBG000CKS901,,,OpenFIGI,,
HKEX::04621,04621,HKEX,XS2397254579,,BBG0135X3M39,,,OpenFIGI,,
KOSDAQ::046210,046210,KOSDAQ,KR7046210001,,BBG000C2HPD3,,,OpenFIGI,,
KOSDAQ::046310,046310,KOSDAQ,KR7046310009,,BBG000LKKVN5,,,OpenFIGI,,
KOSDAQ::046390,046390,KOSDAQ,KR7046390001,,BBG000F8XYC1,,,OpenFIGI,,
