listing_key,ticker,exchange,asset_type,isin,instrument_group_key,instrument_scope,scope_reason,primary_listing_key
HKEX::08003,08003,HKEX,Stock,KYG4158M1226,KYG4158M1226,core,primary_listing,HKEX::08003
HKEX::08005,08005,HKEX,Stock,BMG9883P1344,BMG9883P1344,core,primary_listing,HKEX::08005
HKEX::08006,08006,HKEX,Stock,KYG816BP1201,KYG816BP1201,core,primary_listing,HKEX::08006
HKEX::08007,08007,HKEX,Stock,KYG3947G1560,KYG3947G1560,core,primary_listing,HKEX::08007
HKEX::08017,08017,HKEX,Stock,KYG8985W1042,KYG8985W1042,core,primary_listing,HKEX::08017
HKEX::08018,08018,HKEX,Stock,KYG3461G1863,KYG3461G1863,core,primary_listing,HKEX::08018
HKEX::08019,08019,HKEX,Stock,KYG4286Q1698,KYG4286Q1698,core,primary_listing,HKEX::08019
HKEX::08020,08020,HKEX,Stock,KYG9345D1097,KYG9345D1097,core,primary_listing,HKEX::08020
HKEX::08021,08021,HKEX,Stock,BMG9726D3063,BMG9726D3063,core,primary_listing,HKEX::08021
HKEX::08023,08023,HKEX,Stock,KYG532951046,KYG532951046,core,primary_listing,HKEX::08023
HKEX::08026,08026,HKEX,Stock,KYG211AJ1037,KYG211AJ1037,core,primary_listing,HKEX::08026
HKEX::08027,08027,HKEX,Stock,KYG5314U1224,KYG5314U1224,core,primary_listing,HKEX::08027
HKEX::08028,08028,HKEX,Stock,HK0000981941,HK0000981941,core,primary_listing,HKEX::08028
HKEX::08029,08029,HKEX,Stock,KYG857AT1273,KYG857AT1273,core,primary_listing,HKEX::08029
HKEX::08030,08030,HKEX,Stock,KYG3642R1011,KYG3642R1011,core,primary_listing,HKEX::08030
HKEX::08031,08031,HKEX,Stock,KYG314241152,KYG314241152,core,primary_listing,HKEX::08031
HKEX::08033,08033,HKEX,Stock,BMG938831093,BMG938831093,core,primary_listing,HKEX::08033
HKEX::08035,08035,HKEX,Stock,KYG5017F1090,KYG5017F1090,core,primary_listing,HKEX::08035
HKEX::08036,08036,HKEX,Stock,KYG292091066,KYG292091066,core,primary_listing,HKEX::08036
HKEX::08037,08037,HKEX,Stock,BMG2152F1014,BMG2152F1014,core,primary_listing,HKEX::08037
HKEX::08039,08039,HKEX,Stock,KYG5300B1041,KYG5300B1041,core,primary_listing,HKEX::08039
HKEX::08040,08040,HKEX,Stock,KYG2R66A1080,KYG2R66A1080,core,primary_listing,HKEX::08040
HKEX::08041,08041,HKEX,Stock,KYG5726E1614,KYG5726E1614,core,primary_listing,HKEX::08041
HKEX::08042,08042,HKEX,Stock,KYG531501016,KYG531501016,core,primary_listing,HKEX::08042
HKEX::08043,08043,HKEX,Stock,KYG069761073,KYG069761073,core,primary_listing,HKEX::08043
HKEX::08048,08048,HKEX,Stock,BMG9887Q1042,BMG9887Q1042,core,primary_listing,HKEX::08048
HKEX::08049,08049,HKEX,Stock,CNE100000130,CNE100000130,core,primary_listing,HKEX::08049
HKEX::08050,08050,HKEX,Stock,KYG7S12H1066,KYG7S12H1066,core,primary_listing,HKEX::08050
HKEX::08051,08051,HKEX,Stock,KYG2180K1141,KYG2180K1141,core,primary_listing,HKEX::08051
HKEX::08052,08052,HKEX,Stock,KYG569701173,KYG569701173,core,primary_listing,HKEX::08052
HKEX::08056,08056,HKEX,Stock,BMG548332003,BMG548332003,core,primary_listing,HKEX::08056
HKEX::08057,08057,HKEX,Stock,KYG5747Y1540,KYG5747Y1540,core,primary_listing,HKEX::08057
HKEX::08059,08059,HKEX,Stock,KYG394011079,KYG394011079,core,primary_listing,HKEX::08059
HKEX::08060,08060,HKEX,Stock,KYG392991132,KYG392991132,core,primary_listing,HKEX::08060
HKEX::08062,08062,HKEX,Stock,KYG294321040,KYG294321040,core,primary_listing,HKEX::08062
HKEX::08065,08065,HKEX,Stock,KYG5S00R1029,KYG5S00R1029,core,primary_listing,HKEX::08065
HKEX::08066,08066,HKEX,Stock,KYG7059R1323,KYG7059R1323,core,primary_listing,HKEX::08066
HKEX::08067,08067,HKEX,Stock,HK0000231891,HK0000231891,core,primary_listing,HKEX::08067
HKEX::08069,08069,HKEX,Stock,KYG981251260,KYG981251260,core,primary_listing,HKEX::08069
HKEX::08070,08070,HKEX,Stock,KYG5244B1032,KYG5244B1032,core,primary_listing,HKEX::08070
HKEX::08071,08071,HKEX,Stock,KYG2117P1458,KYG2117P1458,core,primary_listing,HKEX::08071
HKEX::08072,08072,HKEX,Stock,KYG7633U2131,KYG7633U2131,core,primary_listing,HKEX::08072
HKEX::08073,08073,HKEX,Stock,BMG215971026,BMG215971026,core,primary_listing,HKEX::08073
HKEX::08076,08076,HKEX,Stock,BMG819641017,BMG819641017,core,primary_listing,HKEX::08076
HKEX::08079,08079,HKEX,Stock,BMG2916U2044,BMG2916U2044,core,primary_listing,HKEX::08079
HKEX::08080,08080,HKEX,Stock,BMG664301360,BMG664301360,core,primary_listing,HKEX::08080
HKEX::08081,08081,HKEX,Stock,BMG4289J1053,BMG4289J1053,core,primary_listing,HKEX::08081
HKEX::08082,08082,HKEX,Stock,BMG8572C1073,BMG8572C1073,core,primary_listing,HKEX::08082
HKEX::08083,08083,HKEX,Stock,BMG2164J1099,BMG2164J1099,core,primary_listing,HKEX::08083
HKEX::08087,08087,HKEX,Stock,KYG8442C1886,KYG8442C1886,core,primary_listing,HKEX::08087
HKEX::08091,08091,HKEX,Stock,KYG675351079,KYG675351079,core,primary_listing,HKEX::08091
HKEX::08092,08092,HKEX,Stock,KYG6333F1046,KYG6333F1046,core,primary_listing,HKEX::08092
HKEX::08093,08093,HKEX,Stock,KYG6129U1094,KYG6129U1094,core,primary_listing,HKEX::08093
HKEX::08095,08095,HKEX,Stock,CNE100000551,CNE100000551,core,primary_listing,HKEX::08095
HKEX::08096,08096,HKEX,Stock,KYG8693A1132,KYG8693A1132,core,primary_listing,HKEX::08096
HKEX::08098,08098,HKEX,Stock,KYG220291051,KYG220291051,core,primary_listing,HKEX::08098
HKEX::08100,08100,HKEX,Stock,BMG3867N1406,BMG3867N1406,core,primary_listing,HKEX::08100
HKEX::08103,08103,HKEX,Stock,KYG4527B1041,KYG4527B1041,core,primary_listing,HKEX::08103
HKEX::08106,08106,HKEX,Stock,CNE100000700,CNE100000700,core,primary_listing,HKEX::08106
HKEX::08107,08107,HKEX,Stock,KYG9377G1376,KYG9377G1376,core,primary_listing,HKEX::08107
HKEX::08111,08111,HKEX,Stock,KYG8440V1133,KYG8440V1133,core,primary_listing,HKEX::08111
HKEX::08112,08112,HKEX,Stock,KYG3610T1215,KYG3610T1215,core,primary_listing,HKEX::08112
HKEX::08113,08113,HKEX,Stock,KYG4492L1370,KYG4492L1370,core,primary_listing,HKEX::08113
HKEX::08115,08115,HKEX,Stock,CNE100000197,CNE100000197,core,primary_listing,HKEX::08115
HKEX::08117,08117,HKEX,Stock,KYG2161J1022,KYG2161J1022,core,primary_listing,HKEX::08117
HKEX::08118,08118,HKEX,Stock,KYG125871049,KYG125871049,core,primary_listing,HKEX::08118
HKEX::08120,08120,HKEX,Stock,BMG2125V1596,BMG2125V1596,core,primary_listing,HKEX::08120
HKEX::08121,08121,HKEX,Stock,KYG428971272,KYG428971272,core,primary_listing,HKEX::08121
HKEX::08123,08123,HKEX,Stock,KYG8406P1182,KYG8406P1182,core,primary_listing,HKEX::08123
HKEX::08125,08125,HKEX,Stock,HK0001114336,HK0001114336,core,primary_listing,HKEX::08125
HKEX::08126,08126,HKEX,Stock,KYG3706N1034,KYG3706N1034,core,primary_listing,HKEX::08126
HKEX::08128,08128,HKEX,Stock,KYG2127R1074,KYG2127R1074,core,primary_listing,HKEX::08128
HKEX::08130,08130,HKEX,Stock,BMG2617D1056,BMG2617D1056,core,primary_listing,HKEX::08130
HKEX::08131,08131,HKEX,Stock,BMG0031W1477,BMG0031W1477,core,primary_listing,HKEX::08131
HKEX::08132,08132,HKEX,Stock,KYG2162K1168,KYG2162K1168,core,primary_listing,HKEX::08132
HKEX::08133,08133,HKEX,Stock,KYG511391719,KYG511391719,core,primary_listing,HKEX::08133
HKEX::08136,08136,HKEX,Stock,KYG472571036,KYG472571036,core,primary_listing,HKEX::08136
HKEX::08137,08137,HKEX,Stock,KYG4587J1123,KYG4587J1123,core,primary_listing,HKEX::08137
HKEX::08139,08139,HKEX,Stock,CNE100003DZ0,CNE100003DZ0,core,primary_listing,HKEX::08139
HKEX::08140,08140,HKEX,Stock,KYG1263R1039,KYG1263R1039,core,primary_listing,HKEX::08140
HKEX::08143,08143,HKEX,Stock,KYG4052M1116,KYG4052M1116,core,primary_listing,HKEX::08143
HKEX::08146,08146,HKEX,Stock,KYG4036R1039,KYG4036R1039,core,primary_listing,HKEX::08146
HKEX::08147,08147,HKEX,Stock,KYG6169E1715,KYG6169E1715,core,primary_listing,HKEX::08147
HKEX::08148,08148,HKEX,Stock,KYG063701786,KYG063701786,core,primary_listing,HKEX::08148
HKEX::08149,08149,HKEX,Stock,KYG0R70H1014,KYG0R70H1014,core,primary_listing,HKEX::08149
HKEX::08152,08152,HKEX,Stock,KYG6125R1002,KYG6125R1002,core,primary_listing,HKEX::08152
HKEX::08153,08153,HKEX,Stock,BMG3394P4020,BMG3394P4020,core,primary_listing,HKEX::08153
HKEX::08158,08158,HKEX,Stock,KYG2129W1380,KYG2129W1380,core,primary_listing,HKEX::08158
HKEX::08159,08159,HKEX,Stock,BMG394081100,BMG394081100,core,primary_listing,HKEX::08159
HKEX::08160,08160,HKEX,Stock,KYG3981U1379,KYG3981U1379,core,primary_listing,HKEX::08160
HKEX::08161,08161,HKEX,Stock,KYG5955D1088,KYG5955D1088,core,primary_listing,HKEX::08161
HKEX::08162,08162,HKEX,Stock,HK0000207610,HK0000207610,core,primary_listing,HKEX::08162
HKEX::08163,08163,HKEX,Stock,KYG6021S1949,KYG6021S1949,core,primary_listing,HKEX::08163
HKEX::08168,08168,HKEX,Stock,KYG024821004,KYG024821004,core,primary_listing,HKEX::08168
HKEX::08169,08169,HKEX,Stock,KYG3039J1004,KYG3039J1004,core,primary_listing,HKEX::08169
HKEX::08172,08172,HKEX,Stock,BMG5351M1165,BMG5351M1165,core,primary_listing,HKEX::08172
HKEX::08173,08173,HKEX,Stock,KYG4404S1057,KYG4404S1057,core,primary_listing,HKEX::08173
HKEX::08176,08176,HKEX,Stock,BMG8587J1053,BMG8587J1053,core,primary_listing,HKEX::08176
HKEX::08178,08178,HKEX,Stock,KYG215501688,KYG215501688,core,primary_listing,HKEX::08178
HKEX::08179,08179,HKEX,Stock,KYG6879A1058,KYG6879A1058,core,primary_listing,HKEX::08179
HKEX::08181,08181,HKEX,Stock,KYG8109A1031,KYG8109A1031,core,primary_listing,HKEX::08181
HKEX::08186,08186,HKEX,Stock,BMG6315H1025,BMG6315H1025,core,primary_listing,HKEX::08186
HKEX::08187,08187,HKEX,Stock,KYG513771108,KYG513771108,core,primary_listing,HKEX::08187
HKEX::08188,08188,HKEX,Stock,KYG3946R1048,KYG3946R1048,core,primary_listing,HKEX::08188
HKEX::08189,08189,HKEX,Stock,CNE1000004H7,CNE1000004H7,core,primary_listing,HKEX::08189
HKEX::08191,08191,HKEX,Stock,HK0000813342,HK0000813342,core,primary_listing,HKEX::08191
HKEX::08193,08193,HKEX,Stock,KYG0542D1584,KYG0542D1584,core,primary_listing,HKEX::08193
HKEX::08195,08195,HKEX,Stock,KYG5450S1131,KYG5450S1131,core,primary_listing,HKEX::08195
HKEX::08196,08196,HKEX,Stock,KYG408011214,KYG408011214,core,primary_listing,HKEX::08196
HKEX::08198,08198,HKEX,Stock,KYG5656D1189,KYG5656D1189,core,primary_listing,HKEX::08198
HKEX::08200,08200,HKEX,Stock,KYG781652253,KYG781652253,core,primary_listing,HKEX::08200
HKEX::08201,08201,HKEX,Stock,KYG7222V1840,KYG7222V1840,core,primary_listing,HKEX::08201
HKEX::08203,08203,HKEX,Stock,KYG8310R1276,KYG8310R1276,core,primary_listing,HKEX::08203
HKEX::08205,08205,HKEX,Stock,CNE100000189,CNE100000189,core,primary_listing,HKEX::08205
HKEX::08206,08206,HKEX,Stock,KYG8117F1028,KYG8117F1028,core,primary_listing,HKEX::08206
HKEX::08210,08210,HKEX,Stock,KYG3166C1006,KYG3166C1006,core,primary_listing,HKEX::08210
HKEX::08213,08213,HKEX,Stock,KYG844271141,KYG844271141,core,primary_listing,HKEX::08213
HKEX::08217,08217,HKEX,Stock,KYG5700C1244,KYG5700C1244,core,primary_listing,HKEX::08217
HKEX::08218,08218,HKEX,Stock,KYG2919W1327,KYG2919W1327,core,primary_listing,HKEX::08218
HKEX::08219,08219,HKEX,Stock,KYG4289R1157,KYG4289R1157,core,primary_listing,HKEX::08219
HKEX::08220,08220,HKEX,Stock,KYG1116Y1567,KYG1116Y1567,core,primary_listing,HKEX::08220
HKEX::08221,08221,HKEX,Stock,KYG704861247,KYG704861247,core,primary_listing,HKEX::08221
HKEX::08222,08222,HKEX,Stock,KYG3003A1013,KYG3003A1013,core,primary_listing,HKEX::08222
HKEX::08223,08223,HKEX,Stock,KYG9898B1041,KYG9898B1041,core,primary_listing,HKEX::08223
HKEX::08225,08225,HKEX,Stock,KYG2117N1088,KYG2117N1088,core,primary_listing,HKEX::08225
HKEX::08226,08226,HKEX,Stock,KYG5306J1195,KYG5306J1195,core,primary_listing,HKEX::08226
HKEX::08227,08227,HKEX,Stock,CNE1000001D2,CNE1000001D2,core,primary_listing,HKEX::08227
HKEX::08229,08229,HKEX,Stock,KYG3729W1069,KYG3729W1069,core,primary_listing,HKEX::08229
HKEX::08237,08237,HKEX,Stock,KYG5496E1364,KYG5496E1364,core,primary_listing,HKEX::08237
HKEX::08238,08238,HKEX,Stock,KYG9722S1333,KYG9722S1333,core,primary_listing,HKEX::08238
HKEX::08239,08239,HKEX,Stock,BMG1941S1504,BMG1941S1504,core,primary_listing,HKEX::08239
HKEX::08241,08241,HKEX,Stock,HK0000408101,HK0000408101,core,primary_listing,HKEX::08241
HKEX::08245,08245,HKEX,Stock,KYG675491404,KYG675491404,core,primary_listing,HKEX::08245
HKEX::08246,08246,HKEX,Stock,KYG9897L1115,KYG9897L1115,core,primary_listing,HKEX::08246
HKEX::08247,08247,HKEX,Stock,CNE100000288,CNE100000288,core,primary_listing,HKEX::08247
HKEX::08249,08249,HKEX,Stock,CNE1000004Z9,CNE1000004Z9,core,primary_listing,HKEX::08249
HKEX::08250,08250,HKEX,Stock,KYG8133P1182,KYG8133P1182,core,primary_listing,HKEX::08250
HKEX::08262,08262,HKEX,Stock,KYG8587W1069,KYG8587W1069,core,primary_listing,HKEX::08262
HKEX::08267,08267,HKEX,Stock,KYG5504C1069,KYG5504C1069,core,primary_listing,HKEX::08267
HKEX::08268,08268,HKEX,Stock,KYG8211U1040,KYG8211U1040,core,primary_listing,HKEX::08268
HKEX::08269,08269,HKEX,Stock,KYG488341655,KYG488341655,core,primary_listing,HKEX::08269
HKEX::08270,08270,HKEX,Stock,BMG2152N2038,BMG2152N2038,core,primary_listing,HKEX::08270
HKEX::08271,08271,HKEX,Stock,BMG4046D1020,BMG4046D1020,core,primary_listing,HKEX::08271
HKEX::08275,08275,HKEX,Stock,KYG1142R1424,KYG1142R1424,core,primary_listing,HKEX::08275
HKEX::08277,08277,HKEX,Stock,KYG846071036,KYG846071036,core,primary_listing,HKEX::08277
HKEX::08279,08279,HKEX,Stock,BMG0135Z1032,BMG0135Z1032,core,primary_listing,HKEX::08279
HKEX::08280,08280,HKEX,Stock,KYG2118T1040,KYG2118T1040,core,primary_listing,HKEX::08280
HKEX::08281,08281,HKEX,Stock,KYG2119E1061,KYG2119E1061,core,primary_listing,HKEX::08281
HKEX::08282,08282,HKEX,Stock,KYG3729L1260,KYG3729L1260,core,primary_listing,HKEX::08282
HKEX::08283,08283,HKEX,Stock,KYG9897M1270,KYG9897M1270,core,primary_listing,HKEX::08283
HKEX::08285,08285,HKEX,Stock,KYG8192F1000,KYG8192F1000,core,primary_listing,HKEX::08285
HKEX::08286,08286,HKEX,Stock,CNE100000452,CNE100000452,core,primary_listing,HKEX::08286
HKEX::08290,08290,HKEX,Stock,KYG0132C1078,KYG0132C1078,core,primary_listing,HKEX::08290
HKEX::08291,08291,HKEX,Stock,KYG942971766,KYG942971766,core,primary_listing,HKEX::08291
HKEX::08292,08292,HKEX,Stock,KYG9769B1005,KYG9769B1005,core,primary_listing,HKEX::08292
HKEX::08293,08293,HKEX,Stock,KYG8159T1195,KYG8159T1195,core,primary_listing,HKEX::08293
HKEX::08295,08295,HKEX,Stock,KYG989MR1033,KYG989MR1033,core,primary_listing,HKEX::08295
HKEX::08296,08296,HKEX,Stock,KYG816BW1178,KYG816BW1178,core,primary_listing,HKEX::08296
HKEX::08297,08297,HKEX,Stock,KYG6381M1006,KYG6381M1006,core,primary_listing,HKEX::08297
HKEX::08299,08299,HKEX,Stock,KYG4136P1303,KYG4136P1303,core,primary_listing,HKEX::08299
HKEX::08300,08300,HKEX,Stock,KYG770951005,KYG770951005,core,primary_listing,HKEX::08300
HKEX::08305,08305,HKEX,Stock,KYG891951041,KYG891951041,core,primary_listing,HKEX::08305
HKEX::08307,08307,HKEX,Stock,KYG595641070,KYG595641070,core,primary_listing,HKEX::08307
HKEX::08308,08308,HKEX,Stock,KYG419791085,KYG419791085,core,primary_listing,HKEX::08308
HKEX::08309,08309,HKEX,Stock,KYG579641013,KYG579641013,core,primary_listing,HKEX::08309
HKEX::08310,08310,HKEX,Stock,KYG2616H1074,KYG2616H1074,core,primary_listing,HKEX::08310
HKEX::08311,08311,HKEX,Stock,KYG7015H1039,KYG7015H1039,core,primary_listing,HKEX::08311
HKEX::08313,08313,HKEX,Stock,SG9999017792,SG9999017792,core,primary_listing,HKEX::08313
HKEX::08315,08315,HKEX,Stock,KYG4080P1283,KYG4080P1283,core,primary_listing,HKEX::08315
HKEX::08316,08316,HKEX,Stock,KYG7321A1076,KYG7321A1076,core,primary_listing,HKEX::08316
HKEX::08317,08317,HKEX,Stock,BMG3445E1333,BMG3445E1333,core,primary_listing,HKEX::08317
HKEX::08319,08319,HKEX,Stock,KYG3313K1040,KYG3313K1040,core,primary_listing,HKEX::08319
HKEX::08320,08320,HKEX,Stock,KYG021581148,KYG021581148,core,primary_listing,HKEX::08320
HKEX::08321,08321,HKEX,Stock,KYG8661K1013,KYG8661K1013,core,primary_listing,HKEX::08321
HKEX::08326,08326,HKEX,Stock,KYG8918S1057,KYG8918S1057,core,primary_listing,HKEX::08326
HKEX::08328,08328,HKEX,Stock,KYG9830W1096,KYG9830W1096,core,primary_listing,HKEX::08328
HKEX::08329,08329,HKEX,Stock,CNE100000775,CNE100000775,core,primary_listing,HKEX::08329
HKEX::08331,08331,HKEX,Stock,KYG7308C1188,KYG7308C1188,core,primary_listing,HKEX::08331
HKEX::08333,08333,HKEX,Stock,KYG059551286,KYG059551286,core,primary_listing,HKEX::08333
HKEX::08337,08337,HKEX,Stock,KYG276801183,KYG276801183,core,primary_listing,HKEX::08337
HKEX::08340,08340,HKEX,Stock,KYG9360V1418,KYG9360V1418,core,primary_listing,HKEX::08340
HKEX::08341,08341,HKEX,Stock,KYG0113B1288,KYG0113B1288,core,primary_listing,HKEX::08341
HKEX::08347,08347,HKEX,Stock,KYG3675A1168,KYG3675A1168,core,primary_listing,HKEX::08347
HKEX::08348,08348,HKEX,Stock,CNE1000009Z8,CNE1000009Z8,core,primary_listing,HKEX::08348
HKEX::08349,08349,HKEX,Stock,KYG5965T1013,KYG5965T1013,core,primary_listing,HKEX::08349
HKEX::08350,08350,HKEX,Stock,KYG3313E1089,KYG3313E1089,core,primary_listing,HKEX::08350
HKEX::08356,08356,HKEX,Stock,KYG2238D1126,KYG2238D1126,core,primary_listing,HKEX::08356
HKEX::08357,08357,HKEX,Stock,KYG7516A1022,KYG7516A1022,core,primary_listing,HKEX::08357
HKEX::08360,08360,HKEX,Stock,KYG0149T1195,KYG0149T1195,core,primary_listing,HKEX::08360
HKEX::08362,08362,HKEX,Stock,KYG9722M1024,KYG9722M1024,core,primary_listing,HKEX::08362
HKEX::08365,08365,HKEX,Stock,KYG4404T1114,KYG4404T1114,core,primary_listing,HKEX::08365
HKEX::08366,08366,HKEX,Stock,KYG9897T1067,KYG9897T1067,core,primary_listing,HKEX::08366
HKEX::08367,08367,HKEX,Stock,KYG8147A1159,KYG8147A1159,core,primary_listing,HKEX::08367
HKEX::08368,08368,HKEX,Stock,KYG2562P1292,KYG2562P1292,core,primary_listing,HKEX::08368
HKEX::08370,08370,HKEX,Stock,KYG9898D1189,KYG9898D1189,core,primary_listing,HKEX::08370
HKEX::08371,08371,HKEX,Stock,KYG868911010,KYG868911010,core,primary_listing,HKEX::08371
HKEX::08372,08372,HKEX,Stock,KYG4136R1020,KYG4136R1020,core,primary_listing,HKEX::08372
HKEX::08373,08373,HKEX,Stock,KYG4790A1141,KYG4790A1141,core,primary_listing,HKEX::08373
HKEX::08375,08375,HKEX,Stock,KYG9481A1094,KYG9481A1094,core,primary_listing,HKEX::08375
HKEX::08377,08377,HKEX,Stock,KYG4295B1041,KYG4295B1041,core,primary_listing,HKEX::08377
HKEX::08379,08379,HKEX,Stock,KYG610821061,KYG610821061,core,primary_listing,HKEX::08379
HKEX::08385,08385,HKEX,Stock,HK0000949963,HK0000949963,core,primary_listing,HKEX::08385
HKEX::08391,08391,HKEX,Stock,KYG2423S1066,KYG2423S1066,core,primary_listing,HKEX::08391
HKEX::08392,08392,HKEX,Stock,KYG7823H1056,KYG7823H1056,core,primary_listing,HKEX::08392
HKEX::08395,08395,HKEX,Stock,KYG9035N1025,KYG9035N1025,core,primary_listing,HKEX::08395
HKEX::08400,08400,HKEX,Stock,KYG0541R1092,KYG0541R1092,core,primary_listing,HKEX::08400
HKEX::08401,08401,HKEX,Stock,KYG8531R1048,KYG8531R1048,core,primary_listing,HKEX::08401
HKEX::08402,08402,HKEX,Stock,KYG417431080,KYG417431080,core,primary_listing,HKEX::08402
HKEX::08403,08403,HKEX,Stock,KYG2R05A1100,KYG2R05A1100,core,primary_listing,HKEX::08403
HKEX::08406,08406,HKEX,Stock,KYG0318A1076,KYG0318A1076,core,primary_listing,HKEX::08406
HKEX::08411,08411,HKEX,Stock,KYG5335N1079,KYG5335N1079,core,primary_listing,HKEX::08411
HKEX::08412,08412,HKEX,Stock,KYG090492094,KYG090492094,core,primary_listing,HKEX::08412
HKEX::08413,08413,HKEX,Stock,KYG0R20R1005,KYG0R20R1005,core,primary_listing,HKEX::08413
HKEX::08416,08416,HKEX,Stock,KYG452881009,KYG452881009,core,primary_listing,HKEX::08416
HKEX::08417,08417,HKEX,Stock,KYG2616M1069,KYG2616M1069,core,primary_listing,HKEX::08417
HKEX::08418,08418,HKEX,Stock,KYG677201058,KYG677201058,core,primary_listing,HKEX::08418
HKEX::08419,08419,HKEX,Stock,KYG069861063,KYG069861063,core,primary_listing,HKEX::08419
HKEX::08420,08420,HKEX,Stock,KYG6528R1039,KYG6528R1039,core,primary_listing,HKEX::08420
HKEX::08422,08422,HKEX,Stock,KYG959001176,KYG959001176,core,primary_listing,HKEX::08422
HKEX::08423,08423,HKEX,Stock,KYG446491048,KYG446491048,core,primary_listing,HKEX::08423
HKEX::08425,08425,HKEX,Stock,KYG459051093,KYG459051093,core,primary_listing,HKEX::08425
HKEX::08426,08426,HKEX,Stock,KYG618231032,KYG618231032,core,primary_listing,HKEX::08426
HKEX::08427,08427,HKEX,Stock,KYG8T18R1397,KYG8T18R1397,core,primary_listing,HKEX::08427
HKEX::08428,08428,HKEX,Stock,KYG1991R1699,KYG1991R1699,core,primary_listing,HKEX::08428
HKEX::08429,08429,HKEX,Stock,KYG4760A1022,KYG4760A1022,core,primary_listing,HKEX::08429
HKEX::08430,08430,HKEX,Stock,KYG3167E1136,KYG3167E1136,core,primary_listing,HKEX::08430
HKEX::08431,08431,HKEX,Stock,KYG428951472,KYG428951472,core,primary_listing,HKEX::08431
HKEX::08432,08432,HKEX,Stock,KYG1058P1063,KYG1058P1063,core,primary_listing,HKEX::08432
HKEX::08436,08436,HKEX,Stock,KYG866301032,KYG866301032,core,primary_listing,HKEX::08436
HKEX::08437,08437,HKEX,Stock,KYG7610R1267,KYG7610R1267,core,primary_listing,HKEX::08437
HKEX::08439,08439,HKEX,Stock,KYG826111075,KYG826111075,core,primary_listing,HKEX::08439
HKEX::08445,08445,HKEX,Stock,KYG654431140,KYG654431140,core,primary_listing,HKEX::08445
HKEX::08446,08446,HKEX,Stock,KYG479741038,KYG479741038,core,primary_listing,HKEX::08446
HKEX::08447,08447,HKEX,Stock,KYG631671032,KYG631671032,core,primary_listing,HKEX::08447
HKEX::08448,08448,HKEX,Stock,KYG9370R1552,KYG9370R1552,core,primary_listing,HKEX::08448
HKEX::08450,08450,HKEX,Stock,KYG3057A1067,KYG3057A1067,core,primary_listing,HKEX::08450
HKEX::08451,08451,HKEX,Stock,KYG8588E1052,KYG8588E1052,core,primary_listing,HKEX::08451
HKEX::08452,08452,HKEX,Stock,CNE100002FQ6,CNE100002FQ6,core,primary_listing,HKEX::08452
HKEX::08455,08455,HKEX,Stock,KYG5343E1070,KYG5343E1070,core,primary_listing,HKEX::08455
HKEX::08456,08456,HKEX,Stock,KYG579801567,KYG579801567,core,primary_listing,HKEX::08456
HKEX::08460,08460,HKEX,Stock,KYG0862U1031,KYG0862U1031,core,primary_listing,HKEX::08460
HKEX::08462,08462,HKEX,Stock,KYG675071065,KYG675071065,core,primary_listing,HKEX::08462
HKEX::08471,08471,HKEX,Stock,KYG739531203,KYG739531203,core,primary_listing,HKEX::08471
HKEX::08472,08472,HKEX,Stock,KYG5380R1103,KYG5380R1103,core,primary_listing,HKEX::08472
HKEX::08473,08473,HKEX,Stock,KYG148491064,KYG148491064,core,primary_listing,HKEX::08473
HKEX::08475,08475,HKEX,Stock,KYG525891191,KYG525891191,core,primary_listing,HKEX::08475
HKEX::08480,08480,HKEX,Stock,KYG370041017,KYG370041017,core,primary_listing,HKEX::08480
HKEX::08481,08481,HKEX,Stock,KYG811691073,KYG811691073,core,primary_listing,HKEX::08481
HKEX::08482,08482,HKEX,Stock,KYG943091382,KYG943091382,core,primary_listing,HKEX::08482
HKEX::08483,08483,HKEX,Stock,KYG6053A1031,KYG6053A1031,core,primary_listing,HKEX::08483
HKEX::08487,08487,HKEX,Stock,KYG4970A1085,KYG4970A1085,core,primary_listing,HKEX::08487
HKEX::08489,08489,HKEX,Stock,KYG4065D1088,KYG4065D1088,core,primary_listing,HKEX::08489
HKEX::08490,08490,HKEX,Stock,KYG6541R1065,KYG6541R1065,core,primary_listing,HKEX::08490
HKEX::08491,08491,HKEX,Stock,KYG241891137,KYG241891137,core,primary_listing,HKEX::08491
HKEX::08495,08495,HKEX,Stock,KYG675711025,KYG675711025,core,primary_listing,HKEX::08495
HKEX::08496,08496,HKEX,Stock,KYG8237A1085,KYG8237A1085,core,primary_listing,HKEX::08496
HKEX::08500,08500,HKEX,Stock,KYG4707P1054,KYG4707P1054,core,primary_listing,HKEX::08500
HKEX::08501,08501,HKEX,Stock,KYG7786R1083,KYG7786R1083,core,primary_listing,HKEX::08501
HKEX::08502,08502,HKEX,Stock,KYG669691092,KYG669691092,core,primary_listing,HKEX::08502
HKEX::08507,08507,HKEX,Stock,KYG469111069,KYG469111069,core,primary_listing,HKEX::08507
HKEX::08509,08509,HKEX,Stock,KYG9705R1020,KYG9705R1020,core,primary_listing,HKEX::08509
HKEX::08510,08510,HKEX,Stock,KYG894351124,KYG894351124,core,primary_listing,HKEX::08510
HKEX::08511,08511,HKEX,Stock,KYG9897F1220,KYG9897F1220,core,primary_listing,HKEX::08511
