listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::1ARKW,1ARKW,AMS,ETF,LS ARK NextGen Internet Tracker ETP,Netherlands,NL,XS2399368575,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG013L1H472,
AMS::SJPE,SJPE,AMS,ETF,iShares Core MSCI Japan IMI UCITS ETF EUR Hedged (Acc),Ireland,IE,IE00BKT6FV49,Financials,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG00QB00BC1,
ASX::DJRE,DJRE,ASX,ETF,SPDR Dow Jones Global Real Estate Esg Tilted ETF,Australia,AU,AU00000DJRE9,Real Estate,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG005J6HC81,
ASX::JRHG,JRHG,ASX,ETF,Jpmorgan Global Research En in EQTY (H) Active ETF,Australia,AU,AU0000301343,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG01JZVGG25,
ASX::PU9,PU9,ASX,ETF,PEPPER SPARKZ TRUST NO.9,Australia,AU,,,verified,Matched active official exchange directory listing.,PEPPER SPARKZ TRUST NO.9,asx_listed_companies,False,,,
B3::AGPL11,AGPL11,B3,ETF,MAGNETIS TEVA AÇÕES AGRONEGOCIO ETF FDO IND,Brazil,BR,,,verified,Matched active official exchange directory listing.,MAGNETIS TEVA AÇÕES AGRONEGOCIO ETF FDO IND,b3_instruments_equities,True,,,
B3::BXPO11,BXPO11,B3,ETF,INVESTO MARKETVECTOR BRAZIL GLOBAL EXPOSURE ETF,Brazil,BR,,,verified,Matched active official exchange directory listing.,INVESTO MARKETVECTOR BRAZIL GLOBAL EXPOSURE ETF,b3_instruments_equities,True,,,
B3::PKIN11,PKIN11,B3,ETF,B-INDEX ETF CONNECT CHINA UNIVERSAL CSI 300,Brazil,BR,,,verified,Matched active official exchange directory listing.,B-INDEX ETF CONNECT CHINA UNIVERSAL CSI 300,b3_instruments_equities,True,,,
BATS::APOC,APOC,BATS,ETF,Innovator Equity Defined Protection ETF - 6 Mo Apr/Oct,United States,US,,,verified,Matched active official exchange directory listing.,Innovator Equity Defined Protection ETF - 6mo Apr/Oct,nasdaq_other_listed,True,,,
BATS::BUFR,BUFR,BATS,ETF,First Trust Cboe Vest Fund of Buffer ETFs,United States,US,US33740F7556,Developed Markets,verified,Matched active official exchange directory listing.,FT Vest Laddered Buffer ETF,nasdaq_other_listed,True,,,
BATS::DISV,DISV,BATS,ETF,Dimensional ETF Trust - Dimensional International Small Cap Value ETF,United States,US,US25434V7819,,verified,Matched active official exchange directory listing.,Dimensional International Small Cap Value ETF,nasdaq_other_listed,True,,,
BATS::FGRU,FGRU,BATS,ETF,T-Rex 2X Long FIGR Daily Target ETF,United States,US,,,verified,Matched active official exchange directory listing.,T-REX 2X Long FIGR Daily Target ETF,nasdaq_other_listed,True,,,
BATS::HTUS,HTUS,BATS,ETF,Hull Tactical US ETF,United States,US,US3015058064,Large Cap,verified,Matched active official exchange directory listing.,Hull Tactical US ETF,nasdaq_other_listed,True,,,
BATS::JULP,JULP,BATS,ETF,PGIM US Large-Cap Buffer 12 ETF - July,United States,US,,,verified,Matched active official exchange directory listing.,PGIM S&P 500 Buffer 12 ETF - July,nasdaq_other_listed,True,,,
BATS::MSMR,MSMR,BATS,ETF,ETF Series Solutions - McElhenny Sheffield Managed Risk ETF,United States,US,US26922B7745,,verified,Matched active official exchange directory listing.,McElhenny Sheffield Managed Risk ETF,nasdaq_other_listed,True,,,
