listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::2HCA,2HCA,AMS,ETF,iShares MSCI World Health Care Sector ESG UCITS ETF USD Acc EUR,Ireland,IE,IE0009QS7W62,,reference_gap,Only weak cross-exchange collision evidence exists for this listing.,,,True,,BBG01383TM98,
AMS::SKUK,SKUK,AMS,ETF,iShares $ Sukuk UCITS ETF USD Dis,Australia,AU,AU0000300840,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG01JZVC925,
ASX::DN1,DN1,ASX,ETF,DOMINION INCOME TRUST 1,Australia,AU,,,verified,Matched active official exchange directory listing.,DOMINION INCOME TRUST 1,asx_listed_companies,False,,,
ASX::KI1,KI1,ASX,ETF,KINGFISHER TRUST 2019-1,Australia,AU,,,verified,Matched active official exchange directory listing.,KINGFISHER TRUST 2019-1,asx_listed_companies,False,,,
ASX::PUT,PUT,ASX,ETF,PUMA SERIES 2023-1 TRUST,Australia,AU,,,verified,Matched active official exchange directory listing.,PUMA SERIES 2023-1 TRUST,asx_listed_companies,False,,,
B3::AGRI11,AGRI11,B3,ETF,BB ETF IAGROFFS B3 FUNDO DE ÍNDICE RESP LIM,Brazil,BR,,,verified,Matched active official exchange directory listing.,BB ETF IAGROFFS B3 FUNDO DE ÍNDICE RESP LIM,b3_instruments_equities,True,,,
B3::BXTC39,BXTC39,B3,ETF,Ishares Exponential Technologies ETF,Brazil,BR,,Financials,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
B3::PPEI11,PPEI11,B3,ETF,Prisma Proton Energia Fundo De Investimento Em Participacoes Em Infraestrutura,Brazil,BR,,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
BATS::APRH,APRH,BATS,ETF,Innovator Premium Income 20 Barrier ETF - April,United States,US,US45783Y6243,,verified,Matched active official exchange directory listing.,Innovator Premium Income 20 Barrier ETF - April,nasdaq_other_listed,True,,,
BATS::BUFS,BUFS,BATS,ETF,FT Vest Laddered Small Cap Moderate Buffer ETF,United States,US,,,verified,Matched active official exchange directory listing.,FT Vest Laddered Small Cap Moderate Buffer ETF,nasdaq_other_listed,True,,,
BATS::DIVB,DIVB,BATS,ETF,iShares U.S. Dividend and Buyback,United States,US,US46435U8615,,verified,Matched active official exchange directory listing.,iShares Core Dividend ETF,nasdaq_other_listed,True,,,
BATS::FHEQ,FHEQ,BATS,ETF,Fidelity Hedged Equity ETF,United States,US,,,verified,Matched active official exchange directory listing.,Fidelity Hedged Equity ETF,nasdaq_other_listed,True,,,
BATS::HYBL,HYBL,BATS,ETF,SSGA Active Trust - SPDR Blackstone High Income ETF,United States,US,US78470P8462,,verified,Matched active official exchange directory listing.,State Street Blackstone High Income ETF,nasdaq_other_listed,True,,,
BATS::JULU,JULU,BATS,ETF,Allianzim U.S. Equity Buffer15 Uncapped Jul ETF,United States,US,,,verified,Matched active official exchange directory listing.,AllianzIM U.S. Equity Buffer15 Uncapped Jul ETF,nasdaq_other_listed,True,,,
BATS::MSOO,MSOO,BATS,ETF,Leverage Shares 2x Capped Accelerated MSTR Monthly ETF,United States,US,,,verified,Matched active official exchange directory listing.,Leverage Shares 2x Capped Accelerated MSTR Monthly ETF,nasdaq_other_listed,True,,,
BATS::PBFB,PBFB,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - February,United States,US,,,verified,Matched active official exchange directory listing.,PGIM S&P 500 Buffer 20 ETF - February,nasdaq_other_listed,True,,,
BATS::ROBN,ROBN,BATS,ETF,T-REX 2X Long HOOD Daily Target ETF,United States,US,,,verified,Matched active official exchange directory listing.,T-Rex 2X Long HOOD Daily Target ETF,nasdaq_other_listed,True,,,
BATS::TJUN,TJUN,BATS,ETF,First Trust Exchange-Traded Fund VIII - FT Vest Emerging Markets Buffer ETF - June,United States,US,,,verified,Matched active official exchange directory listing.,FT Vest Emerging Markets Buffer ETF - June,nasdaq_other_listed,True,,,
BATS::WUGI,WUGI,BATS,ETF,Esoterica NextG Economy ETF,United States,US,US2965821091,Information Technology,verified,Matched active official exchange directory listing.,AXS Esoterica NextG Economy ETF,nasdaq_other_listed,True,,,
CPH::MAJMEL,MAJMEL,CPH,ETF,Maj Invest UCITS ETF Metal&El.,Denmark,DK,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
Euronext::DGGE,DGGE,Euronext,ETF,iShares Digital Entertainment and Education UCITS ETF USD (Acc) EUR,,,,Consumer Discretionary,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG018LQPMF8,
Euronext::MCEU,MCEU,Euronext,ETF,Amundi Index Solutions - Amundi MSCI Europe Momentum Factor UCITS ETF-C,France,FR,FR0013140514,Developed Markets,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG00KDSP653,
Euronext::VSUI,VSUI,Euronext,ETF,VanEck Sui ETN A,France,FR,,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
JSE::PIPETF,PIPETF,JSE,ETF,Prescient Income Provider Feeder Actively Managed ETF (A),South Africa,ZA,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::0035T0,0035T0,KRX,ETF,0035T0,South Korea,KR,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::145850,145850,KRX,ETF,Yurie TREX Fundamental 200 ETF,South Korea,KR,KR7145850004,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::245340,245340,KRX,ETF,MiraeAsset TIGER Dow Jones 30 ETF,South Korea,KR,KR7245340005,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::290130,290130,KRX,ETF,KB KBSTAR ESG SRI ETF,South Korea,KR,KR7290130004,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::365780,365780,KRX,ETF,ACE 10Y KTB,South Korea,KR,KR7365780006,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::416090,416090,KRX,ETF,ACE China STAR50,South Korea,KR,KR7416090009,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::449190,449190,KRX,ETF,Samsung Asset Management Co. LTD.- Kodex US NASDAQ100 H Etf,South Korea,KR,KR7449190008,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::465610,465610,KRX,ETF,465610,South Korea,KR,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::483280,483280,KRX,ETF,483280,South Korea,KR,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::499150,499150,KRX,ETF,499150,South Korea,KR,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
LSE::3LIP,3LIP,LSE,ETF,GraniteShares 3x Long NIO Daily ETC,United Kingdom,GB,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
LSE::ACWD,ACWD,LSE,ETF,SPDR® MSCI ACWI UCITS ETF,Ireland,IE,IE00B44Z5B48,Blend,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
LSE::BBDD,BBDD,LSE,ETF,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (dist) GBP,Ireland,IE,IE00BJK9H860,Financials,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
