ticker,name,exchange,asset_type,sector,country,country_code,isin,aliases,source_key,source_url,reference_scope
ADI3,Leverage Shares 3x Long Analog Devices (ADI) ETP,AMS,ETF,,Netherlands,NL,,,euronext_etfs,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",exchange_directory
ADIY,IncomeShares Analog Devices (ADI) Options ETP,AMS,ETF,,Netherlands,NL,,,euronext_etfs,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",exchange_directory
ADYEN,ADYEN,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
AGN,AEGON,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
AJAX,AJAX,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
AKZA,AKZO NOBEL,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
ALFEN,ALFEN,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
ALLFG,ALLFUNDS GROUP,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
AMAY,IncomeShares Applied Materials (AMAT) Options ETP,AMS,ETF,,Netherlands,NL,,,euronext_etfs,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",exchange_directory
AMUND,ALMUNDA PRO NV,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
ARCAD,ARCADIS,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
ARIY,IncomeShares Artificial Intelligence Leaders ETP,AMS,ETF,,Netherlands,NL,,,euronext_etfs,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",exchange_directory
ASML,ASML HOLDING,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
ASMY,IncomeShares ASML (ASML) Options ETP,AMS,ETF,,Netherlands,NL,,,euronext_etfs,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",exchange_directory
ASRNL,ASR NEDERLAND,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
AZRN,AZERION,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
BACE,BM3EAC,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
BAMNB,BAM GROEP KON,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
BESI,BE SEMICONDUCTOR,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
BEVER,BEVER HOLDING,AMS,Stock,,Netherlands,NL,,,euronext_equities,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,exchange_directory
