financialdata_symbol,base_ticker,suffix,mapped_exchange,registrant_name,source_confidence,review_needed,observed_at,match_status,recommended_action,current_universe,review_scope,quality_gate,listing_keys,matched_names,same_ticker_listing_keys,same_ticker_exchanges,name_match_count,name_mismatch_count
BBTN.JK,BBTN,.JK,IDX,PT Bank Tabungan Negara (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BBTN,Bank Tabungan Negara Persero,IDX::BBTN,IDX,1,0
BCIC.JK,BCIC,.JK,IDX,PT Bank JTrust Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z,ticker_present_other_exchange,review_exchange_mapping_or_cross_listing,true,current_exchange_mapping_review,review_exchange_mapping_before_use,,,NASDAQ::BCIC,NASDAQ,0,0
BDMN.JK,BDMN,.JK,IDX,PT Bank Danamon Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BDMN,Bank Danamon Indonesia Tbk,IDX::BDMN,IDX,1,0
BELI.JK,BELI,.JK,IDX,PT Global Digital Niaga Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BELI,Global Digital Niaga,IDX::BELI,IDX,1,0
BHIT.JK,BHIT,.JK,IDX,PT MNC Asia Holding Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BHIT,Mnc Investama Tbk,IDX::BHIT,IDX,1,0
BLTZ.JK,BLTZ,.JK,IDX,PT Graha Layar Prima Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BLTZ,Graha Layar Prima Tbk,IDX::BLTZ,IDX,1,0
BMAS.JK,BMAS,.JK,IDX,PT Bank Maspion Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BMAS,Bank Maspion Indonesia PT,IDX::BMAS,IDX,1,0
BMRI.JK,BMRI,.JK,IDX,PT Bank Mandiri (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BMRI,Bank Mandiri Persero Tbk PT,IDX::BMRI,IDX,1,0
BNGA.JK,BNGA,.JK,IDX,PT Bank CIMB Niaga Tbk.,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BNGA,Bank Cimb Niaga Tbk,IDX::BNGA,IDX,1,0
BNII.JK,BNII,.JK,IDX,PT Bank Maybank Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BNII,Bank Maybank Indonesia Tbk PT,IDX::BNII,IDX,1,0
BNLI.JK,BNLI,.JK,IDX,PT Bank Permata Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BNLI,Bank Permata Tbk,IDX::BNLI,IDX,1,0
BRAU.JK,BRAU,.JK,IDX,PT Berau Coal Energy Tbk.,secondary_review,true,2026-04-17T07:41:14Z,ticker_present_other_exchange,review_exchange_mapping_or_cross_listing,true,current_exchange_mapping_review,review_exchange_mapping_before_use,,,TSXV::BRAU,TSXV,0,0
BRIS.JK,BRIS,.JK,IDX,PT Bank Syariah Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BRIS,PT Bank Syariah Indonesia (Persero) Tbk,IDX::BRIS,IDX,1,0
BSIM.JK,BSIM,.JK,IDX,PT Bank Sinarmas Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BSIM,Bank Sinarmas Tbk,IDX::BSIM,IDX,1,0
BUKA.JK,BUKA,.JK,IDX,PT Bukalapak.com Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BUKA,PT Bukalapak.com,IDX::BUKA,IDX,1,0
BUMI.JK,BUMI,.JK,IDX,PT Bumi Resources Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::BUMI,Bumi Resources Tbk,IDX::BUMI,IDX,1,0
CNMA.JK,CNMA,.JK,IDX,PT Nusantara Sejahtera Raya Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::CNMA,PT Nusantara Sejahtera Raya Tbk,IDX::CNMA,IDX,1,0
DLTA.JK,DLTA,.JK,IDX,PT Delta Djakarta Tbk,secondary_review,true,2026-04-17T07:41:14Z,ticker_present_other_exchange,review_exchange_mapping_or_cross_listing,true,current_exchange_mapping_review,review_exchange_mapping_before_use,,,TSXV::DLTA,TSXV,0,0
EMTK.JK,EMTK,.JK,IDX,PT Elang Mahkota Teknologi Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::EMTK,Elang Mahkota Teknologi Tbk,IDX::EMTK,IDX,1,0
EXCL.JK,EXCL,.JK,IDX,PT XLSMART Telecom Sejahtera Tbk,secondary_review,true,2026-04-17T07:41:14Z,ticker_present_other_exchange,review_exchange_mapping_or_cross_listing,true,current_exchange_mapping_review,review_exchange_mapping_before_use,,,TSXV::EXCL,TSXV,0,0
GGRM.JK,GGRM,.JK,IDX,PT Perusahaan Rokok Tjap Gudang Garam Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::GGRM,Gudang Garam Tbk,IDX::GGRM,IDX,1,0
GIAA.JK,GIAA,.JK,IDX,PT Garuda Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::GIAA,Garuda Indonesia Persero Tbk,IDX::GIAA,IDX,1,0
GOTO.JK,GOTO,.JK,IDX,PT GoTo Gojek Tokopedia Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::GOTO,GoTo Gojek Tokopedia PT,IDX::GOTO,IDX,1,0
HEAL.JK,HEAL,.JK,IDX,Hermina Hospitals Group,secondary_review,true,2026-04-17T07:41:14Z,missing_from_database,review_missing_listing_no_isin_from_secondary_source,true,current_exchange_gap,needs_official_source_or_isin,,,,,0,0
HMSP.JK,HMSP,.JK,IDX,PT Hanjaya Mandala Sampoerna Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::HMSP,Hanjaya Mandala Sampoerna Tbk PT,IDX::HMSP,IDX,1,0
IMAS.JK,IMAS,.JK,IDX,PT Indomobil Sukses Internasional Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::IMAS,Indomobil Sukses Internasional,IDX::IMAS,IDX,1,0
INDF.JK,INDF,.JK,IDX,PT Indofood Sukses Makmur Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::INDF,PT Indofood Sukses Makmur Tbk,IDX::INDF,IDX,1,0
INTP.JK,INTP,.JK,IDX,PT Indocement Tunggal Prakarsa Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::INTP,Indocement Tunggal Prakarsa,IDX::INTP,IDX,1,0
ISAT.JK,ISAT,.JK,IDX,PT Indosat Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::ISAT,Indosat Tbk,IDX::ISAT,IDX,1,0
JPFA.JK,JPFA,.JK,IDX,Japfa Ltd,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::JPFA,Japfa Comfeed Indonesia Tbk,IDX::JPFA,IDX,1,0
KAEF.JK,KAEF,.JK,IDX,PT Kimia Farma Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::KAEF,Kimia Farma Persero Tbk,IDX::KAEF,IDX,1,0
KBLV.JK,KBLV,.JK,IDX,PT First Media Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::KBLV,First Media Tbk,IDX::KBLV,IDX,1,0
KDSI.JK,KDSI,.JK,IDX,PT Kedawung Setia Industrial Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::KDSI,Kedawung Setia Industrial Tbk,IDX::KDSI,IDX,1,0
KIJA.JK,KIJA,.JK,IDX,PT Kawasan Industri Jababeka Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::KIJA,Kawasan Industri Jababeka Tbk,IDX::KIJA,IDX,1,0
KINO.JK,KINO,.JK,IDX,PT Kino Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::KINO,Kino Indonesia Tbk PT,IDX::KINO,IDX,1,0
KLBF.JK,KLBF,.JK,IDX,PT Kalbe Farma Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::KLBF,Kalbe Farma Tbk PT,IDX::KLBF,IDX,1,0
KRAS.JK,KRAS,.JK,IDX,PT Krakatau Steel (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::KRAS,Krakatau Steel Persero Tbk,IDX::KRAS,IDX,1,0
LPPF.JK,LPPF,.JK,IDX,PT Matahari Department Store Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::LPPF,Matahari Department Store Tbk,IDX::LPPF,IDX,1,0
MASA.JK,MASA,.JK,IDX,PT Multistrada Arah Sarana Tbk,secondary_review,true,2026-04-17T07:41:14Z,missing_from_database,review_missing_listing_no_isin_from_secondary_source,true,current_exchange_gap,needs_official_source_or_isin,,,,,0,0
MEDC.JK,MEDC,.JK,IDX,PT Medco Energi Internasional Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::MEDC,Medco Energi Internasional Tbk,IDX::MEDC,IDX,1,0
MNCN.JK,MNCN,.JK,IDX,PT Media Nusantara Citra Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::MNCN,Media Nusantara Citra Tbk PT,IDX::MNCN,IDX,1,0
MPPA.JK,MPPA,.JK,IDX,PT Matahari Putra Prima Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::MPPA,Matahari Putra Prima Tbk,IDX::MPPA,IDX,1,0
MRAT.JK,MRAT,.JK,IDX,PT Mustika Ratu Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::MRAT,Mustika Ratu Tbk,IDX::MRAT,IDX,1,0
MSKY.JK,MSKY,.JK,IDX,PT MNC Sky Vision Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::MSKY,Mnc Sky Vision Tbk,IDX::MSKY,IDX,1,0
MYOR.JK,MYOR,.JK,IDX,PT Mayora Indah Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::MYOR,Mayora Indah Tbk,IDX::MYOR,IDX,1,0
NETV.JK,NETV,.JK,IDX,PT MDTV Media Technologies Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::NETV,PT Net Visi Media Tbk,IDX::NETV,IDX,1,0
NISP.JK,NISP,.JK,IDX,PT Bank OCBC NISP Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::NISP,Bank Ocbc Nisp Tbk,IDX::NISP,IDX,1,0
PANS.JK,PANS,.JK,IDX,PT Panin Sekuritas Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::PANS,Panin Sekuritas Tbk,IDX::PANS,IDX,1,0
PWON.JK,PWON,.JK,IDX,PT Pakuwon Jati Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::PWON,Pakuwon Jati Tbk,IDX::PWON,IDX,1,0
SCMA.JK,SCMA,.JK,IDX,PT Surya Citra Media Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::SCMA,Surya Citra Media Tbk,IDX::SCMA,IDX,1,0
SDRA.JK,SDRA,.JK,IDX,PT Bank Woori Saudara Indonesia 1906 Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::SDRA,Bank Woori Saudara Indonesia 1906,IDX::SDRA,IDX,1,0
SIDO.JK,SIDO,.JK,IDX,PT Industri Jamu dan Farmasi Sido Muncul Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::SIDO,Sido Muncul PT,IDX::SIDO,IDX,1,0
SILO.JK,SILO,.JK,IDX,PT Siloam International Hospitals Tbk,secondary_review,true,2026-04-17T07:41:14Z,missing_from_database,review_missing_listing_no_isin_from_secondary_source,true,current_exchange_gap,needs_official_source_or_isin,,,,,0,0
SMGR.JK,SMGR,.JK,IDX,PT Semen Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::SMGR,Semen Indonesia Persero Tbk,IDX::SMGR,IDX,1,0
SPMA.JK,SPMA,.JK,IDX,PT Suparma Tbk,secondary_review,true,2026-04-17T07:41:14Z,missing_from_database,review_missing_listing_no_isin_from_secondary_source,true,current_exchange_gap,needs_official_source_or_isin,,,,,0,0
SSIA.JK,SSIA,.JK,IDX,PT Surya Semesta Internusa Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::SSIA,Surya Semesta Internusa Tbk,IDX::SSIA,IDX,1,0
STTP.JK,STTP,.JK,IDX,PT Siantar Top Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::STTP,Siantar Top Tbk,IDX::STTP,IDX,1,0
TAXI.JK,TAXI,.JK,IDX,PT Express Transindo Utama Tbk,secondary_review,true,2026-04-17T07:41:14Z,missing_from_database,review_missing_listing_no_isin_from_secondary_source,true,current_exchange_gap,needs_official_source_or_isin,,,,,0,0
TLKM.JK,TLKM,.JK,IDX,PT Telekomunikasi Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::TLKM,Telkom Indonesia (Persero) Tbk PT,IDX::TLKM,IDX,1,0
UNTR.JK,UNTR,.JK,IDX,PT United Tractors Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::UNTR,United Tractors Tbk PT,IDX::UNTR,IDX,1,0
WIIM.JK,WIIM,.JK,IDX,PT Wismilak Inti Makmur Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::WIIM,Wismilak Inti Makmur Tbk,IDX::WIIM,IDX,1,0
WSKT.JK,WSKT,.JK,IDX,PT Waskita Karya (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,IDX::WSKT,Waskita Karya Persero Tbk,IDX::WSKT,IDX,1,0
000080.KS,000080,.KS,KRX,"HiteJinro Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000080,Hite Jinro,KRX::000080,KRX,1,0
000100.KS,000100,.KS,KRX,Yuhan Corporation,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000100,YUHAN,KRX::000100,KRX,1,0
000120.KS,000120,.KS,KRX,CJ Logistics Corporation,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000120,CJ Korea Express,KRX::000120,KRX,1,0
000150.KS,000150,.KS,KRX,Doosan Group,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000150,Doosan,KRX::000150,KRX,1,0
000210.KS,000210,.KS,KRX,"DL Holdings Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000210,DL Holdings CO. LTD.,KRX::000210,KRX,1,0
000250.KS,000250,.KS,KRX,"Sam Chun Dang Pharm Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,ticker_present_other_exchange,review_exchange_mapping_or_cross_listing,true,current_exchange_mapping_review,review_exchange_mapping_before_use,,,KOSDAQ::000250,KOSDAQ,0,0
000270.KS,000270,.KS,KRX,Kia Corporation,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000270,Kia Corp,KRX::000270,KRX,1,0
000660.KS,000660,.KS,KRX,SK Hynix Inc.,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000660,SK Hynix Inc,KRX::000660,KRX,1,0
000720.KS,000720,.KS,KRX,"Hyundai Engineering and Construction Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000720,HYUNDAI ENG & CONST,KRX::000720,KRX,1,0
000810.KS,000810,.KS,KRX,Samsung Fire & Marine Insurance,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000810,SAMSUNG F & M INS,KRX::000810,KRX,1,0
000880.KS,000880,.KS,KRX,Hanwha Group,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000880,HANWHA,KRX::000880,KRX,1,0
000990.KS,000990,.KS,KRX,"DB HiTek Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::000990,DB HiTek,KRX::000990,KRX,1,0
001040.KS,001040,.KS,KRX,CJ Corporation,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::001040,CJ Corp,KRX::001040,KRX,1,0
001230.KS,001230,.KS,KRX,"Dongkuk Steel Mill Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::001230,Dongkuk Steel Mill Co Ltd,KRX::001230,KRX,1,0
001430.KS,001430,.KS,KRX,SeAH Besteel Holdings,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::001430,SeAH Bestee,KRX::001430,KRX,1,0
001440.KS,001440,.KS,KRX,"Taihan Cable & Solution Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::001440,Taihan Electric Wire Co Ltd,KRX::001440,KRX,1,0
001450.KS,001450,.KS,KRX,"Hyundai Marine & Fire Insurance Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::001450,Hyundai Mar&Fi,KRX::001450,KRX,1,0
002380.KS,002380,.KS,KRX,KCC Corporation,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::002380,KCC,KRX::002380,KRX,1,0
003030.KS,003030,.KS,KRX,SeAH Steel Holdings,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::003030,SeAH Steel Holdings,KRX::003030,KRX,1,0
003160.KS,003160,.KS,KRX,DI Corp,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::003160,D I Corp,KRX::003160,KRX,1,0
003230.KS,003230,.KS,KRX,Samyang Foods,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::003230,Sam Yang Foods,KRX::003230,KRX,1,0
003550.KS,003550,.KS,KRX,LG Corporation,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::003550,LG Corp,KRX::003550,KRX,1,0
003670.KS,003670,.KS,KRX,"POSCO Future M Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::003670,Posco Chemical Co Ltd,KRX::003670,KRX,1,0
003690.KS,003690,.KS,KRX,Korean Reinsurance Company,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::003690,Korean Reinsu,KRX::003690,KRX,1,0
004020.KS,004020,.KS,KRX,"Hyundai Steel Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::004020,Hyundai Steel,KRX::004020,KRX,1,0
004170.KS,004170,.KS,KRX,Shinsegae Inc.,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::004170,Shinsegae,KRX::004170,KRX,1,0
004370.KS,004370,.KS,KRX,"Nongshim Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::004370,Nongshim,KRX::004370,KRX,1,0
004800.KS,004800,.KS,KRX,Hyosung Corporation,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::004800,Hyosung Corp,KRX::004800,KRX,1,0
004990.KS,004990,.KS,KRX,Lotte Corporation,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::004990,Lotte Corp,KRX::004990,KRX,1,0
005180.KS,005180,.KS,KRX,"Binggrae Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::005180,Binggrae,KRX::005180,KRX,1,0
005300.KS,005300,.KS,KRX,"Lotte Chilsung Beverage Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::005300,Lotte Chilsung Beverage,KRX::005300,KRX,1,0
005380.KS,005380,.KS,KRX,Hyundai Motor Company,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::005380,Hyundai Motor Co. Ltd.,KRX::005380,KRX,1,0
005490.KS,005490,.KS,KRX,POSCO,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::005490,POSCO Holdings,KRX::005490,KRX,1,0
005830.KS,005830,.KS,KRX,"DB Insurance Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::005830,DB Insurance Co Ltd,KRX::005830,KRX,1,0
005930.KS,005930,.KS,KRX,"Samsung Electronics Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::005930,Samsung Electronics Co Ltd,KRX::005930,KRX,1,0
005940.KS,005940,.KS,KRX,NH Investment & Securities,secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::005940,NH Investment & Securities Co Ltd,KRX::005940,KRX,1,0
006040.KS,006040,.KS,KRX,"Dongwon Industries, Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::006040,Dongwon Ind,KRX::006040,KRX,1,0
006400.KS,006400,.KS,KRX,"Samsung SDI Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z,matched_exchange_name_ok,keep_as_secondary_reference,true,secondary_reference,usable_secondary_reference,KRX::006400,Samsung SDI,KRX::006400,KRX,1,0
