listing_key,ticker,exchange,name,fd_symbol,fd_name,fd_isin,official_ticker,official_name,official_isin,official_source_key,official_sector,official_reference_asset_type,reference_asset_type_conflict,local_same_isin_any_venue,local_same_isin_venues,openfigi_query_type,openfigi_query_value,openfigi_common_stock_match_count,openfigi_common_stock_figis,openfigi_common_stock_names,openfigi_common_stock_exchange_codes,openfigi_security_types,openfigi_match_status,apply_action,reason,stock_sector_action,isin_action
BSE_IN::FILATFASH,FILATFASH,BSE_IN,Filatex Fashions Ltd,FILATFASH.BO,Filatex Fashions Limited,,FILATFASH,Filatex Fashions Ltd,INE185E01021,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE185E01021,3,BBG000HFP7H6|BBG000HFP8N7|BBG000HFPC85,FILATEX FASHIONS LTD|FILATEX FASHIONS LTD|FILATEX FASHIONS LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::GGL,GGL,BSE_IN,Gautam Gems Ltd,GGL.BO,Gautam Gems Limited,,GGL,Gautam Gems Ltd,INE063Z01017,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE063Z01017,2,BBG00JVDGLW6|BBG00JVDGLX5,GAUTAM GEMS LTD|GAUTAM GEMS LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::GNA,GNA,BSE_IN,G N A Axles Ltd,GNA.BO,G N A Axles Limited,,GNA,G N A Axles Ltd,INE934S01014,bse_india_scrips,,Stock,false,true,NSE_IN:GNA:Stock,ID_ISIN,INE934S01014,3,BBG001BN0WR4|BBG00DRDFQB7|BBG00DRDFQD5,GNA AXLES LTD|GNA AXLES LTD|GNA AXLES LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::GSTL,GSTL,BSE_IN,Globalspace Technologies Ltd,GSTL.BO,GlobalSpace Technologies Limited,,GSTL,Globalspace Technologies Ltd,INE632W01016,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE632W01016,2,BBG00H9LCYD4|BBG00H9LCYF2,GLOBALSPACE TECHNOLOGIES LTD|GLOBALSPACE TECHNOLOGIES LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::GTV,GTV,BSE_IN,GTV Engineering Ltd,GTV.BO,GTV Engineering Limited,,GTV,GTV Engineering Ltd,INE910R01024,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE910R01024,0,,,,Common Stock,common_stock_name_mismatch,blocked_openfigi_name_mismatch,"OpenFIGI returned Common Stock results, but none matched the official issuer name.",leave_blank_until_official_sector,use_official_reference
BSE_IN::GUJTHEM,GUJTHEM,BSE_IN,Gujarat Themis Biosyn Ltd,GUJTHEM.BO,Gujarat Themis Biosyn Limited,,GUJTHEM,Gujarat Themis Biosyn Ltd,INE942C01045,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE942C01045,3,BBG000CS5QP4|BBG000CS5QV7|BBG000CS5S61,GUJARAT THEMIS BIOSYN LTD|GUJARAT THEMIS BIOSYN LTD|GUJARAT THEMIS BIOSYN LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::HARDWYN,HARDWYN,BSE_IN,Hardwyn India Ltd,HARDWYN.BO,HARDWYN INDIA LIMITED,,HARDWYN,Hardwyn India Ltd,INE626Z01029,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE626Z01029,3,BBG00KRM6JM5|BBG00KRM6JN4|BBG00KRM6JQ1,HARDWYN INDIA LTD|HARDWYN INDIA LTD|HARDWYN INDIA LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::ICL,ICL,BSE_IN,Indo Cotspin Ltd,ICL.BO,Indo Cotspin Limited,,ICL,Indo Cotspin Ltd,INE407P01017,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE407P01017,2,BBG002WN34X1|BBG007R9Q1P7,INDO COTSPIN LTD|INDO COTSPIN LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::ISHANCH,ISHANCH,BSE_IN,Ishan Dyes and Chemicals Ltd,ISHANCH.BO,Ishan Dyes & Chemicals Limited,,ISHANCH,Ishan Dyes and Chemicals Ltd,INE561M01018,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE561M01018,3,BBG000BVHTL3|BBG000BVHTR7|BBG000BVHVH3,ISHAN DYES AND CHEMICALS LTD|ISHAN DYES AND CHEMICALS LTD|ISHAN DYES AND CHEMICALS LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::JAYBARMARU,JAYBARMARU,BSE_IN,Jay Bharat Maruti Ltd,JAYBARMARU.BO,Jay Bharat Maruti Limited,,JAYBARMARU,Jay Bharat Maruti Ltd,INE571B01036,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE571B01036,4,BBG000CTQ4B3|BBG000CTQ511|BBG000CTQ5Q4|BBG003NVWX56,JAY BHARAT MARUTI LTD|JAY BHARAT MARUTI LTD|JAY BHARAT MARUTI LTD|JAY BHARAT MARUTI LTD,IB|IG|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::KABRAEXTRU,KABRAEXTRU,BSE_IN,Kabra Extrusiontechnik Ltd,KABRAEXTRU.BO,Kabra Extrusiontechnik Limited,,KABRAEXTRU,Kabra Extrusiontechnik Ltd,INE900B01029,bse_india_scrips,,Stock,false,true,NSE_IN:KABRAEXTRU:Stock,ID_ISIN,INE900B01029,0,,,,Common Stock,common_stock_name_mismatch,blocked_openfigi_name_mismatch,"OpenFIGI returned Common Stock results, but none matched the official issuer name.",leave_blank_until_official_sector,use_official_reference
BSE_IN::KAUSHALYA,KAUSHALYA,BSE_IN,Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA.BO,Kaushalya Infrastructure Development Corporation Limited,,KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd,INE234I01028,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE234I01028,3,BBG000QGCRZ4|BBG000QGCSK8|BBG000QGCT17,KAUSHALYA INFRASTRUCTURE DEV|KAUSHALYA INFRASTRUCTURE DEV|KAUSHALYA INFRASTRUCTURE DEV,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::KCL,KCL,BSE_IN,Kabra Commercial Ltd,KCL.BO,Kabra Commercial Limited,,KCL,Kabra Commercial Ltd,INE926E01010,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE926E01010,2,BBG00B697YF1|BBG00B697YH9,KABRA COMMERCIAL LTD|KABRA COMMERCIAL LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::KEL,KEL,BSE_IN,Kotia Enterprises Ltd,KEL.BO,Kotia Enterprises Limited,US4878361082,KEL,Kotia Enterprises Ltd,INE079C01012,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE079C01012,3,BBG007PDQQK0|BBG007PDQQL9|BBG007PDQQP5,KOTIA ENTERPRISES LTD|KOTIA ENTERPRISES LTD|KOTIA ENTERPRISES LTD,IB|IG|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::KMEW,KMEW,BSE_IN,Knowledge Marine & Engineering Works Ltd,KMEW.BO,Knowledge Marine & Engineering,,KMEW,Knowledge Marine & Engineering Works Ltd,INE0CJD01029,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE0CJD01029,3,BBG00ZQT3MM4|BBG00ZQT3MN3|BBG00ZQT3MQ0,KNOWLEDGE MARINE & ENG LTD|KNOWLEDGE MARINE & ENG LTD|KNOWLEDGE MARINE & ENG LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::KPT,KPT,BSE_IN,KPT Industries Ltd,KPT.BO,KPT INDUSTRIES LIMITED,,KPT,KPT Industries Ltd,INE731D01024,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE731D01024,2,BBG000CVGY78|BBG000CVGYK3,KPT INDUSTRIES LTD|KPT INDUSTRIES LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::LAL,LAL,BSE_IN,Lorenzini Apparels Ltd,LAL.BO,Lorenzini Apparels Limited,,LAL,Lorenzini Apparels Ltd,INE740X01023,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE740X01023,3,BBG00JXGCKR9|BBG00JXGCKS8|BBG00JXGCKV4,LORENZINI APPARELS LTD|LORENZINI APPARELS LTD|LORENZINI APPARELS LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::LALPATHLAB,LALPATHLAB,BSE_IN,Dr. Lal PathLabs Ltd,LALPATHLAB.BO,Dr. Lal PathLabs Limited,,LALPATHLAB,Dr. Lal PathLabs Ltd,INE600L01024,bse_india_scrips,,Stock,false,true,NSE_IN:LALPATHLAB:Stock,ID_ISIN,INE600L01024,4,BBG000NBPF62|BBG009WQGFB4|BBG009WQGFD2|BBG009WQGFF0,DR LAL PATHLABS LTD|DR LAL PATHLABS LTD|DR LAL PATHLABS LTD|DR LAL PATHLABS LTD,IB|IG|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::LORDSCHLO,LORDSCHLO,BSE_IN,Lords Chloro Alkali Ltd,LORDSCHLO.BO,Lords Chloro Alkali Limited,,LORDSCHLO,Lords Chloro Alkali Ltd,INE846D01012,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE846D01012,3,BBG000CWH854|BBG000CWH8L6|BBG000CWH9T6,LORDS CHLORO ALKALI LTD|LORDS CHLORO ALKALI LTD|LORDS CHLORO ALKALI LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::LOYAL,LOYAL,BSE_IN,Loyal Equipments Ltd,LOYAL.BO,Loyal Equipments Limited,,LOYAL,Loyal Equipments Ltd,INE876S01017,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE876S01017,2,BBG009K3W5H6|BBG009K3W5K2,LOYAL EQUIPMENTS LTD|LOYAL EQUIPMENTS LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MAHESH,MAHESH,BSE_IN,Mahesh Developers Ltd,MAHESH.BO,Mahesh Developers Limited,,MAHESH,Mahesh Developers Ltd,INE01MO01013,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE01MO01013,2,BBG00K7DQ457|BBG00K7DQ466,MAHESH DEVELOPERS LTD|MAHESH DEVELOPERS LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MAL,MAL,BSE_IN,Meyer Apparel Ltd,MAL.BO,Meyer Apparel Limited,,MAL,Meyer Apparel Ltd,INE100C01024,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE100C01024,2,BBG000BJSZG0|BBG000BJSZN2,MEYER APPAREL LTD|MEYER APPAREL LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MANAS,MANAS,BSE_IN,Manas Properties Ltd,MANAS.BO,Manas Properties Limited,,MANAS,Manas Properties Ltd,INE800W01019,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE800W01019,2,BBG00G99J6D7|BBG00G99J6F5,MANAS PROPERTIES LTD|MANAS PROPERTIES LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MANOMAY,MANOMAY,BSE_IN,Manomay Tex India Ltd,MANOMAY.BO,Manomay Tex India Limited,,MANOMAY,Manomay Tex India Ltd,INE784W01015,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE784W01015,3,BBG00GBM0155|BBG00GBM0164|BBG00GBM0182,MANOMAY TEX INDIA LTD|MANOMAY TEX INDIA LTD|MANOMAY TEX INDIA LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MASTERTR,MASTERTR,BSE_IN,Master Trust Ltd,MASTERTR.BO,Master Trust Limited,,MASTERTR,Master Trust Ltd,INE677D01037,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE677D01037,3,BBG000BG04R3|BBG000BG0536|BBG000BG05X3,MASTER TRUST LTD|MASTER TRUST LTD|MASTER TRUST LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MEDICO,MEDICO,BSE_IN,Medico Remedies Ltd,MEDICO.BO,Medico Remedies Limited,,MEDICO,Medico Remedies Ltd,INE630Y01024,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE630Y01024,3,BBG00JVDFXY9|BBG00JVDFXZ8|BBG00JVDFY13,MEDICO REMEDIES LTD|MEDICO REMEDIES LTD|MEDICO REMEDIES LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MOSCHIP,MOSCHIP,BSE_IN,Moschip Technologies Ltd,MOSCHIP.BO,MosChip Technologies Limited,,MOSCHIP,Moschip Technologies Ltd,INE935B01025,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE935B01025,3,BBG000CTZK63|BBG000CTZKK7|BBG000CTZLC4,MOSCHIP TECHNOLOGIES LTD|MOSCHIP TECHNOLOGIES LTD|MOSCHIP TECHNOLOGIES LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MPL,MPL,BSE_IN,Mpl Plastics Ltd,MPL.BO,MPL Plastics Limited,,MPL,Mpl Plastics Ltd,INE343A01016,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE343A01016,2,BBG000CWDBJ6|BBG000CWDBT5,MPL PLASTICS LTD|MPL PLASTICS LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MRP,MRP,BSE_IN,MRP Agro Ltd,MRP.BO,MRP Agro Limited,,MRP,MRP Agro Ltd,INE0D7801012,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE0D7801012,2,BBG00Z90T6D3|BBG00Z90T6F1,MRP AGRO LTD|MRP AGRO LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::MUL,MUL,BSE_IN,Mauria Udyog Ltd,MUL.BO,Mauria Udyog Limited,,MUL,Mauria Udyog Ltd,INE150D01027,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE150D01027,2,BBG001BMYK40|BBG009L2XTN7,MAURIA UDYOG LTD|MAURIA UDYOG LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::NAM,NAM,BSE_IN,Nam Securities Ltd,NAM.BO,Nam Securities Limited,NO0004895103,NAM,Nam Securities Ltd,INE792G01011,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE792G01011,2,BBG006L00VT2|BBG006L00VW8,NAM SECURITIES LTD|NAM SECURITIES LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::NINSYS,NINSYS,BSE_IN,NINtec Systems Ltd,NINSYS.BO,NINtec Systems Limited,,NINSYS,NINtec Systems Ltd,INE395U01014,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE395U01014,3,BBG00CLLK3D0|BBG00CLLK3G7|BBG00CLLK3J4,NINTEC SYSTEMS LTD|NINTEC SYSTEMS LTD|NINTEC SYSTEMS LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::NOL,NOL,BSE_IN,National Oxygen Ltd,NOL.BO,National Oxygen Limited,,NOL,National Oxygen Ltd,INE296D01010,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE296D01010,2,BBG000CWY935|BBG000CWY999,NATIONAL OXYGEN LTD|NATIONAL OXYGEN LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::NSL,NSL,BSE_IN,Northern Spirits Ltd,NSL.BO,Northern Spirits Limited,,NSL,Northern Spirits Ltd,INE01BL01012,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE01BL01012,2,BBG00NLDMY99|BBG00NLDMYB6,NORTHERN SPIRITS LTD|NORTHERN SPIRITS LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::PAUSHAKLTD,PAUSHAKLTD,BSE_IN,Paushak Ltd,PAUSHAKLTD.BO,Paushak Limited,,PAUSHAKLTD,Paushak Ltd,INE111F01024,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE111F01024,3,BBG000PMJ1G3|BBG000PMJ1N5|BBG000PMJ2M4,PAUSHAK LTD|PAUSHAK LTD|PAUSHAK LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::PCS,PCS,BSE_IN,PCS Technology Ltd,PCS.BO,PCS Technology Limited,,PCS,PCS Technology Ltd,INE834B01012,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE834B01012,2,BBG000JP2WS0|BBG000JP2XM4,PCS TECHNOLOGY LTD|PCS TECHNOLOGY LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::PICCADIL,PICCADIL,BSE_IN,Piccadily Agro Industries Ltd,PICCADIL.BO,Piccadily Agro Industries Limited,,PICCADIL,Piccadily Agro Industries Ltd,INE546C01010,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE546C01010,3,BBG000F8GQW5|BBG000F8GR80|BBG000F8GT13,PICCADILY AGRO INDUS LTD|PICCADILY AGRO INDUS LTD|PICCADILY AGRO INDUS LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::RADHIKAJWE,RADHIKAJWE,BSE_IN,Radhika Jeweltech Ltd,RADHIKAJWE.BO,Radhika Jeweltech Limited,,RADHIKAJWE,Radhika Jeweltech Ltd,INE583V01021,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE583V01021,3,BBG00DSSJJ07|BBG00DSSJJ25|BBG00DSSJJ43,RADHIKA JEWELTECH LTD|RADHIKA JEWELTECH LTD|RADHIKA JEWELTECH LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::RAJOOENG,RAJOOENG,BSE_IN,Rajoo Engineers Ltd-$,RAJOOENG.BO,Rajoo Engineers Limited,,RAJOOENG,Rajoo Engineers Ltd-$,INE535F01024,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE535F01024,3,BBG000BWFFF0|BBG000BWFFL3|BBG000BWFG77,RAJOO ENGINEERS LTD|RAJOO ENGINEERS LTD|RAJOO ENGINEERS LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::RAJPUTANA,RAJPUTANA,BSE_IN,Rajputana Investment and Finance Ltd,RAJPUTANA.BO,Rajputana Investment & Finance Limited,,RAJPUTANA,Rajputana Investment and Finance Ltd,INE751R01014,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE751R01014,2,BBG008GT7CJ7|BBG008GT7CL4,RAJPUTANA INVST & FINANCE LT|RAJPUTANA INVST & FINANCE LT,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::RCAN,RCAN,BSE_IN,Rajeshwari Cans Ltd,RCAN.BO,Rajeshwari Cans Limited,,RCAN,Rajeshwari Cans Ltd,INE0CQ101015,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE0CQ101015,2,BBG0100RCKL7|BBG0100RCKM6,RAJESHWARI CANS LTD|RAJESHWARI CANS LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::RELTD,RELTD,BSE_IN,Ravindra Energy Ltd,RELTD.BO,Ravindra Energy Limited,,RELTD,Ravindra Energy Ltd,INE206N01018,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE206N01018,3,BBG000CMDFB7|BBG000CMDFV5|BBG000CMDH14,RAVINDRA ENERGY LTD|RAVINDRA ENERGY LTD|RAVINDRA ENERGY LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::REMSONSIND,REMSONSIND,BSE_IN,Remsons Industries Ltd,REMSONSIND.BO,Remsons Industries Limited,,REMSONSIND,Remsons Industries Ltd,INE474C01023,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE474C01023,3,BBG000BXQDG0|BBG000BXQDW2|BBG000BXQGN5,REMSONS INDUSTRIES LTD|REMSONS INDUSTRIES LTD|REMSONS INDUSTRIES LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::RUBFILA,RUBFILA,BSE_IN,Rubfila International Ltd,RUBFILA.BO,Rubfila International Limited,,RUBFILA,Rubfila International Ltd,INE642C01025,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE642C01025,3,BBG000DFX5P6|BBG000DFX5V9|BBG000DFX6X5,RUBFILA INTERNATIONAL LTD|RUBFILA INTERNATIONAL LTD|RUBFILA INTERNATIONAL LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::RUDRA,RUDRA,BSE_IN,Rudra Global Infra Products Ltd,RUDRA.BO,Rudra Global Infra Products Limited,,RUDRA,Rudra Global Infra Products Ltd,INE027T01023,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE027T01023,3,BBG009K02B82|BBG009K02BB8|BBG009K02BD6,RUDRA GLOBAL INFRA PRODUCTS|RUDRA GLOBAL INFRA PRODUCTS|RUDRA GLOBAL INFRA PRODUCTS,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::SADHNANIQ,SADHNANIQ,BSE_IN,Sadhana Nitro Chem Ltd,SADHNANIQ.BO,Sadhana Nitro Chem Limited,,SADHNANIQ,Sadhana Nitro Chem Ltd,INE888C01040,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE888C01040,3,BBG000CZ31N7|BBG000CZ31V8|BBG000CZ3371,SADHANA NITRO CHEM LTD|SADHANA NITRO CHEM LTD|SADHANA NITRO CHEM LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::SAHYADRI,SAHYADRI,BSE_IN,Sahyadri Industries Ltd,SAHYADRI.BO,Sahyadri Industries Limited,,SAHYADRI,Sahyadri Industries Ltd,INE280H01015,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE280H01015,3,BBG000G3YZB8|BBG000G3Z024|BBG000G3Z1Z6,SAHYADRI INDUSTRIES LTD|SAHYADRI INDUSTRIES LTD|SAHYADRI INDUSTRIES LTD,IB|IN|IS,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::SAPL,SAPL,BSE_IN,SAR Auto Products Ltd,SAPL.BO,SAR Auto Products Limited,,SAPL,SAR Auto Products Ltd,INE002E01010,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE002E01010,2,BBG000BMDHY9|BBG0087FJX35,SAR AUTO PRODUCTS LTD|SAR AUTO PRODUCTS LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
BSE_IN::SEL,SEL,BSE_IN,Sanathnagar Enterprises Ltd,SEL.BO,Sanathnagar Enterprises Limited,,SEL,Sanathnagar Enterprises Ltd,INE367E01033,bse_india_scrips,,Stock,false,false,,ID_ISIN,INE367E01033,2,BBG000CNXSR8|BBG000CNXTQ7,SANATHNAGAR ENTERPRISES LTD|SANATHNAGAR ENTERPRISES LTD,IB|IN,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,use_official_reference
