listing_key,ticker,exchange,name,fd_symbol,fd_name,fd_isin,official_ticker,official_name,official_isin,official_source_key,official_sector,official_reference_asset_type,reference_asset_type_conflict,local_same_isin_any_venue,local_same_isin_venues,openfigi_query_type,openfigi_query_value,openfigi_common_stock_match_count,openfigi_common_stock_figis,openfigi_common_stock_names,openfigi_common_stock_exchange_codes,openfigi_security_types,openfigi_match_status,apply_action,reason,stock_sector_action,isin_action
NYSE::DSL,DSL,NYSE,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,DSL,DoubleLine Income Solutions Fund,,DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,,nasdaq_other_listed,,Stock,true,false,,TICKER,DSL,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::DSU,DSU,NYSE,"Blackrock Debt Strategies Fund, Inc. Common Stock",DSU,"BlackRock Debt Strategies Fund, Inc.",,DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock",,nasdaq_other_listed,,Stock,true,false,,TICKER,DSU,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::DTF,DTF,NYSE,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,DTF,DTF Tax-Free Income Inc.,,DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,DTF,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::DXYZ,DXYZ,NYSE,Destiny Tech100 Inc. Common Stock,DXYZ,Destiny Tech100 Inc. Common Stock,,DXYZ,Destiny Tech100 Inc. Common Stock,,nasdaq_other_listed,,Stock,false,false,,TICKER,DXYZ,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::ECAT,ECAT,NYSE,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,,ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,ECAT,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::ECC,ECC,NYSE,Eagle Point Credit Company Common Share of Beneficial Interest,ECC,Eagle Point Credit Company Inc.,,ECC,Eagle Point Credit Company Common Share of Beneficial Interest,,nasdaq_other_listed,,Stock,false,false,,TICKER,ECC,0,,,,Common Stock,common_stock_name_mismatch,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EEA,EEA,NYSE,"The European Equity Fund, Inc. Common Stock",EEA,"The European Equity Fund, Inc.",,EEA,"The European Equity Fund, Inc. Common Stock",,nasdaq_other_listed,,Stock,true,false,,TICKER,EEA,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EFT,EFT,NYSE,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,EFT,Eaton Vance Floating-Rate Income Trust,US87874R1005,EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,EFT,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EIC,EIC,NYSE,Eagle Point Income Company Inc. Common Stock,EIC,Eagle Point Income Company Inc.,,EIC,Eagle Point Income Company Inc. Common Stock,,nasdaq_other_listed,,Stock,false,false,,TICKER,EIC,0,,,,Common Stock,common_stock_name_mismatch,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EMF,EMF,NYSE,Templeton Emerging Markets Fund Common Stock,EMF,Templeton Emerging Markets Fund,,EMF,Templeton Emerging Markets Fund Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,EMF,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EOI,EOI,NYSE,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,EOI,Eaton Vance Enhanced Equity Income Fund,,EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,EOI,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EOS,EOS,NYSE,Eaton Vance Enhance Equity Income Fund II Common Stock,EOS,Eaton Vance Enhanced Equity Income Fund,,EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,EOS,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EOT,EOT,NYSE,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,EOT,Eaton Vance National Municipal Opportunities Trust,US27829L1052,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,,nasdaq_other_listed,,Stock,true,false,,TICKER,EOT,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::ETB,ETB,NYSE,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,ETB,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::ETG,ETG,NYSE,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,ETG,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::ETO,ETO,NYSE,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,,ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,ETO,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::ETV,ETV,NYSE,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,,ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,ETV,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::ETW,ETW,NYSE,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,,ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,ETW,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::ETY,ETY,NYSE,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,,ETY,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",,nasdaq_other_listed,,Stock,true,false,,TICKER,ETY,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EVF,EVF,NYSE,Eaton Vance Senior Income Trust Common Stock,EVF,Eaton Vance Senior Income Trust,,EVF,Eaton Vance Senior Income Trust Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,EVF,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EVG,EVG,NYSE,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,EVG,Eaton Vance Short Duration Diversified Income Fund,,EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,EVG,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EVT,EVT,NYSE,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,EVT,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::EXG,EXG,NYSE,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,EXG,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::FCT,FCT,NYSE,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,FCT,First Trust Senior Floating Rate Income Fund II,,FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,FCT,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::FFA,FFA,NYSE,First Trust Enhanced Equity Income Fund Common Shares of Beneficial Interest,FFA,First Trust Enhanced Equity Income Fund,,FFA,First Trust Enhanced Equity Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,FFA,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::FINS,FINS,NYSE,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,FINS,Angel Oak Financial Strategies Income Term Trust,,FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,FINS,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::FLC,FLC,NYSE,Flaherty & Crumrine Total Return Fund Inc Common Stock,FLC,Flaherty & Crumrine Total Return Fund Inc.,,FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,FLC,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::FMY,FMY,NYSE,First Trust Mortgage Income Fund Common Shares of Beneficial Interest,FMY,First Trust Mortgage Income Fund,,FMY,First Trust Mortgage Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,FMY,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::FOF,FOF,NYSE,"Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock",FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",,FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock",,nasdaq_other_listed,,Stock,true,false,,TICKER,FOF,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::FSCO,FSCO,NYSE,FS Credit Opportunities Corp. Common Stock,FSCO,FS Credit Opportunities Corp. Common Stock,,FSCO,FS Credit Opportunities Corp. Common Stock,,nasdaq_other_listed,,Stock,false,false,,TICKER,FSCO,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::GAM,GAM,NYSE,"General American Investors, Inc. Common Stock",GAM,"General American Investors Company, Inc.",,GAM,"General American Investors, Inc. Common Stock",,nasdaq_other_listed,,Stock,false,false,,TICKER,GAM,0,,,,Common Stock,common_stock_name_mismatch,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::GDO,GDO,NYSE,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,,GDO,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,GDO,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::GDV,GDV,NYSE,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,GDV,The Gabelli Dividend & Income Trust,,GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,GDV,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::GF,GF,NYSE,"New Germany Fund, Inc. (The) Common Stock",GF,"The New Germany Fund, Inc.",,GF,"New Germany Fund, Inc. (The) Common Stock",,nasdaq_other_listed,,Stock,true,false,,TICKER,GF,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::GGZ,GGZ,NYSE,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,GGZ,The Gabelli Global Small and Mid Cap Value Trust,,GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,GGZ,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::GHY,GHY,NYSE,"PGIM Global High Yield Fund, Inc.",GHY,"PGIM Global High Yield Fund, Inc",,GHY,"PGIM Global High Yield Fund, Inc.",,nasdaq_other_listed,,Stock,true,false,,TICKER,GHY,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::GRX,GRX,NYSE,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,GRX,The Gabelli Healthcare & Wellness Trust,,GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,GRX,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::GUG,GUG,NYSE,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,,GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,GUG,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::GUT,GUT,NYSE,Gabelli Utility Trust (The) Common Stock,GUT,The Gabelli Utility Trust,,GUT,Gabelli Utility Trust (The) Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,GUT,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::HGLB,HGLB,NYSE,Highland Global Allocation Fund Common Stock,HGLB,Highland Global Allocation Fund,,HGLB,Highland Global Allocation Fund Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,HGLB,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::HIO,HIO,NYSE,"Western Asset High Income Opportunity Fund, Inc. Common Stock",HIO,Western Asset High Income Opportunity Fund Inc.,,HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock",,nasdaq_other_listed,,Stock,true,false,,TICKER,HIO,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::HQL,HQL,NYSE,abrdn Life Sciences Investors,HQL,Tekla Life Sciences Investors,,HQL,abrdn Life Sciences Investors,,sec_company_tickers_exchange,,Stock,false,false,,TICKER,HQL,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::HTD,HTD,NYSE,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,HTD,John Hancock Tax-Advantaged Dividend Income Fund,,HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,HTD,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::HYI,HYI,NYSE,Western Asset High Yield Opportunity Fund Inc. Common Stock,HYI,Western Asset High Yield Defined Opportunity Fund Inc.,,HYI,Western Asset High Yield Opportunity Fund Inc. Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,HYI,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::IAE,IAE,NYSE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,IAE,Voya Asia Pacific High Dividend Equity Income Fund,,IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,IAE,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::IGI,IGI,NYSE,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,,IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,IGI,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::IGR,IGR,NYSE,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,IGR,CBRE Clarion Global Real Estate Income Fund,,IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,IGR,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::JCE,JCE,NYSE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,JCE,Nuveen Core Equity Alpha Fund,,JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,JCE,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::JFR,JFR,NYSE,Nuveen Floating Rate Income Fund Common Stock,JFR,Nuveen Floating Rate Income Fund,,JFR,Nuveen Floating Rate Income Fund Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,JFR,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::JMM,JMM,NYSE,Nuveen Multi-Market Income Fund (MA),JMM,Nuveen Multi-Market Income Fund,,JMM,Nuveen Multi-Market Income Fund (MA),,nasdaq_other_listed,,Stock,true,false,,TICKER,JMM,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::JOF,JOF,NYSE,Japan Smaller Capitalization Fund Inc Common Stock,JOF,"Japan Smaller Capitalization Fund, Inc.",,JOF,Japan Smaller Capitalization Fund Inc Common Stock,,nasdaq_other_listed,,Stock,true,false,,TICKER,JOF,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::JRI,JRI,NYSE,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,JRI,Nuveen Real Asset Income and Growth Fund,,JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,,nasdaq_other_listed,,Stock,true,false,,TICKER,JRI,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::KF,KF,NYSE,"Korea Fund, Inc. (The) New Common Stock",KF,"The Korea Fund, Inc.",,KF,"Korea Fund, Inc. (The) New Common Stock",,nasdaq_other_listed,,Stock,true,false,,TICKER,KF,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::KIO,KIO,NYSE,KKR Income Opportunities Fund Common Shares,KIO,KKR Income Opportunities Fund,,KIO,KKR Income Opportunities Fund Common Shares,,nasdaq_other_listed,,Stock,true,false,,TICKER,KIO,0,,,,,no_common_stock,blocked_reconciliation_decision,"The venue reconciliation classified this row as a conflict, name signal, or existing other asset type.",leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::KYN,KYN,NYSE,"Kayne Anderson Energy Infrastructure Fund, Inc.",KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",,nasdaq_other_listed,,Stock,true,false,,TICKER,KYN,0,,,,,no_common_stock,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
NYSE::LANV,LANV,NYSE,Lanvin Group Holdings Limited Ordinary Shares,LANV,Lanvin Group Holdings Limited Ordinary Shares,,LANV,Lanvin Group Holdings Limited Ordinary Shares,,nasdaq_other_listed,,Stock,false,false,,TICKER,LANV,21,BBG019XS5Y65|BBG01BN3RQ78|BBG01BN3RQ87|BBG01BN3RQB3|BBG01BN3RQC2|BBG01BN3RQF9|BBG01BN3RQG8|BBG01BN3RQH7|BBG01BN3RQJ5|BBG01BN3RQP8|BBG01BN3RQS5|BBG01BN3RQT4|BBG01BN3RQV1|BBG01BN3RQW0|BBG01BN3RQX9|BBG01BN3RQY8|BBG01BN3RQZ7|BBG01BN3RR03|BBG01V7ZN492|BBG01X4MY3W4|BBG021BZL289,LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD|LANVIN GROUP HOLDINGS LTD,OC|OD|UA|UB|UC|UD|UF|UM|UN|UP|US|UT|UX|VF|VG|VJ|VK|VL|VP|VT|VY,Common Stock,common_stock_name_match,blocked_review_drop_entry,The repository has an explicit reviewed drop entry for this ticker/venue; coverage expansion must not reintroduce it.,leave_blank_until_official_sector,leave_blank_until_official_identifier
