listing_key,ticker,exchange,current_name,proposed_name,twelvedata_type,confidence,adjudication_decision,evidence_tier,figi_relation,openfigi_figi,local_figi,review_batch,metadata_update_reason
OTC::PRCX,PRCX,OTC,Resort Savers Inc,Phoenix Rising Companies Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG004CGM999,BBG004CGM999,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::PXHI,PXHI,OTC,Phonex Inc,Phonex Holdings Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000QV66N7,BBG000QV66N7,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::QEPC,QEPC,OTC,QEP Co Inc,Q.E.P. Company Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000F5PGH0,BBG000F5PGH0,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::RAHGF,RAHGF,OTC,China Lending Corp,"Roan Holdings Group Co., Ltd.",Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG007DJNG43,BBG007DJNG43,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::RASP,RASP,OTC,Rasna Therapeutics Inc,Actavia Life Sciences Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG005846V15,BBG005846V15,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::RBII,RBII,OTC,Rising India Inc,Rising Biosciences Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000BW21M7,BBG000BW21M7,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::RCCMF,RCCMF,OTC,Nippon Dragon Resources Inc,G.E.T.T. Gold Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000H6HMQ2,BBG000H6HMQ2,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::RSKIA,RSKIA,OTC,Risk George Inds A,George Risk Industries Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000BS6641,BBG000BS6641,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::SCRSF,SCRSF,OTC,ScreenPro Security Inc,Justera Health Ltd.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG0112JCQV7,BBG0112JCQV7,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::SECYF,SECYF,OTC,Secure Energy Services Inc,Secure Waste Infrastructure Corp.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG0015CS0M0,BBG0015CS0M0,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::SNEJF,SNEJF,OTC,Sony Corp,Sony Group Corporation,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000KBRKP1,BBG000KBRKP1,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::SPRQF,SPRQF,OTC,SPARQ Corp.,Sparq Systems Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG017TGG1H8,BBG017TGG1H8,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::SRWRF,SRWRF,OTC,SolarWorld Aktiengesellschaft,SolarWorld AG,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000C8NT27,BBG000C8NT27,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::SSRSF,SSRSF,OTC,Silver Sands Resources Corp,Miravalles Gold Corp.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG00W1P3NS8,BBG00W1P3NS8,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::STBK,STBK,OTC,Studio Bank,Studio Financial Holdings Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG0186CWP34,BBG0186CWP34,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::SVTNF,SVTNF,OTC,Silverton Metals Corp,Lodestar Metals Corp.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG010FYLVP8,BBG010FYLVP8,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::SVXA,SVXA,OTC,Historic Discoveries Inc,"Sovereign Exploration Associates, Inc.",Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000MS6783,BBG000MS6783,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::TESI,TESI,OTC,Tangram Enterprise Solutions Inc,Titan Environmental Solutions Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG01KZM7T33,BBG01KZM7T33,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::THER,THER,OTC,Therasense Inc,Theralink Technologies Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000R20SB1,BBG000R20SB1,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::TMMI,TMMI,OTC,T M M Inc New,TMM Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000DCGPH7,BBG000DCGPH7,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::TORVF,TORVF,OTC,Saint Jean Carbon Inc,Volt Carbon Technologies Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000GRG7R0,BBG000GRG7R0,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::TVOG,TVOG,OTC,Turner Venture Group Inc,Turner Valley Oil & Gas Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000BVCPN4,BBG000BVCPN4,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::TYCB,TYCB,OTC,Taylor Calvin B Bksh,"Calvin B. Taylor Bankshares, Inc.",Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000BJ1Q15,BBG000BJ1Q15,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::VLTLF,VLTLF,OTC,Volt Lithium Corp.,LibertyStream Infrastructure Partners Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000F67C69,BBG000F67C69,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::VYEY,VYEY,OTC,Victory Energy Corp,Victory Oilfield Tech Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000DQK6S1,BBG000DQK6S1,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::VYRE,VYRE,OTC,CABO VERDE CAPITAL INC.,VYRE Network,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000GNQJH3,BBG000GNQJH3,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::WGEE,WGEE,OTC,Consolidated Gold Holdings Inc,WGE Holdings Corp.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000NY7P33,BBG000NY7P33,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::WNRC,WNRC,OTC,Superhero Scramble Inc,Wenr Corporation,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000BF1R57,BBG000BF1R57,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::YAYO,YAYO,OTC,Yayyo Inc,Evmo Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG00KTGG8X7,BBG00KTGG8X7,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::ZAIRF,ZAIRF,OTC,Zinc8 Energy Solutions Inc,Abound Energy Inc.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG00PZ62LL0,BBG00PZ62LL0,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
OTC::ZHDM,ZHDM,OTC,Ainnova Tech,Zhong Hui Dao Ming Copper Holding Ltd.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000TWJW42,BBG000TWJW42,batch_a_us_core,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_a_us_core.
TSX::CGY,CGY,TSX,Calian Technologies Ltd,Calian Group Ltd.,Common Stock,0.91,apply_twelvedata_name_identifier_supported,identifier,local_figi_match,BBG000BBJ8C1,BBG000BBJ8C1,batch_b_canada,Twelve Data source adjudication apply-ready name update: OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=local_figi_match; review_batch=batch_b_canada.
