listing_key,action,ticker,exchange,asset_type,isin,old_name,new_name,source_key,reference_scope,source_url,observation_id,evidence_status
Bursa::7221,proposed,7221,Bursa,Stock,MYL7221OO004,BSL Corp Bhd,BSL CORPORATION BERHAD,bursa_equity_isin,listed_companies_subset,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/69fab7cbcd34aac8ddc7e2a7/ISIN_EQUITY.pdf,de5dcf3fb98b995634b3f9c1,active_official_exact_listing_isin_name
Bursa::8567,proposed,8567,Bursa,Stock,MYL8567OO009,Salcon Engineering Berhad,SALCON BHD,bursa_equity_isin,listed_companies_subset,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/69fab7cbcd34aac8ddc7e2a7/ISIN_EQUITY.pdf,a1f9fe329657e3d9af677158,active_official_exact_listing_isin_name
Bursa::9296,proposed,9296,Bursa,Stock,MYL9296OO004,RCE Capital Berhad,RCE CAPITAL BHD,bursa_equity_isin,listed_companies_subset,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/69fab7cbcd34aac8ddc7e2a7/ISIN_EQUITY.pdf,8b0e1ec487536d4ef608bc25,active_official_exact_listing_isin_name
Bursa::9423,proposed,9423,Bursa,Stock,MYL9423OO004,CWG Holdings Bhd,CWG HOLDINGS BERHAD,bursa_equity_isin,listed_companies_subset,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/69fab7cbcd34aac8ddc7e2a7/ISIN_EQUITY.pdf,874fcdd04857c6b8f0948bd6,active_official_exact_listing_isin_name
Bursa::9679,proposed,9679,Bursa,Stock,MYL9679OO001,WCT Holdings Bhd,WCT HOLDINGS BERHAD,bursa_equity_isin,listed_companies_subset,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/69fab7cbcd34aac8ddc7e2a7/ISIN_EQUITY.pdf,2e87da40c2c361d499ab59d6,active_official_exact_listing_isin_name
Bursa::9946,proposed,9946,Bursa,Stock,MYL9946OO004,Rex Industry Bhd,ETA GROUP BERHAD,bursa_equity_isin,listed_companies_subset,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/69fab7cbcd34aac8ddc7e2a7/ISIN_EQUITY.pdf,4ea6305bc8ff2c2207fe220c,active_official_exact_listing_isin_name
CPH::AOJ-B,proposed,AOJ-B,CPH,Stock,DK0061686714,Broedrene A&O Johansen A/S Series B,Brdr. A & O Johansen B,nasdaq_nordic_copenhagen_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,eeda5a0d9837ea03dac1d635,active_official_exact_listing_isin_name
CPH::DNORD,proposed,DNORD,CPH,Stock,DK0060083210,Dampskibsselskabet Norden AS,D/S Norden,nasdaq_nordic_copenhagen_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,385e76e4b97cba4677671a8c,active_official_exact_listing_isin_name
CPH::FOM,proposed,FOM,CPH,Stock,DK0061278199,FOM Technologies A/S,FOM Technologies,nasdaq_nordic_copenhagen_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,4779e37677e456974054cbef,active_official_exact_listing_isin_name
CPH::HH,proposed,HH,CPH,Stock,DK0015202451,H+H International A/S,H+H International,nasdaq_nordic_copenhagen_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,45df5cf77d49562c7a77ea21,active_official_exact_listing_isin_name
CPH::KBHL,proposed,KBHL,CPH,Stock,DK0010201102,Copenhagen Airports AS,Københavns Lufthavne,nasdaq_nordic_copenhagen_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,76817696db3d9af4c8358c99,active_official_exact_listing_isin_name
CPH::MNBA,proposed,MNBA,CPH,Stock,DK0060133841,Moens Bank A/S,Møns Bank,nasdaq_nordic_copenhagen_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,a4d5e38d8c2f4c3e14bd4afe,active_official_exact_listing_isin_name
CPH::MTHH,proposed,MTHH,CPH,Stock,DK0010255975,MT Hoejgaard Holding A/S,MT Højgaard Holding,nasdaq_nordic_copenhagen_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,08777dfd1ba6e4ff33357fb5,active_official_exact_listing_isin_name
CPH::RILBA,proposed,RILBA,CPH,Stock,DK0060854669,Ringkjoebing Landbobank A/S,Ringkjøbing Landbobank,nasdaq_nordic_copenhagen_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,458035223822b0395ae976ce,active_official_exact_listing_isin_name
CPH::SPG,proposed,SPG,CPH,Stock,DK0061027356,Sp Group A/S,SP Group,nasdaq_nordic_copenhagen_shares,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/shares,412bbb013dd7c8724e143a85,active_official_exact_listing_isin_name
CPH::XACTC25,proposed,XACTC25,CPH,ETF,SE0011452127,Xact Kapitalforvaltning,XACT OMXC25 ESG (UCITS ETF),nasdaq_nordic_copenhagen_etfs,listed_companies_subset,https://api.nasdaq.com/api/nordic/screener/etp,32e3584da3451d89c1576093,active_official_exact_listing_isin_name
DFM::CHAE,proposed,CHAE,DFM,ETF,IE00BKDMN692,Chimera S&P UAE UCITS ETF - Share Class A - Accumulating,Lunate S&P UAE UCITS ETF - Share A - ACCUMLATING,dfm_listed_securities,exchange_directory,https://api2.dfm.ae/web/widgets/v1/data,1fa8254fedcb7b3073d6d5f3,active_official_exact_listing_isin_name
EGX::ANFI,proposed,ANFI,EGX,Stock,EGS67331C016,Alexandria National Company for Financial Investment,Tycoon Holding Company For Financial Investments,egx_listed_stocks,listed_companies_subset,https://www.egx.com.eg/en/ListedStocks.aspx,495fa8f462b5c0bab0492743,active_official_exact_listing_isin_name
EGX::ARVA,proposed,ARVA,EGX,Stock,EGS3E1E1C013,Arab Valves Company,Arabian Metal Industries And Industrial Investments,egx_listed_stocks,listed_companies_subset,https://www.egx.com.eg/en/ListedStocks.aspx,74d8f5b69952126deeb2f00b,active_official_exact_listing_isin_name
Euronext::500,proposed,500,Euronext,ETF,LU1681048804,Amundi Index Solutions - Amundi S&P 500 UCITS ETF C EUR,Amundi S&P 500 Swap UCITS ETF EUR Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",6e71434afeab1dfa97a346cd,active_official_exact_listing_isin_name
Euronext::ARGX,proposed,ARGX,Euronext,Stock,NL0010832176,Argen-X,ARGENX SE,euronext_equities,exchange_directory,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,e70bc2739760bb1ccdf7fb8b,active_official_exact_listing_isin_name
Euronext::AXLM,proposed,AXLM,Euronext,ETF,CH1109575535,21S Stellar,21Shares Stellar ETP,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",f2580a683c25214c7d866e7b,active_official_exact_listing_isin_name
Euronext::BTPS,proposed,BTPS,Euronext,ETF,FR0011023621,Lyxor UCITS Daily Double Short BTP,Amundi Italy BTP Daily (-2x) Inverse UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",80f306a93b29214beb57f1b8,active_official_exact_listing_isin_name
Euronext::BX4,proposed,BX4,Euronext,ETF,FR0010411884,Lyxor UCITS CAC 40 Daily Double Short,Amundi CAC 40 Daily (-2x) Inverse UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",7068d982e6ddb697e7b51ba4,active_official_exact_listing_isin_name
Euronext::C1U,proposed,C1U,Euronext,ETF,LU1437025023,Amundi FTSE 100 UCITS,Amundi MSCI UK IMI SRI Climate Paris Aligned - UCITS ETF DR - EUR (C),euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",1a960d8985e362d616e11382,active_official_exact_listing_isin_name
Euronext::C3M,proposed,C3M,Euronext,ETF,FR0010754200,Amundi ETF Govies 0-6 Months EuroMTS Investment Grade UCITS ETF DR,Amundi Euro Government Bond 0-6 M UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",b8384c60e04eea42beba296d,active_official_exact_listing_isin_name
Euronext::CACC,proposed,CACC,Euronext,ETF,FR0013380607,Lyxor CAC 40 (DR) UCITS ETF Acc,Amundi CAC 40 UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",c22d74884252c3cef191e3e0,active_official_exact_listing_isin_name
Euronext::CC4,proposed,CC4,Euronext,ETF,LU1681039647,Amundi Index Solutions - Amundi EURO Corporates UCITS ETF DR EUR C,Amundi EUR Corporate Bond ESG - UCITS ETF 2 DR - EUR (C),euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",4ab13419e69bf697f33469ef,active_official_exact_listing_isin_name
Euronext::CF1,proposed,CF1,Euronext,ETF,FR0010655704,Amundi ETF MSCI France UCITS ETF,AMUNDI CAC TRANSITION CLIMAT UCITS ETF,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",ef6b994435a8dc4521773fee,active_official_exact_listing_isin_name
Euronext::CMUD,proposed,CMUD,Euronext,ETF,LU2059756325,AM EMU ESG LEAD D,Amundi MSCI EMU ESG Selection - UCITS ETF DR - EUR (D),euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",ffcd847de82cb3e58c98d13e,active_official_exact_listing_isin_name
Euronext::COBH,proposed,COBH,Euronext,Stock,BE0003519270,Brouwerij Handelsmaatschappij NV,CO.BR.HA,euronext_equities,exchange_directory,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,a89184d1a2fe49b80300020a,active_official_exact_listing_isin_name
Euronext::DSP5,proposed,DSP5,Euronext,ETF,LU1327051279,Lyxor S&P 500 Daily (-2x) Inverse UCITS ETF C USD,Amundi Nasdaq-100 Daily (-1x) Inverse UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",8991ec3e37b9baf37ffb0f3d,active_official_exact_listing_isin_name
Euronext::EBBB,proposed,EBBB,Euronext,ETF,LU1525418643,Amundi Index Solutions - Amundi Index Euro Corp BBB 1-5 UCITS ETF DR,AMUNDI EUR CORPORATE BOND 1-5Y ESG UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",0cf66dea8fc16d4d35125a14,active_official_exact_listing_isin_name
Euronext::ECR1,proposed,ECR1,Euronext,ETF,LU2300294316,Amundi Index Solutions - Amundi EUR Corporate Bond 0-1Y ESG UCITS ETF DR (C),Amundi Euro Corp 0-1Y ESG UCITS ETF DR (C),euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",1e3a38793ab76b9e278ef54d,active_official_exact_listing_isin_name
Euronext::FGBL,proposed,FGBL,Euronext,ETF,IE00BYTH6121,First Trust Global Equity Income UCITS ETF Class A USD,FIRST TRUST GLOBAL ALPHADEX UCITS ETF,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",e1308a92a18ac7394ed178e2,active_official_exact_listing_isin_name
Euronext::FMI,proposed,FMI,Euronext,ETF,LU1681037518,Amundi Index Solutions - Amundi FTSE MIB UCITS ETF-C,Amundi Italy MIB ESG UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",7e6add5857ec025d08c76f02,active_official_exact_listing_isin_name
Euronext::HSRID,proposed,HSRID,Euronext,ETF,LU2244386137,BNPP EHY SRI D ETF,BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",e257a03dff3b40cf9d93589e,active_official_exact_listing_isin_name
Euronext::IMIE,proposed,IMIE,Euronext,ETF,IE00B3YLTY66,SPDR MSCI ACWI IMI,State Street SPDR MSCI All Country World Investable Market UCITS ETF (Acc),euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",246b726e1059c4e6be832534,active_official_exact_listing_isin_name
Euronext::LUXU,proposed,LUXU,Euronext,ETF,LU1681048713,Amundi S&P Global Luxury UCITS,Amundi Global Luxury UCITS ETF USD Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",cbc4c6873d0173b38d9b92c3,active_official_exact_listing_isin_name
Euronext::LVC,proposed,LVC,Euronext,ETF,FR0010592014,Lyxor UCITS Daily Leverage CAC 40,Amundi CAC 40 Daily (2x) Leveraged UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",ebf391a69bdb996b755f780c,active_official_exact_listing_isin_name
Euronext::LVD,proposed,LVD,Euronext,ETF,LU0252634307,Multi Units Luxembourg - Lyxor Daily LevDAX UCITS ETF,Amundi LevDax Daily (2x) leveraged UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",6982717ec52f589224f5dd00,active_official_exact_listing_isin_name
Euronext::MLPRX,proposed,MLPRX,Euronext,Stock,NL0012650535,Parx Plastics NV,PARX MATERIALS NV,euronext_equities,exchange_directory,https://live.euronext.com/pd_es/data/stocks/download?mics=dm_all_stock,20ec6534f39eaf5043f5955b,active_official_exact_listing_isin_name
Euronext::MSES,proposed,MSES,Euronext,ETF,FR001400ZGP1,Amundi EuroStoxx 50 II UCITS ETF S-Acc,Amundi EURO STOXX 50 II UCITS ETF S - Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",ef4b04ac560ced6fcecd7032,active_official_exact_listing_isin_name
Euronext::MTF,proposed,MTF,Euronext,ETF,LU1287023268,Lyxor EuroMTS 15+Y Investment Grade UCITS C,Amundi Euro Government Bond 15+Y   UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",086fb94078ba7796a6d09468,active_official_exact_listing_isin_name
Euronext::NRGW,proposed,NRGW,Euronext,ETF,IE000J0LN0R5,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR EUR Acc EUR,Amundi S&P World Energy Screened UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",73b6f388ff708ec341e6ffc3,active_official_exact_listing_isin_name
Euronext::NRJ,proposed,NRJ,Euronext,ETF,FR0010524777,Multi Units France - Lyxor New Energy (DR) UCITS ETF,Amundi MSCI New Energy UCITS ETF Dist,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",9fdd86347f7ac9c32c69cc53,active_official_exact_listing_isin_name
Euronext::PANX,proposed,PANX,Euronext,ETF,FR0013412269,Amundi ETF PEA Nasdaq-100 UCITS ETF,Amundi PEA US Tech Screened UCITS ETF - Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",904c3d15e01144d23cf017df,active_official_exact_listing_isin_name
Euronext::PDJE,proposed,PDJE,Euronext,ETF,FR0011869270,Lyxor PEA Dow Jones Industrial Average UCITS C,Amundi PEA S&P US Industrials Screened UCITS ETF - Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",9933fa67a2d18f8402a32137,active_official_exact_listing_isin_name
Euronext::PE500,proposed,PE500,Euronext,ETF,FR0013412285,Amundi ETF PEA S&P 500 UCITS ETF EUR,Amundi PEA S&P 500 Screened UCITS ETF - Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",178087a5f3a181069b885ab2,active_official_exact_listing_isin_name
Euronext::PSP5,proposed,PSP5,Euronext,ETF,FR0011871128,Lyxor PEA S&P 500 UCITS C,Amundi PEA S&P 500 UCITS ETF Acc,euronext_etfs,exchange_directory,"https://live.euronext.com/en/product_directory/data/etf-all-markets/download?mics=ALXA,ALXB,ALXL,ALXP,ATFX,BGEM,ENXB,ENXL,ETFP,ETLX,EXGM,MERK,MIVX,MLXB,MOTX,MTAA,MTAH,MTCH,SEDX,TNLA,TNLB,VPXB,WOMF,XACD,XAMC,XAMS,XATL,XBRU,XDUB,XESM,XLDN,XLIS,XMLI,XMOT,XMSM,XOAM,XOAS,XOBD,XOSL,XPAR,XPMC",348cbc4c71c4e111f7077405,active_official_exact_listing_isin_name
