contract_id,contract_key,exchange,asset_type,claim_type,venue_status,source_keys,reference_scopes,denominator_method,denominator,observed_reference_keys,covered_reference_keys,missing_reference_keys,identity_conflict_keys,unclassified_keys,recall_pct,minimum_recall_pct,freshness_status,license_status,contract_status,freshness_failures,license_failures,required_next_action
d504463fc3e79781480853a0,PSX::ETF,PSX,ETF,official_full,official_full,psx_dps_symbols|psx_listed_companies|psx_symbol_name_daily,exchange_directory|listed_companies_subset,exchange_audit_official_active_product_rows,27,9,7,20,3,0,25.925926,99.5,fail,fail,fail_identity_conflict,psx_dps_symbols: snapshot age 12.18d exceeds 7d SLA,psx_dps_symbols: license_status is not verified_open | psx_listed_companies: license_status is not verified_open | psx_symbol_name_daily: license_status is not verified_open,resolve the failing contract evidence before stable release
2123a72ecb9477fdb5f6c3e5,PSX::Stock,PSX,Stock,official_full,official_full,psx_dps_symbols|psx_listed_companies|psx_symbol_name_daily,exchange_directory|listed_companies_subset,exchange_audit_official_active_product_rows,1641,723,373,1268,105,0,22.730043,99.5,fail,fail,fail_identity_conflict,psx_dps_symbols: snapshot age 12.18d exceeds 7d SLA,psx_dps_symbols: license_status is not verified_open | psx_listed_companies: license_status is not verified_open | psx_symbol_name_daily: license_status is not verified_open,resolve the failing contract evidence before stable release
fabbc7d051b292acbd484f29,QSE::ETF,QSE,ETF,official_full,official_full,qse_market_watch,exchange_directory,exchange_audit_official_active_product_rows,2,2,2,0,0,0,100.0,99.5,fail,fail,fail_freshness,qse_market_watch: snapshot age 12.18d exceeds 7d SLA,qse_market_watch: license_status is not verified_open,resolve the failing contract evidence before stable release
88e038536a5308dd7622239d,QSE::Stock,QSE,Stock,official_full,official_full,qse_market_watch,exchange_directory,exchange_audit_official_active_product_rows,55,55,53,2,0,0,96.363636,99.5,fail,fail,fail_freshness,qse_market_watch: snapshot age 12.18d exceeds 7d SLA,qse_market_watch: license_status is not verified_open,resolve the failing contract evidence before stable release
b3a6641786715d7e7420e997,RSE::Stock,RSE,Stock,official_partial,official_partial,rse_listed_companies,listed_companies_subset,observed_partial_scope_keys,1,1,1,0,0,0,100.0,,pass,fail,partial_scope_observed,,rse_listed_companies: license_status is not verified_open,do not promote partial scope to a full completeness claim
3ac64bf95f42a7c3e59cec70,SEM::ETF,SEM,ETF,official_full,official_full,sem_isin,exchange_directory,exchange_audit_official_active_product_rows,1,1,0,1,0,0,0.0,99.5,fail,fail,fail_freshness,sem_isin: snapshot age 10.48d exceeds 7d SLA,sem_isin: license_status is not verified_open,resolve the failing contract evidence before stable release
f7d5e6c4fc0e08baccab2499,SEM::Stock,SEM,Stock,official_full,official_full,sem_isin,exchange_directory,exchange_audit_official_active_product_rows,45,45,44,1,0,0,97.777778,99.5,fail,fail,fail_freshness,sem_isin: snapshot age 10.48d exceeds 7d SLA,sem_isin: license_status is not verified_open,resolve the failing contract evidence before stable release
aa9830f824338c6d25911cf4,SET::ETF,SET,ETF,official_full,official_full,set_etf_search|set_listed_companies|set_stock_search,exchange_directory|listed_companies_subset,exchange_audit_official_active_product_rows,32,19,5,27,1,0,15.625,99.5,fail,fail,fail_identity_conflict,set_stock_search: snapshot age 10.48d exceeds 7d SLA,set_etf_search: license_status is not verified_open | set_listed_companies: license_status is not verified_open | set_stock_search: license_status is not verified_open,resolve the failing contract evidence before stable release
2ca5e371073041b6fdcf0b7e,SET::Stock,SET,Stock,official_full,official_full,set_dr_search|set_listed_companies|set_stock_search,exchange_directory|listed_companies_subset,exchange_audit_official_active_product_rows,2367,1444,763,1604,4,0,32.234896,99.5,fail,fail,fail_identity_conflict,set_stock_search: snapshot age 10.48d exceeds 7d SLA,set_dr_search: license_status is not verified_open | set_listed_companies: license_status is not verified_open | set_stock_search: license_status is not verified_open,resolve the failing contract evidence before stable release
becef542863d357beb135cc7,SGX::ETF,SGX,ETF,official_full,official_full,sgx_securities_prices,exchange_directory,exchange_audit_official_active_product_rows,92,92,46,46,0,0,50.0,99.5,fail,fail,fail_freshness,sgx_securities_prices: snapshot age 10.48d exceeds 7d SLA,sgx_securities_prices: license_status is not verified_open,resolve the failing contract evidence before stable release
58c50244e6bda07517d023d4,SGX::Stock,SGX,Stock,official_full,official_full,sgx_securities_prices,exchange_directory,exchange_audit_official_active_product_rows,654,654,563,91,0,0,86.085627,99.5,fail,fail,fail_freshness,sgx_securities_prices: snapshot age 10.48d exceeds 7d SLA,sgx_securities_prices: license_status is not verified_open,resolve the failing contract evidence before stable release
b2face37b1aa8f98f26c1583,SIX::ETF,SIX,ETF,official_partial,official_partial,six_etf_products|six_etp_products,listed_companies_subset,observed_partial_scope_keys,9826,9826,862,8964,144,0,8.772644,,pass,fail,partial_scope_observed,,six_etf_products: license_status is not verified_open | six_etp_products: license_status is not verified_open,do not promote partial scope to a full completeness claim
729c8ce8baf1d8d01a9a63cc,SIX::Stock,SIX,Stock,official_partial,official_partial,six_equity_issuers|six_shares_explorer_full,listed_companies_subset,observed_partial_scope_keys,241,241,205,36,0,0,85.062241,,fail,fail,partial_scope_observed,six_shares_explorer_full: latest refresh is unavailable,six_equity_issuers: license_status is not verified_open | six_shares_explorer_full: license_status is not verified_open,do not promote partial scope to a full completeness claim
0ee1ab1746c762e33e7202e8,SSE::ETF,SSE,ETF,official_partial,official_partial,sse_etf_list,listed_companies_subset,observed_partial_scope_keys,920,920,438,482,93,0,47.608696,,pass,fail,partial_scope_observed,,sse_etf_list: license_status is not verified_open,do not promote partial scope to a full completeness claim
933100b8fd5d215631cb4420,SSE::Stock,SSE,Stock,official_partial,official_partial,sse_a_share_list,listed_companies_subset,observed_partial_scope_keys,2355,2355,0,2355,2253,0,0.0,,pass,fail,partial_scope_observed,,sse_a_share_list: license_status is not verified_open,do not promote partial scope to a full completeness claim
674cdd5e2a742d9593bdde03,SSE_CL::ETF,SSE_CL,ETF,official_full,official_full,bolsa_santiago_instruments,exchange_directory,exchange_audit_official_active_product_rows,16,16,16,0,0,0,100.0,99.5,fail,fail,fail_freshness,bolsa_santiago_instruments: snapshot age 12.14d exceeds 7d SLA,bolsa_santiago_instruments: license_status is not verified_open,resolve the failing contract evidence before stable release
bebb497a7c80aadabce7297b,SSE_CL::Stock,SSE_CL,Stock,official_full,official_full,bolsa_santiago_instruments,exchange_directory,exchange_audit_official_active_product_rows,106,106,106,0,0,0,100.0,99.5,fail,fail,fail_freshness,bolsa_santiago_instruments: snapshot age 12.14d exceeds 7d SLA,bolsa_santiago_instruments: license_status is not verified_open,resolve the failing contract evidence before stable release
aa862af6bf827c457b2cb8fd,STO::ETF,STO,ETF,official_partial,official_partial,nasdaq_nordic_stockholm_etfs|nasdaq_nordic_stockholm_trackers,listed_companies_subset,observed_partial_scope_keys,41,41,14,27,0,0,34.146341,,pass,fail,partial_scope_observed,,nasdaq_nordic_stockholm_etfs: license_status is not verified_open | nasdaq_nordic_stockholm_trackers: license_status is not verified_open,do not promote partial scope to a full completeness claim
1ff3732d2d22e746e9c4114b,STO::Stock,STO,Stock,official_partial,official_partial,nasdaq_nordic_stockholm_shares|ngm_companies_page|ngm_market_data_equities|spotlight_companies_directory,listed_companies_subset,observed_partial_scope_keys,942,942,792,150,2,0,84.076433,,fail,fail,partial_scope_observed,ngm_market_data_equities: latest refresh is unavailable,nasdaq_nordic_stockholm_shares: license_status is not verified_open | ngm_companies_page: license_status is not verified_open | ngm_market_data_equities: license_status is not verified_open | spotlight_companies_directory: license_status is not verified_open,do not promote partial scope to a full completeness claim
0a70a62a22e5b0fea09b70b1,SZSE::ETF,SZSE,ETF,official_partial,official_partial,szse_etf_list,listed_companies_subset,observed_partial_scope_keys,717,717,325,392,32,0,45.327755,,pass,fail,partial_scope_observed,,szse_etf_list: license_status is not verified_open,do not promote partial scope to a full completeness claim
3b7441dfd70a6aaa9eea8568,SZSE::Stock,SZSE,Stock,official_partial,official_partial,szse_a_share_list|szse_b_share_list,listed_companies_subset,observed_partial_scope_keys,2931,2931,0,2931,2791,0,0.0,,fail,fail,partial_scope_observed,szse_a_share_list: latest refresh is unavailable,szse_a_share_list: license_status is not verified_open | szse_b_share_list: license_status is not verified_open,do not promote partial scope to a full completeness claim
822d4d46772ba0cdc875e8a9,TADAWUL::ETF,TADAWUL,ETF,official_full,official_full,tadawul_main_market_watch,exchange_directory,exchange_audit_official_active_product_rows,17,17,8,9,0,0,47.058824,99.5,fail,fail,fail_freshness,tadawul_main_market_watch: snapshot age 10.48d exceeds 7d SLA,tadawul_main_market_watch: license_status is not verified_open,resolve the failing contract evidence before stable release
6abb4153c7897cbf268a13f3,TADAWUL::Stock,TADAWUL,Stock,official_full,official_full,tadawul_main_market_watch,exchange_directory,exchange_audit_official_active_product_rows,396,396,189,207,0,0,47.727273,99.5,fail,fail,fail_freshness,tadawul_main_market_watch: snapshot age 10.48d exceeds 7d SLA,tadawul_main_market_watch: license_status is not verified_open,resolve the failing contract evidence before stable release
536d0714c6d8d2b52f34e222,TASE::ETF,TASE,ETF,official_partial,official_partial,tase_etf_marketdata|tase_foreign_etf_search,listed_companies_subset,observed_partial_scope_keys,482,482,254,228,0,0,52.697095,,fail,fail,partial_scope_observed,tase_foreign_etf_search: latest refresh is unavailable,tase_etf_marketdata: license_status is not verified_open | tase_foreign_etf_search: license_status is not verified_open,do not promote partial scope to a full completeness claim
969130acd71c48b0eca0e031,TASE::Stock,TASE,Stock,official_partial,official_partial,tase_participating_unit_search|tase_securities_marketdata,listed_companies_subset,observed_partial_scope_keys,548,548,406,142,2,0,74.087591,,fail,fail,partial_scope_observed,tase_participating_unit_search: latest refresh is unavailable,tase_participating_unit_search: license_status is not verified_open | tase_securities_marketdata: license_status is not verified_open,do not promote partial scope to a full completeness claim
c7e079d3e64372927b205860,TPEX::ETF,TPEX,ETF,official_partial,official_partial,tpex_etf_filter|tpex_mainboard_daily_quotes,listed_companies_subset,observed_partial_scope_keys,117,117,50,67,0,0,42.735043,,pass,fail,partial_scope_observed,,tpex_etf_filter: license_status is not verified_open | tpex_mainboard_daily_quotes: license_status is not verified_open,do not promote partial scope to a full completeness claim
0b8a63ba74d6e1ae3783d2c5,TPEX::Stock,TPEX,Stock,official_partial,official_partial,tpex_emerging_basic_info|tpex_mainboard_basic_info|tpex_mainboard_daily_quotes,listed_companies_subset,observed_partial_scope_keys,1250,1250,973,277,803,0,77.84,,pass,fail,partial_scope_observed,,tpex_emerging_basic_info: license_status is not verified_open | tpex_mainboard_basic_info: license_status is not verified_open | tpex_mainboard_daily_quotes: license_status is not verified_open,do not promote partial scope to a full completeness claim
19215c7704692e2a126303b5,TSE::ETF,TSE,ETF,official_full,official_full,jpx_listed_issues|jpx_tse_stock_detail,exchange_directory|security_identifier_registry_subset,exchange_audit_official_active_product_rows,830,485,278,552,0,0,33.493976,99.5,fail,fail,fail_freshness,jpx_tse_stock_detail: latest refresh is unavailable,jpx_listed_issues: license_status is not verified_open | jpx_tse_stock_detail: license_status is not verified_open,resolve the failing contract evidence before stable release
01395fa0e5a30d2ee7dbf48c,TSE::Stock,TSE,Stock,official_full,official_full,jpx_listed_issues|jpx_tse_stock_detail,exchange_directory|security_identifier_registry_subset,exchange_audit_official_active_product_rows,7654,3967,3682,3972,27,0,48.105566,99.5,fail,fail,fail_identity_conflict,jpx_tse_stock_detail: latest refresh is unavailable,jpx_listed_issues: license_status is not verified_open | jpx_tse_stock_detail: license_status is not verified_open,resolve the failing contract evidence before stable release
b9946abca3ce92fe149ffc2e,TSX::ETF,TSX,ETF,official_full,official_full,tmx_etf_screener|tmx_interlisted_companies|tmx_listed_issuers,interlisted_subset|listed_companies_subset,exchange_audit_official_active_product_rows,3088,1896,1308,1780,3,0,42.357513,99.5,pass,fail,fail_identity_conflict,,tmx_etf_screener: license_status is not verified_open | tmx_interlisted_companies: license_status is not verified_open | tmx_listed_issuers: license_status is not verified_open,resolve the failing contract evidence before stable release
23e4ad35b5b4e7e7b870229b,TSX::Stock,TSX,Stock,official_full,official_full,tmx_interlisted_companies|tmx_listed_issuers,exchange_directory|interlisted_subset,exchange_audit_official_active_product_rows,996,805,587,409,7,0,58.935743,99.5,pass,fail,fail_identity_conflict,,tmx_interlisted_companies: license_status is not verified_open | tmx_listed_issuers: license_status is not verified_open,resolve the failing contract evidence before stable release
b19b59a35051c9a4b0d7e6e6,TSXV::ETF,TSXV,ETF,official_full,official_full,tmx_listed_issuers,listed_companies_subset,exchange_audit_official_active_product_rows,13,13,3,10,2,0,23.076923,99.5,pass,fail,fail_identity_conflict,,tmx_listed_issuers: license_status is not verified_open,resolve the failing contract evidence before stable release
f780c9a4550ff58ac59c148d,TSXV::Stock,TSXV,Stock,official_full,official_full,tmx_interlisted_companies|tmx_listed_issuers,exchange_directory|interlisted_subset,exchange_audit_official_active_product_rows,1652,1597,1389,263,10,0,84.079903,99.5,pass,fail,fail_identity_conflict,,tmx_interlisted_companies: license_status is not verified_open | tmx_listed_issuers: license_status is not verified_open,resolve the failing contract evidence before stable release
5124aa75c330d6949a8fc5a1,TWSE::ETF,TWSE,ETF,official_full,official_full,twse_etf_list,listed_companies_subset,exchange_audit_official_active_product_rows,268,268,190,78,0,0,70.895522,99.5,pass,fail,fail_license,,twse_etf_list: license_status is not verified_open,resolve the failing contract evidence before stable release
9ed0a357e2b9c3101f9babcb,TWSE::Stock,TWSE,Stock,official_full,official_full,twse_listed_companies,exchange_directory,exchange_audit_official_active_product_rows,1095,1095,978,117,37,0,89.315068,99.5,fail,fail,fail_identity_conflict,twse_listed_companies: snapshot age 12.15d exceeds 7d SLA,twse_listed_companies: license_status is not verified_open,resolve the failing contract evidence before stable release
482b9542fb15de96e1fd2366,UPCOM::Stock,UPCOM,Stock,official_full,official_full,upcom_registered_securities,exchange_directory,exchange_audit_official_active_product_rows,824,824,2,822,0,0,0.242718,99.5,fail,fail,fail_freshness,upcom_registered_securities: snapshot age 12.15d exceeds 7d SLA,upcom_registered_securities: license_status is not verified_open,resolve the failing contract evidence before stable release
3b0a99fd113862d872558165,USE_UG::Stock,USE_UG,Stock,official_partial,official_partial,use_ug_listed_companies,listed_companies_subset,observed_partial_scope_keys,7,7,7,0,0,0,100.0,,pass,fail,partial_scope_observed,,use_ug_listed_companies: license_status is not verified_open,do not promote partial scope to a full completeness claim
315ab689635e32d4e277b3e2,VSE::Stock,VSE,Stock,official_partial,official_partial,vienna_listed_companies,listed_companies_subset,observed_partial_scope_keys,66,66,66,0,0,0,100.0,,pass,fail,partial_scope_observed,,vienna_listed_companies: license_status is not verified_open,do not promote partial scope to a full completeness claim
a112ba42129436837f07e672,WSE::ETF,WSE,ETF,official_partial,official_partial,wse_etf_list,listed_companies_subset,observed_partial_scope_keys,38,38,16,22,0,0,42.105263,,pass,fail,partial_scope_observed,,wse_etf_list: license_status is not verified_open,do not promote partial scope to a full completeness claim
cc760152a6591f9c5516ec7f,WSE::Stock,WSE,Stock,official_partial,official_partial,newconnect_listed_companies|wse_listed_companies,listed_companies_subset,observed_partial_scope_keys,749,749,541,208,0,0,72.22964,,pass,fail,partial_scope_observed,,newconnect_listed_companies: license_status is not verified_open | wse_listed_companies: license_status is not verified_open,do not promote partial scope to a full completeness claim
3f876390ed491e7e6e5d2b47,XETRA::ETF,XETRA,ETF,official_full,official_full,deutsche_boerse_etfs_etps|deutsche_boerse_xetra_all_tradable_equities,exchange_directory|listed_companies_subset,exchange_audit_official_active_product_rows,7354,3681,3226,4128,1,0,43.867283,99.5,pass,fail,fail_identity_conflict,,deutsche_boerse_etfs_etps: license_status is not verified_open | deutsche_boerse_xetra_all_tradable_equities: license_status is not verified_open,resolve the failing contract evidence before stable release
41ed667061a3ad875759af85,XETRA::Stock,XETRA,Stock,official_full,official_full,deutsche_boerse_listed_companies|deutsche_boerse_xetra_all_tradable_equities,exchange_directory|listed_companies_subset,exchange_audit_official_active_product_rows,1883,1510,944,939,1,0,50.132767,99.5,pass,fail,fail_identity_conflict,,deutsche_boerse_listed_companies: license_status is not verified_open | deutsche_boerse_xetra_all_tradable_equities: license_status is not verified_open,resolve the failing contract evidence before stable release
6022ae2e20ca61ae627f8cfa,ZSE::Stock,ZSE,Stock,official_partial,official_partial,zagreb_securities_directory,listed_companies_subset,observed_partial_scope_keys,73,73,23,50,0,0,31.506849,,pass,fail,partial_scope_observed,,zagreb_securities_directory: license_status is not verified_open,do not promote partial scope to a full completeness claim
e6a1736ba2d76094268b60d1,ZSE_ZW::ETF,ZSE_ZW,ETF,official_partial,official_partial,zse_zw_listed_companies,listed_companies_subset,observed_partial_scope_keys,3,3,3,0,0,0,100.0,,pass,fail,partial_scope_observed,,zse_zw_listed_companies: license_status is not verified_open,do not promote partial scope to a full completeness claim
3c031a3c0518dac1a47483c8,ZSE_ZW::Stock,ZSE_ZW,Stock,official_partial,official_partial,zse_zw_listed_companies,listed_companies_subset,observed_partial_scope_keys,23,23,23,0,0,0,100.0,,pass,fail,partial_scope_observed,,zse_zw_listed_companies: license_status is not verified_open,do not promote partial scope to a full completeness claim
