listing_key,ticker,exchange,asset_type,name,current_etf_category,b3_gap_category,source_presence,candidate_sources,candidate_source_urls,candidate_names,candidate_asset_types,candidate_isins,candidate_sectors,candidate_category_review_decision,official_subset_review_decision,official_subset_closure_eligibility,active_exchange_directory_match,any_official_b3_source_match,b3_resolution_queue,residual_decision,review_bucket,review_priority,review_strategy,apply_eligibility,verification_evidence_required,b3_source_gap_evidence_path,source_gap_resolution_gate,recommended_next_source,source_gate,b3_listing_context,official_candidate_context,review_gate_context
B3::OBIO3,OBIO3,B3,Stock,OLEOPLAN S.A - ÓLEOS VEGETAIS PLANALTO,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::OBIO3;ticker=OBIO3;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::OBTC6,OBTC6,B3,Stock,ORANJEBTC S.A. - EDUCAÇÃO E INVESTIMENTO,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::OBTC6;ticker=OBTC6;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::ODER3,ODER3,B3,Stock,CONSERVAS ODERICH S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::ODER3;ticker=ODER3;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::ODER4,ODER4,B3,Stock,CONSERVAS ODERICH S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::ODER4;ticker=ODER4;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::ODPV3,ODPV3,B3,Stock,ODONTOPREV S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::ODPV3;ticker=ODPV3;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::ODTR3,ODTR3,B3,Stock,OTP S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::ODTR3;ticker=ODTR3;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::OPGM3,OPGM3,B3,Stock,GAMA PARTICIPACOES S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::OPGM3;ticker=OPGM3;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::OPSE3,OPSE3,B3,Stock,SUDESTE S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::OPSE3;ticker=OPSE3;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::OPTS3,OPTS3,B3,Stock,SUL 116 PARTICIPACOES S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::OPTS3;ticker=OPTS3;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::P5RD3,P5RD3,B3,Stock,MATRIZ COMPANHIA METALURGICA PRADA,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::P5RD3;ticker=P5RD3;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::PASS5,PASS5,B3,Stock,COMPASS GAS E ENERGIA S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::PASS5;ticker=PASS5;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::PASS6,PASS6,B3,Stock,COMPASS GAS E ENERGIA S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::PASS6;ticker=PASS6;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::PCBU3,PCBU3,B3,Stock,PACAEMBU CONSTRUTORA S.A.,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::PCBU3;ticker=PCBU3;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::PCEM13,PCEM13,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::PCEM13;ticker=PCEM13;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::PCEM14,PCEM14,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::PCEM14;ticker=PCEM14;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::PCEM15,PCEM15,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::PCEM15;ticker=PCEM15;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
B3::PCEM16,PCEM16,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,local_share_line,absent_from_all_b3_masterfile_sources,,,,,,,no_official_candidate_category,not_official_subset_source_gap,blocked_until_current_official_active_source_evidence,false,false,absent_from_all_b3_sources_local_share_source_gap,accepted_source_gap_not_in_any_current_b3_masterfile_source,missing_from_all_b3_masterfile_sources_source_gap,P3,keep_local_share_gap_until_current_official_b3_or_issuer_evidence,source_gap_keep_existing_dataset_row_until_official_active_source_evidence,new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key,current_b3_exchange_directory_or_cvm_issuer_listing_evidence,do_not_delete_or_rename_until_current_b3_cvm_or_issuer_listing_evidence_is_reviewed,"Current B3 exchange directory, B3 issuer page, CVM filing, or issuer investor-relations listing evidence.",Keep row as source gap until current official B3 or issuer evidence proves the active local-share listing.,listing_key=B3::PCEM16;ticker=PCEM16;asset_type=Stock;b3_gap_category=local_share_line;current_etf_category=none,source_presence=absent_from_all_b3_masterfile_sources;candidate_sources=none;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=false,b3_resolution_queue=absent_from_all_b3_sources_local_share_source_gap;residual_decision=accepted_source_gap_not_in_any_current_b3_masterfile_source;review_bucket=missing_from_all_b3_masterfile_sources_source_gap;official_subset_review_decision=not_official_subset_source_gap;official_subset_closure_eligibility=blocked_until_current_official_active_source_evidence;apply_eligibility=source_gap_keep_existing_dataset_row_until_official_active_source_evidence;verification_evidence_required=new_current_b3_directory_or_official_issuer_exchange_evidence_for_exact_listing_key
