listing_key,ticker,exchange,asset_type,name,current_etf_category,b3_gap_category,source_presence,candidate_sources,candidate_source_urls,candidate_names,candidate_asset_types,candidate_isins,candidate_sectors,candidate_category_review_decision,official_subset_review_decision,official_subset_closure_eligibility,active_exchange_directory_match,any_official_b3_source_match,b3_resolution_queue,residual_decision,review_bucket,review_priority,review_strategy,apply_eligibility,verification_evidence_required,b3_source_gap_evidence_path,source_gap_resolution_gate,recommended_next_source,source_gate,b3_listing_context,official_candidate_context,review_gate_context
B3::BIAU39,BIAU39,B3,ETF,Ishares Gold Trust,Equity,bdr_or_foreign_receipt,present_only_in_non_exchange_directory_source,b3_bdr_etfs,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/,ISHARES GOLD TRUST,ETF,,,no_official_candidate_category,official_subset_bdr_without_category_no_data_change,closure_ready_official_subset_bdr_without_category_source_gap,false,true,official_bdr_subset_without_category_source_gap_closed,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,close_bdr_subset_gap_without_data_change_keep_category_source_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_bdr_subset_listing_evidence_category_source_gap,close_directory_gap_only_keep_identifier_and_category_unchanged,Official B3 BDR/ETF subset confirms the listing; keep category/ISIN unchanged until stronger B3 or issuer evidence exposes them.,"No B3 category, ISIN, name, symbol, or scope change is authorized; the official BDR subset evidence only closes the active-directory gap.",listing_key=B3::BIAU39;ticker=BIAU39;asset_type=ETF;b3_gap_category=bdr_or_foreign_receipt;current_etf_category=Equity,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_bdr_etfs;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_bdr_subset_without_category_source_gap_closed;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_bdr_without_category_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_bdr_without_category_source_gap;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::BSLV39,BSLV39,B3,ETF,Ishares Silver Trust,Equity,bdr_or_foreign_receipt,present_only_in_non_exchange_directory_source,b3_bdr_etfs,https://sistemaswebb3-listados.b3.com.br/listedCompaniesProxy/CompanyCall/,ISHARES SILVER TRUST,ETF,,,no_official_candidate_category,official_subset_bdr_without_category_no_data_change,closure_ready_official_subset_bdr_without_category_source_gap,false,true,official_bdr_subset_without_category_source_gap_closed,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,close_bdr_subset_gap_without_data_change_keep_category_source_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_bdr_subset_listing_evidence_category_source_gap,close_directory_gap_only_keep_identifier_and_category_unchanged,Official B3 BDR/ETF subset confirms the listing; keep category/ISIN unchanged until stronger B3 or issuer evidence exposes them.,"No B3 category, ISIN, name, symbol, or scope change is authorized; the official BDR subset evidence only closes the active-directory gap.",listing_key=B3::BSLV39;ticker=BSLV39;asset_type=ETF;b3_gap_category=bdr_or_foreign_receipt;current_etf_category=Equity,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_bdr_etfs;candidate_isins_present=false;candidate_sectors_present=false;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_bdr_subset_without_category_source_gap_closed;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_bdr_without_category_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_bdr_without_category_source_gap;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::B5MB11,B5MB11,B3,ETF,ETF Bradesco Ima-B5 Plus Fundo De Indice,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,FUNDO DE INVESTIMENTO DE ÍNDICE - CLASSE DE INVESTIMENTO ETF BRADESCO IMA-B5+ - RESP LIMITAD,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::B5MB11;ticker=B5MB11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::B5P211,B5P211,B3,ETF,It Now Ima-B5 P2 Fundo De Indice,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,IT NOW IMA-B5 P2 FUNDO DE INDICE RESPONSABILIDADE LIMITADA,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::B5P211;ticker=B5P211;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::BDAP11,BDAP11,B3,ETF,Bb Etf Indice Dap5 B3 Fundo De Indice,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,BB ETF ÍNDICE DAP5 B3 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::BDAP11;ticker=BDAP11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::FIXA11,FIXA11,B3,ETF,Mirae Asset Renda Fixa Pre Fundo De Indice,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,BB ETF RENDA FIXA PRÉ ÍNDICE FUTURO DE TAXAS DE JUROS S&P/B3  FUNDO DE ÍNDICE RESP LIMITADA,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::FIXA11;ticker=FIXA11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::IB5M11,IB5M11,B3,ETF,It Now IMA-B5+ Fundo De Indice,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,IT NOW IMA-B5+ FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::IB5M11;ticker=IB5M11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::IMAB11,IMAB11,B3,ETF,It Now Id ETF Ima-B Fundo De Indice,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,IT NOW ID ETF IMA-B FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::IMAB11;ticker=IMAB11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::IMBB11,IMBB11,B3,ETF,Etf Bradesco Ima-B Fundo De Indice,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,FUNDO DE INVESTIMENTO DE ÍNDICE - CLASSE DE INVESTIMENTO ETF BRADESCO IMA-B - RESP LIMITADA,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::IMBB11;ticker=IMBB11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::IRFM11,IRFM11,B3,ETF,It Now IRF - M P2 Fundo De Indice,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,IT NOW IRF-M P2 FUNDO DE ÍNDICE RESPONSABILIDADE LIMITADA,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::IRFM11;ticker=IRFM11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::LFIN11,LFIN11,B3,ETF,BTG PACTUAL TEVA LETRAS FINANCEIRAS DI QUALIDADE FUNDO DE ÍNDICE,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,BTG PACTUAL TEVA LETRAS FINANCEIRAS DI QUALIDADE FUNDO DE ÍNDICE,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::LFIN11;ticker=LFIN11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::LFTB11,LFTB11,B3,ETF,Investo Etf Marketvector Brazil Treasury 760 Day Target Duration Classe De Indice - Responsab Limita,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,INVESTO ETF MARKETVECTOR BRAZIL TREASURY 760 DAY TARGET DURATION CLASSE DE ÍNDICE - RESP LIMITADA,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::LFTB11;ticker=LFTB11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::LFTS11,LFTS11,B3,ETF,Investo Teva Tesouro Selic Etf - Fundo De Investimento De Indice,Commodity,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,INVESTO TEVA TESOURO SELIC ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,ETF,,Commodity,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::LFTS11;ticker=LFTS11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Commodity,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::NLFA11,NLFA11,B3,ETF,Nu Letras Financeiras Anbima Classe De Índice - Responsabilidade Limitada,Fixed Income,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,NU LETRAS FINANCEIRAS ANBIMA CLASSE DE  ÍNDICE - RESPONSABILIDADE LIMITADA,ETF,,Fixed Income,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::NLFA11;ticker=NLFA11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Fixed Income,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
B3::NTNS11,NTNS11,B3,ETF,Investo Teva Tesouro Ipca+ 0 A 4 Anos Etf - Fundo De Investimento De Indice,Commodity,unit_or_fund_line,present_only_in_non_exchange_directory_source,b3_listed_etfs,https://sistemaswebb3-listados.b3.com.br/fundsListedProxy/Search/,INVESTO TEVA TESOURO IPCA+ 0 A 4 ANOS ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA,ETF,,Commodity,official_candidate_category_already_reflected,official_subset_category_already_reflected_no_data_change,closure_ready_official_subset_category_already_reflected,false,true,official_subset_category_already_reflected_scope_review,official_b3_non_directory_source_requires_scope_or_parser_review,official_b3_non_directory_source_review,P2,confirm_official_subset_scope_or_parser_gap_before_closing_directory_gap,review_scope_or_parser_before_any_data_change,official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap,official_b3_subset_listing_evidence_category_already_reflected,close_directory_gap_only_after_scope_or_parser_review,Current active B3 exchange directory or reviewed parser/scope evidence for the listed ETF/fund subset.,Close the directory gap only after confirming the subset is intentionally outside the active directory or parser-scoped.,listing_key=B3::NTNS11;ticker=NTNS11;asset_type=ETF;b3_gap_category=unit_or_fund_line;current_etf_category=Commodity,source_presence=present_only_in_non_exchange_directory_source;candidate_sources=b3_listed_etfs;candidate_isins_present=false;candidate_sectors_present=true;active_exchange_directory_match=false;any_official_b3_source_match=true,b3_resolution_queue=official_subset_category_already_reflected_scope_review;residual_decision=official_b3_non_directory_source_requires_scope_or_parser_review;review_bucket=official_b3_non_directory_source_review;official_subset_review_decision=official_subset_category_already_reflected_no_data_change;official_subset_closure_eligibility=closure_ready_official_subset_category_already_reflected;apply_eligibility=review_scope_or_parser_before_any_data_change;verification_evidence_required=official_b3_source_row_plus_scope_decision_or_parser_fix_before_reclassifying_gap
