listing_key,ticker,local_exchange,twelvedata_exchange,twelvedata_mic,local_name,twelvedata_name,local_figi,twelvedata_figi,twelvedata_type
KOSDAQ::043370,043370,KOSDAQ,KRX,XKRX,PHA Co. Ltd,Pha Co. Ltd.,BBG000L6VWD3,BBG000L6VYM9,Common Stock
KOSDAQ::043610,043610,KOSDAQ,KRX,XKRX,Genie Music Corporation,Genie Music Corp.,BBG000BKHFB8,BBG000BKHG71,Common Stock
KOSDAQ::043650,043650,KOSDAQ,KRX,XKRX,Kook Soon Dang Co. Ltd.,Kook Soon Dang Brewery Co. Ltd.,BBG000C36GT6,BBG000C36HV1,Common Stock
KOSDAQ::043710,043710,KOSDAQ,KRX,XKRX,"CosLeaguer Global Co., Ltd.","Seouleaguer Co., Ltd.",BBG000N8NC40,BBG000N8NDJ2,Common Stock
KOSDAQ::043910,043910,KOSDAQ,KRX,XKRX,Nature and Environment Co. Ltd,Nature & Environment Co. Ltd.,BBG000JSJDL5,BBG000JSJFS3,Common Stock
KOSDAQ::044340,044340,KOSDAQ,KRX,XKRX,Winix Inc,Winix Inc.,BBG000DC6KT6,BBG000DC8PY7,Common Stock
KRX::044380,044380,KRX,KRX,XKRX,Jooyontech,"Jooyontech Co., Ltd.",BBG000LW9F84,BBG000LW9FS2,Common Stock
KRX::044450,044450,KRX,KRX,XKRX,Kss Line,KSS Line Ltd.,BBG000MDCSR2,BBG000MDCT27,Common Stock
KOSDAQ::044480,044480,KOSDAQ,KRX,XKRX,"Billions Co., Ltd.",Billions Co. Ltd.,BBG000F8Y0V3,BBG000F8Y212,Common Stock
KOSDAQ::044490,044490,KOSDAQ,KRX,XKRX,Taewoong Co.Ltd,Taewoong Co. Ltd.,BBG000KWGL39,BBG000KWGNG1,Common Stock
KOSDAQ::044780,044780,KOSDAQ,KRX,XKRX,HK Co. Ltd,"HK Co., Ltd.",BBG000BD4094,BBG000BD41M7,Common Stock
KRX::044820,044820,KRX,KRX,XKRX,Cosmax,Cosmax BTI Inc.,BBG000G4D0X2,BBG000G4D1K4,Common Stock
KOSDAQ::044960,044960,KOSDAQ,KRX,XKRX,Eagle Veterinary Technology Co.Ltd,"Eagle Veterinary Tech Co., Ltd.",BBG000DP2R98,BBG000DP3TK0,Common Stock
KOSDAQ::045060,045060,KOSDAQ,KRX,XKRX,Okong Corporation,Okong Corporation,BBG000C26JB1,BBG000C26L71,Common Stock
KOSDAQ::045100,045100,KOSDAQ,KRX,XKRX,Hanyang ENG Co. Ltd,"Hanyang Engineering Co., Ltd.",BBG000C3LRR7,BBG000C3LSB2,Common Stock
KOSDAQ::045300,045300,KOSDAQ,KRX,XKRX,Sungwoo Techron. Co.Ltd,"Sungwoo Techron Co., Ltd.",BBG000L6VZP3,BBG000L6W0Y9,Common Stock
KOSDAQ::045340,045340,KOSDAQ,KRX,XKRX,Total Soft Bank Ltd,Total Soft Bank Ltd.,BBG000NH2TV6,BBG000NH2V50,Common Stock
KOSDAQ::045390,045390,KOSDAQ,KRX,XKRX,DAEA TI Co. Ltd,"Daea Ti Co., Ltd.",BBG000J1W2N1,BBG000J1W3V0,Common Stock
KOSDAQ::045510,045510,KOSDAQ,KRX,XKRX,Zungwon En-Sys Inc,Zungwon En-Sys Inc.,BBG000C41Y01,BBG000C41ZJ8,Common Stock
KOSDAQ::045520,045520,KOSDAQ,KRX,XKRX,Clean & Science co. Ltd,"Clean & Science Co., Ltd.",BBG000DV2FV6,BBG000DV3J83,Common Stock
KOSDAQ::045660,045660,KOSDAQ,KRX,XKRX,Atec Co. Ltd,"Atec Co., Ltd.",BBG000C9QT86,BBG000C9QVN4,Common Stock
KOSDAQ::045970,045970,KOSDAQ,KRX,XKRX,CoAsia Corporation,CoAsia Corporation,BBG000C1P256,BBG000C1P2T0,Common Stock
KOSDAQ::046120,046120,KOSDAQ,KRX,XKRX,Orbitech Co. Ltd,"Orbitec Co., Ltd.",BBG000CKS901,BBG000CKS9Y4,Common Stock
KOSDAQ::046210,046210,KOSDAQ,KRX,XKRX,Panagene Inc,"Hlb Panagene Co., Ltd.",BBG000C2HPD3,BBG000C2HQF9,Common Stock
KOSDAQ::046310,046310,KOSDAQ,KRX,XKRX,BG T&A Co,BG T&A Co.,BBG000LKKVN5,BBG000LKKWK6,Common Stock
KOSDAQ::046390,046390,KOSDAQ,KRX,XKRX,Samhwa Networks Co. Ltd,"Samhwa Networks Co., Ltd.",BBG000F8XYC1,BBG000F8XZ74,Common Stock
KOSDAQ::046440,046440,KOSDAQ,KRX,XKRX,KG Mobilians Co. Ltd,"KGMobilians Co., Ltd.",BBG000HJP0N6,BBG000HJP1B7,Common Stock
KOSDAQ::046890,046890,KOSDAQ,KRX,XKRX,Seoul Semiconductor Co. Ltd,"Seoul Semiconductor Co., Ltd.",BBG000G6J855,BBG000G6J9D4,Common Stock
KOSDAQ::046940,046940,KOSDAQ,KRX,XKRX,Woowon Development Co. Ltd,"Woowon Development Co., Ltd.",BBG000MR2KR9,BBG000MR2M77,Common Stock
KRX::047040,047040,KRX,KRX,XKRX,Daewoo Engineering & Construction,Daewoo Engineering & Construction Co. Ltd.,BBG000D5FF76,BBG000D5FFV9,Common Stock
KRX::047050,047050,KRX,KRX,XKRX,Posco International Corp,Posco International Corporation,BBG000D5DZR2,BBG000D5F0B4,Common Stock
KOSDAQ::047080,047080,KOSDAQ,KRX,XKRX,HANBIT SOFT Inc,HanbitSoft Inc.,BBG000JJHS16,BBG000JJHTB3,Common Stock
KOSDAQ::047310,047310,KOSDAQ,KRX,XKRX,Powerlogics Co. Ltd,"Power Logics Co., Ltd.",BBG000MVF036,BBG000MVF125,Common Stock
KRX::047400,047400,KRX,KRX,XKRX,Union Materials Corp,Union Materials Corporation,BBG000P1Z7M1,BBG000P1Z8J3,Common Stock
KOSDAQ::047560,047560,KOSDAQ,KRX,XKRX,ESTsoft Corp,Estsoft Corp.,BBG000BQD004,BBG000BQD1N7,Common Stock
KOSDAQ::047770,047770,KOSDAQ,KRX,XKRX,Codes Combine Co. Ltd,"Codes Combine Co., Ltd.",BBG000C2XTT0,BBG000C2XVQ8,Common Stock
KRX::047810,047810,KRX,KRX,XKRX,Korea Aerospace Industries,Korea Aerospace Industries Ltd.,BBG000BVP7L2,BBG001CBF7J7,Common Stock
KOSDAQ::047920,047920,KOSDAQ,KRX,XKRX,HLB Pharmaceutical Co. Ltd,"HLB Pharmaceutical Co., Ltd.",BBG00BGK1JC7,BBG00BGK1JG3,Common Stock
KOSDAQ::048430,048430,KOSDAQ,KRX,XKRX,Yura Tech. Co. Ltd,"Yura Tech Co., Ltd.",BBG000F8XS52,BBG000F8XSV3,Common Stock
KOSDAQ::048470,048470,KOSDAQ,KRX,XKRX,Daedong Steel Co. Ltd,"Dae Dong Steel Co., Ltd.",BBG000JFB4W9,BBG000JFB5Q3,Common Stock
KOSDAQ::048530,048530,KOSDAQ,KRX,XKRX,iNtRON Biotechnology Inc,Intron Biotechnology Inc.,BBG001BGCLT8,BBG001BGCLW4,Common Stock
KOSDAQ::048550,048550,KOSDAQ,KRX,XKRX,SM Culture & Contents Co. Ltd,"SM Culture & Contents Co., Ltd.",BBG000FD3RF5,BBG000FD3T07,Common Stock
KOSDAQ::048770,048770,KOSDAQ,KRX,XKRX,TPC Mechatronics Corporation,Tpc Mechatronics Corp.,BBG000BL9FC4,BBG000BL9GZ7,Common Stock
KOSDAQ::048830,048830,KOSDAQ,KRX,XKRX,NPK Co.Ltd,"NPK Co., Ltd.",BBG000CGFT64,BBG000CGFV96,Common Stock
KOSDAQ::048870,048870,KOSDAQ,KRX,XKRX,Synergy Innovation Co. Ltd,"Synergy Innovation Co., Ltd.",BBG000Q7H738,BBG000Q7H8X3,Common Stock
KOSDAQ::048910,048910,KOSDAQ,KRX,XKRX,Daewon Media Co. Ltd,"Daewon Media Co., Ltd.",BBG000CB5LL6,BBG000CB5M43,Common Stock
KOSDAQ::049070,049070,KOSDAQ,KRX,XKRX,Intops Co. Ltd,"Intops Co., Ltd.",BBG000LVCP53,BBG000LVCQ15,Common Stock
KOSDAQ::049080,049080,KOSDAQ,KRX,XKRX,Gigalane Co Ltd,"Gigalane Co., Ltd.",BBG000NYBLQ2,BBG005JWHKC1,Common Stock
KOSDAQ::049120,049120,KOSDAQ,KRX,XKRX,Fine DNC Co. Ltd,"Fine DNC Co., Ltd.",BBG000CM9FJ4,BBG000CM9GL9,Common Stock
KOSDAQ::049430,049430,KOSDAQ,KRX,XKRX,Komelon Corporation,Komelon Corp.,BBG000BL9JF3,BBG000BL9JW4,Common Stock
KOSDAQ::049470,049470,KOSDAQ,KRX,XKRX,"BITPLANET Co., Ltd.","SGA Co., Ltd.",BBG000BVMG99,BBG000BVMGX2,Common Stock
KOSDAQ::049480,049480,KOSDAQ,KRX,XKRX,Openbase Inc,Openbase Inc.,BBG000F6QKN1,BBG000F6RMQ3,Common Stock
KOSDAQ::049520,049520,KOSDAQ,KRX,XKRX,UIL Co. Ltd,"Uil Co., Ltd.",BBG000K1JNX7,BBG000K1JQD2,Common Stock
KOSDAQ::049550,049550,KOSDAQ,KRX,XKRX,InkTec Co. Ltd,"Inktec Co., Ltd.",BBG000BDKTB0,BBG000BDKV07,Common Stock
KOSDAQ::049630,049630,KOSDAQ,KRX,XKRX,Jaeyoung Solutec Co. Ltd,"Jaeyoung Solutec Co., Ltd.",BBG000PM8PS9,BBG000PM8QT6,Common Stock
KOSDAQ::049720,049720,KOSDAQ,KRX,XKRX,Koryo Credit Information Co. Ltd,"Koryo Credit Information Co., Ltd.",BBG000LKM346,BBG000LKM4C5,Common Stock
KRX::049800,049800,KRX,KRX,XKRX,Woojin Plaimm,"Woojin Plaimm Co., Ltd.",BBG000BLGBP1,BBG000BLGCL3,Common Stock
KOSDAQ::049830,049830,KOSDAQ,KRX,XKRX,Seung Il Corporation,Seung Il Corp.,BBG000FD2HN9,BBG000FD2KG0,Common Stock
KOSDAQ::049950,049950,KOSDAQ,KRX,XKRX,meerecompany Incorporated,Meerecompany Incorporated,BBG000QNVX67,BBG000QNVY10,Common Stock
KOSDAQ::049960,049960,KOSDAQ,KRX,XKRX,Cell Biotech Co. Ltd,"Cell Biotech Co., Ltd.",BBG000HL1CP9,BBG000HL1FD5,Common Stock
XETRA::04Q,04Q,XETRA,XETR,XETR,Nordea Bank Abp,Nordea Bank Abp,BBG00M4R5R39,BBG00M4TYXQ5,Common Stock
KOSDAQ::050090,050090,KOSDAQ,KRX,XKRX,"BK Holdings Co., Ltd.","Bk Holdings Co., Ltd.",BBG000PNCJK4,BBG000PNCKX7,Common Stock
KOSDAQ::050110,050110,KOSDAQ,KRX,XKRX,CammSys Corp,Cammsys Corp.,BBG000J1TZ52,BBG000J1V0F5,Common Stock
KOSDAQ::050120,050120,KOSDAQ,KRX,XKRX,ES Cube Co. Ltd,Es Cube Co. Ltd.,BBG000MMK1Q3,BBG000MMK2X3,Common Stock
KOSDAQ::050760,050760,KOSDAQ,KRX,XKRX,Spolytech Co. Ltd,"S Polytech Co., Ltd.",BBG000MN93N3,BBG000MN9530,Common Stock
KOSDAQ::050860,050860,KOSDAQ,KRX,XKRX,Asia Technology Co Ltd,Asia Technology Co. Ltd.,BBG000BSG132,BBG000BSG1W0,Common Stock
KOSDAQ::050890,050890,KOSDAQ,KRX,XKRX,SOLiD Inc,Solid Inc.,BBG000BWK0F7,BBG000BWK1J1,Common Stock
KOSDAQ::050960,050960,KOSDAQ,KRX,XKRX,SOOSAN INT Co. Ltd,"Soosan Int Co., Ltd.",BBG00CCHLMN5,BBG00DQ8CRB0,Common Stock
KOSDAQ::051160,051160,KOSDAQ,KRX,XKRX,GaeaSoft Corp,"Gaeasoft Co., Ltd.",BBG000MZ59K0,BBG000MZ6DR3,Common Stock
KOSDAQ::051360,051360,KOSDAQ,KRX,XKRX,TOVIS Co.Ltd,"Tovis Co., Ltd.",BBG000QLMKP8,BBG000QLML67,Common Stock
KOSDAQ::051370,051370,KOSDAQ,KRX,XKRX,Interflex Co. Ltd,"Interflex Co., Ltd.",BBG000MSJ5T0,BBG000MSK8M9,Common Stock
KOSDAQ::051380,051380,KOSDAQ,KRX,XKRX,PC Direct Inc,PC Direct Inc.,BBG000LVCQV2,BBG000LVCSG5,Common Stock
KOSDAQ::051390,051390,KOSDAQ,KRX,XKRX,Yw Company Limited,Yw Company Ltd.,BBG000L6LJC4,BBG000L6MLV7,Common Stock
KOSDAQ::051490,051490,KOSDAQ,KRX,XKRX,Nara Mold & Die Co. Ltd,Nara Mold & Die Co. Ltd.,BBG000BGHQ78,BBG000BGHR21,Common Stock
KOSDAQ::051500,051500,KOSDAQ,KRX,XKRX,CJ Freshway Corporation,Cj Freshway Corp.,BBG000CM9HM6,BBG000CM9JJ6,Common Stock
KRX::051600,051600,KRX,KRX,XKRX,Kepco Plant S&,"Kepco Plant Service & Engineering Co., Ltd.",BBG000MJH399,BBG000MJH451,Common Stock
KRX::051630,051630,KRX,KRX,XKRX,Chin Yang Chem,Chin Yang Chemical Corporation,BBG000CYHYD4,BBG000CYHYT7,Common Stock
KOSDAQ::051780,051780,KOSDAQ,KRX,XKRX,Curo Holdings Co. Ltd,"Curo Holdings Co., Ltd.",BBG000C19WN8,BBG000C19X47,Common Stock
KRX::051900,051900,KRX,KRX,XKRX,LG Household & Healthcare,LG Household & Health Care Ltd.,BBG000BB23H5,BBG000BB2438,Common Stock
KRX::051910,051910,KRX,KRX,XKRX,LG Chemicals,Lg Chem Ltd.,BBG000HPD1L5,BBG000HPD1Y1,Common Stock
KOSDAQ::051980,051980,KOSDAQ,KRX,XKRX,JOONGANG DNM Co.Ltd,Joongang Advanced Materials Ltd.,BBG000DB6SY5,BBG000DB7W11,Common Stock
KOSDAQ::052020,052020,KOSDAQ,KRX,XKRX,STCube Inc,Stcube Inc.,BBG000JM55S3,BBG000JM56N6,Common Stock
KOSDAQ::052220,052220,KOSDAQ,KRX,XKRX,iMBC Co.Ltd,"Imbc Co., Ltd.",BBG000QN3TH5,BBG000QN3V53,Common Stock
KOSDAQ::052260,052260,KOSDAQ,KRX,XKRX,HYUNDAI BIOLAND Co.Ltd,"Hyundai Bioland Co., Ltd.",BBG000J1W5K7,BBG000J1W6R8,Common Stock
KOSDAQ::052300,052300,KOSDAQ,KRX,XKRX,"Ocean In W Co.,Ltd.","Ocean In W Co., Ltd.",BBG000JLW532,BBG000JLW701,Common Stock
KOSDAQ::052330,052330,KOSDAQ,KRX,XKRX,Kortek Corporation,Kortek Corporation,BBG000C488D7,BBG000C489G2,Common Stock
KOSDAQ::052400,052400,KOSDAQ,KRX,XKRX,Kona I Co.Ltd,"Kona I Co., Ltd.",BBG000KV1569,BBG000KV1701,Common Stock
KOSDAQ::052460,052460,KOSDAQ,KRX,XKRX,iCRAFT Co. Ltd,"Icraft Co., Ltd.",BBG000QNVYD7,BBG000QNVYZ3,Common Stock
KOSDAQ::052600,052600,KOSDAQ,KRX,XKRX,Hannet Co. Ltd,"Hannet Co., Ltd.",BBG000BXK7B4,BBG000BXK8F8,Common Stock
KRX::052690,052690,KRX,KRX,XKRX,KEPCO Engineering & Construction,Kepco Engineering & Construction Company Inc.,BBG000PDFR52,BBG000PDFRD3,Common Stock
KOSDAQ::052710,052710,KOSDAQ,KRX,XKRX,Amotech Co. Ltd,"Amotech Co., Ltd.",BBG000PVJGR8,BBG000PVJHJ5,Common Stock
KOSDAQ::052790,052790,KOSDAQ,KRX,XKRX,Actoz Soft Co.Ltd,Actoz Soft Co. Ltd.,BBG000BBXGV6,BBG000BBXHQ0,Common Stock
KOSDAQ::052860,052860,KOSDAQ,KRX,XKRX,I&C Technology Co. Ltd,"I&C Technology Co., Ltd.",BBG000P3K903,BBG000P3K9N8,Common Stock
KOSDAQ::052900,052900,KOSDAQ,KRX,XKRX,KMH Hitech Co. Ltd,"Kx Hitech Co., Ltd.",BBG000QNW1W7,BBG000QNW228,Common Stock
KOSDAQ::053030,053030,KOSDAQ,KRX,XKRX,BINEX Co. Ltd,"Binex Co., Ltd.",BBG000C1YHL5,BBG000C1YHY1,Common Stock
KOSDAQ::053050,053050,KOSDAQ,KRX,XKRX,GSE Co. Ltd,"GSE Co., Ltd.",BBG000KRDPW2,BBG000KRDR94,Common Stock
KOSDAQ::053060,053060,KOSDAQ,KRX,XKRX,Saedong Co.Ltd,"Sae Dong Co., Ltd.",BBG000FTDPZ1,BBG000FTDR87,Common Stock
KOSDAQ::053080,053080,KOSDAQ,KRX,XKRX,"K-Ensol Co., Ltd.","K Ensold Co., Ltd.",BBG0078SKZQ6,BBG00WS46637,Common Stock
KOSDAQ::053160,053160,KOSDAQ,KRX,XKRX,FreeMs Corporation,Freems Corporation,BBG000KZ72C4,BBG000KZ73H7,Common Stock
KRX::053210,053210,KRX,KRX,XKRX,Kt Skylife,"Kt Skylife Co., Ltd.",BBG000H0NTL8,BBG001M0K394,Common Stock
KOSDAQ::053260,053260,KOSDAQ,KRX,XKRX,Keum Kang Steel Co. Ltd,"Keum Kang Steel Co., Ltd.",BBG000FMLDH4,BBG000FMLH30,Common Stock
KOSDAQ::053270,053270,KOSDAQ,KRX,XKRX,Guyoung Technology Co. Ltd,Guyoung Technology Co. Ltd.,BBG000LKKDF4,BBG000LKKF87,Common Stock
KOSDAQ::053280,053280,KOSDAQ,KRX,XKRX,YES24 Co.Ltd,"Yes24 Co., Ltd.",BBG000BC8VT2,BBG000BC8X18,Common Stock
KOSDAQ::053290,053290,KOSDAQ,KRX,XKRX,Neungyule Education Inc,Ne Neungyule Inc.,BBG000PLWCY6,BBG000PLWFS6,Common Stock
KOSDAQ::053300,053300,KOSDAQ,KRX,XKRX,Korea Information Certificate Authority Inc,Korea Information Certificate Authority Inc.,BBG001CNP2B9,BBG005Q2VWQ2,Common Stock
KOSDAQ::053350,053350,KOSDAQ,KRX,XKRX,INITECH Co. Ltd,Initech Co. Ltd.,BBG000L6LFH7,BBG000L6LH56,Common Stock
KOSDAQ::053580,053580,KOSDAQ,KRX,XKRX,Webcash Co. Ltd.,Webcash Corp.,BBG002WJ3BW5,BBG00MS9B927,Common Stock
KOSDAQ::053610,053610,KOSDAQ,KRX,XKRX,Protec Co. Ltd,Protec Co. Ltd.,BBG000FTDRS5,BBG000FTDVN1,Common Stock
KOSDAQ::053620,053620,KOSDAQ,KRX,XKRX,TAEYANG Corporation,Taeyang Corporation,BBG000BCX0N8,BBG000BCX1N6,Common Stock
KRX::053690,053690,KRX,KRX,XKRX,Hanmiglobal,"HanmiGlobal Co., Ltd.",BBG000J4ML90,BBG000J4MM89,Common Stock
KOSDAQ::053700,053700,KOSDAQ,KRX,XKRX,Sambo Motors Co. Ltd,"Sambo Motors Co., Ltd.",BBG000CSTBC5,BBG000CSVDT0,Common Stock
KOSDAQ::053800,053800,KOSDAQ,KRX,XKRX,AhnLab Inc,AhnLab Inc.,BBG000BJRK38,BBG000BJRKJ1,Common Stock
KOSDAQ::053980,053980,KOSDAQ,KRX,XKRX,Osangjaiel Co. Ltd,"OsangJaiel Co., Ltd.",BBG000BL3N97,BBG000BL3P83,Common Stock
KOSDAQ::054040,054040,KOSDAQ,KRX,XKRX,Korea Computer Inc,Korea Computer Inc.,BBG000G6J3P4,BBG000G6J4M5,Common Stock
KOSDAQ::054050,054050,KOSDAQ,KRX,XKRX,Nongwoobio Co. Ltd,"NH Nongwoobio Co., Ltd.",BBG000BL3JG8,BBG000BL3L19,Common Stock
KOSDAQ::054090,054090,KOSDAQ,KRX,XKRX,Samjin LND Co. Ltd,"Samjin LND Co., Ltd.",BBG000GYXV11,BBG000GYXWM6,Common Stock
KOSDAQ::054210,054210,KOSDAQ,KRX,XKRX,Elentec Co. Ltd,Elentec Co. Ltd.,BBG000N180J2,BBG000N181T9,Common Stock
KOSDAQ::054300,054300,KOSDAQ,KRX,XKRX,Panstar Enterprise Co.Ltd,"Panstar Enterprise Co., Ltd.",BBG000FMK1Y2,BBG000FMK3F9,Common Stock
KOSDAQ::054410,054410,KOSDAQ,KRX,XKRX,Korea Plasma Technology U Co.Ltd,"Korea Plasma Technology U Co., Ltd.",BBG000MMHVF3,BBG000MMJY10,Common Stock
KOSDAQ::054450,054450,KOSDAQ,KRX,XKRX,Telechips Inc,Telechips Inc.,BBG000QNGQB3,BBG000QNGR67,Common Stock
KOSDAQ::054540,054540,KOSDAQ,KRX,XKRX,SAMYOUNG M-Tek Co. Ltd,"Samyoung M-Tek Co., Ltd.",BBG000F8CZ86,BBG000F8D0H2,Common Stock
KOSDAQ::054620,054620,KOSDAQ,KRX,XKRX,APS Holdings Corporation,Aps Inc.,BBG000BP7CD3,BBG000BP7D05,Common Stock
KOSDAQ::054670,054670,KOSDAQ,KRX,XKRX,"Daehan Nupharm Co., Ltd.","Daehan New Pharm Co., Ltd.",BBG000LKKQH3,BBG000LKKRJ9,Common Stock
KOSDAQ::054780,054780,KOSDAQ,KRX,XKRX,KEYEAST.Co.Ltd,"KeyEast Co., Ltd.",BBG000C1ZYC7,BBG000C20162,Common Stock
KOSDAQ::054800,054800,KOSDAQ,KRX,XKRX,IDIS Holdings Co. Ltd,"Idis Holdings Co., Ltd.",BBG000KG9GW1,BBG000KGBLG5,Common Stock
KOSDAQ::054920,054920,KOSDAQ,KRX,XKRX,Hancom WITH Inc,Hancom With Inc.,BBG000L0K4Z6,BBG000L0K654,Common Stock
KOSDAQ::054930,054930,KOSDAQ,KRX,XKRX,Yooshin Engineering Corporation,Yooshin Engineering Corp.,BBG000JJFJ63,BBG000JJFKF0,Common Stock
KOSDAQ::054940,054940,KOSDAQ,KRX,XKRX,EXA E&C Inc,Exa E&C Inc.,BBG000BJ0VV2,BBG000BJ0WZ6,Common Stock
KOSDAQ::054950,054950,KOSDAQ,KRX,XKRX,JVM Co. Ltd,"JVM Co., Ltd.",BBG000P7V1R0,BBG000P7V350,Common Stock
KRX::055490,055490,KRX,KRX,XKRX,TAPEX INC,"Tapex Co., Ltd.",BBG003DDWXH4,BBG00HNLFKZ1,Common Stock
KRX::055550,055550,KRX,KRX,XKRX,Shinhan Financial Group,"Shinhan Financial Group Co., Ltd.",BBG000K7N844,BBG000K7PB36,Common Stock
KOSDAQ::056080,056080,KOSDAQ,KRX,XKRX,Yujin Robot Co. Ltd,"Yujin Robot Co., Ltd.",BBG000C2J2M2,BBG000C2J3N9,Common Stock
KOSDAQ::056360,056360,KOSDAQ,KRX,XKRX,Comunication Weaver Co.Ltd,"Coweaver Co., Ltd.",BBG000C3MMV2,BBG000C3MP81,Common Stock
KOSDAQ::056700,056700,KOSDAQ,KRX,XKRX,Shinwha Intertek Corp,Shinwha Intertek Corp.,BBG000L6VSG9,BBG000L6VTY7,Common Stock
KOSDAQ::057030,057030,KOSDAQ,KRX,XKRX,YBM Net Inc,YBM Net Inc.,BBG000PGJ327,BBG000PGJ3F3,Common Stock
KRX::057050,057050,KRX,KRX,XKRX,Hyundai Home Shopping Network Corp,Hyundai Home Shopping Network Corp.,BBG000C3VY82,BBG0014K8KG8,Common Stock
KOSDAQ::057540,057540,KOSDAQ,KRX,XKRX,Omnisystem Co.Ltd,"Omnisystem Co., Ltd.",BBG000RHFPG3,BBG000RHFQ44,Common Stock
KOSDAQ::057680,057680,KOSDAQ,KRX,XKRX,T Scientific Co.Ltd,"T Scientific Co., Ltd.",BBG000MZ83J2,BBG000MZ84X4,Common Stock
KOSDAQ::058110,058110,KOSDAQ,KRX,XKRX,MEKICS Co Ltd,"Mekics Co., Ltd.",BBG00BDF4BJ8,BBG00BDF5GH8,Common Stock
KOSDAQ::058400,058400,KOSDAQ,KRX,XKRX,Korea New Network Co. Ltd,Korea New Network Corp.,BBG0016VZDN0,BBG0016VZDQ7,Common Stock
KRX::058430,058430,KRX,KRX,XKRX,Posco C&C Stl,"Posco Steeleon Co., Ltd.",BBG000CZ77Q7,BBG000CZ7821,Common Stock
KOSDAQ::058610,058610,KOSDAQ,KRX,XKRX,SPG Co. Ltd,"SPG Co., Ltd.",BBG000N8NHX7,BBG000N8NKJ6,Common Stock
KOSDAQ::058630,058630,KOSDAQ,KRX,XKRX,Mgame Corp,Mgame Corp.,BBG000KF8923,BBG000KF8B64,Common Stock
KRX::058650,058650,KRX,KRX,XKRX,Seah Holdings,Seah Holdings Corporation,BBG000JZ1TW1,BBG000JZ1V47,Common Stock
KRX::058730,058730,KRX,KRX,XKRX,Development Advance Solution Co Ltd,Development Advance Solution Inc.,BBG000L85N57,BBG000L85NH4,Common Stock
KOSDAQ::058820,058820,KOSDAQ,KRX,XKRX,CMG Pharmaceutical Co. Ltd,"Cmg Pharmaceutical Co., Ltd.",BBG000DB55N8,BBG000DB67W3,Common Stock
KRX::058850,058850,KRX,KRX,XKRX,ktcs corporation,KTCS Corp.,BBG0014Q0FC8,BBG0014Q0FD7,Common Stock
KRX::058860,058860,KRX,KRX,XKRX,KTIS Corporation,Ktis Corporation,BBG00193L2C0,BBG00193L2D9,Common Stock
KOSDAQ::059090,059090,KOSDAQ,KRX,XKRX,MiCo Ltd,Mico Ltd.,BBG000JJHN17,BBG000JJHQ74,Common Stock
KOSDAQ::059100,059100,KOSDAQ,KRX,XKRX,i-Components Co. Ltd,"I-Components Co., Ltd.",BBG000DX3ZY4,BBG000DX40Q9,Common Stock
KOSDAQ::059120,059120,KOSDAQ,KRX,XKRX,Ajinextek Co. Ltd,"Ajinextek Co., Ltd.",BBG004RKMYQ0,BBG004RKXD02,Common Stock
KOSDAQ::059210,059210,KOSDAQ,KRX,XKRX,Meta Biomed Co. Ltd,"Meta Biomed Co., Ltd",BBG000C2G753,BBG000C2G7Y1,Common Stock
KOSDAQ::059270,059270,KOSDAQ,KRX,XKRX,Haisung TPC Co. Ltd.,Haisung Aero-Robotics Co. Ltd.,BBG00ZDMD683,BBG00ZDMD6B9,Common Stock
KOSDAQ::060150,060150,KOSDAQ,KRX,XKRX,INSUN Environmental New Technology Co. Ltd,"Insun Enterprise Co., Ltd.",BBG000MZ7YV1,BBG000MZ7ZK0,Common Stock
KOSDAQ::060230,060230,KOSDAQ,KRX,XKRX,"JK Synapse Co., Ltd.",Sonid Inc.,BBG000MZ6SP2,BBG000MZ6VT1,Common Stock
KOSDAQ::060250,060250,KOSDAQ,KRX,XKRX,NHN KCP Corp,NHN KCP Corp.,BBG000FMK6C5,BBG000FMK8P7,Common Stock
KOSDAQ::060260,060260,KOSDAQ,KRX,XKRX,Nuvotec,"Nuvotec Co., Ltd.",BBG000LKKTM1,BBG000LKKV82,Common Stock
KOSDAQ::060280,060280,KOSDAQ,KRX,XKRX,Curexo Inc,Curexo Inc.,BBG000N8N572,BBG000N8N6C4,Common Stock
KOSDAQ::060310,060310,KOSDAQ,KRX,XKRX,3S KOREA Co. Ltd,"3S Korea Co., Ltd.",BBG000BL3SL2,BBG000BL3V44,Common Stock
KOSDAQ::060370,060370,KOSDAQ,KRX,XKRX,"LS Marine Solution Co., Ltd.","LS Marine Solution Co., Ltd.",BBG000LKKS70,BBG000LKKTD1,Common Stock
KOSDAQ::060380,060380,KOSDAQ,KRX,XKRX,Dongyang S.Tec Co.Ltd,"Dongyang S.Tec Co., Ltd.",BBG000LKKBW9,BBG000LKKD46,Common Stock
KOSDAQ::060480,060480,KOSDAQ,KRX,XKRX,Kukil Metal Co. Ltd,"Kukil Metal Co., Ltd.",BBG000GCCWR2,BBG007KK2YG3,Common Stock
KOSDAQ::060540,060540,KOSDAQ,KRX,XKRX,System and Application Technologies Co. Ltd,"System and Application Technologies Co., Ltd.",BBG000BJ64N5,BBG000BJ65L4,Common Stock
KOSDAQ::060560,060560,KOSDAQ,KRX,XKRX,Home Center Holdings Co.Ltd,"Home Center Holdings Co., Ltd.",BBG000N8NF52,BBG000N8NGP8,Common Stock
