listing_key,ticker,local_exchange,twelvedata_exchange,twelvedata_mic,local_name,twelvedata_name,local_figi,twelvedata_figi,twelvedata_type
SZSE::000893,000893,SZSE,SZSE,XSHE,Asia Potash International Investment Guangzhou Co Ltd,Asia-Potash International Ltd.,BBG000C4WXM5,BBG000C4WYD3,Common Stock
SZSE::000895,000895,SZSE,SZSE,XSHE,Henan Shuanghui Investment & Development Co Ltd,"Henan Shuanghui Investment & Development Co., Ltd.",BBG000DYKF22,BBG000DYKFN9,Common Stock
SZSE::000897,000897,SZSE,SZSE,XSHE,Tianjin Jinbin Development,"Tianjin Jinbin Development Co., Ltd.",BBG000DYR037,BBG000DYR180,Common Stock
SZSE::000898,000898,SZSE,SZSE,XSHE,Angang Steel Co Ltd Class A,"Angang Steel Co., Ltd.",BBG000D3G6M3,BBG000D3G7N0,Common Stock
SZSE::000899,000899,SZSE,SZSE,XSHE,Jiangxi Ganneng Co Ltd,"Jiangxi Ganneng Co., Ltd.",BBG000GBPYY8,BBG000GBQ0Z0,Common Stock
SZSE::000900,000900,SZSE,SZSE,XSHE,Xiandai Investment Co Ltd,"Xiandai Investment Co., Ltd.",BBG000DYR331,BBG000DYR3M0,Common Stock
SZSE::000901,000901,SZSE,SZSE,XSHE,Aerospace Hi-Tech Holding Group Co Ltd,Aerospace Hi-Tech Holdings Limited,BBG000DYKB49,BBG000DYKBZ5,Common Stock
SZSE::000902,000902,SZSE,SZSE,XSHE,Hubei Xinyangfeng Fertilizer Co Ltd,"Yonfer Agricultural Technology Co., Ltd.",BBG000DYK4L6,BBG000DYK5S6,Common Stock
SZSE::000903,000903,SZSE,SZSE,XSHE,Kunming Yunnei Power Co Ltd,"Kunming Yunnei Power Co., Ltd.",BBG000DYN932,BBG000DYNB00,Common Stock
SZSE::000905,000905,SZSE,SZSE,XSHE,Xiamen Port Development Co Ltd,"Xiamen Port Development Co., Ltd.",BBG000DYR1L5,BBG000DYR2N1,Common Stock
SZSE::000906,000906,SZSE,SZSE,XSHE,Zheshang Development Group Co Ltd,"Zheshang Development Group Co., Ltd.",BBG000DYQTZ0,BBG000DYQW47,Common Stock
SZSE::000908,000908,SZSE,SZSE,XSHE,Hunan Jingfeng Pharmaceutical,"Hunan Jingfeng Pharmaceutical Co., Ltd.",BBG000GBPRT9,BBG000GBPT60,Common Stock
SZSE::000909,000909,SZSE,SZSE,XSHE,Soyea Technology Co Ltd,"Soyea Technology Co., Ltd.",BBG000DYQWM7,BBG000DYQY89,Common Stock
SZSE::000911,000911,SZSE,SZSE,XSHE,Nanning Sugar Industry Co Ltd,"Guangxi Rural Investment Group Co., Ltd.",BBG000DYNCB6,BBG000DYNFM7,Common Stock
SZSE::000912,000912,SZSE,SZSE,XSHE,Sichuan Lutianhua Co Ltd,"Sichuan Lutianhua Co., Ltd.",BBG000DYQS00,BBG000DYQTM4,Common Stock
SZSE::000913,000913,SZSE,SZSE,XSHE,Zhejiang Qianjiang Motorcycle Co Ltd,"Zhejiang Qianjiang Motorcycle Co., Ltd.",BBG000DYTCB0,BBG000DYTDQ2,Common Stock
SZSE::000915,000915,SZSE,SZSE,XSHE,Shandong Shanda Wit Science and Technology Co Ltd,"Shandong Wit Dyne Health Co., Ltd.",BBG000DYPJM7,BBG000DYPL79,Common Stock
SZSE::000917,000917,SZSE,SZSE,XSHE,Hunan TV & Broadcast Intermediary Co Ltd,"Hunan TV & Broadcast Intermediary Co., Ltd.",BBG000DYMX76,BBG000DYMY01,Common Stock
SZSE::000919,000919,SZSE,SZSE,XSHE,Jinling Pharmaceutical Co Ltd,"Jinling Pharmaceutical Co., Ltd.",BBG000DYN4Q8,BBG000DYN610,Common Stock
SZSE::000920,000920,SZSE,SZSE,XSHE,Vontron Technology Co Ltd,"Vontron Technology Co., Ltd.",BBG000GBZFR6,BBG000GBZGV9,Common Stock
SZSE::000921,000921,SZSE,SZSE,XSHE,Hisense Kelon Electrical Holdings Co Ltd,Hisense Home Appliances Group Co. Ltd.,BBG000P683R4,BBG000P685D4,Common Stock
SZSE::000922,000922,SZSE,SZSE,XSHE,Harbin Electric Coporation Jiamusi Electric Machine Co Ltd,Harbin Electric Corporation,BBG000DYGS56,BBG000DYGTF3,Common Stock
SZSE::000923,000923,SZSE,SZSE,XSHE,HBIS Resources Co Ltd,"Hbis Resources Co., Ltd.",BBG000DYS6K4,BBG000DYS786,Common Stock
SZSE::000925,000925,SZSE,SZSE,XSHE,UniTTEC Co Ltd,"Unitec Co., Ltd.",BBG000DYTB04,BBG000DYTBR5,Common Stock
SZSE::000926,000926,SZSE,SZSE,XSHE,Hubei Fuxing Science and Technology Co Ltd,"Hubei Fuxing Science & Technology Co., Ltd.",BBG000DYKNL4,BBG000DYLRK5,Common Stock
SZSE::000927,000927,SZSE,SZSE,XSHE,China Railway Materials Co Ltd,"China Railway Materials Co., Ltd.",BBG000GBZH01,BBG000GBZJ70,Common Stock
SZSE::000928,000928,SZSE,SZSE,XSHE,Sinosteel Engineering and Technology Co Ltd,"Sinosteel Engineering & Technology Co., Ltd.",BBG000GBS8P2,BBG000GBS9Y0,Common Stock
SZSE::000929,000929,SZSE,SZSE,XSHE,Lanzhou Huanghe Enterprise Co Ltd,"Lanzhou Huanghe Enterprise Co., Ltd.",BBG000GBSHL6,BBG000GBSJN0,Common Stock
SZSE::000930,000930,SZSE,SZSE,XSHE,Cofco Biochemical Anhui Co Ltd,"Cofco Biotechnology Co., Ltd.",BBG000DYGVG7,BBG000DYGW93,Common Stock
SZSE::000931,000931,SZSE,SZSE,XSHE,Beijing Centergate Technologies Holding Co Ltd,Beijing Centergate Technologies (Holding) Co. Ltd.,BBG000DYHZF8,BBG000DYJ0Q1,Common Stock
SZSE::000932,000932,SZSE,SZSE,XSHE,Hunan Valin Steel Co Ltd,"Hunan Valin Steel Co., Ltd.",BBG000DYLRT6,BBG000DYLT12,Common Stock
SZSE::000933,000933,SZSE,SZSE,XSHE,Henan Shenhuo Coal & Power Co Ltd,"Henan Shenhuo Coal & Power Co., Ltd.",BBG000DYKCP4,BBG000DYKDW4,Common Stock
SZSE::000935,000935,SZSE,SZSE,XSHE,Sichuan Shuangma Cement Co Ltd,"Sichuan Hexie Shuangma Co., Ltd.",BBG000DYQQS4,BBG000DYQRN7,Common Stock
SZSE::000936,000936,SZSE,SZSE,XSHE,Jiangsu Huaxicun Co Ltd,"Jiangsu Huaxicun Co., Ltd.",BBG000DYMYH3,BBG000DYMZV4,Common Stock
SZSE::000937,000937,SZSE,SZSE,XSHE,Jizhong Energy Resources Co Ltd,"Jizhong Energy Resources Co., Ltd.",BBG000GBNC96,BBG000GBNDB1,Common Stock
SZSE::000938,000938,SZSE,SZSE,XSHE,Unisplendour Corp Ltd,Unisplendour Corporation Limited,BBG000GBZJX1,BBG000GC0NC1,Common Stock
SZSE::000948,000948,SZSE,SZSE,XSHE,Yunnan Nantian Electronics Information Co Ltd,"Yunnan Nantian Electronics Co., Ltd.",BBG000GC4QH5,BBG000GC4S09,Common Stock
SZSE::000949,000949,SZSE,SZSE,XSHE,Xinxiang Chemical Fiber Co Ltd,"Xinxiang Chemical Fiber Co., Ltd.",BBG000GC24V0,BBG000GC25N6,Common Stock
KRX::000950,000950,KRX,KRX,XKRX,Chonbang,"Chonbang Co., Ltd.",BBG000BDFCV1,BBG000BDFD76,Common Stock
SZSE::000951,000951,SZSE,SZSE,XSHE,Sinotruk Jinan Truck Co Ltd,"Sinotruk Jinan Truck Co., Ltd.",BBG000GBWH22,BBG000GBWJD6,Common Stock
SZSE::000952,000952,SZSE,SZSE,XSHE,Hubei Guangji Pharmaceutical Co Ltd,"Hubei Guangji Pharmaceutical Co., Ltd.",BBG000GBPKV1,BBG000GBPM38,Common Stock
SZSE::000953,000953,SZSE,SZSE,XSHE,Guangxi Hechi Chemical Co Ltd,"Guangxi Hechi Chemical Industry Co., Ltd.",BBG000GBM0B0,BBG000GBM155,Common Stock
SZSE::000955,000955,SZSE,SZSE,XSHE,Xinlong Holding Group Co Ltd,"Xinlong Holding Group Co., Ltd.",BBG000GBM510,BBG000GBM5N6,Common Stock
SZSE::000957,000957,SZSE,SZSE,XSHE,Zhongtong Bus Holding Co Ltd,"Zhongtong Bus Holding Co., Ltd.",BBG000DYTF96,BBG000DYTG30,Common Stock
SZSE::000958,000958,SZSE,SZSE,XSHE,SPIC Dongfang New Energy Corp,"Spic Industry-Finance Holdings Co., Ltd.",BBG000GBZ1M2,BBG000GBZ375,Common Stock
SZSE::000959,000959,SZSE,SZSE,XSHE,Beijing Shougang Co Ltd,"Beijing Shougang Co., Ltd.",BBG000GBJ1B2,BBG000GBJ2K0,Common Stock
SZSE::000960,000960,SZSE,SZSE,XSHE,Yunnan Tin Co Ltd,"Yunnan Tin Co., Ltd.",BBG000GC3M76,BBG000GC4PY8,Common Stock
SZSE::000962,000962,SZSE,SZSE,XSHE,Ningxia Orient Tantalum Industry Co Ltd,"Ningxia Orient Tantalum Industry Co., Ltd.",BBG000GBSN24,BBG000GBSPY4,Common Stock
SZSE::000963,000963,SZSE,SZSE,XSHE,Huadong Medicine Co Ltd,"Huadong Medicine Co., Ltd.",BBG000DYKJJ6,BBG000DYKJZ8,Common Stock
SZSE::000965,000965,SZSE,SZSE,XSHE,Tianjin Tianbao Infrastructure Co Ltd,"Tianjin Tianbao Infrastructure Co., Ltd.",BBG000DYQYQ9,BBG000DYQZJ4,Common Stock
SZSE::000966,000966,SZSE,SZSE,XSHE,CHN Energy Changyuan Electric Power Co Ltd,Chn Energy Changyuan Electric Co. Ltd.,BBG000DYKMD5,BBG000DYKN25,Common Stock
SZSE::000967,000967,SZSE,SZSE,XSHE,Infore Environment Technology Group Co Ltd,"Infor Environment Technology Co., Ltd.",BBG000DYS7Q6,BBG000DYS884,Common Stock
SZSE::000968,000968,SZSE,SZSE,XSHE,Shanxi Blue Flame Holding Co Ltd,"Shanxi Blue Flame Holding Co., Ltd.",BBG000DPZS63,BBG000DPZTB5,Common Stock
SZSE::000969,000969,SZSE,SZSE,XSHE,Advanced Technology & Materials Co Ltd,"Advanced Technology & Materials Co., Ltd.",BBG000DPVQT6,BBG000DPVRY8,Common Stock
SZSE::000972,000972,SZSE,SZSE,XSHE,Xinjiang Chalkis Co Ltd,Chalkis Health Industry Co.,BBG000DQ13P2,BBG000DQ14H9,Common Stock
SZSE::000973,000973,SZSE,SZSE,XSHE,FSPG Hi-Tech Co Ltd,"FSPG Hi-Tech Co., Ltd.",BBG000DPW959,BBG000DPW9W9,Common Stock
SZSE::000975,000975,SZSE,SZSE,XSHE,Yintai Resources Co Ltd,Shanjin International Gold Inc.,BBG000DPW3Y0,BBG000DPW4V1,Common Stock
SZSE::000977,000977,SZSE,SZSE,XSHE,Inspur Electronic Info Industr,"Ieet Systems Co., Ltd.",BBG000DPY3H7,BBG000DPY3Y8,Common Stock
SZSE::000978,000978,SZSE,SZSE,XSHE,Guilin Tourism Corp Ltd,"Guilin Tourism Co., Ltd.",BBG000DPXQG8,BBG000DPXQY8,Common Stock
SZSE::000980,000980,SZSE,SZSE,XSHE,Zotye Automobile Co Ltd,Zotye Automobile Co. Ltd.,BBG000DPXT36,BBG000DPXVC1,Common Stock
SZSE::000981,000981,SZSE,SZSE,XSHE,Yinyi Real Estate Co Ltd,"Sensteed Hi-Tech Group Co., Ltd.",BBG000GBLV69,BBG000GBLWN8,Common Stock
SZSE::000983,000983,SZSE,SZSE,XSHE,Shanxi Xishan Coal and Electricity Power Co Ltd,Shanxi Coking Coal Energy Group Co. Ltd.,BBG000DPZRN6,BBG000DPZS09,Common Stock
SZSE::000985,000985,SZSE,SZSE,XSHE,Daqing Huake Co Ltd,Daqing Huake Company Ltd.,BBG000DPW735,BBG000DPW7V4,Common Stock
SZSE::000987,000987,SZSE,SZSE,XSHE,Guangzhou Friendship Group Co Ltd,"Guangzhou Yuexiu Capital Holdings Group Co., Ltd.",BBG000DPXP52,BBG000DPXPM3,Common Stock
SZSE::000988,000988,SZSE,SZSE,XSHE,Huagong Tech Co Ltd,"Huagong Tech Co., Ltd.",BBG000DPXRG6,BBG000DPXSL8,Common Stock
SZSE::000989,000989,SZSE,SZSE,XSHE,Jiuzhitang Co Ltd,"Jiuzhitang Co., Ltd.",BBG000DPXVZ6,BBG000DPXWK0,Common Stock
KRX::000990,000990,KRX,KRX,XKRX,DB HiTek,"DB HiTek Co., Ltd.",BBG000BCV8Q0,BBG000BCV960,Common Stock
SZSE::000993,000993,SZSE,SZSE,XSHE,Fujian MinDong Electric Power Co Ltd,"Fujian Mindong Electric Power Co., Ltd.",BBG000DPXGQ9,BBG000DPXJ29,Common Stock
SZSE::000995,000995,SZSE,SZSE,XSHE,Gansu Huangtai Wine-marketing Industry Co. Ltd.,"Gansu Huangtai Wine-Marketing Industry Co., Ltd.",BBG000DPXJK9,BBG000DPXK99,Common Stock
SZSE::000997,000997,SZSE,SZSE,XSHE,Fujian Newland Computer Co Ltd,"Newland Digital Technology Co., Ltd.",BBG000DPWBC6,BBG000DPXFS9,Common Stock
SZSE::000998,000998,SZSE,SZSE,XSHE,Yuan Longping High-tech Agriculture Co Ltd,"Yuan Longping High-Tech Agriculture Co., Ltd.",BBG000GC3KB5,BBG000GC3KZ9,Common Stock
SZSE::000999,000999,SZSE,SZSE,XSHE,China Resources Sanjiu Medical & Pharmaceutical Co Ltd,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",BBG000GBWBY0,BBG000GBWDC0,Common Stock
Bursa::0010,0010,Bursa,MYX,XKLS,IRIS Corporation Bhd,Iris Corporation Berhad,BBG01Z996RB4,BBG000KVQ0N4,Common Stock
KOSDAQ::001000,001000,KOSDAQ,KRX,XKRX,Silla Textile Co.Ltd,"Silla Textile Co., Ltd.",BBG000C18WH6,BBG000C18YD6,Common Stock
KRX::001020,001020,KRX,KRX,XKRX,Papercorea,Papercorea Inc.,BBG000BDBYH3,BBG000BDBYW6,Common Stock
KRX::001040,001040,KRX,KRX,XKRX,CJ Corp,Cj Corp,BBG000BCRJD5,BBG000BCRJR0,Common Stock
KRX::001060,001060,KRX,KRX,XKRX,Jw Pharmac,Jw Pharmaceutical Corporation,BBG000BDFLC2,BBG000BDFM85,Common Stock
KRX::001070,001070,KRX,KRX,XKRX,Taihan Textile,"Taihan Textile Co., Ltd.",BBG000BDPVY5,BBG000BDPWD6,Common Stock
KRX::001080,001080,KRX,KRX,XKRX,Manho Rope&Wir,Manho Rope & Wire Ltd.,BBG000BDR204,BBG000BDR2J4,Common Stock
KRX::001120,001120,KRX,KRX,XKRX,LX International Corp,Lx International Corp.,BBG000BDSF31,BBG000BDSG48,Common Stock
KRX::001130,001130,KRX,KRX,XKRX,Daehan Flour Mills Co Ltd,"Daehan Flour Mills Co., Ltd.",BBG000BDTSY8,BBG000BDTT67,Common Stock
KRX::001200,001200,KRX,KRX,XKRX,Eugene Inv&Sec,"Eugene Investment & Securities Co., Ltd.",BBG000BDTDM4,BBG000BDTF94,Common Stock
SZSE::001201,001201,SZSE,SZSE,XSHE,Dongrui Food Group Co Ltd,Dongrui Food Group Co. Ltd.,BBG00JKJV492,BBG00JKJV4C8,Common Stock
SZSE::001202,001202,SZSE,SZSE,XSHE,Guangdong Jushen Logistics Co Ltd,"Guangdong Jushen Logistics Co., Ltd.",BBG00VNGPBW3,BBG00VNGPCW1,Common Stock
SZSE::001203,001203,SZSE,SZSE,XSHE,Inner Mongolia Dazhong Mining Co Ltd,"Dazhong Mining Co., Ltd.",BBG002W7LY24,BBG002W7LY42,Common Stock
SZSE::001205,001205,SZSE,SZSE,XSHE,Nanjing Shenghang Shipping Co Ltd,"Nanjing Shenghang Shipping Co., Ltd.",BBG00CF6DJ25,BBG00VXYWL99,Common Stock
SZSE::001206,001206,SZSE,SZSE,XSHE,Tianjin Yiyi Hygiene Products Co Ltd,"Tianjin Yiyi Hygiene Products Co., Ltd.",BBG001CL1HM4,BBG00V1JS365,Common Stock
SZSE::001207,001207,SZSE,SZSE,XSHE,Shandong Link Science and Technology Co Ltd,Shandong Link Science And Technology Inc.,BBG00VNHYLK2,BBG00VNHYN91,Common Stock
SZSE::001208,001208,SZSE,SZSE,XSHE,Hunan Valin Wire & Cable Co Ltd,Hunan Valin Wire & Cable Co. Ltd.,BBG001CQFBC2,BBG00VXQWD21,Common Stock
KRX::001210,001210,KRX,KRX,XKRX,Kumho Electric,"Kumho Electric Co., Ltd.",BBG000BDRP58,BBG000BDRPC0,Common Stock
SZSE::001211,001211,SZSE,SZSE,XSHE,Suncha Technology Co Ltd,"Suncha Technology Co., Ltd.",BBG0078S72P5,BBG00VX9QQQ1,Common Stock
SZSE::001212,001212,SZSE,SZSE,XSHE,Sinostone Guangdong Co Ltd,"Sinostone Guangdong Co., Ltd.",BBG00VXQVCB4,BBG00VXQVCW1,Common Stock
SZSE::001215,001215,SZSE,SZSE,XSHE,Zhengzhou Qianweiyangchu Food Co Ltd,"Zhengzhou Qianweiyangchu Food Co., Ltd.",BBG00PPWY099,BBG00VNHVXR2,Common Stock
SZSE::001217,001217,SZSE,SZSE,XSHE,Anhui Huaertai Chemical Co Ltd,"Anhui Huaertai Chemical Co., Ltd.",BBG00GW2P3G3,BBG00VXZMRZ5,Common Stock
SZSE::001218,001218,SZSE,SZSE,XSHE,Hunan Resun Co Ltd,"Hunan Resun Co., Ltd.",BBG003QV7T50,BBG00D0M2HJ2,Common Stock
SZSE::001219,001219,SZSE,SZSE,XSHE,Qingdao Foods Co Ltd,"Qingdao Foods Co., Ltd.",BBG00VXZ05Z7,BBG00XV4PR34,Common Stock
KRX::001230,001230,KRX,KRX,XKRX,Dongkuk Steel Mill Co Ltd,"Dongkuk Holdings Co., Ltd.",BBG000BCYYC5,BBG000BCYYS8,Common Stock
KRX::001250,001250,KRX,KRX,XKRX,Gs Global,Gs Global Corp.,BBG000BCYKK6,BBG000BCYL51,Common Stock
KRX::001260,001260,KRX,KRX,XKRX,Nam Kwang Cons,"Namkwang Engineering & Construction Co., Ltd.",BBG000BDS0C4,BBG000BDS0R8,Common Stock
SZSE::001267,001267,SZSE,SZSE,XSHE,Hui Lyu Ecological Technology Groups Co Ltd,"Hui Lyu Ecological Technology Co., Ltd.",BBG000GC1ZN1,BBG013GPMX48,Common Stock
KRX::001270,001270,KRX,KRX,XKRX,Bookook Sec,"Bookook Securities Co., Ltd.",BBG000BH4TF5,BBG000BH4TV7,Common Stock
SZSE::001288,001288,SZSE,SZSE,XSHE,Sichuan Zigong Conveying Machine Group Co Ltd,"Sichuan Zigong Conveying Machinery Co., Ltd.",BBG00425X9W6,BBG00VXYZD12,Common Stock
SZSE::001289,001289,SZSE,SZSE,XSHE,China Longyuan Power Group Corporation Limited,China Longyuan Power Group Corporation Limited,BBG000QSWP17,BBG014R34VP4,Common Stock
KRX::001290,001290,KRX,KRX,XKRX,Sangsangin Investment & Securities Co Ltd,"Sangsangin Investment & Securities Co., Ltd.",BBG000BH4VW1,BBG000BH4WN9,Common Stock
SZSE::001318,001318,SZSE,SZSE,XSHE,Jiangxi Sunshine Dairy Co Ltd,"Jiangxi Sunshine Dairy Co., Ltd.",BBG011KJWN15,BBG011KJWN33,Common Stock
KRX::001340,001340,KRX,KRX,XKRX,Paik Kwang Ind,"Paik Kwang Industrial Co., Ltd.",BBG000BDQ6N1,BBG000BDQ777,Common Stock
KRX::001360,001360,KRX,KRX,XKRX,Samsung Pharm,"Samsung Pharmaceutical Co., Ltd.",BBG000BDQP95,BBG000BDQPZ6,Common Stock
KRX::001380,001380,KRX,KRX,XKRX,SG Choongbang Co Ltd,"SG Global Co., Ltd.",BBG000BDFK34,BBG000BDFKD3,Common Stock
KRX::001390,001390,KRX,KRX,XKRX,Kg Chemical,Kg Chemical Corporation,BBG000BGX166,BBG000BGX1H4,Common Stock
KRX::001420,001420,KRX,KRX,XKRX,Tae Won Mulsan,"Tae Won Mulsan Co., Ltd.",BBG000BDQYM1,BBG000BDQZ02,Common Stock
KRX::001430,001430,KRX,KRX,XKRX,SeAH Bestee,Seah Besteel Holdings Corporation,BBG000BG9154,BBG000BG91K7,Common Stock
KRX::001440,001440,KRX,KRX,XKRX,Taihan Electric Wire Co Ltd,"Taihan Electric Wire Co., Ltd.",BBG000BCY440,BBG000BCY4J4,Common Stock
KRX::001450,001450,KRX,KRX,XKRX,Hyundai Mar&Fi,"Hyundai Marine & Fire Insurance Co., Ltd.",BBG000BH5192,BBG000BH51H3,Common Stock
KRX::001460,001460,KRX,KRX,XKRX,BYC Co. Ltd,"Byc Co., Ltd.",BBG000BDDSD8,BBG000BDDT28,Common Stock
KRX::001500,001500,KRX,KRX,XKRX,Hyundai Motor Securities Co. Ltd.,"Hyundai Motor Securities Co., Ltd.",BBG000BH4Y73,BBG000BH4Z52,Common Stock
KRX::001510,001510,KRX,KRX,XKRX,Sk Securities,"SK Securities Co., Ltd.",BBG000BDGX80,BBG000BDGXK6,Common Stock
KRX::001520,001520,KRX,KRX,XKRX,Tongyang,Tongyang Inc.,BBG000BCXL89,BBG000BCXLT6,Common Stock
KRX::001530,001530,KRX,KRX,XKRX,DI Dong Il Corp,Di Dong Il Corp.,BBG000BDGYL3,BBG000BDGZ03,Common Stock
KOSDAQ::001540,001540,KOSDAQ,KRX,XKRX,Ahn-Gook Pharmaceutical Co. Ltd,"Ahn-Gook Pharmaceutical Co., Ltd.",BBG000BXPJZ7,BBG000BXPLH2,Common Stock
KRX::001550,001550,KRX,KRX,XKRX,Cho Bi,"Chobi Co., Ltd.",BBG000BDFQR5,BBG000BDFR02,Common Stock
KRX::001560,001560,KRX,KRX,XKRX,Cheil Grinding,"Cheil Grinding Wheel Ind. Co., Ltd.",BBG000JQB632,BBG000JQB721,Common Stock
KRX::001620,001620,KRX,KRX,XKRX,KBI Dongkook Ind Co Ltd,"KBI Dongkook Industrial Co., Ltd.",BBG000BGVPR2,BBG000BGVQH1,Common Stock
KRX::001630,001630,KRX,KRX,XKRX,Chongkundang,Chongkundang Holdings Corp,BBG000BDFGY9,BBG000BDFH86,Common Stock
KRX::001680,001680,KRX,KRX,XKRX,Daesang Corp,Daesang Corporation,BBG000BD2GW5,BBG000BD2H26,Common Stock
SZSE::001696,001696,SZSE,SZSE,XSHE,Chongqing Zongshen Power Machinery Co Ltd,"Chongqing Zongshen Power Co., Ltd.",BBG000D3JXJ5,BBG000D3JYM9,Common Stock
KRX::001720,001720,KRX,KRX,XKRX,Shinyoung Securities Co. Ltd.,"Shinyoung Securities Co., Ltd.",BBG000BDTMV4,BBG000BDTN97,Common Stock
KRX::001740,001740,KRX,KRX,XKRX,SK Networks Co Ltd,Sk Networks Co. Ltd.,BBG000BC3D26,BBG000BC3F03,Common Stock
KRX::001750,001750,KRX,KRX,XKRX,Hanyang Sec,"Hanyang Securities Co., Ltd.",BBG000BH4R96,BBG000BH4S85,Common Stock
KRX::001770,001770,KRX,KRX,XKRX,Shin Hwa Dynamics Co Ltd,"Shin Hwa Dynamics Co., Ltd.",BBG000BGZMM0,BBG000BGZN11,Common Stock
KRX::001780,001780,KRX,KRX,XKRX,Aluko Co Ltd,Aluko Co. Ltd.,BBG000BDH8T1,BBG000BDH9H2,Common Stock
KRX::001790,001790,KRX,KRX,XKRX,TS Corporation,TS Corporation,BBG000BD4Q97,BBG000BD4R31,Common Stock
KRX::001800,001800,KRX,KRX,XKRX,ORION Holdings Corp,Orion Holdings Corp.,BBG000BDGL22,BBG000BDGLV0,Common Stock
KOSDAQ::001810,001810,KOSDAQ,KRX,XKRX,Moorim SP Co. Ltd,"Moorim SP Co., Ltd.",BBG000DL9JD3,BBG000DL9KQ6,Common Stock
KRX::001820,001820,KRX,KRX,XKRX,Sam Hwa Capaci,"Samwha Capacitor Co., Ltd.",BBG000BBYC62,BBG000BBYD42,Common Stock
SZSE::001872,001872,SZSE,SZSE,XSHE,China Merchants Port Group Co Ltd,China Merchants Port Group Co. Ltd.,BBG000BZ9DT0,BBG000BZ9FB4,Common Stock
SZSE::001896,001896,SZSE,SZSE,XSHE,Henan Yuneng Holdings Co Ltd,"Henan Yuneng Holdings Co., Ltd.",BBG000GBM3D2,BBG000GBM4W9,Common Stock
SZSE::001914,001914,SZSE,SZSE,XSHE,China Merchants Property Operation & Service Co Ltd,"China Merchants Shekou Industrial Zone Holdings Co., Ltd.",BBG000P6HDH3,BBG000P6HF51,Common Stock
KRX::001940,001940,KRX,KRX,XKRX,Kisco Holdings,Kisco Holdings Co. Ltd.,BBG000BGZDV0,BBG000BGZF90,Common Stock
SZSE::001965,001965,SZSE,SZSE,XSHE,Merchant Express Class A,"China Merchants Expressway Network & Technology Holdings Co., Ltd.",BBG00GXW7G40,BBG00JM10TT6,Common Stock
SZSE::001979,001979,SZSE,SZSE,XSHE,China Merchants Shekou Industrial Zone Holdings,"China Merchants Shekou Industrial Zone Holdings Co., Ltd.",BBG000QKV4L0,BBG00BS2FZ24,Common Stock
SZSE::002001,002001,SZSE,SZSE,XSHE,Zhejiang Nhu Co Ltd,"Zhejiang NHU Co., Ltd.",BBG000C29XR0,BBG000C29YN2,Common Stock
SZSE::002003,002003,SZSE,SZSE,XSHE,Zhejiang Weixing Industrial Development Co Ltd,"Zhejiang Weixing Industrial Development Co., Ltd.",BBG000BSF6P8,BBG000BSF758,Common Stock
SZSE::002004,002004,SZSE,SZSE,XSHE,Huapont Life Sciences Co Ltd,"Huapont Life Sciences Co., Ltd.",BBG000DGZH58,BBG000DGZHY6,Common Stock
SZSE::002005,002005,SZSE,SZSE,XSHE,Elec-Tech International Co Ltd,Elec-Tech International Co. Ltd.,BBG000GM39L7,BBG000GM3BB3,Common Stock
SZSE::002006,002006,SZSE,SZSE,XSHE,Zhejiang Jinggong Science Technology,"Zhejiang Jinggong Integration Co., Ltd.",BBG000HV41Y8,BBG000HV42V9,Common Stock
SZSE::002007,002007,SZSE,SZSE,XSHE,Hualan Biological EngineeringInc,Hualan Biological Engineering Inc.,BBG000BPZVN9,BBG000BPZWK0,Common Stock
SZSE::002008,002008,SZSE,SZSE,XSHE,Han'S Laser Tech A,"Han's Laser Technology Industry Group Co., Ltd.",BBG000KQKDW3,BBG000KQKG38,Common Stock
SZSE::002009,002009,SZSE,SZSE,XSHE,Miracle Automation Engineering,"Miracle Automation Engineering Co., Ltd.",BBG000MPL719,BBG000MPL7X4,Common Stock
SZSE::002010,002010,SZSE,SZSE,XSHE,Zhejiang Transfar Co Ltd,"Transfar Zhilian Co., Ltd.",BBG000P8F2F7,BBG000P8F4R0,Common Stock
SZSE::002011,002011,SZSE,SZSE,XSHE,Zhejiang DunAn Artificial Environment Co Ltd,"Zhejiang DunAn Artificial Environment Co., Ltd.",BBG000PMHNQ6,BBG000PMHQ70,Common Stock
SZSE::002012,002012,SZSE,SZSE,XSHE,Zhejiang Kan Specialities Material Co Ltd,"Zhejiang Kan Specialities Co., Ltd.",BBG000BFWXH7,BBG000BFWY94,Common Stock
SZSE::002014,002014,SZSE,SZSE,XSHE,Huangshan Novel Co Ltd,"Huangshan Novel Co., Ltd.",BBG000PX30C2,BBG000PX30Y8,Common Stock
SZSE::002015,002015,SZSE,SZSE,XSHE,GCL Energy Technology Co Ltd,"GCL Energy Technology Co., Ltd.",BBG000PZN516,BBG000PZN6P8,Common Stock
SZSE::002016,002016,SZSE,SZSE,XSHE,Guangdong Shirongzhaoye Co Ltd,"Guangdong Shirongzhaoye Co., Ltd.",BBG000Q064D1,BBG000Q06584,Common Stock
SZSE::002017,002017,SZSE,SZSE,XSHE,Eastcompeace Technology Co Ltd,Eastcompeace Technology Co. Ltd.,BBG000BBS0X5,BBG000BBS2G0,Common Stock
