old_listing_key,new_listing_key,event_type,identity_type,identity_value,confidence,source_key,source_url
NYSE::CSAN,,delisted,exact_isin,US22113B1035,0.99,nasdaq_trading_system_adds_deletes,https://www.nasdaqtrader.com/dynamic/SymDir/TradingSystemAddsDeletes.txt
