status,mapped_exchange,fd_exchange,fd_symbol,fd_name,fd_isin,fd_sector,official_ticker,official_name,official_isin,official_source_key,evidence
same_ticker_name,IDX,JKT,MAIN.JK,PT Malindo Feedmill Tbk,,Consumer Staples,MAIN,Malindo Feedmill Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,MARI.JK,PT Mahaka Radio Integra Tbk,,Communication Services,MARI,PT Mahaka Radio Integra Tbk.,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,MGRO.JK,PT Mahkota Group Tbk,,Consumer Staples,MGRO,PT Mahkota Group Tbk.,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,MMLP.JK,PT Mega Manunggal Property Tbk,,Real Estate,MMLP,PT Mega Manunggal Property Tbk.,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,NIKL.JK,PT Pelat Timah Nusantara Tbk,,Industrials,NIKL,Pelat Timah Nusantara Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,PANR.JK,PT Panorama Sentrawisata Tbk,,Consumer Discretionary,PANR,Panorama Sentrawisata Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,PICO.JK,PT Pelangi Indah Canindo Tbk,,Consumer Discretionary,PICO,Pelangi Indah Canindo Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,PLAN.JK,PT Planet Properindo Jaya Tbk,LU2370241684,Consumer Discretionary,PLAN,PT Planet Properindo Jaya Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,POLA.JK,PT Pool Advista Finance Tbk,,Financials,POLA,PT Pool Advista Finance Tbk.,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,PORT.JK,PT Nusantara Pelabuhan Handal Tbk,,Industrials,PORT,PT Nusantara Pelabuhan Handal Tbk.,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,PURE.JK,PT Trinitan Metals and Minerals Tbk,,Industrials,PURE,PT Trinitan Metals and Minerals Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,SAFE.JK,PT Steady Safe Tbk,,Industrials,SAFE,Steady Safe Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,SAPX.JK,PT Satria Antaran Prima Tbk,,Industrials,SAPX,PT Satria Antaran Prima Tbk.,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,SCCO.JK,PT Supreme Cable Manufacturing & Commerce Tbk,,Industrials,SCCO,PT Supreme Cable Manufacturing & Commerce Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,SHIP.JK,PT Sillo Maritime Perdana Tbk,,Energy,SHIP,PT Sillo Maritime Perdana Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,SPMA.JK,PT Suparma Tbk,,Materials,SPMA,Suparma Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,SRIL.JK,PT Sri Rejeki Isman Tbk,IE00BZ173T46,Consumer Discretionary,SRIL,PT Sri Rejeki Isman Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,STAR.JK,PT Buana Artha Anugerah Tbk,,Consumer Discretionary,STAR,PT Buana Artha Anugerah Tbk.,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,TBLA.JK,PT Tunas Baru Lampung Tbk,ID1000076706,Consumer Staples,TBLA,Tunas Baru Lampung Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,TINS.JK,PT TIMAH Tbk,,Materials,TINS,PT TIMAH (Persero) Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,TOPS.JK,PT Totalindo Eka Persada Tbk,,Industrials,TOPS,PT Totalindo Eka Persada Tbk.,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,UNIC.JK,PT Unggul Indah Cahaya Tbk,,Materials,UNIC,Unggul Indah Cahaya Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,UNIQ.JK,PT Ulima Nitra Tbk,,Materials,UNIQ,PT Ulima Nitra Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,WINS.JK,PT Wintermar Offshore Marine Tbk,,Industrials,WINS,Wintermar Offshore Marine Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,IDX,JKT,ZINC.JK,PT Kapuas Prima Coal Tbk,,Materials,ZINC,PT Kapuas Prima Coal Tbk,,idx_company_profiles,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,002290.KQ,"Samil Enterprise Co., Ltd.",,Industrials,002290,SAMIL ENTERPRISE,KR7002290005,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,021040.KQ,dhSteel,,Materials,021040,dhSteel,KR7021040001,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,033340.KQ,"GOODPEOPLE Co., Ltd.",,Consumer Discretionary,033340,GOODPEOPLE,KR7033340001,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,035890.KQ,"Seohee Construction Co., Ltd.",,Industrials,035890,SEOHEE CONSTRUCTION,KR7035890003,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,036690.KQ,"COMMAX Co.,Ltd",,Information Technology,036690,COMMAX,KR7036690006,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,046070.KQ,"KODACO Co., Ltd",,Industrials,046070,KODACO,KR7046070009,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,046970.KQ,"Wooriro Co., Ltd",,Information Technology,046970,WOORIRO,KR7046970000,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,047820.KQ,"Chorokbaem Media Co., Ltd.",,Communication Services,047820,CHOROKBAEM MEDIA,KR7047820006,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,052420.KQ,"Osung Advanced Materials Co., Ltd.",,Materials,052420,OSUNG ADVANCED MATERIALS,KR7052420007,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,053450.KQ,"SEKONIX Co., Ltd.",,Information Technology,053450,SEKONIX,KR7053450003,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,053950.KQ,"Kyung Nam Pharm Co.,Ltd.",,Health Care,053950,KYUNG NAM PHARM,KR7053950002,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,054180.KQ,"MEDICOX Co., Ltd.",,Industrials,054180,MEDICOX,KR7054180005,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,065570.KQ,"SAMYUNG ENC Co., Ltd.",,Industrials,065570,Samyung ENC,KR7065570004,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,070300.KQ,Xcure Corp.,,Information Technology,070300,Xcure,KR7070300009,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,079970.KQ,"TOBESOFT Co., Ltd.",,Information Technology,079970,TOBESOFT,KR7079970000,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,082660.KQ,"Cosnine Co., Ltd.",,Consumer Discretionary,082660,Cosnine,KR7082660002,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,094820.KQ,"Iljin Power Co., Ltd.",,Energy,094820,ILJIN POWER,KR7094820008,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,119610.KQ,Interojo Inc.,,Health Care,119610,INTEROJO,KR7119610004,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,121800.KQ,"Vidente Co., Ltd.",,Information Technology,121800,Vidente,KR7121800007,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,149980.KQ,"Hironic Co., Ltd.",,Health Care,149980,Hironic,KR7149980005,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,177350.KQ,"Vessel Co., Ltd.",,Industrials,177350,Vessel,KR7177350006,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,226340.KQ,"Bonne Co., Ltd.",,Consumer Staples,226340,Bonne,KR7226340008,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,234920.KQ,"Zaigle Co., Ltd.",,Consumer Discretionary,234920,Zaigle,KR7234920007,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,244460.KQ,OLIPASS Corporation,,Health Care,244460,OLIPASS,KR7244460002,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,263050.KQ,"Eutilex.Co.,Ltd.",,Health Care,263050,Eutilex,KR7263050007,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,269620.KQ,"Syswork Co., Ltd",,Industrials,269620,SYSWORK,KR7269620001,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,300080.KQ,FLITTO Inc.,,Information Technology,300080,Flitto,KR7300080009,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,950200.KQ,"Psomagen, Inc.",,Health Care,950200,Psomagen,KR8840150005,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KOSDAQ,KOE,950220.KQ,"NeoImmuneTech, Inc.",,Health Care,950220,NeoImmuneTech,KR8840140006,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,000070.KS,Samyang Holdings Corporation,,Industrials,000070,Samyang Holdings,KR7000070003,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,000860.KS,"Kangnam Jevisco Co., Ltd",,Materials,000860,KANGNAM JEVISCO,KR7000860007,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,000910.KS,Union Corporation,,Materials,000910,UNION,KR7000910000,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,002020.KS,Kolon Corporation,,Industrials,002020,KOLON CORP,KR7002020006,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,002150.KS,"Dohwa Engineering Co., Ltd.",,Industrials,002150,DOHWA ENGINEERING,KR7002150001,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,002390.KS,HANDOK Inc.,,Health Care,002390,HANDOK,KR7002390003,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,002600.KS,Choheung Corporation,,Consumer Staples,002600,CHOHEUNG,KR7002600005,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,002620.KS,Jeil Pharma Holdings Inc,,Health Care,002620,JEIL PHARMA HOLDINGS,KR7002620003,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,002700.KS,"Shinil Electronics Co.,Ltd",,Information Technology,002700,SHINIL ELECTRONICS,KR7002700003,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,002760.KS,Bolak Company Limited,,Materials,002760,BOLAK,KR7002760007,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,002960.KS,"Hankook Shell Oil Co.,Ltd.",,Energy,002960,HANKOOK SHELL OIL,KR7002960003,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,003010.KS,Haein Corporation,,Industrials,003010,HAEIN CORP,KR7003010006,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,005030.KS,"Pusan Cast Iron Co., Ltd.",,Consumer Discretionary,005030,PUSAN CAST IRON,KR7005030002,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,013000.KS,"Sewoo Global Co., Ltd",,Materials,013000,SEWOO GLOBAL,KR7013000005,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,020760.KS,"Iljin Display Co., Ltd.",,Information Technology,020760,ILJIN DISPLAY,KR7020760005,krx_listed_companies,official active reference: ticker + name
same_ticker_name,KRX,KSC,119650.KS,"KC Cottrell Co., Ltd.",,Industrials,119650,KC COTTRELL,KR7119650000,krx_listed_companies,official active reference: ticker + name
same_ticker_name,LSE,LSE,0CXE.L,Detection Technology Oyj,,Information Technology,0CXE,DETECTION TECHNOLOGY OYJ DETECTION TECHNOLOGY ORD SHS,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,0DNS.L,Autostrade Meridionali S.p.A.,,Industrials,0DNS,AUTOSTRADE MERIDIONALI SPA AUTOSTRADE MERIDIONALI ORD SHS,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,0ENN.L,HORNBACH Baumarkt AG,,Consumer Discretionary,0ENN,HORNBACH BAUMARKT AG HORNBACH-BAUMARKT ORD SHS,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,0G30.L,Socfinasia S.A.,,Consumer Staples,0G30,SOCFINASIA SA,LU0092047413,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,0G40.L,Sparebanken More,,Financials,0G40,SPAREBANKEN MORE SPAREBANKEN MORE ORD SHS,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,0HW9.L,SinterCast AB (publ),,Industrials,0HW9,SINTERCAST AB,SE0000950982,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,0J7G.L,HUTCHISON CHINA MEDITECH LTD HU,,Health Care,0J7G,HUTCHISON CHINA MEDITECH LTD HUTCHISON CHINA MEDITECH ADR REPRESENTIN,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,0OKP.L,Socfinaf S.A.,,Consumer Staples,0OKP,SOCFINAF SA,LU0056569402,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,0P14.L,Luxempart S.A.,,Financials,0P14,LUXEMPART SA,LU2605908552,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,AEO.L,Aeorema Communications plc,,Communication Services,AEO,AEOREMA COMMUNICATIONS PLC ORD 12.5P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,AIRE.L,Alternative Income REIT PLC,,Real Estate,AIRE,ALTERNATIVE INCOME REIT PLC ORD GBP0.01,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,ALF.L,Alternative Liquidity Fund Limited,,Financials,ALF,ALTERNATIVE LIQUIDITY FUND LIMITED,GG00BYRGPD65,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,ARBB.L,Arbuthnot Banking Group PLC,,Financials,ARBB,ARBUTHNOT BANKING GROUP PLC ORD 1P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,BERI.L,BlackRock Energy and Resources Income Trust plc,,Energy,BERI,BLACKROCK ENERGY AND RESOURCES INCOME TRUST PLC,GB00B0N8MF98,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,BOOM.L,Audioboom Group plc,,Communication Services,BOOM,AUDIOBOOM GROUP PLC,JE00BJYJFG60,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,CHH.L,Churchill China plc,,Consumer Discretionary,CHH,CHURCHILL CHINA PLC ORD 10P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,CYN.L,CQS Natural Resources G&I plc,,Financials,CYN,CQS NATURAL RESOURCES GROWTH AND INCOME PLC,GB0000353929,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,DISH.L,Amala Foods Plc,,Communication Services,DISH,AMALA FOODS PLC ORD NPV,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,EML.L,Emmerson PLC,,Industrials,EML,EMMERSON PLC,IM00BDHDTX83,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,FAS.L,Fidelity Asian Values PLC,,Financials,FAS,FIDELITY ASIAN VALUES PLC ORD 25P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,FOUR.L,4imprint Group plc,,Communication Services,FOUR,4IMPRINT GROUP PLC,GB0006640972,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,FPP.L,Fragrant Prosperity Holdings Limited,,Financials,FPP,FRAGRANT PROSPERITY HOLDINGS LIMITED,VGG368811037,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,FSV.L,Fidelity Special Values PLC,,Financials,FSV,FIDELITY SPECIAL VALUES PLC ORD 5P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,GCL.L,Geiger Counter Limited,,Financials,GCL,GEIGER COUNTER LIMITED,GB00B15FW330,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,GEN.L,Genuit Group plc,,Industrials,GEN,GENUIT GROUP PLC,GB00BKRC5K31,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,GRID.L,Gresham House Energy Storage Fund PLC,IE000J80JTL1,Financials,GRID,GRESHAM HOUSE ENERGY STORAGE FUND PLC,GB00BFX3K770,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,IGC.L,India Capital Growth Fund Ltd,,Financials,IGC,INDIA CAPITAL GROWTH FUND LIMITED,GB00B0P8RJ60,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,IGE.L,Image Scan Holdings Plc,,Industrials,IGE,IMAGE SCAN HOLDINGS PLC ORD 1P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,JADE.L,Jade Road Investments Limited,,Financials,JADE,JADE ROAD INVESTMENTS LD ORD NPV (DI),,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,KOD.L,Kodal Minerals Plc,,Materials,KOD,KODAL MINERALS PLC ORD 0.03125P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,LIT.L,Litigation Capital Management Limited,,Financials,LIT,LITIGATION CAPITAL MANAGEMENT LTD ORD NPV (DI),,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,MIND.L,Mind Gym plc,US6025661017,Industrials,MIND,MIND GYM PLC ORD 0.001P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,MPL.L,Mercantile Ports & Logistics Limited,,Industrials,MPL,MERCANTILE PORTS & LOGISTICS LTD ORD NPV,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,ORR.L,Oriole Resources PLC,,Materials,ORR,ORIOLE RESOURCES PLC ORD 0.1P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,PAC.L,Pacific Assets Trust,,Financials,PAC,PACIFIC ASSETS TRUST PLC,GB0006674385,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,SAR.L,Sareum Holdings plc,,Health Care,SAR,SAREUM HOLDINGS PLC,GB00BMC3RJ87,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,SBSI.L,Schroder BSC Social Impact Trust PLC,,Financials,SBSI,SCHRODER BSC SOCIAL IMPACT TRST PLC ORD 1P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,SDP.L,Schroder AsiaPacific Fund plc,,Financials,SDP,SCHRODER ASIAPACIFIC FUND PLC,GB0007918872,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,SHIP.L,Tufton Oceanic Assets Limited,,Industrials,SHIP,TUFTON ASSETS LIMITED,GG00BSFVPB94,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,SOS.L,Sosandar Plc,,Consumer Discretionary,SOS,SOSANDAR PLC,GB00BDGS8G04,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,SPEC.L,Inspecs Group plc,,Health Care,SPEC,INSPECS GROUP PLC,GB00BK6JPP03,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,SURE.L,Sure Ventures plc,,Financials,SURE,SURE VENTURES PLC ORD GBP0.01,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,TAVI.L,Tavistock Investments Plc,,Financials,TAVI,TAVISTOCK INVESTMENTS PLC ORD 1P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,TBLD.L,"tinyBuild, Inc",,Communication Services,TBLD,TINYBUILD INC.,USU8884H1033,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,TIME.L,Time Finance plc,,Financials,TIME,TIME FINANCE PLC ORD 10P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,TOWN.L,Town Centre Securities PLC,,Real Estate,TOWN,TOWN CENTRE SECURITIES PLC ORD 25P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,TRT.L,Transense Technologies plc,,Consumer Discretionary,TRT,TRANSENSE TECHNOLOGIES PLC ORD 10P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,TRU.L,TruFin plc,,Financials,TRU,TRUFIN PLC,JE00BYVWJZ03,lse_price_explorer,official active reference: ticker + name
same_ticker_name,LSE,LSE,VEL.L,Velocity Composites plc,,Industrials,VEL,VELOCITY COMPOSITES PLC ORD 0.25P,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,WINV.L,Worsley Investors Limited,,Financials,WINV,WORSLEY INVESTORS LIMITED ORD NPV,,lse_company_reports,official active reference: ticker + name
same_ticker_name,LSE,LSE,WIX.L,Wickes Group plc,,Consumer Discretionary,WIX,WICKES GROUP PLC,GB00BL6C2002,lse_price_explorer,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,AGAE,Allied Gaming & Entertainment Inc. Common Stock,,Communication Services,AGAE,Allied Gaming & Entertainment Inc.,,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,AMWD,American Woodmark Corporation,US0305061097,Consumer Discretionary,AMWD,AMERICAN WOODMARK CORP,,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,ASRT,"Assertio Holdings, Inc.",LU1953136287,Health Care,ASRT,"Assertio Holdings, Inc.",,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,BTM,Bitcoin Depot Inc. Class A Common Stock,,Financials,BTM,Bitcoin Depot Inc.,,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,CDZIP,Cadiz Inc. Depositary Shares,,Utilities,CDZIP,"Cadiz, Inc. - Depositary Shares",,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,CPZ,Calamos Long/Short Equity & Dynamic Income Term Trust,,Financials,CPZ,Calamos Long/Short Equity & Dynamic Income Trust - Closed End Fund,,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,CTLP,"Cantaloupe, Inc.",,Information Technology,CTLP,"CANTALOUPE, INC.",,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,CVGW,"Calavo Growers, Inc.",,Consumer Staples,CVGW,CALAVO GROWERS INC,,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,EWCZ,European Wax Center Inc. Class A Common Stock,,Consumer Staples,EWCZ,"European Wax Center, Inc.",,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,FONR,FONAR Corporation,,Health Care,FONR,FONAR CORP,,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,FUND,"Sprott Focus Trust, Inc.",,Financials,FUND,"Sprott Focus Trust, Inc. - Closed End Fund",,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NCM,HOTH,"Hoth Therapeutics, Inc.",,Health Care,HOTH,"Hoth Therapeutics, Inc.",,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,,Health Care,IINN,Inspira Technologies OXY B.H.N. Ltd,,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,ILLR,Triller Group Inc. Common Stock,,Financials,ILLR,Triller Group Inc. - Common Stock,,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NGM,KALV,"KalVista Pharmaceuticals, Inc.",US4834971032,Health Care,KALV,"KalVista Pharmaceuticals, Inc.",,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,MNSBP,"MainStreet Bancshares, Inc.",,Financials,MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,MSAI,"MultiSensor AI Holdings, Inc.",,Industrials,MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,MSBI,"Midland States Bancorp, Inc.",,Financials,MSBI,"Midland States Bancorp, Inc. - Common Stock",,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,NOEM,CO2 Energy Transition Corp. Common Stock,,Financials,NOEM,CO2 Energy Transition Corp. - Common Stock,,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,NOTV,"Inotiv, Inc.",US45783Q1004,Health Care,NOTV,"Inotiv, Inc.",,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,NTWO,Newbury Street II Acquisition Corp Class A Ordinary Shares,,Financials,NTWO,Newbury Street II Acquisition Corp - Class A Ordinary Shares,,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,OACC,Oaktree Acquisition Corp. III Life Sciences Class A Ordinary Share,,Financials,OACC,Oaktree Acquisition Corp. III Life Sciences - Class A Ordinary Share,,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,OCCI,"OFS Credit Company, Inc.",,Financials,OCCI,"OFS Credit Company, Inc.",,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,,Financials,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Closed End Fund,,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,SCVL,"Shoe Carnival, Inc.",,Consumer Discretionary,SCVL,SHOE CARNIVAL INC,,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,SELX,Semilux International Ltd. Ordinary Shares,,Information Technology,SELX,Semilux International Ltd.,,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,SHIP,Seanergy Maritime Holdings Corp.,,Industrials,SHIP,Seanergy Maritime Holdings Corp. - Common Stock,,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NASDAQ,NGM,SNSE,"Sensei Biotherapeutics, Inc.",US81728A1088,Health Care,SNSE,"Sensei Biotherapeutics, Inc.",,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,SOPA,Society Pass Incorporated Common Stock,,Information Technology,SOPA,SOCIETY PASS INCORPORATED.,,sec_company_tickers_exchange,official active reference: ticker + name
same_ticker_name,NASDAQ,NMS,TBLD,Thornburg Income Builder Opportunities Trust Common Stock,,Financials,TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,,nasdaq_listed,official active reference: ticker + name
same_ticker_name,NYSE,NYQ,ACP,Aberdeen Income Credit Strategies Fund,,Financials,ACP,abrdn Income Credit Strategies Fund Common Shares,,nasdaq_other_listed,official active reference: ticker + name
