listing_key,ticker,exchange,current_name,proposed_name,twelvedata_type,confidence,adjudication_decision,evidence_tier,figi_relation,openfigi_figi,local_figi,provider_supports_twelvedata,review_batch,metadata_update_reason
OTC::FDOGF,FDOGF,OTC,Friday's Dog Holdings Inc.,Patriot Resources Corp.,Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG000FQ68B9,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::FRFR,FRFR,OTC,First Priority Tax Solutions Inc,Fritzy Tech Inc.,Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG007BC0HY0,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::GEAGF,GEAGF,OTC,GEA Group Aktiengesellschaft,GEA Group AG,Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG000C8WK80,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::GTGEF,GTGEF,OTC,G2 Technologies Corp,G2 Energy Corp.,Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG00JRGX7D7,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::HLTC,HLTC,OTC,HealthCare Inc,National HealthCare Properties,REIT,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG0043ZCX59,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::HMCLF,HMCLF,OTC,HOME CONSORTIUM LTD.,HMC Capital Ltd,Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG017F7ZVP7,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::HNFD,HNFD,OTC,HNFD,Honeyfund.com Inc.,Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG01Q563S34,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::IMIMF,IMIMF,OTC,Interra Copper Corp,Copper Quest Exploration Inc.,Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG00RDT2XF1,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::IVFZF,IVFZF,OTC,Invictus Financial Inc,Mapath Capital Corp,Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG000D0D321,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::JFKOF,JFKOF,OTC,Jafco Company Ltd,"Jafco Co., Ltd.",Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG000KJTJK0,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
OTC::KALRQ,KALRQ,OTC,Kalera Public Limited Company,Kalera Plc,Common Stock,0.88,apply_twelvedata_name_identifier_supported,identifier,openfigi_only,BBG018KQC2V9,,OpenFIGI,batch_a_us_core,Twelve Data source adjudication apply-ready name update package 2: OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only. decision=apply_twelvedata_name_identifier_supported; evidence_tier=identifier; figi_relation=openfigi_only; provider_supports_twelvedata=OpenFIGI; review_batch=batch_a_us_core.
