listing_key,ticker,exchange,current_name,twelvedata_name,twelvedata_type,type_scope,review_batch,name_score,adjudication_decision,apply_eligibility,evidence_tier,confidence,recommended_operation,source_gate,evidence_summary,provider_validation_status,provider_supports_twelvedata,provider_supports_local,provider_conflicts,openfigi_status,openfigi_figi,local_figi,figi_relation,venue_status,official_source_count,reference_scopes,verification_name_mismatch,masterfile_matches,reviewed_name_override,source_of_truth_outcome,source_of_truth_gate,deepseek_decision_candidate,deepseek_safe_action
OTC::IMIMF,IMIMF,OTC,Interra Copper Corp,Copper Quest Exploration Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.316,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00RDT2XF1,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::IMTH,IMTH,OTC,Fresh Harvest Products Inc,Innovative Medtech Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.25,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000R92LY4,BBG000R92LY4,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::IRLTF,IRLTF,OTC,Intralot S.A. Integrated Lottery Systems and Services,Bally's Intralot S.A.,Common Stock,supported_core_stock_type,batch_a_us_core,0.333,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000DRPZD6,BBG000DRPZD6,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::ISUZY,ISUZY,OTC,Isuzu Motors Ltd,Isuzu Motors Ltd. Unsponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.6,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BSB949,BBG000BSB949,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::IVFZF,IVFZF,OTC,Invictus Financial Inc,Mapath Capital Corp,Common Stock,supported_core_stock_type,batch_a_us_core,0.25,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000D0D321,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::IVST,IVST,OTC,Aurum Resource and Asset Management Inc,Innovest Global Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.2,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000QH38X6,BBG000QH38X6,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::IWGFF,IWGFF,OTC,IWG PLC,International Workplace Group plc,Common Stock,supported_core_stock_type,batch_a_us_core,0.188,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00FJHFJ37,BBG00FJHFJ37,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::JFKOF,JFKOF,OTC,Jafco Company Ltd,"Jafco Co., Ltd.",Common Stock,supported_core_stock_type,batch_a_us_core,0.556,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000KJTJK0,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::JGCCY,JGCCY,OTC,JGC Corp,JGC Holdings Corp. Unsponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.194,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000G0WXH5,BBG000G0WXH5,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::JSGRY,JSGRY,OTC,Lixil Group Corp,Lixil Corporation Unsponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.438,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000DPSSZ9,BBG000DPSSZ9,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::JUKIY,JUKIY,OTC,Juki Corporation,Juki Corporation Unsponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.333,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000JSM4Q6,BBG000JSM4Q6,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::KALRQ,KALRQ,OTC,Kalera Public Limited Company,Kalera Plc,Common Stock,supported_core_stock_type,batch_a_us_core,0.444,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG018KQC2V9,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::KLTHF,KLTHF,OTC,Koolearn Technology Holding Limited,East Buy Holding Ltd.,Common Stock,supported_core_stock_type,batch_a_us_core,0.558,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00Q3BDRN5,BBG00Q3BDRN5,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::KMRIF,KMRIF,OTC,Komeri Company Ltd.,"Komeri Co., Ltd.",Common Stock,supported_core_stock_type,batch_a_us_core,0.6,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BX0M05,BBG000BX0M05,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::KMTUY,KMTUY,OTC,Komatsu Ltd,Komatsu Ltd Sponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.5,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BYKR00,BBG000BYKR00,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::KNRRY,KNRRY,OTC,Knorr-Bremse Aktiengesellschaft,Knorr-Bremse AG - ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.596,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00MP3Z0R9,BBG00MP3Z0R9,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::KOJAF,KOJAF,OTC,Kojamo Oyj,Lumo Kodit Oyj,Common Stock,supported_core_stock_type,batch_a_us_core,0.5,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00VSHD8Z3,BBG00VSHD8Z3,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::KONEF,KONEF,OTC,KetamineOne Capital Limited,Wellbeing Digital Sciences Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.356,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG0131X32G3,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,accepted_source_gap,Canonical stock sector only after exchange/name gate; no ticker/name-only inference.,needs_official_evidence,needs_official_evidence
OTC::KPELY,KPELY,OTC,Keppel Corporation Limited,Keppel Corporation Limited Sponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.462,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BCJPQ6,BBG000BCJPQ6,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::KYDKF,KYDKF,OTC,Kyudenko Corporation,Kraftia Corporation,Common Stock,supported_core_stock_type,batch_a_us_core,0.133,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000JH3506,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::KYKOY,KYKOY,OTC,"Kyowa Kirin Co., Ltd.","Kyowa Kirin Co., Ltd. Unsponsored ADR",American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.579,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000JSX3J4,BBG000JSX3J4,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LEKOF,LEKOF,OTC,Lekoil Limited,Fenikso Ltd.,Common Stock,supported_core_stock_type,batch_a_us_core,0.462,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG004SBW670,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LFDJF,LFDJF,OTC,La Française des Jeux Société anonyme,FDJ United,Common Stock,supported_core_stock_type,batch_a_us_core,0.217,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00S03GM32,BBG00S03GM32,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LGLOF,LGLOF,OTC,Link Global Technologies Inc,Green Block Mining Corp.,Common Stock,supported_core_stock_type,batch_a_us_core,0.19,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00RLWT8D3,BBG00RLWT8D3,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LMMFF,LMMFF,OTC,Lithium Australia NL,Livium Ltd.,Common Stock,supported_core_stock_type,batch_a_us_core,0.385,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00CJZ7HW5,BBG00CJZ7HW5,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LNDZF,LNDZF,OTC,Salona Global Medical Device Corporation,Evome Medical Technologies Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.481,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG009ZZSN58,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,accepted_source_gap,Canonical stock sector only after exchange/name gate; no ticker/name-only inference.,needs_official_evidence,needs_official_evidence
OTC::LNXGF,LNXGF,OTC,Linux Gold Corp,0187279 BC Ltd.,Common Stock,supported_core_stock_type,batch_a_us_core,0.1,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000LS5PP6,BBG000LS5PP6,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LNXSY,LNXSY,OTC,LANXESS Aktiengesellschaft,Lanxess AG Unsponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.367,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG001DFRGF8,BBG001DFRGF8,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LNZNF,LNZNF,OTC,Lenzing Aktiengesellschaft,Lenzing AG,Common Stock,supported_core_stock_type,batch_a_us_core,0.424,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000C0XHX5,BBG000C0XHX5,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LPTVQ,LPTVQ,OTC,LPTVQ,"Loop Media, Inc.",Common Stock,supported_core_stock_type,batch_a_us_core,0.267,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG009YVP3P3,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,accepted_source_gap,Canonical stock sector only after exchange/name gate; no ticker/name-only inference.,needs_official_evidence,needs_official_evidence
OTC::LSRCY,LSRCY,OTC,Lasertec Corporation,Lasertec Corporation - ADR (Unsponsored),American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.5,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00X27KVT7,BBG00X27KVT7,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LUOYF,LUOYF,OTC,Luoyang Glass Company Limited,Triumph New Energy Co. Ltd.,Common Stock,supported_core_stock_type,batch_a_us_core,0.256,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000NS96J9,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::LXGTF,LXGTF,OTC,Registered Plan Private Investments Inc,Lexington Biosciences Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.357,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00GVMBNH0,BBG00GVMBNH0,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MAJI,MAJI,OTC,Nextel Medical Corp.,Marijuana Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.174,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG001CMFL48,BBG001CMFL48,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MBGAF,MBGAF,OTC,DAIMLER AG,Mercedes-Benz Group AG,Common Stock,supported_core_stock_type,batch_a_us_core,0.231,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000CHNG70,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MCARY,MCARY,OTC,Mercari Inc,Mercari Inc. Unsponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.467,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00LYN0R69,BBG00LYN0R69,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MDIN,MDIN,OTC,Northstar Global Business Services Inc,"MedGen, Inc.",Common Stock,supported_core_stock_type,batch_a_us_core,0.05,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000C265F7,BBG000C265F7,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MECGF,MECGF,OTC,MEC Company Ltd.,Mec Co. Ltd.,Common Stock,supported_core_stock_type,batch_a_us_core,0.429,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000GNJ2X0,BBG000GNJ2X0,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MGDDF,MGDDF,OTC,Compagnie Générale des Établissements Michelin Société en commandite par actions,Michelin (CGDE),Common Stock,supported_core_stock_type,batch_a_us_core,0.242,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BQW423,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MKTAY,MKTAY,OTC,Makita Corp,Makita Corporation Sponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.462,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BBGTS1,BBG000BBGTS1,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MLMC,MLMC,OTC,"FrankSpeech Network, Inc.","Mike Lindell Media, Corp.",Common Stock,supported_core_stock_type,batch_a_us_core,0.054,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BSRW69,BBG000BSRW69,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MMMM,MMMM,OTC,Mineral Mountain Mining & Milling Co,Quad M Solutions Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.235,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BHRV83,BBG000BHRV83,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MNNGF,MNNGF,OTC,Affluent Partners Holdings Limited,Baijin Life Science Holdings Ltd.,Common Stock,supported_core_stock_type,batch_a_us_core,0.519,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG0084H05B6,BBG0084H05B6,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MOLFF,MOLFF,OTC,MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,MOL Hungarian Oil and Gas Public Limited Company,Common Stock,supported_core_stock_type,batch_a_us_core,0.333,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG01103H1C5,BBG01103H1C5,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MONSF,MONSF,OTC,Montea Comm. VA,Montea NV,REIT,supported_core_stock_type,batch_a_us_core,0.6,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00V5MZ7R4,BBG00V5MZ7R4,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::MOPN,MOPN,OTC,JPO Solutions Inc,"MOP Environmental Solutions, Inc.",Common Stock,supported_core_stock_type,batch_a_us_core,0.6,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000QLFJN1,BBG000QLFJN1,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
