financialdata_symbol,base_ticker,suffix,mapped_exchange,registrant_name,source_confidence,review_needed,observed_at
2357.HK,2357,.HK,HKEX,AviChina Industry & Technology Company Limited,secondary_review,true,2026-04-17T07:41:14Z
2359.HK,2359,.HK,HKEX,WuXi AppTec,secondary_review,true,2026-04-17T07:41:14Z
2360.HK,2360,.HK,HKEX,Best Mart 360,secondary_review,true,2026-04-17T07:41:14Z
2369.HK,2369,.HK,HKEX,Coolpad Group Limited,secondary_review,true,2026-04-17T07:41:14Z
2378.HK,2378,.HK,HKEX,Prudential plc,secondary_review,true,2026-04-17T07:41:14Z
2380.HK,2380,.HK,HKEX,China Power International Development,secondary_review,true,2026-04-17T07:41:14Z
2382.HK,2382,.HK,HKEX,Sunny Optical Technology (Group) Co. Ltd.,secondary_review,true,2026-04-17T07:41:14Z
2388.HK,2388,.HK,HKEX,Bank of China (Hong Kong) Limited,secondary_review,true,2026-04-17T07:41:14Z
2423.HK,2423,.HK,HKEX,KE Holdings Inc.,secondary_review,true,2026-04-17T07:41:14Z
2440.HK,2440,.HK,HKEX,MemeStrategy,secondary_review,true,2026-04-17T07:41:14Z
2460.HK,2460,.HK,HKEX,China Resources Beverage (Holdings) Ltd.,secondary_review,true,2026-04-17T07:41:14Z
2498.HK,2498,.HK,HKEX,"RoboSense Technology Co., Ltd",secondary_review,true,2026-04-17T07:41:14Z
2507.HK,2507,.HK,HKEX,Cirrus Design Corporation,secondary_review,true,2026-04-17T07:41:14Z
2513.HK,2513,.HK,HKEX,"Knowledge Atlas Technology Joint Stock Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
2525.HK,2525,.HK,HKEX,Hesai Group,secondary_review,true,2026-04-17T07:41:14Z
2533.HK,2533,.HK,HKEX,Black Sesame International Holding Limited,secondary_review,true,2026-04-17T07:41:14Z
2577.HK,2577,.HK,HKEX,"InnoScience (Suzhou) Technology Holding Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
2588.HK,2588,.HK,HKEX,BOC Aviation Limited,secondary_review,true,2026-04-17T07:41:14Z
2589.HK,2589,.HK,HKEX,"Auntea Jenny Shanghai Industrial Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
2600.HK,2600,.HK,HKEX,Aluminum Corporation of China Limited,secondary_review,true,2026-04-17T07:41:14Z
2601.HK,2601,.HK,HKEX,China Pacific Insurance (Group),secondary_review,true,2026-04-17T07:41:14Z
2611.HK,2611,.HK,HKEX,Guotai Haitong Securities,secondary_review,true,2026-04-17T07:41:14Z
2628.HK,2628,.HK,HKEX,China Life Insurance Company Limited,secondary_review,true,2026-04-17T07:41:14Z
2660.HK,2660,.HK,HKEX,Zengame Technology,secondary_review,true,2026-04-17T07:41:14Z
2688.HK,2688,.HK,HKEX,ENN Energy Holdings Limited,secondary_review,true,2026-04-17T07:41:14Z
2689.HK,2689,.HK,HKEX,Nine Dragons Paper Holdings,secondary_review,true,2026-04-17T07:41:14Z
2715.HK,2715,.HK,HKEX,"Estun Automation Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
2727.HK,2727,.HK,HKEX,Shanghai Electric Group Company Limited,secondary_review,true,2026-04-17T07:41:14Z
2777.HK,2777,.HK,HKEX,Guangzhou R&F Properties,secondary_review,true,2026-04-17T07:41:14Z
2799.HK,2799,.HK,HKEX,"China CITIC Financial Asset Management Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
2800.HK,2800,.HK,HKEX,Tracker Fund of Hong Kong,secondary_review,true,2026-04-17T07:41:14Z
2866.HK,2866,.HK,HKEX,"COSCO SHIPPING Development Co., Ltd",secondary_review,true,2026-04-17T07:41:14Z
2883.HK,2883,.HK,HKEX,China Oilfield Services Limited,secondary_review,true,2026-04-17T07:41:14Z
2888.HK,2888,.HK,HKEX,Standard Chartered PLC,secondary_review,true,2026-04-17T07:41:14Z
2899.HK,2899,.HK,HKEX,"Zijin Mining Group Co., Limited",secondary_review,true,2026-04-17T07:41:14Z
3288.HK,3288,.HK,HKEX,Foshan Haitian Flavouring & Food Co. Ltd,secondary_review,true,2026-04-17T07:41:14Z
3323.HK,3323,.HK,HKEX,China National Building Material,secondary_review,true,2026-04-17T07:41:14Z
3328.HK,3328,.HK,HKEX,"Bank of Communications Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
3331.HK,3331,.HK,HKEX,Vinda International Holdings Limited,secondary_review,true,2026-04-17T07:41:14Z
3333.HK,3333,.HK,HKEX,China Evergrande Group,secondary_review,true,2026-04-17T07:41:14Z
3377.HK,3377,.HK,HKEX,Sino-Ocean Group,secondary_review,true,2026-04-17T07:41:14Z
3396.HK,3396,.HK,HKEX,Legend Holdings Corporation,secondary_review,true,2026-04-17T07:41:14Z
3606.HK,3606,.HK,HKEX,"Fuyao Glass Industry Group Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
3668.HK,3668,.HK,HKEX,Yancoal,secondary_review,true,2026-04-17T07:41:14Z
3692.HK,3692,.HK,HKEX,Hansoh Pharmaceutical Group Company Limited,secondary_review,true,2026-04-17T07:41:14Z
3800.HK,3800,.HK,HKEX,GCL-Poly,secondary_review,true,2026-04-17T07:41:14Z
3808.HK,3808,.HK,HKEX,Sinotruk (Hong Kong) Limited,secondary_review,true,2026-04-17T07:41:14Z
3866.HK,3866,.HK,HKEX,Bank of Qingdao Company Limited,secondary_review,true,2026-04-17T07:41:14Z
3883.HK,3883,.HK,HKEX,China Aoyuan Group,secondary_review,true,2026-04-17T07:41:14Z
3888.HK,3888,.HK,HKEX,Kingsoft Corporation,secondary_review,true,2026-04-17T07:41:14Z
3898.HK,3898,.HK,HKEX,"Zhuzhou CRRC Times Electric Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
3908.HK,3908,.HK,HKEX,China International Capital Corporation Limited,secondary_review,true,2026-04-17T07:41:14Z
3919.HK,3919,.HK,HKEX,Golden Power Group,secondary_review,true,2026-04-17T07:41:14Z
3958.HK,3958,.HK,HKEX,Orient Securities,secondary_review,true,2026-04-17T07:41:14Z
3968.HK,3968,.HK,HKEX,China Merchants Bank Company Limited,secondary_review,true,2026-04-17T07:41:14Z
3986.HK,3986,.HK,HKEX,GigaDevice Semiconductor Inc.,secondary_review,true,2026-04-17T07:41:14Z
3988.HK,3988,.HK,HKEX,Bank of China Limited,secondary_review,true,2026-04-17T07:41:14Z
3993.HK,3993,.HK,HKEX,CMOC,secondary_review,true,2026-04-17T07:41:14Z
3998.HK,3998,.HK,HKEX,Bosideng International Holdings Limited,secondary_review,true,2026-04-17T07:41:14Z
5517.HK,5517,.HK,HKEX,Shangri-La Hotels and Resorts,secondary_review,true,2026-04-17T07:41:14Z
6030.HK,6030,.HK,HKEX,CITIC Securities Company Limited,secondary_review,true,2026-04-17T07:41:14Z
6031.HK,6031,.HK,HKEX,"Sany Heavy Industry Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
6060.HK,6060,.HK,HKEX,ZhongAn Online P & C Insurance Co. Ltd.,secondary_review,true,2026-04-17T07:41:14Z
6082.HK,6082,.HK,HKEX,Biren Technology,secondary_review,true,2026-04-17T07:41:14Z
6138.HK,6138,.HK,HKEX,Harbin Bank,secondary_review,true,2026-04-17T07:41:14Z
6163.HK,6163,.HK,HKEX,Gemilang Coachwork Sdn Bhd,secondary_review,true,2026-04-17T07:41:14Z
6178.HK,6178,.HK,HKEX,Everbright Securities Company Limited,secondary_review,true,2026-04-17T07:41:14Z
6618.HK,6618,.HK,HKEX,JD Health International Inc.,secondary_review,true,2026-04-17T07:41:14Z
6681.HK,6681,.HK,HKEX,JD Health International Inc.,secondary_review,true,2026-04-17T07:41:14Z
6682.HK,6682,.HK,HKEX,"Phancy Group Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
6686.HK,6686,.HK,HKEX,Noah Holdings Limited,secondary_review,true,2026-04-17T07:41:14Z
6698.HK,6698,.HK,HKEX,Star China Media,secondary_review,true,2026-04-17T07:41:14Z
6806.HK,6806,.HK,HKEX,"Shenwan Hongyuan Group Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
6809.HK,6809,.HK,HKEX,"Montage Technology Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
6811.HK,6811,.HK,HKEX,Tai Hing Group,secondary_review,true,2026-04-17T07:41:14Z
6818.HK,6818,.HK,HKEX,China Everbright Bank,secondary_review,true,2026-04-17T07:41:14Z
6823.HK,6823,.HK,HKEX,HKT Limited,secondary_review,true,2026-04-17T07:41:14Z
6862.HK,6862,.HK,HKEX,Haidilao International Holding Ltd.,secondary_review,true,2026-04-17T07:41:14Z
6865.HK,6865,.HK,HKEX,"Flat Glass Group Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
6881.HK,6881,.HK,HKEX,China Galaxy Securities,secondary_review,true,2026-04-17T07:41:14Z
6886.HK,6886,.HK,HKEX,"Huatai Securities Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
6936.HK,6936,.HK,HKEX,SF Holding,secondary_review,true,2026-04-17T07:41:14Z
788.HK,788,.HK,HKEX,China Tower Corporation Limited,secondary_review,true,2026-04-17T07:41:14Z
8439.HK,8439,.HK,HKEX,Somerley Capital Limited,secondary_review,true,2026-04-17T07:41:14Z
9618.HK,9618,.HK,HKEX,"JD.com, Inc.",secondary_review,true,2026-04-17T07:41:14Z
9626.HK,9626,.HK,HKEX,Bilibili,secondary_review,true,2026-04-17T07:41:14Z
9660.HK,9660,.HK,HKEX,"Horizon Robotics, Inc.",secondary_review,true,2026-04-17T07:41:14Z
9696.HK,9696,.HK,HKEX,Tianqi Lithium Corporation,secondary_review,true,2026-04-17T07:41:14Z
9898.HK,9898,.HK,HKEX,Weibo Corporation,secondary_review,true,2026-04-17T07:41:14Z
9903.HK,9903,.HK,HKEX,Shanghai Tianshu Zhixin Semiconductor Co. Ltd.,secondary_review,true,2026-04-17T07:41:14Z
9926.HK,9926,.HK,HKEX,"Akeso, Inc",secondary_review,true,2026-04-17T07:41:14Z
9927.HK,9927,.HK,HKEX,"Seres Group Co., Ltd",secondary_review,true,2026-04-17T07:41:14Z
9973.HK,9973,.HK,HKEX,Chery Automobile Co. Ltd.,secondary_review,true,2026-04-17T07:41:14Z
9980.HK,9980,.HK,HKEX,Eastroc Beverage (Group) Co. Ltd.,secondary_review,true,2026-04-17T07:41:14Z
9983.HK,9983,.HK,HKEX,"Fast Retailing Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
9987.HK,9987,.HK,HKEX,"Yum China Holdings, Inc.",secondary_review,true,2026-04-17T07:41:14Z
9988.HK,9988,.HK,HKEX,Alibaba Group Holding Limited,secondary_review,true,2026-04-17T07:41:14Z
9992.HK,9992,.HK,HKEX,Pop Mart International Group Limited,secondary_review,true,2026-04-17T07:41:14Z
ABBA.JK,ABBA,.JK,IDX,PT Mahaka Media Tbk,secondary_review,true,2026-04-17T07:41:14Z
ADRO.JK,ADRO,.JK,IDX,PT Alamtri Resources Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z
ALMI.JK,ALMI,.JK,IDX,PT Alumindo Light Metal Industry Tbk,secondary_review,true,2026-04-17T07:41:14Z
AMRT.JK,AMRT,.JK,IDX,PT Sumber Alfaria Trijaya Tbk,secondary_review,true,2026-04-17T07:41:14Z
ANTM.JK,ANTM,.JK,IDX,PT Aneka Tambang Tbk.,secondary_review,true,2026-04-17T07:41:14Z
ASII.JK,ASII,.JK,IDX,PT Astra International Tbk,secondary_review,true,2026-04-17T07:41:14Z
AVIA.JK,AVIA,.JK,IDX,PT Avia Avian Tbk,secondary_review,true,2026-04-17T07:41:14Z
BBCA.JK,BBCA,.JK,IDX,PT Bank Central Asia Tbk,secondary_review,true,2026-04-17T07:41:14Z
BBNI.JK,BBNI,.JK,IDX,PT Bank Negara Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
BBRI.JK,BBRI,.JK,IDX,PT Bank Rakyat Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
BBTN.JK,BBTN,.JK,IDX,PT Bank Tabungan Negara (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
BCIC.JK,BCIC,.JK,IDX,PT Bank JTrust Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z
BDMN.JK,BDMN,.JK,IDX,PT Bank Danamon Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z
BELI.JK,BELI,.JK,IDX,PT Global Digital Niaga Tbk,secondary_review,true,2026-04-17T07:41:14Z
BHIT.JK,BHIT,.JK,IDX,PT MNC Asia Holding Tbk,secondary_review,true,2026-04-17T07:41:14Z
BLTZ.JK,BLTZ,.JK,IDX,PT Graha Layar Prima Tbk,secondary_review,true,2026-04-17T07:41:14Z
BMAS.JK,BMAS,.JK,IDX,PT Bank Maspion Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z
BMRI.JK,BMRI,.JK,IDX,PT Bank Mandiri (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
BNGA.JK,BNGA,.JK,IDX,PT Bank CIMB Niaga Tbk.,secondary_review,true,2026-04-17T07:41:14Z
BNII.JK,BNII,.JK,IDX,PT Bank Maybank Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z
BNLI.JK,BNLI,.JK,IDX,PT Bank Permata Tbk,secondary_review,true,2026-04-17T07:41:14Z
BRAU.JK,BRAU,.JK,IDX,PT Berau Coal Energy Tbk.,secondary_review,true,2026-04-17T07:41:14Z
BRIS.JK,BRIS,.JK,IDX,PT Bank Syariah Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
BSIM.JK,BSIM,.JK,IDX,PT Bank Sinarmas Tbk,secondary_review,true,2026-04-17T07:41:14Z
BUKA.JK,BUKA,.JK,IDX,PT Bukalapak.com Tbk,secondary_review,true,2026-04-17T07:41:14Z
BUMI.JK,BUMI,.JK,IDX,PT Bumi Resources Tbk,secondary_review,true,2026-04-17T07:41:14Z
CNMA.JK,CNMA,.JK,IDX,PT Nusantara Sejahtera Raya Tbk,secondary_review,true,2026-04-17T07:41:14Z
DLTA.JK,DLTA,.JK,IDX,PT Delta Djakarta Tbk,secondary_review,true,2026-04-17T07:41:14Z
EMTK.JK,EMTK,.JK,IDX,PT Elang Mahkota Teknologi Tbk,secondary_review,true,2026-04-17T07:41:14Z
EXCL.JK,EXCL,.JK,IDX,PT XLSMART Telecom Sejahtera Tbk,secondary_review,true,2026-04-17T07:41:14Z
GGRM.JK,GGRM,.JK,IDX,PT Perusahaan Rokok Tjap Gudang Garam Tbk,secondary_review,true,2026-04-17T07:41:14Z
GIAA.JK,GIAA,.JK,IDX,PT Garuda Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
GOTO.JK,GOTO,.JK,IDX,PT GoTo Gojek Tokopedia Tbk,secondary_review,true,2026-04-17T07:41:14Z
HEAL.JK,HEAL,.JK,IDX,Hermina Hospitals Group,secondary_review,true,2026-04-17T07:41:14Z
HMSP.JK,HMSP,.JK,IDX,PT Hanjaya Mandala Sampoerna Tbk,secondary_review,true,2026-04-17T07:41:14Z
IMAS.JK,IMAS,.JK,IDX,PT Indomobil Sukses Internasional Tbk,secondary_review,true,2026-04-17T07:41:14Z
INDF.JK,INDF,.JK,IDX,PT Indofood Sukses Makmur Tbk,secondary_review,true,2026-04-17T07:41:14Z
INTP.JK,INTP,.JK,IDX,PT Indocement Tunggal Prakarsa Tbk,secondary_review,true,2026-04-17T07:41:14Z
ISAT.JK,ISAT,.JK,IDX,PT Indosat Tbk,secondary_review,true,2026-04-17T07:41:14Z
JPFA.JK,JPFA,.JK,IDX,Japfa Ltd,secondary_review,true,2026-04-17T07:41:14Z
KAEF.JK,KAEF,.JK,IDX,PT Kimia Farma Tbk,secondary_review,true,2026-04-17T07:41:14Z
KBLV.JK,KBLV,.JK,IDX,PT First Media Tbk,secondary_review,true,2026-04-17T07:41:14Z
KDSI.JK,KDSI,.JK,IDX,PT Kedawung Setia Industrial Tbk,secondary_review,true,2026-04-17T07:41:14Z
KIJA.JK,KIJA,.JK,IDX,PT Kawasan Industri Jababeka Tbk,secondary_review,true,2026-04-17T07:41:14Z
KINO.JK,KINO,.JK,IDX,PT Kino Indonesia Tbk,secondary_review,true,2026-04-17T07:41:14Z
KLBF.JK,KLBF,.JK,IDX,PT Kalbe Farma Tbk,secondary_review,true,2026-04-17T07:41:14Z
KRAS.JK,KRAS,.JK,IDX,PT Krakatau Steel (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
LPPF.JK,LPPF,.JK,IDX,PT Matahari Department Store Tbk,secondary_review,true,2026-04-17T07:41:14Z
MASA.JK,MASA,.JK,IDX,PT Multistrada Arah Sarana Tbk,secondary_review,true,2026-04-17T07:41:14Z
MEDC.JK,MEDC,.JK,IDX,PT Medco Energi Internasional Tbk,secondary_review,true,2026-04-17T07:41:14Z
MNCN.JK,MNCN,.JK,IDX,PT Media Nusantara Citra Tbk,secondary_review,true,2026-04-17T07:41:14Z
MPPA.JK,MPPA,.JK,IDX,PT Matahari Putra Prima Tbk,secondary_review,true,2026-04-17T07:41:14Z
MRAT.JK,MRAT,.JK,IDX,PT Mustika Ratu Tbk,secondary_review,true,2026-04-17T07:41:14Z
MSKY.JK,MSKY,.JK,IDX,PT MNC Sky Vision Tbk,secondary_review,true,2026-04-17T07:41:14Z
MYOR.JK,MYOR,.JK,IDX,PT Mayora Indah Tbk,secondary_review,true,2026-04-17T07:41:14Z
NETV.JK,NETV,.JK,IDX,PT MDTV Media Technologies Tbk,secondary_review,true,2026-04-17T07:41:14Z
NISP.JK,NISP,.JK,IDX,PT Bank OCBC NISP Tbk,secondary_review,true,2026-04-17T07:41:14Z
PANS.JK,PANS,.JK,IDX,PT Panin Sekuritas Tbk,secondary_review,true,2026-04-17T07:41:14Z
PWON.JK,PWON,.JK,IDX,PT Pakuwon Jati Tbk,secondary_review,true,2026-04-17T07:41:14Z
SCMA.JK,SCMA,.JK,IDX,PT Surya Citra Media Tbk,secondary_review,true,2026-04-17T07:41:14Z
SDRA.JK,SDRA,.JK,IDX,PT Bank Woori Saudara Indonesia 1906 Tbk,secondary_review,true,2026-04-17T07:41:14Z
SIDO.JK,SIDO,.JK,IDX,PT Industri Jamu dan Farmasi Sido Muncul Tbk,secondary_review,true,2026-04-17T07:41:14Z
SILO.JK,SILO,.JK,IDX,PT Siloam International Hospitals Tbk,secondary_review,true,2026-04-17T07:41:14Z
SMGR.JK,SMGR,.JK,IDX,PT Semen Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
SPMA.JK,SPMA,.JK,IDX,PT Suparma Tbk,secondary_review,true,2026-04-17T07:41:14Z
SSIA.JK,SSIA,.JK,IDX,PT Surya Semesta Internusa Tbk,secondary_review,true,2026-04-17T07:41:14Z
STTP.JK,STTP,.JK,IDX,PT Siantar Top Tbk,secondary_review,true,2026-04-17T07:41:14Z
TAXI.JK,TAXI,.JK,IDX,PT Express Transindo Utama Tbk,secondary_review,true,2026-04-17T07:41:14Z
TLKM.JK,TLKM,.JK,IDX,PT Telekomunikasi Indonesia (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
UNTR.JK,UNTR,.JK,IDX,PT United Tractors Tbk,secondary_review,true,2026-04-17T07:41:14Z
WIIM.JK,WIIM,.JK,IDX,PT Wismilak Inti Makmur Tbk,secondary_review,true,2026-04-17T07:41:14Z
WSKT.JK,WSKT,.JK,IDX,PT Waskita Karya (Persero) Tbk,secondary_review,true,2026-04-17T07:41:14Z
000080.KS,000080,.KS,KRX,"HiteJinro Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
000100.KS,000100,.KS,KRX,Yuhan Corporation,secondary_review,true,2026-04-17T07:41:14Z
000120.KS,000120,.KS,KRX,CJ Logistics Corporation,secondary_review,true,2026-04-17T07:41:14Z
000150.KS,000150,.KS,KRX,Doosan Group,secondary_review,true,2026-04-17T07:41:14Z
000210.KS,000210,.KS,KRX,"DL Holdings Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
000250.KS,000250,.KS,KRX,"Sam Chun Dang Pharm Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
000270.KS,000270,.KS,KRX,Kia Corporation,secondary_review,true,2026-04-17T07:41:14Z
000660.KS,000660,.KS,KRX,SK Hynix Inc.,secondary_review,true,2026-04-17T07:41:14Z
000720.KS,000720,.KS,KRX,"Hyundai Engineering and Construction Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
000810.KS,000810,.KS,KRX,Samsung Fire & Marine Insurance,secondary_review,true,2026-04-17T07:41:14Z
000880.KS,000880,.KS,KRX,Hanwha Group,secondary_review,true,2026-04-17T07:41:14Z
000990.KS,000990,.KS,KRX,"DB HiTek Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
001040.KS,001040,.KS,KRX,CJ Corporation,secondary_review,true,2026-04-17T07:41:14Z
001230.KS,001230,.KS,KRX,"Dongkuk Steel Mill Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
001430.KS,001430,.KS,KRX,SeAH Besteel Holdings,secondary_review,true,2026-04-17T07:41:14Z
001440.KS,001440,.KS,KRX,"Taihan Cable & Solution Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
001450.KS,001450,.KS,KRX,"Hyundai Marine & Fire Insurance Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
002380.KS,002380,.KS,KRX,KCC Corporation,secondary_review,true,2026-04-17T07:41:14Z
003030.KS,003030,.KS,KRX,SeAH Steel Holdings,secondary_review,true,2026-04-17T07:41:14Z
003160.KS,003160,.KS,KRX,DI Corp,secondary_review,true,2026-04-17T07:41:14Z
003230.KS,003230,.KS,KRX,Samyang Foods,secondary_review,true,2026-04-17T07:41:14Z
003550.KS,003550,.KS,KRX,LG Corporation,secondary_review,true,2026-04-17T07:41:14Z
003670.KS,003670,.KS,KRX,"POSCO Future M Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
003690.KS,003690,.KS,KRX,Korean Reinsurance Company,secondary_review,true,2026-04-17T07:41:14Z
004020.KS,004020,.KS,KRX,"Hyundai Steel Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
004170.KS,004170,.KS,KRX,Shinsegae Inc.,secondary_review,true,2026-04-17T07:41:14Z
004370.KS,004370,.KS,KRX,"Nongshim Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
004800.KS,004800,.KS,KRX,Hyosung Corporation,secondary_review,true,2026-04-17T07:41:14Z
004990.KS,004990,.KS,KRX,Lotte Corporation,secondary_review,true,2026-04-17T07:41:14Z
005180.KS,005180,.KS,KRX,"Binggrae Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
005300.KS,005300,.KS,KRX,"Lotte Chilsung Beverage Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
005380.KS,005380,.KS,KRX,Hyundai Motor Company,secondary_review,true,2026-04-17T07:41:14Z
005490.KS,005490,.KS,KRX,POSCO,secondary_review,true,2026-04-17T07:41:14Z
005830.KS,005830,.KS,KRX,"DB Insurance Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
005930.KS,005930,.KS,KRX,"Samsung Electronics Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
005940.KS,005940,.KS,KRX,NH Investment & Securities,secondary_review,true,2026-04-17T07:41:14Z
006040.KS,006040,.KS,KRX,"Dongwon Industries, Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
006400.KS,006400,.KS,KRX,"Samsung SDI Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
006800.KS,006800,.KS,KRX,"Mirae Asset Securities Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
007310.KS,007310,.KS,KRX,Ottogi Corporation,secondary_review,true,2026-04-17T07:41:14Z
007340.KS,007340,.KS,KRX,DN Automotive Corp.,secondary_review,true,2026-04-17T07:41:14Z
008770.KS,008770,.KS,KRX,"Hotel Shilla Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
009150.KS,009150,.KS,KRX,Samsung Electro-Mechanics,secondary_review,true,2026-04-17T07:41:14Z
009270.KS,009270,.KS,KRX,Shinwon Corporation,secondary_review,true,2026-04-17T07:41:14Z
009830.KS,009830,.KS,KRX,Hanwha Solutions Corporation,secondary_review,true,2026-04-17T07:41:14Z
010060.KS,010060,.KS,KRX,OCI Company Ltd.,secondary_review,true,2026-04-17T07:41:14Z
010130.KS,010130,.KS,KRX,"Korea Zinc Company, Ltd.",secondary_review,true,2026-04-17T07:41:14Z
010140.KS,010140,.KS,KRX,"Samsung Heavy Industries Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
010950.KS,010950,.KS,KRX,S-OIL Corporation,secondary_review,true,2026-04-17T07:41:14Z
011070.KS,011070,.KS,KRX,LG Innotek Co. Ltd.,secondary_review,true,2026-04-17T07:41:14Z
011170.KS,011170,.KS,KRX,Lotte Chemical Corporation,secondary_review,true,2026-04-17T07:41:14Z
011200.KS,011200,.KS,KRX,HMM Company Limited,secondary_review,true,2026-04-17T07:41:14Z
011780.KS,011780,.KS,KRX,"Kumho Petrochemical Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
012330.KS,012330,.KS,KRX,Hyundai Mobis Company Limited,secondary_review,true,2026-04-17T07:41:14Z
015760.KS,015760,.KS,KRX,Korea Electric Power Corporation,secondary_review,true,2026-04-17T07:41:14Z
016360.KS,016360,.KS,KRX,"Samsung Securities Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
016380.KS,016380,.KS,KRX,"KG Steel Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
017670.KS,017670,.KS,KRX,"SK Telecom Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
017800.KS,017800,.KS,KRX,"Hyundai Elevator Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
018260.KS,018260,.KS,KRX,Samsung SDS Co. Ltd.,secondary_review,true,2026-04-17T07:41:14Z
018880.KS,018880,.KS,KRX,"Hanon Systems Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
020560.KS,020560,.KS,KRX,Asiana Airlines,secondary_review,true,2026-04-17T07:41:14Z
021240.KS,021240,.KS,KRX,"Coway Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
023530.KS,023530,.KS,KRX,"Lotte Shopping Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
024110.KS,024110,.KS,KRX,Industrial Bank of Korea,secondary_review,true,2026-04-17T07:41:14Z
028050.KS,028050,.KS,KRX,"Samsung E&A Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
028100.KS,028100,.KS,KRX,Dong-Ah Geological Engineering Co. Ltd.,secondary_review,true,2026-04-17T07:41:14Z
028260.KS,028260,.KS,KRX,Samsung C&T Corporation,secondary_review,true,2026-04-17T07:41:14Z
028670.KS,028670,.KS,KRX,"Pan Ocean Co., Ltd.",secondary_review,true,2026-04-17T07:41:14Z
029780.KS,029780,.KS,KRX,"Samsung Card Co, Ltd.",secondary_review,true,2026-04-17T07:41:14Z
030000.KS,030000,.KS,KRX,Cheil Worldwide Inc.,secondary_review,true,2026-04-17T07:41:14Z
030200.KS,030200,.KS,KRX,KT Corporation,secondary_review,true,2026-04-17T07:41:14Z
031210.KS,031210,.KS,KRX,Seoul Guarantee Insurance Company,secondary_review,true,2026-04-17T07:41:14Z
032640.KS,032640,.KS,KRX,LG Uplus Corp.,secondary_review,true,2026-04-17T07:41:14Z
032830.KS,032830,.KS,KRX,Samsung Life Insurance,secondary_review,true,2026-04-17T07:41:14Z
033780.KS,033780,.KS,KRX,KT&G Corporation,secondary_review,true,2026-04-17T07:41:14Z
