ticker,exchange,asset_type,name,mcd_security_symbol,mcd_security_name,mcd_security_type,mcd_market_type,mcd_sector,mcd_isin,mcd_issuer_name,issuer_registration_match,name_token_subset_match,decision,source_url,identity_gate_context
BWRQ,MSX,Stock,BAWAREQ NIZWA,BWRQ,BAWAREQ NIZWA,BOND,Third Market,Services,OM0000006755,BAWAREQ NIZWA INTERNATIONAL FOR INVESTMENT SAOC,True,True,accept,https://www.mcd.om/en/Default/Statistic/ListedInstrumentsInfo,symbol_exact_match=true;valid_isin_checksum=true;om_isin_prefix=true;issuer_registration_match=true;name_token_subset_match=true
