listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::AGGE,AGGE,AMS,ETF,iShares Global Aggregate Bond ESG UCITS ETF USD Distribution,Ireland,IE,IE000U6US1Q0,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG0127JM322,
AMS::TAT,TAT,AMS,ETF,VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,Australia,AU,AU000000R3D8,Government Bonds,reference_gap,Only weak cross-exchange collision evidence exists for this listing.,,,True,,,
ASX::ESTX,ESTX,ASX,ETF,Global X Euro STOXX 50 ETF,Australia,AU,AU00000ESTX4,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG00DB3RNK0,
ASX::LGF,LGF,ASX,ETF,L1 GOLD FUND LIMITED,Australia,AU,,,verified,Matched active official exchange directory listing.,L1 GOLD FUND LIMITED,asx_listed_companies,False,,,
ASX::QMIX,QMIX,ASX,ETF,SPDR MSCI World Quality MIX ETF,Australia,AU,AU00000QMIX4,Developed Markets,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG009PKCP45,
B3::B5P211,B5P211,B3,ETF,It Now Ima-B5 P2 Fundo De Indice,Brazil,BR,,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
B3::CPTI11,CPTI11,B3,ETF,Capitania Infra Fic Fi Infra Rf Cp,Brazil,BR,,Financials,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
B3::QSOL11,QSOL11,B3,ETF,QR CME CF SOLANA D. R. R. F. DE Í. I. NO E. R. LIM,Brazil,BR,,,verified,Matched active official exchange directory listing.,QR CME CF SOLANA D. R. R. F. DE Í. I. NO E. R. LIM,b3_instruments_equities,True,,,
BATS::ARKD,ARKD,BATS,ETF,ARK DIET Q1 Buffer ETF,United States,US,,,verified,Matched active official exchange directory listing.,ARK DIET Q1 Buffer ETF,nasdaq_other_listed,True,,,
BATS::BUYZ,BUYZ,BATS,ETF,Franklin Disruptive Commerce ETF,United States,US,US35473P5382,Growth,verified,Matched active official exchange directory listing.,Franklin Disruptive Commerce ETF,nasdaq_other_listed,True,,,
BATS::DLNV,DLNV,BATS,ETF,FT Vest U.S. Equity Dual Directional Buffer ETF November,United States,US,,,verified,Matched active official exchange directory listing.,FT Vest U.S. Equity Dual Directional Buffer ETF - November,nasdaq_other_listed,True,,,
BATS::FLHY,FLHY,BATS,ETF,Franklin Liberty High Yield Corporate ETF,United States,US,US35473P6299,High Yield Bonds,verified,Matched active official exchange directory listing.,Franklin High Yield Corporate ETF,nasdaq_other_listed,True,,,
BATS::HYXU,HYXU,BATS,ETF,iShares International High Yield Bond ETF,United States,US,US4642862100,High Yield Bonds,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
BATS::KCOP,KCOP,BATS,ETF,Kurv Copper & Mining Enhanced I,United States,US,,,verified,Matched active official exchange directory listing.,Kurv Copper & Mining Enhanced Income ETF,nasdaq_other_listed,True,,,
BATS::MSTZ,MSTZ,BATS,ETF,T-REX 2X Inverse MSTR Daily Target ETF,United States,US,,,verified,Matched active official exchange directory listing.,T-Rex 2X Inverse MSTR Daily Target ETF,nasdaq_other_listed,True,,,
BATS::PBNV,PBNV,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - November,United States,US,,,verified,Matched active official exchange directory listing.,PGIM S&P 500 Buffer 20 ETF - November,nasdaq_other_listed,True,,,
BATS::RSST,RSST,BATS,ETF,Return Stacked U.S. Stocks & Managed Futures ETF,United States,US,US88636J8163,,verified,Matched active official exchange directory listing.,Return Stacked U.S. Stocks & Managed Futures ETF,nasdaq_other_listed,True,,,
BATS::TMFC,TMFC,BATS,ETF,Motley Fool 100 Index ETF,United States,US,US74933W6012,Large Cap,verified,Matched active official exchange directory listing.,Motley Fool 100 Index ETF ETF,nasdaq_other_listed,True,,,
BATS::XDAT,XDAT,BATS,ETF,Franklin Exponential Data ETF,United States,US,US35473P4708,Growth,verified,Matched active official exchange directory listing.,Franklin Exponential Data ETF,nasdaq_other_listed,True,,,
Euronext::5OGU,5OGU,Euronext,ETF,Ossiam Lux - Ossiam Shiller Barclays Cape Global Sector Value Trust Ucits ETF,Luxembourg,LU,LU2555926372,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG01CCVTRC6,
Euronext::EBBB,EBBB,Euronext,ETF,Amundi Index Solutions - Amundi Index Euro Corp BBB 1-5 UCITS ETF DR,Luxembourg,LU,LU1525418643,Corporate Bonds,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG00FPGH3X2,
Euronext::MJP,MJP,Euronext,ETF,HSBC MSCI Japan UCITS ETF,Ireland,IE,IE00B5VX7566,Financials,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG000R1KXT1,
Euronext::WLDH,WLDH,Euronext,ETF,Amundi MSCI World II UCITS ETF EUR Hedged Dist,France,FR,FR0011660927,Developed Markets,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG005ZPDWX3,
JSE::STXCAP,STXCAP,JSE,ETF,Indexco Limited - IndexCo Satrix Capped All Share ETF,South Africa,ZA,ZAE000303905,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::0041D0,0041D0,KRX,ETF,0041D0,South Korea,KR,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::152870,152870,KRX,ETF,KyoboAXA POWER K200 ETF,South Korea,KR,KR7152870002,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::251350,251350,KRX,ETF,KODEX MSCI World,South Korea,KR,KR7251350005,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::292160,292160,KRX,ETF,MiraeAsset TIGER KRX300 ETF,South Korea,KR,KR7292160009,Developed Markets,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::371150,371150,KRX,ETF,KBSTAR China Hang Seng TECH,South Korea,KR,KR7371150004,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::419890,419890,KRX,ETF,HEROES Short-Term Bond ESG Active,South Korea,KR,KR7419890009,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::450190,450190,KRX,ETF,Samsung Kodex Korea China Semiconductor ETF,South Korea,KR,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::466940,466940,KRX,ETF,466940,South Korea,KR,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
KRX::484880,484880,KRX,ETF,484880,South Korea,KR,,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
LSE::0VRH,0VRH,LSE,ETF,iShares ETF (CH) - iShares Swiss Dividend (CH),Switzerland,CH,CH0237935637,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
LSE::3LRR,3LRR,LSE,ETF,GraniteShares 3x Long Rolls-Royce Daily ETC,United Kingdom,GB,XS2066850772,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
LSE::AGAP,AGAP,LSE,ETF,WisdomTree Agriculture,United Kingdom,GB,GB00B15KYH63,,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
LSE::BBSU,BBSU,LSE,ETF,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (acc) GBP,Ireland,IE,IE00BJK9H753,Developed Markets,reference_gap,No official exchange directory is wired for this exchange yet.,,,False,,,
