listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::IX5A,IX5A,AMS,ETF,iShares € Corp Bond ex-Financials 1-5yr ESG UCITS ETF EUR (Acc),Ireland,IE,IE00BKT6BH25,Corporate Bonds,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG00Q9ZYQT9,
ASX::CUIV,CUIV,ASX,ETF,CB GLBL Infrastructure Value Active ETF,Australia,AU,AU0000389462,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,,
ASX::IMLC,IMLC,ASX,ETF,IML Concentrated Aus Share Fund - Active ETF,Australia,AU,AU0000286684,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG01HMLF931,
ASX::PE1,PE1,ASX,ETF,PENGANA PRIVATE EQUITY TRUST,Australia,AU,AU0000039521,Financials,verified,Matched active official exchange directory listing.,PENGANA PRIVATE EQUITY TRUST,asx_listed_companies,False,,BBG00NF13XK2,
ASX::WXHG,WXHG,ASX,ETF,SPDR S&P World Ex Aus Carbon Aware (Hedged) ETF,Australia,AU,AU00000WXHG6,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG004JY8SY9,
B3::BOVV11,BOVV11,B3,ETF,IT NOW IBOVESPA FUNDO DE ÍNDICE,Brazil,BR,,Financials,verified,Matched active official exchange directory listing.,IT NOW IBOVESPA FUNDO DE ÍNDICE,b3_instruments_equities,True,,,
B3::NLFA11,NLFA11,B3,ETF,Nu Letras Financeiras Anbima Classe De Índice - Responsabilidade Limitada,Brazil,BR,,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
BATS::ADME,ADME,BATS,ETF,Aptus Drawdown Managed Equity ETF,United States,US,US26922A7845,Blend,verified,Matched active official exchange directory listing.,Aptus Drawdown Managed Equity ETF,nasdaq_other_listed,True,,,
BATS::BRLN,BRLN,BATS,ETF,Blackrock ETF Trust II - Floating Rate Loan ETF,United States,US,US0925284053,,verified,Matched active official exchange directory listing.,iShares Floating Rate Loan Active ETF,nasdaq_other_listed,True,,,
BATS::DECP,DECP,BATS,ETF,PGIM US Large-Cap Buffer 12 ETF - December,United States,US,,,verified,Matched active official exchange directory listing.,PGIM S&P 500 Buffer 12 ETF - December,nasdaq_other_listed,True,,,
BATS::FDEM,FDEM,BATS,ETF,Fidelity® Emerging Markets Multifactor ETF,United States,US,US3160925430,Emerging Markets,verified,Matched active official exchange directory listing.,Fidelity Emerging Markets Multifactor ETF,nasdaq_other_listed,True,,,
