ticker,exchange,asset_type,name,nyse_symbol,nyse_issuer_name,nyse_issue_name,nyse_instrument_type,nyse_isin,nyse_asset_class,nyse_strategy,isin_update,category_update,decision
HSLV,NYSE MKT,Stock,Highlander Silver Corp.,,,,,,,,,,no_nyse_sample_match
HVAC,NYSE ARCA,ETF,AdvisorShares Trust,,,,,,,,,,no_nyse_sample_match
HYP,NASDAQ,ETF,Golden Eagle Dynamic Hypergrowth ETF,,,,,,,,,,no_nyse_sample_match
IBIM,NYSE ARCA,ETF,iShares iBonds Oct 2036 Term TIPS ETF,,,,,,,,,,no_nyse_sample_match
ICPY,NYSE ARCA,ETF,"Tweedy, Browne International Insider + Value ETF",,,,,,,,,,no_nyse_sample_match
IDEQ,NYSE ARCA,ETF,Lazard Active ETF Trust - Lazard International Dynamic Equity ETF,,,,,,,,,,no_nyse_sample_match
IDYN,NYSE ARCA,ETF,iShares International Equity Factor Rotation Active ETF,,,,,,,,,,no_nyse_sample_match
IFED,NYSE ARCA,ETF,ETRACS IFED Invest with the Fed TR Index ETN,IFED,UBS AG,ETRACS IFED Invest with the Fed TR Index ETN,ETN,US90278V7689,EQUITY,INDEX,,Equity,accept_etf_category
IFLN,NYSE ARCA,ETF,Invesco Bloomberg Enhanced Fallen Angels ETF,,,,,,,,,,no_nyse_sample_match
IGME,NYSE ARCA,ETF,Bitwise GME Option Income Strategy ETF,,,,,,,,,,no_nyse_sample_match
INRO,NASDAQ,ETF,BlackRock U.S. Industry Rotation ETF,,,,,,,,,,name_mismatch
IQMM,NYSE ARCA,ETF,ProShares GENIUS Money Market ETF,,,,,,,,,,no_nyse_sample_match
IRAB-UN,NYSE,Stock,Iris Acquisition Corp II,,,,,,,,,,no_nyse_sample_match
IROC,BATS,ETF,Invesco Rochester High Yield Municipal ETF,,,,,,,,,,no_nyse_sample_match
ITHA,NASDAQ,Stock,ITHAX Acquisition Corp III Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
ITOC,NASDAQ,Stock,iTonic Holdings Ltd.,,,,,,,,,,no_nyse_sample_match
IVSS,NASDAQ,ETF,Applied Finance IVS US SMID ETF,,,,,,,,,,no_nyse_sample_match
JA,NYSE ARCA,ETF,Janus Henderson AA-A CLO ETF,,,,,,,,,,no_nyse_sample_match
JABS,NYSE ARCA,ETF,Janus Detroit Street Trust,,,,,,,,,,no_nyse_sample_match
JAGU,NYSE MKT,Stock,Jaguar Uranium Corp.,,,,,,,,,,no_nyse_sample_match
JANM,BATS,ETF,FT Vest U.S. Equity Max Buffer ETF - January,,,,,,,,,,no_nyse_sample_match
JCHI,NYSE ARCA,ETF,JPMorgan Active China ETF,JCHI,J.P. Morgan Exchange-Traded Fund Trust,JPMorgan Active China ETF,ETF,US46654Q8805,EQUITY,ACTIVE,,Equity,accept_etf_category
JF,NASDAQ,Stock,J and Friends Holdings Limited,,,,,,,,,,no_nyse_sample_match
JHCP,NYSE ARCA,ETF,JHancock Core Plus Bond ETF,,,,,,,,,,no_nyse_sample_match
JHCR,NYSE ARCA,ETF,JHancock Core Bond ETF,,,,,,,,,,no_nyse_sample_match
JHLN,NYSE ARCA,ETF,JHancock Global Senior Loan ETF,,,,,,,,,,no_nyse_sample_match
JIDE,NYSE ARCA,ETF,JPMorgan International Dynamic ETF,,,,,,,,,,no_nyse_sample_match
JPIE,NYSE ARCA,ETF,JPMorgan Income ETF,JPIE,J.P. Morgan Exchange-Traded Fund Trust,JPMorgan Income ETF,ETF,US46641Q1590,FIXED_INCOME,ACTIVE,,Fixed Income,accept_etf_category
JPO,NYSE ARCA,ETF,YieldMax JP Option Income Strategy ETF,,,,,,,,,,no_nyse_sample_match
JULP,BATS,ETF,PGIM US Large-Cap Buffer 12 ETF - July,JULP,PGIM US Large-Cap Buffer 12 ETF - July,ETF,ETF,US69420N8415,,,US69420N8415,,accept_isin
JUNP,BATS,ETF,PGIM US Large-Cap Buffer 12 ETF - June,JUNP,PGIM US Large-Cap Buffer 12 ETF - June,ETF,ETF,US69420N8662,,,US69420N8662,,accept_isin
KAUG,BATS,ETF,Innovator U.S. Small Cap Power Buffer ETF,KAUG,Innovator U.S. Small Cap Power Buffer ETF - August,ETF,ETF,US45783Y1376,,,US45783Y1376,,accept_isin
KKRT,NYSE,Stock,KKR & Co. Inc. 6.875% Subordina,,,,,,,,,,no_nyse_sample_match
KNCT,NYSE ARCA,ETF,Invesco Next Gen Connectivity ETF,KNCT,Invesco Exchange-Traded Fund Trust,Invesco Next Gen Connectivity ETF,ETF,US46137V6882,EQUITY,INDEX,,Equity,accept_etf_category
KRAQ,NASDAQ,Stock,KRAKacquisition Corp Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
KRSP-UN,NYSE,Stock,Rice Acquisition Corporation 3,,,,,,,,,,no_nyse_sample_match
KRUZ,BATS,ETF,Unusual Whales Subversive Republican Trading ETF,KRUZ,Unusual Whales Subversive Republican Trading ETF,ETF,ETF,US81752T4940,,,,,no_update
KRYP,NYSE ARCA,ETF,ProShares CoinDesk 20 Crypto ETF,,,,,,,,,,no_nyse_sample_match
LAYS,NASDAQ,ETF,STKd 100% NVDA & 100% AMD ETF,,,,,,,,,,no_nyse_sample_match
LDDR,BATS,ETF,Stone Ridge 2035 Term Income ETF,,,,,,,,,,no_nyse_sample_match
LFAI,BATS,ETF,Stone Ridge 2050 Longevity Income ETF,LFAI,Stone Ridge 2050 Longevity Income ETF,ETF,ETF,US86172A5121,,,US86172A5121,,accept_isin
LFAO,BATS,ETF,Stone Ridge 2055 Longevity Income ETF,LFAO,Stone Ridge 2055 Longevity Income ETF,ETF,ETF,US86172A4546,,,US86172A4546,,accept_isin
LFAW,BATS,ETF,Stone Ridge 2060 Longevity Income ETF,LFAW,Stone Ridge 2060 Longevity Income ETF,ETF,ETF,US86172A3977,,,US86172A3977,,accept_isin
LFDR,BATS,ETF,Stone Ridge Durable Income ETF,,,,,,,,,,no_nyse_sample_match
LGHT,NYSE ARCA,ETF,Langar Global Healthtech ETF,LGHT,Spinnaker ETF Series,Langar Global HealthTech ETF,ETF,US84858T8633,EQUITY,ACTIVE,,Equity,accept_etf_category
LHSW,NASDAQ,Stock,Lianhe Sowell International Group Ltd Ordinary Shares,,,,,,,,,,no_nyse_sample_match
LPCV,NASDAQ,Stock,Launchpad Cadenza Acquisition Corp I Class A Ordinary Share,,,,,,,,,,no_nyse_sample_match
LSGR,NYSE ARCA,ETF,Natixis ETF Trust II,,,,,,,,,,name_mismatch
LTAX,NYSE ARCA,ETF,Nomura ETF Trust,,,,,,,,,,no_nyse_sample_match
LVLN,NYSE ARCA,ETF,State Street SPDR S&P Leveraged Loan ETF,,,,,,,,,,no_nyse_sample_match
MANI,NYSE ARCA,ETF,Man ETF Series Trust,,,,,,,,,,no_nyse_sample_match
MAYM,BATS,ETF,FT Vest U.S. Equity Max Buffer ETF - May,,,,,,,,,,no_nyse_sample_match
MAYP,BATS,ETF,PGIM US Large-Cap Buffer 12 ETF - May,MAYP,PGIM US Large-Cap Buffer 12 ETF - May,ETF,ETF,US69420N8829,,,US69420N8829,,accept_isin
MD,NYSE,Stock,"Pediatrix Medical Group, Inc.",MD,"Pediatrix Medical Group, Inc",Common Stock,A,US58502B1061,,,US58502B1061,,accept_isin
MDAA,NYSE ARCA,ETF,Myriad Dynamic Asset Allocation ETF,,,,,,,,,,no_nyse_sample_match
MDPL,BATS,ETF,Northern Lights Fund Trust IV - Monarch Dividend Plus Index ETF,,,,,,,,,,name_mismatch
MEME,NYSE ARCA,ETF,Roundhill ETF Trust,,,,,,,,,,no_nyse_sample_match
MESH,NASDAQ,Stock,Meshflow Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
MEVO,NASDAQ,Stock,M Evo Global Acquisition Corp II Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
MHY,NYSE ARCA,ETF,Man ETF Series Trust,,,,,,,,,,no_nyse_sample_match
MINY,NYSE ARCA,ETF,YieldMax Strategic Metals & Mining Portfolio Option Income ETF,,,,,,,,,,no_nyse_sample_match
MJSC,NYSE ARCA,ETF,MUFG Japan Small Cap Active ETF,,,,,,,,,,no_nyse_sample_match
MKAM,NASDAQ,ETF,MKAM ETF,,,,,,,,,,name_mismatch
MMID,NYSE,ETF,MFS Active Exchange Traded Funds Trust,,,,,,,,,,no_nyse_sample_match
MMKT,NYSE,ETF,Texas Capital Funds Trust,MMKT,Texas Capital Funds Trust,Texas Capital Government Money Market ETF,ETF,US88224A5083,FIXED_INCOME,ACTIVE,,Fixed Income,accept_etf_category
MMM,NYSE,Stock,3M Company,,,,,,,,,,name_mismatch
MMMA,NYSE ARCA,ETF,NYLI MacKay Muni Allocation ETF,,,,,,,,,,no_nyse_sample_match
MMTX,NASDAQ,Stock,Miluna Acquisition Corp Class A Ordinary Share,,,,,,,,,,no_nyse_sample_match
MNVT,NASDAQ,ETF,Moonvest ETF,,,,,,,,,,no_nyse_sample_match
MNZL,NASDAQ,ETF,Manzil Russell Halal USA Broad Market ETF,,,,,,,,,,no_nyse_sample_match
MOVE,NASDAQ,Stock,"Corvex, Inc.",,,,,,,,,,name_mismatch
MPLY,BATS,ETF,Strategy Shares Monopoly ETF,,,,,,,,,,no_nyse_sample_match
MQQQ,NASDAQ,ETF,Tradr 2X Long Triple Q Monthly ETF,MQQQ,Tradr 2X Long Triple Q Monthly ETF,ETF,ETS,US46144X3391,,,US46144X3391,,accept_isin
MRCP,BATS,ETF,PGIM Rock ETF Trust - PGIM US Large-Cap Buffer 12 ETF - March,MRCP,PGIM US Large-Cap Buffer 12 ETF - March,ETF,ETF,US69420N5023,,,US69420N5023,,accept_isin
MRNX,NYSE ARCA,ETF,Defiance Daily Target 2X Long MRNA ETF,,,,,,,,,,no_nyse_sample_match
MSSS,BATS,ETF,Northern Lights Fund Trust IV - Monarch Select Subsector Index ETF,,,,,,,,,,name_mismatch
MTB,NYSE,Stock,M&T Bank Corporation,,,,,,,,,,name_mismatch
MULT,NASDAQ,ETF,Franklin Multisector Income ETF,,,,,,,,,,no_nyse_sample_match
MUNX,NYSE ARCA,ETF,AMG ETF Trust,,,,,,,,,,no_nyse_sample_match
MUSI,NYSE ARCA,ETF,American Century Multisector Income ETF,MUSI,American Century ETF Trust,American Century Multisector Income ETF,ETF,US0250723980,FIXED_INCOME,ACTIVE,,Fixed Income,accept_etf_category
MUU,NASDAQ,ETF,Direxion Daily MU Bull 2X Shares,MUU,Direxion Daily MU Bull 2X Shares,ETF,ETF,US25461A5285,,,US25461A5285,,accept_isin
MVFD,BATS,ETF,Northern Lights Fund Trust IV - Monarch Volume Factor Dividend Tree Index ETF,MVFD,Monarch Volume Factor Dividend Tree Index ETF,ETF,ETF,US66537J8201,,,US66537J8201,,accept_isin
MVFG,BATS,ETF,Northern Lights Fund Trust IV - Monarch Volume Factor Global Unconstrained Index ETF,MVFG,Monarch Volume Factor Global Unconstrained Index ETF,ETF,ETF,US66537J8128,,,US66537J8128,,accept_isin
MVPL,NYSE ARCA,ETF,Miller Value Ptnrs Leverage ETF,MVPL,Advisor Managed Portfolios,Miller Value Partners Leverage ETF,ETF,US00777X5538,EQUITY,ACTIVE,US00777X5538,,accept_isin
MYCF,NASDAQ,ETF,SPDR SSGA My2026 Corporate Bond ETF,MYCF,SPDR SSGA My2026 Corporate Bond ETF,ETF,ETF,US78470P8207,,,US78470P8207,,accept_isin
MYCG,NASDAQ,ETF,SPDR SSGA My2027 Corporate Bond ETF,MYCG,SPDR SSGA My2027 Corporate Bond ETF,ETF,ETF,US78470P8124,,,US78470P8124,,accept_isin
MYCH,NASDAQ,ETF,SPDR SSGA My2028 Corporate Bond ETF,MYCH,SPDR SSGA My2028 Corporate Bond ETF,ETF,ETF,US78470P7969,,,US78470P7969,,accept_isin
MYCI,NASDAQ,ETF,SPDR SSGA My2029 Corporate Bond ETF,MYCI,SPDR SSGA My2029 Corporate Bond ETF,ETF,ETF,US78470P7886,,,US78470P7886,,accept_isin
MYCJ,NASDAQ,ETF,SPDR SSGA My2030 Corporate Bond ETF,MYCJ,SPDR SSGA My2030 Corporate Bond ETF,ETF,ETF,US78470P7704,,,US78470P7704,,accept_isin
MYCK,NASDAQ,ETF,SPDR SSGA My2031 Corporate Bond ETF,MYCK,SPDR SSGA My2031 Corporate Bond ETF,ETF,ETF,US78470P7621,,,US78470P7621,,accept_isin
MYCL,NASDAQ,ETF,SPDR SSGA My2032 Corporate Bond ETF,MYCL,SPDR SSGA My2032 Corporate Bond ETF,ETF,ETF,US78470P7548,,,US78470P7548,,accept_isin
MYCM,NASDAQ,ETF,SPDR SSGA My2033 Corporate Bond ETF,MYCM,SPDR SSGA My2033 Corporate Bond ETF,ETF,ETF,US78470P7472,,,US78470P7472,,accept_isin
MYCN,NASDAQ,ETF,SPDR SSGA My2034 Corporate Bond ETF,MYCN,SPDR SSGA My2034 Corporate Bond ETF,ETF,ETF,US78470P7399,,,US78470P7399,,accept_isin
MYCO,NASDAQ,ETF,SPDR SSGA My2035 Corporate Bond ETF,,,,,,,,,,no_nyse_sample_match
MYMF,NASDAQ,ETF,SPDR SSGA My2026 Municipal Bond ETF,MYMF,SPDR SSGA My2026 Municipal Bond ETF,ETF,ETF,US78470P7217,,,US78470P7217,,accept_isin
MYMG,NASDAQ,ETF,SPDR SSGA My2027 Municipal Bond ETF,MYMG,SPDR SSGA My2027 Municipal Bond ETF,ETF,ETF,US78470P7134,,,US78470P7134,,accept_isin
MYMH,NASDAQ,ETF,SPDR SSGA My2028 Municipal Bond ETF,MYMH,SPDR SSGA My2028 Municipal Bond ETF,ETF,ETF,US78470P6979,,,US78470P6979,,accept_isin
MYMI,NASDAQ,ETF,SPDR SSGA My2029 Municipal Bond ETF,MYMI,SPDR SSGA My2029 Municipal Bond ETF,ETF,ETF,US78470P6896,,,US78470P6896,,accept_isin
MYMJ,NASDAQ,ETF,SPDR SSGA My2030 Municipal Bond ETF,MYMJ,SPDR SSGA My2030 Municipal Bond ETF,ETF,ETF,US78470P6714,,,US78470P6714,,accept_isin
MYMK,NASDAQ,ETF,SPDR SSGA My2031 Municipal Bond ETF,,,,,,,,,,no_nyse_sample_match
MZYX-UN,NYSE,Stock,MOZAYYX Acquisition Corp.,,,,,,,,,,no_nyse_sample_match
NBDS,NYSE ARCA,ETF,Neuberger Berman Disrupters ETF,NBDS,Neuberger Berman ETF Trust,Neuberger Berman Disrupters ETF,ETF,US64135A2006,EQUITY,ACTIVE,,Equity,accept_etf_category
NBRG,NASDAQ,Stock,Newbridge Acquisition Limited Class A Ordinary Share,,,,,,,,,,no_nyse_sample_match
NDAA,NASDAQ,ETF,Ned Davis Research 360 Dynamic Allocation ETF,NDAA,Ned Davis Research 360 Dynamic Allocation ETF,ETF,ETF,US8863642562,,,,,no_update
NETX,BATS,ETF,Tradr 2X Long NET Daily ETF,,,,,,,,,,no_nyse_sample_match
NFLP,BATS,ETF,Kurv Yield Prm Stgy Netflix (NFLX) ETF,,,,,,,,,,name_mismatch
NFXL,NASDAQ,ETF,Direxion Daily NFLX Bull 2X Shares,NFXL,Direxion Daily NFLX Bull 2X Shares,ETF,ETS,US25461A8826,,,US25461A8826,,accept_isin
NFXS,NASDAQ,ETF,Direxion Daily NFLX Bear 1X Shares,NFXS,Direxion Daily NFLX Bear 1X Shares,ETF,ETS,US25461A2050,,,US25461A2050,,accept_isin
NITE,NYSE ARCA,ETF,The Nightview ETF,,,,,,,,,,name_mismatch
NIXT,NASDAQ,ETF,Research Affiliates Deletions ETF,NIXT,Research Affiliates Deletions ETF,ETF,ETF,US02072L2271,,,,,no_update
NMBL,NYSE ARCA,ETF,NovaTide Flexible Allocation ETF,,,,,,,,,,no_nyse_sample_match
NMP,NASDAQ,Stock,NMP Acquisition Corp.,,,,,,,,,,no_nyse_sample_match
NOVP,BATS,ETF,PGIM US Large-Cap Buffer 12 ETF - November,NOVP,PGIM US Large-Cap Buffer 12 ETF - November,ETF,ETF,US69420N7342,,,US69420N7342,,accept_isin
NUKX,NYSE ARCA,ETF,Nicholas Nuclear Income ETF,,,,,,,,,,no_nyse_sample_match
NVD,NASDAQ,ETF,GraniteShares 1.5x Short NVDA Daily ETF,NVD,GraniteShares 2x Short NVDA Daily ETF,ETF,ETS,US38747R6291,,,US38747R6291,,accept_isin
NVDB,NYSE ARCA,ETF,ProShares Ultra NVDA ETF,,,,,,,,,,no_nyse_sample_match
NWAX-UN,NYSE,Stock,New America Acquisition I Corp.,,,,,,,,,,no_nyse_sample_match
NXDR,NYSE,Stock,"Nextdoor Holdings, Inc. Class A",,,,,,,,,,no_nyse_sample_match
NXTE,NYSE ARCA,ETF,Investment Managers Series Trust II - AXS Sustainable Alpha ETF,NXTE,Investment Managers Series Trust II,AXS Green Alpha ETF,ETF,US46144X5867,EQUITY,ACTIVE,,Equity,accept_etf_category
NXUS,NYSE ARCA,ETF,Nuveen International Aggregate Bond ETF,,,,,,,,,,no_nyse_sample_match
OAKG,NYSE ARCA,ETF,Harris Oakmark ETF Trust,,,,,,,,,,no_nyse_sample_match
OAKI,NYSE ARCA,ETF,Harris Oakmark ETF Trust,,,,,,,,,,no_nyse_sample_match
OAKM,NYSE ARCA,ETF,Harris Oakmark ETF Trust,OAKM,Harris Oakmark ETF Trust,Oakmark US Large Cap ETF,ETF,US41456U1060,,,US41456U1060,,accept_isin
OBAI,NASDAQ,Stock,"Our Bond, Inc.",,,,,,,,,,no_nyse_sample_match
OCTP,BATS,ETF,PGIM US Large-Cap Buffer 12 ETF - October,OCTP,PGIM US Large-Cap Buffer 12 ETF - October,ETF,ETF,US69420N7425,,,US69420N7425,,accept_isin
OEFA,NYSE ARCA,ETF,ALPS ETF Trust,,,,,,,,,,no_nyse_sample_match
OFAL,NASDAQ,Stock,OFA Group,,,,,,,,,,no_nyse_sample_match
OILT,NYSE ARCA,ETF,Texas Capital Funds Trust,OILT,Texas Capital Funds Trust,Texas Capital Texas Oil Index ETF,ETF,US88224A3005,EQUITY,INDEX,,Equity,accept_etf_category
OIM,NASDAQ,Stock,OneIM Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
OIO,NASDAQ,Stock,ESGL Holdings Limited,,,,,,,,,,no_nyse_sample_match
OIOWW,NASDAQ,Stock,ESGL Holdings Limited,,,,,,,,,,no_nyse_sample_match
OLOX,NASDAQ,Stock,Olenox Industries Inc.,,,,,,,,,,no_nyse_sample_match
OND,NYSE ARCA,ETF,ProShares On-Demand ETF,OND,ProShares Trust,ProShares On-Demand ETF,ETF,US74347G5238,EQUITY,INDEX,,Equity,accept_etf_category
OWNS,NYSE ARCA,ETF,Quaker Investment Trust,,,,,,,,,,name_mismatch
PAAA,NYSE ARCA,ETF,PGIM ETF Trust,PAAA,PGIM ETF Trust,PGIM AAA CLO ETF,ETF,US69344A8348,FIXED_INCOME,ACTIVE,,Fixed Income,accept_etf_category
PBAP,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - April,PBAP,PGIM US Large-Cap Buffer 20 ETF - April,ETF,ETF,US69420N8092,,,US69420N8092,,accept_isin
PBAU,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - August,PBAU,PGIM US Large-Cap Buffer 20 ETF - August,ETF,ETF,US69420N8175,,,US69420N8175,,accept_isin
PBDC,NYSE ARCA,ETF,Putnam BDC Income ETF,PBDC,Putnam ETF Trust,Putnam BDC Income ETF,ETF,US7467295082,EQUITY,ACTIVE,,Equity,accept_etf_category
PBDE,BATS,ETF,Pgim US Large-Cap Buffer 20 ETF - December,PBDE,PGIM US Large-Cap Buffer 20 ETF - December,ETF,ETF,US69420N7599,,,US69420N7599,,accept_isin
PBFB,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - February,PBFB,PGIM US Large-Cap Buffer 20 ETF - February,ETF,ETF,US69420N4034,,,US69420N4034,,accept_isin
PBFR,BATS,ETF,PGIM Laddered Fund of Buffer 20 ETF,PBFR,PGIM Laddered Fund of Buffer 20 ETF,ETF,ETF,US69420N6922,,,US69420N6922,,accept_isin
PBJL,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - July,PBJL,PGIM US Large-Cap Buffer 20 ETF - July,ETF,ETF,US69420N8332,,,US69420N8332,,accept_isin
PBJN,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - June,PBJN,PGIM US Large-Cap Buffer 20 ETF - June,ETF,ETF,US69420N8589,,,US69420N8589,,accept_isin
PBMR,BATS,ETF,PGIM Rock ETF Trust - PGIM US Large-Cap Buffer 20 ETF - March,PBMR,PGIM US Large-Cap Buffer 20 ETF - March,ETF,ETF,US69420N6013,,,US69420N6013,,accept_isin
PBMY,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - May,PBMY,PGIM US Large-Cap Buffer 20 ETF - May,ETF,ETF,US69420N8746,,,US69420N8746,,accept_isin
PBNV,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - November,PBNV,PGIM US Large-Cap Buffer 20 ETF - November,ETF,ETF,US69420N7672,,,US69420N7672,,accept_isin
PBSE,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - September,PBSE,PGIM US Large-Cap Buffer 20 ETF - September,ETF,ETF,US69420N7839,,,US69420N7839,,accept_isin
PCEM,NYSE ARCA,ETF,Litman Gregory Funds Trust,,,,,,,,,,name_mismatch
PFRL,NYSE ARCA,ETF,PGIM ETF Trust,,,,,,,,,,name_mismatch
PFUT,NYSE ARCA,ETF,Putnam Sustainable Future ETF,PFUT,Putnam ETF Trust,Putnam Sustainable Future ETF,ETF,US7467292014,EQUITY,INDEX,,Equity,accept_etf_category
PHXE-P,NYSE,Stock,"Phoenix Energy One, LLC",,,,,,,,,,no_nyse_sample_match
PJIO,NYSE ARCA,ETF,PGIM ETF Trust,,,,,,,,,,name_mismatch
PLTA,NYSE ARCA,ETF,ProShares Ultra PLTR,,,,,,,,,,no_nyse_sample_match
PLTD,NASDAQ,ETF,Direxion Daily PLTR Bear 1X Shares,,,,,,,,,,no_nyse_sample_match
PLTU,NASDAQ,ETF,Direxion Daily PLTR Bull 2X Shares,,,,,,,,,,no_nyse_sample_match
PLTW,BATS,ETF,PLTR WeeklyPay™ ETF,,,,,,,,,,no_nyse_sample_match
PMIO,NYSE ARCA,ETF,PGIM ETF Trust,,,,,,,,,,name_mismatch
POW,NYSE ARCA,ETF,VistaShares Electrification Supercycle ETF,,,,,,,,,,no_nyse_sample_match
POWR,NYSE ARCA,ETF,iShares US Power Infrastructure Fund,,,,,,,,,,no_nyse_sample_match
PQUS,NYSE ARCA,ETF,Pictet AI Enhanced US Equity ETF,,,,,,,,,,no_nyse_sample_match
PRG,NYSE,Stock,PROG Holdings Inc,,,,,,,,,,name_mismatch
PRSD,NYSE ARCA,ETF,State Street Short Duration IG Public & Private Credit ETF,,,,,,,,,,no_nyse_sample_match
PRVS,NYSE,ETF,Parnassus Income Funds,,,,,,,,,,no_nyse_sample_match
PRXG,NYSE ARCA,ETF,Praxis Funds,,,,,,,,,,no_nyse_sample_match
PRXV,NYSE ARCA,ETF,Praxis Funds,,,,,,,,,,no_nyse_sample_match
PSIL,NYSE ARCA,ETF,AdvisorShares Psychedelics ETF,PSIL,AdvisorShares Trust,AdvisorShares Psychedelics ETF,ETF,US00768Y2972,EQUITY,ACTIVE,,Equity,accept_etf_category
PTA,NYSE,ETF,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,Common Shares of Beneficial Interest,P,US19249X1081,,,US19249X1081,,accept_isin
PTOR,NASDAQ,Stock,Praetorian Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
PUSH,NYSE ARCA,ETF,PGIM ETF Trust,,,,,,,,,,name_mismatch
PVEX,BATS,ETF,TrueShares ConVex Protect ETF,,,,,,,,,,no_nyse_sample_match
PYPU,NYSE ARCA,ETF,Direxion Daily PYPL Bull 2X ETF,,,,,,,,,,no_nyse_sample_match
QAI,NYSE ARCA,ETF,IQ Hedge Multi-Strategy Tracker ETF,QAI,New York Life Investments ETF Trust,NYLI Hedge Multi-Strategy Tracker ETF,ETF,US45409B1070,EQUITY,INDEX,,Equity,accept_etf_category
QBIG,NASDAQ,ETF,Invesco Top QQQ ETF,,,,,,,,,,no_nyse_sample_match
QCMD,NASDAQ,ETF,Direxion Daily QCOM Bear 1X ETF,,,,,,,,,,no_nyse_sample_match
QCMU,NASDAQ,ETF,Direxion Daily QCOM Bull 2X ETF,,,,,,,,,,no_nyse_sample_match
QDTE,BATS,ETF,Roundhill ETF Trust - Roundhill NDX 0DTE Covered Call Strategy ETF,QDTE,Roundhill Innovation-100 0DTE Covered Call Strategy ETF,ETF,ETF,US77926X3044,,,US77926X3044,,accept_isin
QQA,NASDAQ,ETF,Invesco QQQ Income Advantage ETF,QQA,Invesco QQQ Income Advantage ETF,ETF,ETF,US46090A6890,,,,,no_update
QQQP,NASDAQ,ETF,Tradr 2X Long Triple Q Quarterly ETF,QQQP,Tradr 2X Long Triple Q Quarterly ETF,ETF,ETF,US46144X1494,,,US46144X1494,,accept_isin
QUCY,NASDAQ,Stock,Mainz Biomed N.V.,,,,,,,,,,no_nyse_sample_match
QUIZ,NYSE ARCA,ETF,Zacks Quality International ETF,,,,,,,,,,no_nyse_sample_match
QVMT,NYSE ARCA,ETF,Invesco S&P S&P 500 Concentrated QVM ETF,,,,,,,,,,no_nyse_sample_match
RAAR,NYSE ARCA,ETF,Reckoner Yield Enhanced AAA CLO Reinvesting ETF,,,,,,,,,,no_nyse_sample_match
RAAY,NYSE ARCA,ETF,Reckoner Yield Enhanced AAA CLO Annual ETF,,,,,,,,,,no_nyse_sample_match
RARE,NASDAQ,Stock,Ultragenyx,,,,,,,,,,name_mismatch
RAUS,NASDAQ,ETF,RACWI US ETF,,,,,,,,,,no_nyse_sample_match
RBLY,NYSE ARCA,ETF,YieldMax(TM) RBLX Option Income Strategy ETF,,,,,,,,,,no_nyse_sample_match
RCAX,NASDAQ,ETF,Defiance Daily Target 2x Long RCAT ETF,,,,,,,,,,no_nyse_sample_match
RCLR,NYSE ARCA,ETF,Reckoner BBB-B CLO Reinvesting ETF,,,,,,,,,,no_nyse_sample_match
RCLY,NYSE ARCA,ETF,Reckoner BBB-B CLO Annual ETF,,,,,,,,,,no_nyse_sample_match
RDTE,BATS,ETF,Roundhill ETF Trust - Roundhill Small Cap 0DTE Covered Call Strategy ETF,RDTE,Roundhill Small Cap 0DTE Covered Call Strategy ETF,ETF,ETF,US77926X8258,,,US77926X8258,,accept_isin
RDTY,NASDAQ,ETF,YieldMax™ R2000 0DTE Covered Call Strategy ETF,,,,,,,,,,no_nyse_sample_match
RDYY,NYSE ARCA,ETF,YieldMax RDDT Option Income Strategy ETF,,,,,,,,,,no_nyse_sample_match
REFA,NYSE ARCA,ETF,Columbia Research Enhanced International Equity ETF,,,,,,,,,,no_nyse_sample_match
REMG,NASDAQ,ETF,Emerging Markets Active ETF,,,,,,,,,,no_nyse_sample_match
RFAM,NASDAQ,Stock,RF Acquisition Corp III Ordinary Shares,,,,,,,,,,no_nyse_sample_match
RFMZ,NYSE,ETF,RiverNorth Flexible Municipal Income Fund II Inc,RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc.",Common Stock,P,US76883Y1073,,,US76883Y1073,,accept_isin
RGLO,NASDAQ,ETF,Global Equity Active ETF,,,,,,,,,,no_nyse_sample_match
RIBB,NASDAQ,Stock,Ribbon Acquisition Corp Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
RIFR,NASDAQ,ETF,Global Infrastructure Active ETF,,,,,,,,,,no_nyse_sample_match
RISR,NYSE ARCA,ETF,FolioBeyond Rising Rates ETF,,,,,,,,,,name_mismatch
