ticker,exchange,asset_type,name,bse_scrip_code,bse_security_id,bse_name,bse_isin,bse_sector,bse_industry,bse_group,bse_subgroup,sector_update,name_match,isin_match,decision,error
1STCUS,BSE_IN,Stock,First Custodian Fund India Ltd,511122,1STCUS,First Custodian Fund India Ltd,INE609B01018,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
3BBLACKBIO,BSE_IN,Stock,3B BlackBio Dx Ltd,532067,3BBLACKBIO,3B BlackBio Dx Ltd,INE994E01018,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,Health Care,True,True,accept,
3BFILMS,BSE_IN,Stock,3B Films Ltd,544412,3BFILMS,3B Films Ltd,INE0TE101010,Industrials,Capital Goods,Industrial Products,Packaging,Industrials,True,True,accept,
3CIT,BSE_IN,Stock,3C IT Solutions and Telecoms (India) Ltd,544190,3CIT,3C IT Solutions and Telecoms (India) Ltd,INE0R7D01018,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
4THGEN,BSE_IN,Stock,Fourth Generation Information Systems Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
7NR,BSE_IN,Stock,7NR Retail Ltd,540615,7NR,7NR Retail Ltd,INE413X01035,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,Consumer Discretionary,True,True,accept,
7SEASL,BSE_IN,Stock,7Seas Entertainment Ltd,540874,7SEASL,7Seas Entertainment Ltd,INE454F01010,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Digital Entertainment,Consumer Discretionary,True,True,accept,
A1L,BSE_IN,Stock,A-1 Ltd,542012,A1L,A-1 Ltd,INE911Z01025,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,Materials,False,True,accept,
AADIIND,BSE_IN,Stock,Aadi Industries Ltd,530027,AADIIND,Aadi Industries Ltd,INE563D01013,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Materials,True,True,accept,
AAIL,BSE_IN,Stock,Akar Auto Industries Ltd,530621,AAIL,Akar Auto Industries Ltd,INE864E01021,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Consumer Discretionary,True,True,accept,
AANANDALAK,BSE_IN,Stock,Aananda Lakshmi Spinning Mills Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
AANCHALISP,BSE_IN,Stock,Aanchal Ispat Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
AAPLUSTRAD,BSE_IN,Stock,AA Plus Tradelink Ltd,543319,AAPLUSTRAD,AA Plus Tradelink Ltd,INE0C5901022,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
AARCON,BSE_IN,Stock,Aarcon Facilities Ltd,532024,AARCON,Aarcon Facilities Ltd,INE056J01015,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
AARSHYAM,BSE_IN,Stock,Aar Shyam India Investment Company Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
AASHKA,BSE_IN,Stock,Aashka Hospitals Ltd,543346,AASHKA,Aashka Hospitals Ltd,INE0EAX01014,Healthcare,Healthcare,Healthcare Services,Hospital,Health Care,True,True,accept,
AASTAFIN,BSE_IN,Stock,Aastamangalam Finance Ltd,511764,AASTAFIN,Aastamangalam Finance Ltd,INE819K01014,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
AAYUSH,BSE_IN,Stock,Aayush Wellness Ltd,539528,AAYUSH,Aayush Wellness Ltd,INE430R01023,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,Consumer Staples,True,True,accept,
AAYUSHBULL,BSE_IN,Stock,Aayush Art And Bullion Ltd,540718,AAYUSHBULL,Aayush Art And Bullion Ltd,INE777X01017,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
ABATEAS,BSE_IN,Stock,Abate As Industries Ltd,531658,ABATEAS,Abate As Industries Ltd,INE454E01013,Healthcare,Healthcare,Healthcare Services,Hospital,Health Care,True,True,accept,
ABHIJIT,BSE_IN,Stock,Abhijit Trading Company Ltd,539560,ABHIJIT,Abhijit Trading Company Ltd,INE994N01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
ABRFL,BSE_IN,Stock,Abram Food Ltd,544422,ABRFL,Abram Food Ltd,INE0ZDY01011,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
ABRIL,BSE_IN,Stock,Abril Paper Tech Ltd,544500,ABRIL,Abril Paper Tech Ltd,INE15MX01014,Industrials,Capital Goods,Industrial Products,Other Industrial Products,Industrials,True,True,accept,
ACCEDERE,BSE_IN,Stock,Accedere Ltd,531533,ACCEDERE,Accedere Ltd,INE578B01015,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Information Technology,True,True,accept,
ACCELERATE,BSE_IN,Stock,Acceleratebs India Ltd,543938,ACCELERATE,Acceleratebs India Ltd,INE0POP01017,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Information Technology,True,True,accept,
ACCORDTS,BSE_IN,Stock,Accord Transformer & Switchgear Ltd,544710,ACCORDTS,Accord Transformer & Switchgear Ltd,INE132201018,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Industrials,True,True,accept,
ACEALPHA,BSE_IN,Stock,Ace Alpha Tech Ltd,544431,ACEALPHA,Ace Alpha Tech Ltd,INE0S9X01011,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Information Technology,True,True,accept,
ACEEDU,BSE_IN,Stock,ACE Edutrend Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
ACEENGITEC,BSE_IN,Stock,Ace Engitech Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
ACESEPP,BSE_IN,Stock,Ace Software Exports ltd,890230,ACESEPP,Ace Software Exports ltd,IN9849B01026,,,,,,True,True,unsupported_bse_sector,
ACFL,BSE_IN,Stock,Apex Capital And Finance Ltd,541133,ACFL,Apex Capital And Finance Ltd,INE758W01019,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
ACFSL,BSE_IN,Stock,Amrapali Capital and Finance Services Ltd,536737,ACFSL,Amrapali Capital and Finance Services Ltd,INE218P01018,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
ACHYUT,BSE_IN,Stock,Achyut Healthcare Ltd,543499,ACHYUT,Achyut Healthcare Ltd,INE0K1401020,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
ACLD,BSE_IN,Stock,Aelea Commodities Ltd,544213,ACLD,Aelea Commodities Ltd,INE0T3401029,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
ACME,BSE_IN,Stock,Acme Resources Ltd,539391,ACME,Acme Resources Ltd,INE636B01011,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
ACSTECH,BSE_IN,Stock,ACS Technologies Ltd,530745,ACSTECH,ACS Technologies Ltd,INE366C01021,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
ADCOUNTY,BSE_IN,Stock,Adcounty Media India Ltd,544435,ADCOUNTY,Adcounty Media India Ltd,INE0W1601012,Consumer Discretionary,"Media, Entertainment & Publication",Media,Web based media and service,Consumer Discretionary,True,True,accept,
ADESHWAR,BSE_IN,Stock,Adeshwar Meditex Ltd,543309,ADESHWAR,Adeshwar Meditex Ltd,INE0H8J01015,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",Health Care,True,True,accept,
ADHBHUTIN,BSE_IN,Stock,Adhbhut Infrastructure Ltd,539189,ADHBHUTIN,Adhbhut Infrastructure Ltd,INE578L01014,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
ADHHATA,BSE_IN,Stock,Adhata Global Ltd,531286,ADHHATA,Adhata Global Ltd,INE586D01014,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,Consumer Discretionary,True,True,accept,
ADHIRAJ,BSE_IN,Stock,Adhiraj Distributors Ltd,780018,,Adhiraj Distributors Ltd,INE067R01015,,,,,,True,True,unsupported_bse_sector,
ADISHAKTI,BSE_IN,Stock,Adishakti Loha and Ispat Ltd,543377,ADISHAKTI,Adishakti Loha and Ispat Ltd,INE0CWK01019,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
ADLINE,BSE_IN,Stock,Adline Chem Lab Ltd,524604,ADLINE,Adline Chem Lab Ltd,INE276T01018,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
ADMACH,BSE_IN,Stock,Admach Systems Ltd,544669,ADMACH,Admach Systems Ltd,INE0XLO01010,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
ADTECH,BSE_IN,Stock,Adtech Systems Ltd,544185,ADTECH,Adtech Systems Ltd,INE257C01014,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
ADVLIFE,BSE_IN,Stock,Advance Lifestyles Ltd,521048,ADVLIFE,Advance Lifestyles Ltd,INE900E01015,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
ADVMULT,BSE_IN,Stock,Advance Multitech Ltd,526331,ADVMULT,Advance Multitech Ltd,INE875S01019,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Industrials,True,True,accept,
ADVPETR-B,BSE_IN,Stock,Advance Petrochemicals Ltd,506947,ADVPETR-B,Advance Petrochemicals Ltd,INE334N01018,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Materials,True,True,accept,
AEIM,BSE_IN,Stock,Artificial Electronics Intelligent Material Ltd,526443,AEIM,Artificial Electronics Intelligent Material Ltd,INE072B01027,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,Industrials,True,True,accept,
AEONXDIGI,BSE_IN,Stock,Aeonx Digital Technology Ltd,524594,AEONXDIGI,Aeonx Digital Technology Ltd,INE994D01010,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
AERPACE,BSE_IN,Stock,Aerpace Industries Ltd,534733,AERPACE,Aerpace Industries Ltd,INE175N01023,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
AFCOM,BSE_IN,Stock,Afcom Holdings Ltd,544224,AFCOM,Afcom Holdings Ltd,INE0OXY01013,Services,Services,Transport Services,Logistics Solution Provider,Industrials,True,True,accept,
AFEL,BSE_IN,Stock,A.F. Enterprises Ltd,538351,AFEL,A.F. Enterprises Ltd,INE663P01015,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
AGARWAL,BSE_IN,Stock,Agarwal Fortune India Ltd,530765,AGARWAL,Agarwal Fortune India Ltd,INE510B01018,Industrials,Capital Goods,Industrial Products,Glass - Industrial,Industrials,True,True,accept,
AGRIBIO,BSE_IN,Stock,Agribio Spirits Ltd,539546,AGRIBIO,Agribio Spirits Ltd,INE679E01015,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,Consumer Staples,True,True,accept,
AGVENTURES,BSE_IN,Stock,AG Ventures Ltd-$,506579,AGVENTURES,AG Ventures Ltd-$,INE321D01016,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Materials,True,True,accept,
AHASOLAR,BSE_IN,Stock,Ahasolar Technologies Ltd,543941,AHASOLAR,Ahasolar Technologies Ltd,INE0NEV01011,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,Consumer Discretionary,True,True,accept,
AIKPIPES,BSE_IN,Stock,AIK Pipes and Polymers Ltd,544072,AIKPIPES,AIK Pipes and Polymers Ltd,INE0QFT01015,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Industrials,True,True,accept,
AIRFLOA,BSE_IN,Stock,Airfloa Rail Technology Ltd,544516,AIRFLOA,Airfloa Rail Technology Ltd,INE0XBS01012,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
AIRLTD,BSE_IN,Stock,Avishkar Infra Realty Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
AJCJEWEL,BSE_IN,Stock,AJC Jewel Manufacturers Ltd,544425,AJCJEWEL,AJC Jewel Manufacturers Ltd,INE0XRR01010,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,True,True,accept,
AJCON,BSE_IN,Stock,Ajcon Global Services Ltd,511692,AJCON,Ajcon Global Services Ltd,INE759C01027,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
AJWAFUN,BSE_IN,Stock,Ajwa Fun World & Resort Ltd,526628,AJWAFUN,Ajwa Fun World & Resort Ltd,INE863E01015,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,Consumer Discretionary,True,True,accept,
ALANSCOTT,BSE_IN,Stock,Alan Scott Enterprises Ltd,539115,ALANSCOTT,Alan Scott Enterprises Ltd,INE273F01022,Financial Services,Financial Services,Finance,Holding Company,Financials,True,True,accept,
ALEXANDER,BSE_IN,Stock,Alexander Stamps And Coin Ltd,511463,ALEXANDER,Alexander Stamps And Coin Ltd,INE191N01012,Diversified,Diversified,Diversified,Diversified,,True,True,unsupported_bse_sector,
ALKOSIGN,BSE_IN,Stock,Alkosign Ltd,543453,ALKOSIGN,Alkosign Ltd,INE0KA601012,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,Consumer Staples,True,True,accept,
ALNATRD,BSE_IN,Stock,Alna Trading & Exports Ltd,506120,ALNATRD,Alna Trading & Exports Ltd,INE07I701011,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
ALPHAIND,BSE_IN,Stock,Alphalogic Industries Ltd,543937,ALPHAIND,Alphalogic Industries Ltd,INE0NZF01019,Industrials,Capital Goods,Industrial Products,Other Industrial Products,Industrials,True,True,accept,
ALSL,BSE_IN,Stock,Alacrity Securities Ltd,535916,ALSL,Alacrity Securities Ltd,INE030P01017,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
ALSTONE,BSE_IN,Stock,Alstone Textiles (India) Ltd,539277,ALSTONE,Alstone Textiles (India) Ltd,INE184S01024,Consumer Discretionary,Consumer Services,Retailing,Distributors,Consumer Discretionary,True,True,accept,
AMANAYA,BSE_IN,Stock,Amanaya Ventures Ltd,543804,AMANAYA,Amanaya Ventures Ltd,INE0G1V01016,Commodities,Metals & Mining,Non - Ferrous Metals,Precious Metals,Materials,True,True,accept,
AMARJOTHI,BSE_IN,Stock,Amarjothi Spinning Mills Ltd,521097,AMARJOTHI,Amarjothi Spinning Mills Ltd,INE484D01012,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
AMARNATH,BSE_IN,Stock,Sri Amarnath Finance Ltd,538863,AMARNATH,Sri Amarnath Finance Ltd,INE985Q01010,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
AMARSEC,BSE_IN,Stock,Amarnath Securities Ltd,538465,AMARSEC,Amarnath Securities Ltd,INE745P01010,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
AMBALALSA,BSE_IN,Stock,Ambalal Sarabhai Enterprises Ltd,500009,AMBALALSA,Ambalal Sarabhai Enterprises Ltd,INE432A01017,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
AMBARPIL,BSE_IN,Stock,Ambar Protein Industries Ltd,519471,AMBARPIL,Ambar Protein Industries Ltd,INE072V01017,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,Consumer Staples,True,True,accept,
AMBIT,BSE_IN,Stock,Ambitious Plastomac Company Ltd,526439,AMBIT,Ambitious Plastomac Company Ltd,INE267C01013,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
AMBOAGRI,BSE_IN,Stock,Ambo Agritec Ltd,543678,AMBOAGRI,Ambo Agritec Ltd,INE0N6V01016,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,Consumer Staples,True,True,accept,
AMCOIND,BSE_IN,Stock,Amco India Ltd-$,530133,AMCOIND,Amco India Ltd-$,INE924B01011,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products",Industrials,True,True,accept,
AMEENJI,BSE_IN,Stock,Ameenji Rubber Ltd,544555,AMEENJI,Ameenji Rubber Ltd,INE14QA01016,Industrials,Capital Goods,Industrial Products,Rubber,Industrials,True,True,accept,
AMERISE,BSE_IN,Stock,Amerise Biosciences Ltd,531681,AMERISE,Amerise Biosciences Ltd,INE673C01020,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Industrials,True,True,accept,
AMFORG,BSE_IN,Stock,Amforge Industries Ltd,513117,AMFORG,Amforge Industries Ltd,INE991A01020,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Consumer Discretionary,True,True,accept,
AMIC,BSE_IN,Stock,Amic Forging Ltd,544037,AMIC,Amic Forging Ltd,INE0P9J01013,Industrials,Capital Goods,Industrial Products,Castings & Forgings,Industrials,True,True,accept,
AMINTAN,BSE_IN,Stock,Amin Tannery Ltd,541771,AMINTAN,Amin Tannery Ltd,INE572Z01017,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,Consumer Discretionary,True,True,accept,
AMITINT,BSE_IN,Stock,Amit International Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
AMITSEC,BSE_IN,Stock,Amit Securities Ltd,531557,AMITSEC,Amit Securities Ltd,INE137E01014,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
AMKAY,BSE_IN,Stock,Amkay Products Ltd,544169,AMKAY,Amkay Products Ltd,INE0QSB01016,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Health Care,True,True,accept,
AMPVOLTS,BSE_IN,Stock,Ampvolts Ltd,535719,AMPVOLTS,Ampvolts Ltd,INE989J01017,Utilities,Power,Power,Power Distribution,Utilities,True,True,accept,
AMRAFIN,BSE_IN,Stock,Amrapali Fincap Ltd,539265,AMRAFIN,Amrapali Fincap Ltd,INE990S01016,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
AMWILL,BSE_IN,Stock,Amwill Health Care Ltd,544353,AMWILL,Amwill Health Care Ltd,INE0U2L01017,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
ANANDPROJ,BSE_IN,Stock,Anand Projects Ltd,501630,ANANDPROJ,Anand Projects Ltd,INE134R01013,Industrials,Construction,Construction,Civil Construction,Industrials,True,True,accept,
ANIRIT,BSE_IN,Stock,Anirit Ventures Ltd,530705,ANIRIT,Anirit Ventures Ltd,INE161F01011,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
ANIRITPP,BSE_IN,Stock,ANIRIT VENTURES Ltd,890231,ANIRITPP,ANIRIT VENTURES Ltd,IN9161F01019,,,,,,True,True,unsupported_bse_sector,
ANKIN,BSE_IN,Stock,Anka India Ltd,531673,ANKIN,Anka India Ltd,INE067C01025,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,Consumer Discretionary,True,True,accept,
ANTARIKSH,BSE_IN,Stock,Antariksh Industries Ltd,501270,ANTARIKSH,Antariksh Industries Ltd,INE825M01017,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
ANVRDHI,BSE_IN,Stock,Annvrridhhi  Ventures Ltd,538539,ANVRDHI,Annvrridhhi  Ventures Ltd,INE075K01013,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
APIS,BSE_IN,Stock,Apis India Ltd,506166,APIS,Apis India Ltd,INE070K01014,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
APLABPP,BSE_IN,Stock,Aplab Ltd,890217,APLABPP,Aplab Ltd,IN9273A01047,,,,,,True,True,unsupported_bse_sector,
APPL,BSE_IN,Stock,Aptus Pharma Ltd,544529,APPL,Aptus Pharma Ltd,INE15XJ01010,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
APTPACK,BSE_IN,Stock,Apt Packaging Ltd,506979,APTPACK,Apt Packaging Ltd,INE046E01025,Industrials,Capital Goods,Industrial Products,Packaging,Industrials,True,True,accept,
ARCL,BSE_IN,Stock,ARCL Organics Ltd,543993,ARCL,ARCL Organics Ltd,INE372M01010,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Materials,True,True,accept,
ARIGATO,BSE_IN,Stock,Arigato Universe Ltd,530267,ARIGATO,Arigato Universe Ltd,INE021N01011,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
ARISE,BSE_IN,Stock,Arihants Securities Ltd,531017,ARISE,Arihants Securities Ltd,INE190D01015,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
ARISINT,BSE_IN,Stock,Aris International Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
ARITAS,BSE_IN,Stock,Aritas Vinyl Ltd,544683,ARITAS,Aritas Vinyl Ltd,INE1D8001016,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,Consumer Discretionary,True,True,accept,
ARMAN,BSE_IN,Stock,Arman Holdings Ltd,538556,ARMAN,Arman Holdings Ltd,INE510P01018,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
ARROWHEAD,BSE_IN,Stock,Arrowhead Seperation Engineering Ltd,544025,ARROWHEAD,Arrowhead Seperation Engineering Ltd,INE0PP401015,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
ARSIFHDG,BSE_IN,Stock,Arudha Hybrid Long- Short Fund Direct Plan-Growth,544691,ARSIFHDG,Arudha Hybrid Long- Short Fund Direct Plan-Growth,INF194K30184,,,,,,True,True,unsupported_bse_sector,
ARSIFHRG,BSE_IN,Stock,Arudha Hybrid Long- Short Fund Regular Plan-Growth,544689,ARSIFHRG,Arudha Hybrid Long- Short Fund Regular Plan-Growth,INF194K30010,,,,,,True,True,unsupported_bse_sector,
ARSIFHRHD,BSE_IN,Stock,Arudha Hybrid Long- Short Fund Direct Plan-Half yearly IDCW,544692,ARSIFHRHD,Arudha Hybrid Long- Short Fund Direct Plan-Half yearly IDCW,INF194K30242,,,,,,True,True,unsupported_bse_sector,
ARSIFHRMD,BSE_IN,Stock,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW,544690,ARSIFHRMD,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW,INF194K30051,,,,,,True,True,unsupported_bse_sector,
ARTSON,BSE_IN,Stock,Artson Ltd,522134,ARTSON,Artson Ltd,INE133D01023,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
ARYACAPM,BSE_IN,Stock,Aryaman Capital Markets Ltd,538716,ARYACAPM,Aryaman Capital Markets Ltd,INE229R01011,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
ARYAMAN,BSE_IN,Stock,Aryaman Financial Services Ltd,530245,ARYAMAN,Aryaman Financial Services Ltd,INE032E01017,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
ARYAN,BSE_IN,Stock,Aryan Share and Stock Brokers Ltd,542176,ARYAN,Aryan Share and Stock Brokers Ltd,INE016X01010,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
ARYAVAN,BSE_IN,Stock,Aryavan Enterprise Ltd,539455,ARYAVAN,Aryavan Enterprise Ltd,INE360S01012,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
ASARFI,BSE_IN,Stock,Asarfi Hospital Ltd,543943,ASARFI,Asarfi Hospital Ltd,INE0DN001027,Healthcare,Healthcare,Healthcare Services,Hospital,Health Care,True,True,accept,
ASCENSIVE,BSE_IN,Stock,Ascensive Educare Ltd,543443,ASCENSIVE,Ascensive Educare Ltd,INE0E4I01027,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,Consumer Discretionary,True,True,accept,
ASHIKA,BSE_IN,Stock,Ashika Credit Capital Ltd,543766,ASHIKA,Ashika Credit Capital Ltd,INE094B01013,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
ASHUTPM,BSE_IN,Stock,Ashutosh Paper Mills Ltd,531568,ASHUTPM,Ashutosh Paper Mills Ltd,INE723K01018,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Materials,True,True,accept,
ASIACAP,BSE_IN,Stock,Asia Capital Ltd,538777,ASIACAP,Asia Capital Ltd,INE131Q01011,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
ASINPET,BSE_IN,Stock,Asian Petroproducts & Exports Ltd,524434,ASINPET,Asian Petroproducts & Exports Ltd,INE810M01019,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Materials,True,True,accept,
ASRL,BSE_IN,Stock,Add-Shop ERetail Ltd,541865,ASRL,Add-Shop ERetail Ltd,INE01B501018,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,Consumer Discretionary,True,True,accept,
ASSOCER,BSE_IN,Stock,Associated Ceramics Ltd,531168,ASSOCER,Associated Ceramics Ltd,INE771E01010,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,Materials,True,True,accept,
ASSOCIATED,BSE_IN,Stock,Associated Coaters Ltd,544183,ASSOCIATED,Associated Coaters Ltd,INE0RIQ01013,Industrials,Capital Goods,Industrial Products,Other Industrial Products,Industrials,True,True,accept,
ASTALLTD,BSE_IN,Stock,Astal Laboratories Ltd,512600,ASTALLTD,Astal Laboratories Ltd,INE307N01014,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
ASTONEALAB,BSE_IN,Stock,Astonea Labs Ltd,544409,ASTONEALAB,Astonea Labs Ltd,INE0TG901011,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
ASTRONMULT,BSE_IN,Stock,Astron Multigrain Ltd,544628,ASTRONMULT,Astron Multigrain Ltd,INE0RUY01012,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,Consumer Staples,True,True,accept,
ASUTENT,BSE_IN,Stock,Asutosh Enterprise Ltd,512433,ASUTENT,Asutosh Enterprise Ltd,INE508W01018,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
ATENPAPERS,BSE_IN,Stock,Aten Papers & Foam Ltd,544417,ATENPAPERS,Aten Papers & Foam Ltd,INE0XCV01014,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Materials,True,True,accept,
ATHARVENT,BSE_IN,Stock,Atharv Enterprises Ltd,530187,ATHARVENT,Atharv Enterprises Ltd,INE354E01031,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
