ticker,exchange,asset_type,name,bse_scrip_code,bse_security_id,bse_name,bse_isin,bse_sector,bse_industry,bse_group,bse_subgroup,sector_update,name_match,isin_match,decision,error
MIIL,BSE_IN,Stock,Meghna Infracon Infrastructure Ltd,538668,MIIL,Meghna Infracon Infrastructure Ltd,INE898Q01015,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
MILEFUR,BSE_IN,Stock,Milestone Furniture Ltd,541337,MILEFUR,Milestone Furniture Ltd,INE424Z01011,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing",Consumer Discretionary,True,True,accept,
MILESTONE,BSE_IN,Stock,Milestone Global Ltd,531338,MILESTONE,Milestone Global Ltd,INE151H01018,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,Materials,True,True,accept,
MILLENNIUM,BSE_IN,Stock,Millennium Online Solutions ( India ) Ltd,511187,MILLENNIUM,Millennium Online Solutions ( India ) Ltd,INE570N01025,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
MINALIND,BSE_IN,Stock,Minal Industries Ltd,522235,MINALIND,Minal Industries Ltd,INE097E01028,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
MISHDESIGN,BSE_IN,Stock,Mish Designs Ltd,544015,MISHDESIGN,Mish Designs Ltd,INE0QI101019,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,Consumer Discretionary,True,True,accept,
MITTALSTL,BSE_IN,Stock,Mittal Sections Ltd,544575,MITTALSTL,Mittal Sections Ltd,INE833Q01012,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
MIZVEN,BSE_IN,Stock,Mizzen Ventures Ltd,531537,MIZVEN,Mizzen Ventures Ltd,INE681K01026,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
MKEXIM,BSE_IN,Stock,M.K. Exim (India) Ltd,538890,MKEXIM,M.K. Exim (India) Ltd,INE227F01010,Consumer Discretionary,Consumer Services,Retailing,Distributors,Consumer Discretionary,False,True,accept,
MKPMOB,BSE_IN,Stock,MKP Mobility Ltd,521244,MKPMOB,MKP Mobility Ltd,INE676G01024,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
MKVENTURES,BSE_IN,Stock,Mkventures Capital Ltd,514238,MKVENTURES,Mkventures Capital Ltd,INE874A01010,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
MLINDLTD,BSE_IN,Stock,M Lakhamsi Industries Ltd,512153,MLINDLTD,M Lakhamsi Industries Ltd,INE808W01012,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
MMLF,BSE_IN,Stock,Money Masters Leasing & Finance Ltd,535910,MMLF,Money Masters Leasing & Finance Ltd,INE340O01021,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
MMRUBBR-B,BSE_IN,Stock,MM Rubber Company Ltd,509196,MMRUBBR-B,MM Rubber Company Ltd,INE159E01026,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,Consumer Discretionary,True,True,accept,
MNFL,BSE_IN,Stock,Mother Nutri Foods Ltd,544623,MNFL,Mother Nutri Foods Ltd,INE0UH001016,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
MOBAVENUE,BSE_IN,Stock,Mobavenue AI Tech Ltd,539682,MOBAVENUE,Mobavenue AI Tech Ltd,INE622Q01019,Information Technology,Information Technology,IT - Software,Software Products,Information Technology,True,True,accept,
MODIPON,BSE_IN,Stock,Modipon Ltd,503776,MODIPON,Modipon Ltd,INE170C01019,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
MODMA,BSE_IN,Stock,Modern Malleables Ltd,517336,MODMA,Modern Malleables Ltd,INE834C01028,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
MODULEX,BSE_IN,Stock,Modulex Construction Technologies Ltd,504273,MODULEX,Modulex Construction Technologies Ltd,INE064R01012,Industrials,Construction,Construction,Civil Construction,Industrials,True,True,accept,
MONIKA,BSE_IN,Stock,Monika Alcobev Ltd,544451,MONIKA,Monika Alcobev Ltd,INE0LCG01010,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,Consumer Staples,True,True,accept,
MPCOSEMB,BSE_IN,Stock,Mipco Seamless Rings Gujarat Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
MPDL,BSE_IN,Stock,MPDL Ltd,532723,MPDL,MPDL Ltd,INE493H01014,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,False,True,accept,
MPILCORPL,BSE_IN,Stock,MPIL Corporation Ltd,500450,MPILCORPL,MPIL Corporation Ltd,INE844C01027,Financial Services,Financial Services,Finance,Other Financial Services,Financials,False,True,accept,
MPKSTEELS,BSE_IN,Stock,M P K Steels (I) Ltd,544553,MPKSTEELS,M P K Steels (I) Ltd,INE1PJP01015,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
MRCAGRO,BSE_IN,Stock,MRC Agrotech Ltd,540809,MRCAGRO,MRC Agrotech Ltd,INE333Y01017,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
MRUTR,BSE_IN,Stock,Mrugesh Trading Ltd,512065,MRUTR,Mrugesh Trading Ltd,INE738D01029,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
MSAFE,BSE_IN,Stock,Msafe Equipments Ltd,544695,MSAFE,Msafe Equipments Ltd,INE2B5L01011,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,Materials,True,True,accept,
MSCTC,BSE_IN,Stock,Mardia Samyoung Capillary Tubes Company Ltd,513544,MSCTC,Mardia Samyoung Capillary Tubes Company Ltd,INE277E01026,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,Materials,True,True,accept,
MSECL,BSE_IN,Stock,Monarch Surveyors and Engineering Consultants Ltd,544453,MSECL,Monarch Surveyors and Engineering Consultants Ltd,INE0V0L01028,Services,Services,Commercial Services & Supplies,Consulting Services,Industrials,True,True,accept,
MSRINDIA,BSE_IN,Stock,MSR India Ltd,508922,MSRINDIA,MSR India Ltd,INE331L01026,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products",Industrials,True,True,accept,
MUDRA,BSE_IN,Stock,Mudra Financial Services Ltd,539819,MUDRA,Mudra Financial Services Ltd,INE967S01014,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
MULTIIN,BSE_IN,Stock,Multiplus Holdings Ltd,505594,MULTIIN,Multiplus Holdings Ltd,INE886E01016,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
MUNCAPM,BSE_IN,Stock,Munoth Capital Markets Ltd,511200,MUNCAPM,Munoth Capital Markets Ltd,INE910G01027,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,Financials,True,True,accept,
MYMONEY,BSE_IN,Stock,My Money Securities Ltd,538862,MYMONEY,My Money Securities Ltd,INE232L01018,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,Financials,True,True,accept,
NACDAC,BSE_IN,Stock,NACDAC Infrastructure Ltd,544313,NACDAC,NACDAC Infrastructure Ltd,INE0LB101011,Industrials,Construction,Construction,Civil Construction,Industrials,True,True,accept,
NAGAFERT,BSE_IN,Stock,Nagarjuna Fertilizers and Chemicals Ltd,539917,NAGAFERT,Nagarjuna Fertilizers and Chemicals Ltd,INE454M01024,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Materials,True,True,accept,
NAGPI,BSE_IN,Stock,Nagpur Power & Industries Ltd,532362,NAGPI,Nagpur Power & Industries Ltd,INE099E01016,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Materials,True,True,accept,
NAKSH,BSE_IN,Stock,Naksh Precious Metals Ltd,539402,NAKSH,Naksh Precious Metals Ltd,INE256S01012,Consumer Discretionary,Automobile and Auto Components,Automobiles,Auto -Dealer,Consumer Discretionary,True,True,accept,
NANTA,BSE_IN,Stock,Nanta Tech Ltd,544668,NANTA,Nanta Tech Ltd,INE0YJA01011,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,Consumer Discretionary,True,True,accept,
NAPEROL,BSE_IN,Stock,Naperol Investments Ltd,500298,NAPEROL,Naperol Investments Ltd,INE585A01020,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
NAPL,BSE_IN,Stock,Naturite Agro Products Ltd,538926,NAPL,Naturite Agro Products Ltd,INE223R01014,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
NAPSGLOBAL,BSE_IN,Stock,NAPS Global India Ltd,544373,NAPSGLOBAL,NAPS Global India Ltd,INE0VNH01014,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
NARMADESH,BSE_IN,Stock,Narmadesh Brass Industries Ltd,544680,NARMADESH,Narmadesh Brass Industries Ltd,INE0S1B01014,Industrials,Capital Goods,Industrial Products,Other Industrial Products,Industrials,True,True,accept,
NATGENI,BSE_IN,Stock,National General Industries Ltd,531651,NATGENI,National General Industries Ltd,INE654H01011,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
NATURAL,BSE_IN,Stock,Natural Biocon (India) Ltd,543207,NATURAL,Natural Biocon (India) Ltd,INE06MM01016,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Materials,True,True,accept,
NATURO,BSE_IN,Stock,Naturo Indiabull Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
NBFOOT,BSE_IN,Stock,NB Footwear Ltd,523242,NBFOOT,NB Footwear Ltd,INE006F01018,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,Consumer Discretionary,True,True,accept,
NBL,BSE_IN,Stock,Naapbooks Ltd,543351,NBL,Naapbooks Ltd,INE0GOA01018,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Information Technology,True,True,accept,
NDMETAL,BSE_IN,Stock,ND Metal Industries Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
NEELKANTH,BSE_IN,Stock,Neelkanth Ltd-$,512565,NEELKANTH,Neelkanth Ltd-$,INE581D01015,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
NEETUYOSHI,BSE_IN,Stock,Neetu Yoshi Ltd,544434,NEETUYOSHI,Neetu Yoshi Ltd,INE0UZO01024,Industrials,Capital Goods,Industrial Products,Castings & Forgings,Industrials,True,True,accept,
NEPLOG,BSE_IN,Stock,Neptune Logitek Ltd,544663,NEPLOG,Neptune Logitek Ltd,INE1NQ501012,Services,Services,Transport Services,Logistics Solution Provider,Industrials,True,True,accept,
NETPIX,BSE_IN,Stock,Net Pix Shorts Digital Media Ltd,543247,NETPIX,Net Pix Shorts Digital Media Ltd,INE0D5F01013,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",Consumer Discretionary,True,True,accept,
NEUEON,BSE_IN,Stock,Neueon Corporation Ltd,532887,NEUEON,Neueon Corporation Ltd,INE333I01044,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Industrials,True,True,accept,
NEWINFRA,BSE_IN,Stock,Newtime Infrastructure Ltd,531959,NEWINFRA,Newtime Infrastructure Ltd,INE997D01021,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
NEWLIGHT,BSE_IN,Stock,New Light Industries Ltd,540243,NEWLIGHT,New Light Industries Ltd,INE835U01027,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
NEWMKTADV,BSE_IN,Stock,New Markets Advisory Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
NEWTRAC,BSE_IN,Stock,Newtrac Foods & Beverages Ltd,514060,NEWTRAC,Newtrac Foods & Beverages Ltd,INE229N01010,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
NEXOME,BSE_IN,Stock,Nexome Capital Markets Ltd,508905,NEXOME,Nexome Capital Markets Ltd,INE641A01013,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
NEXUSSURGL,BSE_IN,Stock,Nexus Surgical And Medicare Ltd,538874,NEXUSSURGL,Nexus Surgical And Medicare Ltd,INE370Q01015,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
NEXXUS,BSE_IN,Stock,Nexxus Petro Industries Ltd,544265,NEXXUS,Nexxus Petro Industries Ltd,INE0QUL01011,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,Materials,True,True,accept,
NGIND,BSE_IN,Stock,NG Industries Ltd-$,530897,NGIND,NG Industries Ltd-$,INE825C01018,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,Health Care,True,True,accept,
NHCFOODS,BSE_IN,Stock,NHC Foods Ltd,517554,NHCFOODS,NHC Foods Ltd,INE141C01036,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
NHL,BSE_IN,Stock,Naturewings Holidays Ltd,544245,NHL,Naturewings Holidays Ltd,INE0N4701016,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",Consumer Discretionary,True,True,accept,
NIBEORD,BSE_IN,Stock,Nibe Ordnance and Maritime Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
NIDHGRN,BSE_IN,Stock,Nidhi Granites Ltd,512103,NIDHGRN,Nidhi Granites Ltd,INE276H01013,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,Materials,True,True,accept,
NILE,BSE_IN,Stock,Nile Ltd,530129,NILE,Nile Ltd,INE445D01013,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,Materials,False,True,accept,
NIRBHAYIND,BSE_IN,Stock,Nirbhay Colours India Ltd,526349,NIRBHAYIND,Nirbhay Colours India Ltd,INE218T01010,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Consumer Discretionary,True,True,accept,
NIRMITEE,BSE_IN,Stock,Nirmitee Robotics India Ltd,543194,NIRMITEE,Nirmitee Robotics India Ltd,INE0CPQ01010,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
NISMGMT,BSE_IN,Stock,NIS Management Ltd,544495,NISMGMT,NIS Management Ltd,INE0M3X01010,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,Consumer Discretionary,True,True,accept,
NISUS,BSE_IN,Stock,Nisus Finance Services Co Ltd,544296,NISUS,Nisus Finance Services Co Ltd,INE0DQN01013,Financial Services,Financial Services,Finance,Holding Company,Financials,True,True,accept,
NIVAKA,BSE_IN,Stock,Nivaka Fashions Ltd,542206,NIVAKA,Nivaka Fashions Ltd,INE139E01028,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,Consumer Discretionary,True,True,accept,
NLFL,BSE_IN,Stock,Nalin Lease Finance Ltd,531212,NLFL,Nalin Lease Finance Ltd,INE606C01012,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
NMSGLOBAL,BSE_IN,Stock,NMS Global Ltd,522289,NMSGLOBAL,NMS Global Ltd,INE169F01014,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
NOBPOL,BSE_IN,Stock,Noble Polymers Ltd,539200,NOBPOL,Noble Polymers Ltd,INE203Q01026,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Industrials,True,True,accept,
NOVELIX,BSE_IN,Stock,Novelix Pharmaceuticals Ltd,536565,NOVELIX,Novelix Pharmaceuticals Ltd,INE314I01036,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",Health Care,True,True,accept,
NOVUS,BSE_IN,Stock,Novus Loyalty Ltd,544735,NOVUS,Novus Loyalty Ltd,INE1TFS01019,Consumer Discretionary,"Media, Entertainment & Publication",Media,Web based media and service,Consumer Discretionary,True,True,accept,
NPFL,BSE_IN,Stock,Neopolitan Pizza And Foods Ltd,544269,NPFL,Neopolitan Pizza And Foods Ltd,INE471R01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
NSBBPO,BSE_IN,Stock,NSB BPO Solutions Ltd,544571,NSBBPO,NSB BPO Solutions Ltd,INE0SLP01017,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Industrials,True,True,accept,
NSDL,BSE_IN,Stock,National Securities Depository Ltd,544467,NSDL,National Securities Depository Ltd,INE301O01023,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",Financials,True,True,accept,
NUKLEUS,BSE_IN,Stock,Nukleus Office Solutions Ltd,544370,NUKLEUS,Nukleus Office Solutions Ltd,INE0VYX01018,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
NUTECGLOB,BSE_IN,Stock,Nutech Global Ltd,531304,NUTECGLOB,Nutech Global Ltd,INE960H01012,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
NUTRICIRCLE,BSE_IN,Stock,Nutricircle Ltd,530219,NUTRICIRCLE,Nutricircle Ltd,INE536C01029,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
NVENTURES,BSE_IN,Stock,Nanavati Ventures Ltd,543522,NVENTURES,Nanavati Ventures Ltd,INE0E5R01017,Commodities,Metals & Mining,Non - Ferrous Metals,Precious Metals,Materials,True,True,accept,
NWIL,BSE_IN,Stock,Nurture Well Industries Ltd,531889,NWIL,Nurture Well Industries Ltd,INE882B01037,Financial Services,Financial Services,Finance,Holding Company,Financials,True,True,accept,
NYSSACORP,BSE_IN,Stock,Nyssa Corporation Ltd,504378,NYSSACORP,Nyssa Corporation Ltd,INE812K01027,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
OCEANIC,BSE_IN,Stock,Oceanic Foods Ltd,540405,OCEANIC,Oceanic Foods Ltd,INE711V01010,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
OCTAL,BSE_IN,Stock,Octal Credit Capital Ltd,538894,OCTAL,Octal Credit Capital Ltd,INE513C01010,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
OCTAVE,BSE_IN,Stock,Perfect-Octave Media Projects Ltd,521062,OCTAVE,Perfect-Octave Media Projects Ltd,INE814L01013,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,Consumer Discretionary,True,True,accept,
OCTAVIUSPL,BSE_IN,Stock,Octavius Plantations Ltd,542938,OCTAVIUSPL,Octavius Plantations Ltd,INE117S01016,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,Consumer Staples,True,True,accept,
OCTAWARE,BSE_IN,Stock,Octaware Technologies Ltd,540416,OCTAWARE,Octaware Technologies Ltd,INE208U01019,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
OIVL,BSE_IN,Stock,Onesource Industries And Ventures Ltd,530805,OIVL,Onesource Industries And Ventures Ltd,INE125F01032,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
OLATECH,BSE_IN,Stock,Olatech Solutions Ltd,543578,OLATECH,Olatech Solutions Ltd,INE0M3901015,Information Technology,Information Technology,IT - Software,Software Products,Information Technology,True,True,accept,
OLPCL,BSE_IN,Stock,Olympic Cards Ltd,534190,OLPCL,Olympic Cards Ltd,INE550L01013,Consumer Discretionary,Consumer Durables,Consumer Durables,Leisure Products,Consumer Discretionary,True,True,accept,
OLYMPTX,BSE_IN,Stock,Olympia Industries Ltd,521105,OLYMPTX,Olympia Industries Ltd,INE482O01021,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,Consumer Discretionary,True,True,accept,
OLYMTFI,BSE_IN,Stock,Olympic Management & Financial Services Ltd,511632,OLYMTFI,Olympic Management & Financial Services Ltd,INE091N01014,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
OLYOI,BSE_IN,Stock,Olympic Oil Industries Ltd,507609,OLYOI,Olympic Oil Industries Ltd,INE286E01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
OMANSH,BSE_IN,Stock,Omansh Enterprises Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
OMEAG,BSE_IN,Stock,Omega Ag-Seeds Punjab Ltd,519479,OMEAG,Omega Ag-Seeds Punjab Ltd,INE112B01013,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
OMEGAIN,BSE_IN,Stock,Omega Interactive Technologies Ltd,511644,OMEGAIN,Omega Interactive Technologies Ltd,INE113B01037,Information Technology,Information Technology,IT - Software,Software Products,Information Technology,True,True,accept,
OMKAR,BSE_IN,Stock,Omkar Overseas Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
OMKARCHEM,BSE_IN,Stock,Omkar Speciality Chemicals Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
OMKARPH,BSE_IN,Stock,Omkar Pharmachem Ltd,532167,OMKARPH,Omkar Pharmachem Ltd,INE501C01015,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Materials,True,True,accept,
OMNIAX,BSE_IN,Stock,Omni AXs Software Ltd,532340,OMNIAX,Omni AXs Software Ltd,INE369B01019,Information Technology,Information Technology,IT - Software,Software Products,Information Technology,True,True,accept,
OMNIPOTENT,BSE_IN,Stock,Omnipotent Industries Ltd,543400,OMNIPOTENT,Omnipotent Industries Ltd,INE0JFE01012,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,Energy,True,True,accept,
OMNITEX,BSE_IN,Stock,Omnitex Industries India Ltd,514324,OMNITEX,Omnitex Industries India Ltd,INE814D01010,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
ONIXSOLAR,BSE_IN,Stock,Onix Solar Energy Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
ORGANICREC,BSE_IN,Stock,Organic Recycling Systems Ltd,543997,ORGANICREC,Organic Recycling Systems Ltd,INE0MIO01019,Utilities,Utilities,Other Utilities,Waste Management,Utilities,True,True,accept,
ORIENTTR,BSE_IN,Stock,Orient Tradelink Ltd,531512,ORIENTTR,Orient Tradelink Ltd,INE681D01039,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",Consumer Discretionary,True,True,accept,
OROSMITHS,BSE_IN,Stock,Orosil Smiths India Ltd-$,531626,OROSMITHS,Orosil Smiths India Ltd-$,INE628B01034,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,True,True,accept,
ORTINGLOBE,BSE_IN,Stock,Ortin Global Ltd,539287,ORTINGLOBE,Ortin Global Ltd,INE749B01020,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
OSCARGLO,BSE_IN,Stock,Oscar Global Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
OSEASPR,BSE_IN,Stock,Oseaspre Consultants Ltd,509782,OSEASPR,Oseaspre Consultants Ltd,INE880P01015,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
OSWALEA,BSE_IN,Stock,Oswal Leasing Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
OSWALOR,BSE_IN,Stock,Oswal Overseas Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
OTCO,BSE_IN,Stock,OTCO International Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
OVAL,BSE_IN,Stock,Oval Projects Engineering Ltd,544498,OVAL,Oval Projects Engineering Ltd,INE0RTI01017,Industrials,Construction,Construction,Civil Construction,Industrials,True,True,accept,
OXFORDIN,BSE_IN,Stock,Oxford Industries Ltd,514414,OXFORDIN,Oxford Industries Ltd,INE114D01015,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
OXYGENTAPH,BSE_IN,Stock,Oxygenta Pharmaceutical Ltd,524636,OXYGENTAPH,Oxygenta Pharmaceutical Ltd,INE102E01018,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
PADALPO,BSE_IN,Stock,Padmanabh Alloys & Polymers Ltd,531779,PADALPO,Padmanabh Alloys & Polymers Ltd,INE630U01014,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Industrials,True,True,accept,
PAJSON,BSE_IN,Stock,Pajson Agro India Ltd,544657,PAJSON,Pajson Agro India Ltd,INE14LM01012,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
PALCO,BSE_IN,Stock,Palco Metals Ltd,539121,PALCO,Palco Metals Ltd,INE239L01013,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,Materials,True,True,accept,
PANABYTE,BSE_IN,Stock,Panabyte Technologies Ltd,538742,PANABYTE,Panabyte Technologies Ltd,INE516E01019,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
PANCM,BSE_IN,Stock,Panyam Cements & Mineral Industries Ltd,500322,PANCM,Panyam Cements & Mineral Industries Ltd,INE167E01037,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Materials,True,True,accept,
PANHR,BSE_IN,Stock,PAN HR Solution Ltd,544698,PANHR,PAN HR Solution Ltd,INE1N9E01015,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
PANIDPR,BSE_IN,Stock,Panther Industrial Products Ltd,524055,PANIDPR,Panther Industrial Products Ltd,INE181D01014,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
PANJON,BSE_IN,Stock,Panjon Ltd,526345,PANJON,Panjon Ltd,INE744D01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,Consumer Staples,True,True,accept,
PARASPETRO,BSE_IN,Stock,Paras Petrofils Ltd,521246,PARASPETRO,Paras Petrofils Ltd,INE162C01024,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
PARLEIND,BSE_IN,Stock,Parle Industries Ltd,532911,PARLEIND,Parle Industries Ltd,INE272G01014,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
PARMESHWAR,BSE_IN,Stock,Parmeshwar Metal Ltd,544330,PARMESHWAR,Parmeshwar Metal Ltd,INE0QQJ01021,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products",Industrials,True,True,accept,
PARMSILK,BSE_IN,Stock,Parmeshwari Silk Mills Ltd,540467,PARMSILK,Parmeshwari Silk Mills Ltd,INE808R01012,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
PARSHVA,BSE_IN,Stock,Parshva Enterprises Ltd,542694,PARSHVA,Parshva Enterprises Ltd,INE05MV01019,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
