ticker,exchange,asset_type,name,stockanalysis_symbol,stockanalysis_name,stockanalysis_isin,stockanalysis_sector,stockanalysis_industry,isin_update,sector_update,decision,source_url
SRV-UN,TSX,Stock,SIR Royalty Income Fund,,,,,,,,no_symbol_match,
TTES,TSX,Stock,TotalEnergies CDR (CAD Hedged),TTES,TotalEnergies SE,,Energy,Oil & Gas Integrated,,,no_update,https://stockanalysis.com/quote/tsx/TTES/
TTNM,TSX,Stock,Titanium Transportation Group Inc.,,,,,,,,no_symbol_match,
TVA-B,TSX,Stock,TVA Group Inc,,,,,,,,no_symbol_match,
U-U,TSX,Stock,Sprott Physical Uranium Trust,,,,,,,,no_symbol_match,
UBSS,TSX,Stock,UBS CDR (CAD Hedged),UBSS,UBS Group AG,,,Investment Advice,,,no_update,https://stockanalysis.com/quote/tsx/UBSS/
VISA,TSX,Stock,Visa CDR (CAD Hedged),VISA,Visa Inc.,,,"Functions Related to Depository Banking, Not Elsewhere Classified",,,no_update,https://stockanalysis.com/quote/tsx/VISA/
WFCS,TSX,Stock,Wells Fargo CDR (CAD Hedged),WFCS,Wells Fargo & Company,,Financials,Banks - Diversified,,,no_update,https://stockanalysis.com/quote/tsx/WFCS/
XMF,TSX,Stock,M Split Corp.,,,,,,,,no_symbol_match,
XMF-A,TSX,Stock,M Split Corp,,,,,,,,no_symbol_match,
ZYNS,TSX,Stock,Philip Morris CDR (CAD Hedged),ZYNS,Philip Morris International Inc.,,,Cigarettes,,,no_update,https://stockanalysis.com/quote/tsx/ZYNS/
AB-H,TSXV,Stock,Asbestos Corporation Limited,,,,,,,,no_symbol_match,
ADJ.P,TSXV,Stock,AD4 Capital Corp.,,,,,,,,no_symbol_match,
AFR,TSXV,Stock,AFR NuVenture Resources Inc.,,,,,,,,no_symbol_match,
AFV.P,TSXV,Stock,Apolo V Acquisition Corp.,,,,,,,,no_symbol_match,
AGMR,TSXV,Stock,Silver Mountain Resources Inc.,,,,,,,,no_symbol_match,
AJA,TSXV,Stock,Aja Health and Wellness Inc.,AJA,AJA Health and Wellness Inc.,,Healthcare,Health Information Services,,,no_update,https://stockanalysis.com/quote/tsxv/AJA/
ALDD.P,TSXV,Stock,ALDD Ventures Corp.,,,,,,,,no_symbol_match,
AMV.P,TSXV,Stock,AMV II Capital Corporation,,,,,,,,no_symbol_match,
AMYA.P,TSXV,Stock,Amaya Big Sky Capital Corp.,,,,,,,,no_symbol_match,
AOCC.P,TSXV,Stock,Artrari One Capital Corp.,,,,,,,,no_symbol_match,
AQR.P,TSXV,Stock,Anquiro Ventures Ltd.,,,,,,,,no_symbol_match,
ARGH,TSXV,Stock,Argo Corporation,ARGH,Argo Corporation,,Technology,Software - Application,,,no_update,https://stockanalysis.com/quote/tsxv/ARGH/
AUNK.P,TSXV,Stock,Ankh II Capital Inc.,,,,,,,,no_symbol_match,
AXO,TSXV,Stock,AXO Copper Corp.,AXO,Axo Metals Corp.,CA05465W1068,Materials,Copper,,,name_mismatch,https://stockanalysis.com/quote/tsxv/AXO/
AZC.P,TSXV,Stock,A2ZCryptocap Inc.,,,,,,,,no_symbol_match,
BAL-H,TSXV,Stock,Balto Resources Ltd,,,,,,,,no_symbol_match,
BAQ.P,TSXV,Stock,Bluewater Acquisition Corp.,,,,,,,,no_symbol_match,
BLCC.P,TSXV,Stock,Bow Lake Capital Corp.,,,,,,,,no_symbol_match,
BLTC.P,TSXV,Stock,Baltic I Acquisition Corp.,,,,,,,,no_symbol_match,
BNXA,TSXV,Stock,Banxa Holdings Inc.,,,,,,,,no_symbol_match,
BOGO,TSXV,Stock,Borealis Mining Company Limited,BOGO,Borealis Mining Company Limited,,Materials,Other Industrial Metals & Mining,,,no_update,https://stockanalysis.com/quote/tsxv/BOGO/
BONE,TSXV,Stock,Boron One Holdings Inc.,BONE,Boron One Holdings Inc.,,Materials,Other Industrial Metals & Mining,,,no_update,https://stockanalysis.com/quote/tsxv/BONE/
CAPL.P,TSXV,Stock,Caplink Ventures Inc.,,,,,,,,no_symbol_match,
CCIC.P,TSXV,Stock,Chicane Capital I Corp.,,,,,,,,no_symbol_match,
CCZ.P,TSXV,Stock,Chablis Capital Corp.,,,,,,,,no_symbol_match,
CHII.P,TSXV,Stock,Chicane Capital II Corp.,,,,,,,,no_symbol_match,
CNCO,TSXV,Stock,Core Nickel Corp.,,,,,,,,no_symbol_match,
CNJ.P,TSXV,Stock,CNJ Capital Investments Inc.,,,,,,,,no_symbol_match,
CNST.P,TSXV,Stock,Constellation Capital Corp.,,,,,,,,no_symbol_match,
CRD,TSXV,Stock,Copper Road Resources Inc.,CRD,Copper Road Resources Inc.,,Materials,Other Industrial Metals & Mining,,,no_update,https://stockanalysis.com/quote/tsxv/CRD/
CT.P,TSXV,Stock,CarbonTech Capital Corp.,,,,,,,,no_symbol_match,
DAQ.P,TSXV,Stock,Dominus Acquisition Corp.,DAQ.P,Dominus Acquisitions Corp.,,Financials,Shell Companies,,,no_update,https://stockanalysis.com/quote/tsxv/DAQ.P/
DGC,TSXV,Stock,Daura Gold Corp.,DGC,Daura Gold Corp.,,Materials,Gold,,,no_update,https://stockanalysis.com/quote/tsxv/DGC/
DGL.P,TSXV,Stock,DGL Investments No. 1 Inc.,,,,,,,,no_symbol_match,
DLC,TSXV,Stock,DLC Holdings Corp.,DLC,DLC Holdings Corp.,,Real Estate,Real Estate Services,,,no_update,https://stockanalysis.com/quote/tsxv/DLC/
DVX.P,TSXV,Stock,Drummond Ventures Corp.,,,,,,,,no_symbol_match,
ECCS.P,TSXV,Stock,ECC Ventures 6 Corp.,,,,,,,,no_symbol_match,
ECCV.P,TSXV,Stock,ECC Ventures 5 Corp.,,,,,,,,no_symbol_match,
EESH.P,TSXV,Stock,Aneesh Capital Corp.,,,,,,,,no_symbol_match,
EIRE-P,TSXV,Stock,Monaghan Capital Fund Ltd.,,,,,,,,no_symbol_match,
ELL,TSXV,Stock,Everybody Loves Languages Corp.,,,,,,,,no_symbol_match,
EON,TSXV,Stock,EON Lithium Corp.,EON,Eon Lithium Corp.,,Materials,Other Industrial Metals & Mining,,,no_update,https://stockanalysis.com/quote/tsxv/EON/
EVOC.P,TSXV,Stock,Evocati Capital Resources Inc.,,,,,,,,no_symbol_match,
FCA-U,TSXV,Stock,Firm Capital Apartment Real Estate Investment Trust,,,,,,,,no_symbol_match,
FFC.P,TSXV,Stock,Fife Capital Corp.,,,,,,,,no_symbol_match,
FGCC.P,TSXV,Stock,First and Goal Capital Corp.,,,,,,,,no_symbol_match,
FIVD.P,TSXV,Stock,5D Acquisition Corp.,,,,,,,,no_symbol_match,
FLT,TSXV,Stock,Volatus Aerospace Inc.,,,,,,,,no_symbol_match,
FONC.P,TSXV,Stock,Florence One Capital Inc.,,,,,,,,no_symbol_match,
FUN.P,TSXV,Stock,Fountainhall Capital Corp.,,,,,,,,no_symbol_match,
GCV.P,TSXV,Stock,Golden Star Capital Ventures Inc.,,,,,,,,no_symbol_match,
GLIN.P,TSXV,Stock,Global Investments Capital Corp.,,,,,,,,no_symbol_match,
GOWC.P,TSXV,Stock,Can-Gow Capital Inc.,,,,,,,,no_symbol_match,
GQ,TSXV,Stock,Great Quest Gold Ltd.,,,,,,,,no_symbol_match,
GTM.P,TSXV,Stock,G2M Cap Corp.,,,,,,,,no_symbol_match,
GXY.P,TSXV,Stock,Galaxy Ventures Inc.,,,,,,,,no_symbol_match,
HAW.P,TSXV,Stock,Haw Capital 2 Corp.,,,,,,,,no_symbol_match,
HEC.P,TSXV,Stock,Haviland Enviro Corp.,,,,,,,,no_symbol_match,
HO.P,TSXV,Stock,H2 Ventures 1 Inc.,,,,,,,,no_symbol_match,
IBC-H,TSXV,Stock,International Bethlehem Mining Corp,,,,,,,,no_symbol_match,
ICGH,TSXV,Stock,IC Group Holdings Inc.,ICGH,IC Group Holdings Inc.,,Communication Services,Advertising Agencies,,,no_update,https://stockanalysis.com/quote/tsxv/ICGH/
ICI.P,TSXV,Stock,Inceptus Capital Ltd.,,,,,,,,no_symbol_match,
IKC.P,TSXV,Stock,Ikigai Capital Corp.,,,,,,,,no_symbol_match,
INIK,TSXV,Stock,Ionik Corporation,INIK,Ionik Corporation,,Communication Services,Advertising Agencies,,,no_update,https://stockanalysis.com/quote/tsxv/INIK/
IZ,TSXV,Stock,International Zeolite Corp.,,,,,,,,no_symbol_match,
JCI-H,TSXV,Stock,JM CAPITAL II CORP,,,,,,,,no_symbol_match,
JHC,TSXV,Stock,Jinhua Capital Corporation,JHC,Jinhua Capital Corporation,,Financials,Shell Companies,,,no_update,https://stockanalysis.com/quote/tsxv/JHC/
JOJO.P,TSXV,Stock,Jo-Jo Capital Canada Ltd.,,,,,,,,no_symbol_match,
KAC.P,TSXV,Stock,Kalon Acquisition Corp.,,,,,,,,no_symbol_match,
KKL.P,TSXV,Stock,Kelly Ventures Ltd.,,,,,,,,no_symbol_match,
KLX,TSXV,Stock,Klimat X Developments Inc.,KLX,Carbon Done Right Developments Inc.,,Technology,Information Technology Services,,,no_update,https://stockanalysis.com/quote/tsxv/KLX/
KPEN.P,TSXV,Stock,KP3993 Resources Inc.,KPEN.P,KP3993 Resources Inc.,,,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",,,no_update,https://stockanalysis.com/quote/tsxv/KPEN.P/
LDB.P,TSXV,Stock,LDB Capital Corp.,,,,,,,,no_symbol_match,
LILL.P,TSXV,Stock,Little Fish Acquisition I Corp.,,,,,,,,no_symbol_match,
LLG,TSXV,Stock,Mason Resources Inc.,,,,,,,,no_symbol_match,
LNGE,TSXV,Stock,LNG Energy Group Corp.,LNGE,LNG Energy Group Corp.,,Energy,Oil & Gas Exploration & Production,,,no_update,https://stockanalysis.com/quote/tsxv/LNGE/
LRC-H,TSXV,Stock,Lovitt Resources Inc,,,,,,,,no_symbol_match,
LSC.P,TSXV,Stock,Lombard Street Capital Corp.,,,,,,,,no_symbol_match,
MAND.P,TSXV,Stock,Mandeville Ventures Inc.,,,,,,,,no_symbol_match,
MAR-UN,TSXV,Stock,Marwest Apartment Real Estate Investment Trust,,,,,,,,no_symbol_match,
MCCP.P,TSXV,Stock,Michichi Capital Corp.,,,,,,,,no_symbol_match,
MLO,TSXV,Stock,Metalero Mining Corp.,MLO,Metalero Mining Corp.,,Materials,Gold,,,no_update,https://stockanalysis.com/quote/tsxv/MLO/
MLY,TSXV,Stock,Multi-Metal Development Ltd.,,,,,,,,no_symbol_match,
MUST-H,TSXV,Stock,Must Capital Inc,,,,,,,,no_symbol_match,
NEME.P,TSXV,Stock,New Media Capital 2.0 Inc.,,,,,,,,no_symbol_match,
NGEN,TSXV,Stock,Nervgen Pharma Corp.,,,,,,,,no_symbol_match,
NIS.P,TSXV,Stock,Cann-is Capital Corp.,,,,,,,,no_symbol_match,
NLII.P,TSXV,Stock,NL2 Capital Inc.,,,,,,,,no_symbol_match,
NMG-H,TSXV,Stock,Noble Metal Group Incorporated,,,,,,,,no_symbol_match,
NRZ-H,TSXV,Stock,Norzan Enterprises Ltd.,,,,,,,,no_symbol_match,
NVN.P,TSXV,Stock,Navion Capital II Inc.,,,,,,,,no_symbol_match,
OAC.P,TSXV,Stock,Oa Capital Corp.,,,,,,,,no_symbol_match,
OKAI,TSXV,Stock,EvokAI Creative Labs Inc.,OKAI,EvokAI Creative Labs Inc.,,Healthcare,Health Information Services,,,no_update,https://stockanalysis.com/quote/tsxv/OKAI/
OPEN.P,TSXV,Stock,OpenSesame Acquisition Corp.,,,,,,,,no_symbol_match,
PCAA.P,TSXV,Stock,PC 1 Corp.,PCAA.P,PC 1 Corp.,,Financials,Shell Companies,,,no_update,https://stockanalysis.com/quote/tsxv/PCAA.P/
PDVN.P,TSXV,Stock,Pardus Ventures Inc.,,,,,,,,no_symbol_match,
PNTI.P,TSXV,Stock,Pentagon I Capital Corp.,,,,,,,,no_symbol_match,
POC.P,TSXV,Stock,POCML 7 Inc.,,,,,,,,no_symbol_match,
PRH,TSXV,Stock,Pearl River Holdings Limited,PRH,Pearl River Holdings Limited,,Consumer Discretionary,Packaging & Containers,,,no_update,https://stockanalysis.com/quote/tsxv/PRH/
PTP-H,TSXV,Stock,Petrichor Energy Inc,,,,,,,,no_symbol_match,
PVF,TSXV,Stock,Partners Value Investments LP,,,,,,,,no_symbol_match,
PVF-UN,TSXV,Stock,Partners Value Investments LP,,,,,,,,no_symbol_match,
R.P,TSXV,Stock,Rockport Capital Corp.,,,,,,,,no_symbol_match,
RCR-P,TSXV,Stock,Canna 8 Investment Trust,,,,,,,,no_symbol_match,
REBL.P,TSXV,Stock,Genesis Acquisition Corp.,,,,,,,,no_symbol_match,
RENT.P,TSXV,Stock,Shine Box Capital Corp.,,,,,,,,no_symbol_match,
REVV,TSXV,Stock,ReVolve Renewable Power Corp.,,,,,,,,no_symbol_match,
REVX,TSXV,Stock,Rev Exploration Corp.,REVX,Rev Exploration Corp.,,Materials,Gold,,,no_update,https://stockanalysis.com/quote/tsxv/REVX/
RME,TSXV,Stock,Roland Minerals Enterprises Corp.,RME,Roland Mineral Enterprises Corp.,,Materials,Other Industrial Metals & Mining,,,no_update,https://stockanalysis.com/quote/tsxv/RME/
ROSH.P,TSXV,Stock,Roshni Capital Inc.,,,,,,,,no_symbol_match,
RRCC.P,TSXV,Stock,Raging Rhino Capital Corp.,,,,,,,,no_symbol_match,
RSC.P,TSXV,Stock,Rockmount Capital Corporation,,,,,,,,no_symbol_match,
RVC.P,TSXV,Stock,Ronin Ventures Corp.,RVC.P,Ronin Ventures Corp.,,Financials,Shell Companies,,,no_update,https://stockanalysis.com/quote/tsxv/RVC.P/
SAC.P,TSXV,Stock,Savanna Capital Corp.,,,,,,,,no_symbol_match,
SBEL.P,TSXV,Stock,Sanibel Ventures Corp.,,,,,,,,no_symbol_match,
SDCI.P,TSXV,Stock,St. Davids Capital Inc.,,,,,,,,no_symbol_match,
SEVN.P,TSXV,Stock,Seven Oaks Capital Corp.,,,,,,,,no_symbol_match,
SGQ,TSXV,Stock,SouthGobi Resources Ltd.,SGQ,SouthGobi Resources Ltd.,,Energy,Thermal Coal,,,no_update,https://stockanalysis.com/quote/tsxv/SGQ/
SHK.P,TSXV,Stock,Sparrowhawk Opportunity Corp.,SHK.P,Sparrowhawk Opportunity Corp.,,,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",,,no_update,https://stockanalysis.com/quote/tsxv/SHK.P/
SHLL.P,TSXV,Stock,Shellron Capital Ltd.,,,,,,,,no_symbol_match,
SLX.P,TSXV,Stock,Searchlight Innovations Inc.,,,,,,,,no_symbol_match,
SPRO.P,TSXV,Stock,Sprock-It Acquisitions Ltd.,,,,,,,,no_symbol_match,
SPRQ,TSXV,Stock,SPARQ Systems Inc.,SPRQ,SPARQ Systems Inc.,,Industrials,Electrical Equipment & Parts,,,no_update,https://stockanalysis.com/quote/tsxv/SPRQ/
SRQ,TSXV,Stock,Sonoma Resources Inc.,SRQ,SRQ Resources Inc.,,Materials,Other Industrial Metals & Mining,,,no_update,https://stockanalysis.com/quote/tsxv/SRQ/
SSS.P,TSXV,Stock,Samurai Capital Corp.,,,,,,,,no_symbol_match,
STRM,TSXV,Stock,Storm Exploration Inc.,STRM,Storm Exploration Inc.,,Materials,Other Precious Metals & Mining,,,no_update,https://stockanalysis.com/quote/tsxv/STRM/
SURF-UN,TSXV,Stock,Starlight U.S. Residential Fund (Multi-Family) Investment LP,,,,,,,,no_symbol_match,
TBRD,TSXV,Stock,Thunderbird Entertainment Group Inc.,,,,,,,,no_symbol_match,
TCK.P,TSXV,Stock,Trillium Acquisition Corp.,,,,,,,,no_symbol_match,
THY-P,TSXV,Stock,Thermopylae Capital Inc.,,,,,,,,no_symbol_match,
TIP-H,TSXV,Stock,Tyner Resources Ltd,,,,,,,,no_symbol_match,
TOP.P,TSXV,Stock,Transition Opportunities Corp.,,,,,,,,no_symbol_match,
TRBR,TSXV,Stock,Trubar Inc.,,,,,,,,no_symbol_match,
TTO-H,TSXV,Stock,Atoro Capital Corp,,,,,,,,no_symbol_match,
TUP.P,TSXV,Stock,Tup Capital Inc.,,,,,,,,no_symbol_match,
UPT.P,TSXV,Stock,Upstart Investments Inc.,,,,,,,,no_symbol_match,
VAL.P,TSXV,Stock,Valencia Capital Inc.,,,,,,,,no_symbol_match,
VCC.P,TSXV,Stock,Veteran Capital Corp.,,,,,,,,no_symbol_match,
VKG-H,TSXV,Stock,Norse Gold Corp,,,,,,,,no_symbol_match,
VMY-H,TSXV,Stock,Voice Mobility International Inc,,,,,,,,no_symbol_match,
VTEN.P,TSXV,Stock,V Ten Capital Corp.,,,,,,,,no_symbol_match,
WITT.P,TSXV,Stock,Wittering Capital Corp.,,,,,,,,no_symbol_match,
WOI-H,TSXV,Stock,WORLD ORGANICS INC,,,,,,,,no_symbol_match,
WOOD.P,TSXV,Stock,Woodbridge Ventures II Inc.,,,,,,,,no_symbol_match,
XCYT,TSXV,Stock,Xcyte Digital Corp.,XCYT,Xcyte Digital Corp.,,Financials,Shell Companies,,,no_update,https://stockanalysis.com/quote/tsxv/XCYT/
XTAO,TSXV,Stock,xTAO Inc.,,,,,,,,no_symbol_match,
XTAO-U,TSXV,Stock,XTAO Inc.,,,,,,,,no_symbol_match,
YSK.P,TSXV,Stock,Space Kingdom Digital Capital Corp.,,,,,,,,no_symbol_match,
