source_id,source_key,provider,source_url,authority_level,reference_scope,license_status,license_name,license_url,derived_facts_redistribution_status,raw_redistribution_allowed,attribution_required,commercial_use_status,terms_version,terms_sha256,license_reviewed_at,freshness_sla_days,enabled
20e86ee4-0d64-5e79-92be-d182268fb7e8,krx_etf_finder,KRX,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
df960062-1ec9-580c-a433-5c43a7f6df74,krx_listed_companies,KRX,https://global.krx.co.kr/contents/GLB/03/0308/0308010000/GLB0308010000.jsp,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
66703260-1f1c-5a49-b133-609cf7bcdbfe,lse_company_reports,LSE,https://www.londonstockexchange.com/exchange/instrument-result.html?filterBy=CompanyReports&filterClause=1&initial={initial}&page={page},official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
7bdb3444-7855-5ff6-a3fa-6d2df70f0602,lse_instrument_directory,LSE,https://www.londonstockexchange.com/exchange/instrument-result.html?codeName=&search=search&page={page},official,security_lookup_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
f3e112b5-eaa2-506f-a5c0-3ef3a8cb121d,lse_instrument_search,LSE,https://www.londonstockexchange.com/exchange/instrument-result.html?codeName={ticker}&filterBy=&filterClause=,official,security_lookup_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
debd500c-f3e7-5b13-8387-fb274ac2a549,lse_price_explorer,LSE,https://www.londonstockexchange.com/live-markets/market-data-dashboard/price-explorer,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
f17f4548-e266-5ee5-9cd3-bbb7b1c37dbf,luse_listed_companies,LuSE,https://www.luse.co.zm/listed-companies/,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
9a122281-df42-5ce3-9eac-62aedec9cc9c,mse_mw_listed_companies,MSE Malawi,https://mse.co.mw/listing/mainboard/companies,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
08c00acf-f627-5278-a4d3-858a4266e1c5,muscat_securities_companies,MSX,https://www.msx.om/companies.aspx,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
f6cedc38-eb3d-5998-90f3-e1458e2e6eaf,nasdaq_listed,Nasdaq Trader,https://www.nasdaqtrader.com/dynamic/symdir/nasdaqlisted.txt,official,exchange_directory,verified_restricted,"Nasdaq Trader Copyright, Trademarks and Disclaimers",https://www.nasdaqtrader.com/Trader.aspx?id=CopyDisclaimMain,restricted,false,required,restricted,nasdaqtrader-copydisclaim-main-copyright-2021,4db20e9c609e2dcf338363f522200fa3fd45050ca77b51d55b6a369dc503d414,2026-08-20T17:50:00Z,7,true
81e37cd4-0d80-5fe2-b2c4-97a2c9339022,nasdaq_mutual_fund_quotes,Nasdaq,https://api.nasdaq.com/api/screener/mutualfunds,official,security_lookup_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
b73f0520-a634-5109-9a84-14690b546910,nasdaq_nordic_copenhagen_etf_search,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/search,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
d653d758-1377-55f0-8b65-58db9e634081,nasdaq_nordic_copenhagen_etfs,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/screener/etp,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
4cc6ca12-e3d0-581b-a19f-1f63e7689303,nasdaq_nordic_copenhagen_shares,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/screener/shares,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
02dd02eb-9844-5fe2-a4fb-2f263ccb9b72,nasdaq_nordic_copenhagen_shares_search,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/search,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
95cb0cb1-467d-5c2e-9442-ae036b145ca0,nasdaq_nordic_helsinki_etfs,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/screener/etp,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
fa03b774-e98c-53ac-bae6-cb006be28f0f,nasdaq_nordic_helsinki_shares,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/screener/shares,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
db434a93-64a4-561e-9aff-0165fdbcf0b3,nasdaq_nordic_helsinki_shares_search,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/search,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
7973ddd5-b3ec-553f-a2bf-11bb3a6a0919,nasdaq_nordic_iceland_shares,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/screener/shares,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
f2abed7a-194f-5f9c-803e-34cc98ea9d3e,nasdaq_nordic_stockholm_etfs,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/screener/etp,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
aa513cf9-5038-539d-b03e-072893718e48,nasdaq_nordic_stockholm_shares,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/screener/shares,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
df389ece-aefc-5099-8413-37973291347c,nasdaq_nordic_stockholm_shares_search,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/search,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
3518d3b0-6118-5d40-a150-e980ff46d06c,nasdaq_nordic_stockholm_trackers,Nasdaq Nordic,https://api.nasdaq.com/api/nordic/search,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
c0fd0878-2bb5-527c-8cae-d2c191e4e6ad,nasdaq_other_listed,Nasdaq Trader,https://www.nasdaqtrader.com/dynamic/symdir/otherlisted.txt,official,exchange_directory,verified_restricted,"Nasdaq Trader Copyright, Trademarks and Disclaimers",https://www.nasdaqtrader.com/Trader.aspx?id=CopyDisclaimMain,restricted,false,required,restricted,nasdaqtrader-copydisclaim-main-copyright-2021,4db20e9c609e2dcf338363f522200fa3fd45050ca77b51d55b6a369dc503d414,2026-08-20T17:50:00Z,7,true
afc3e44d-b456-58e3-8c4b-912db443cc21,nasdaq_trading_system_adds_deletes,Nasdaq Trader,https://www.nasdaqtrader.com/dynamic/SymDir/TradingSystemAddsDeletes.txt,official,corporate_action_daily_list,verified_restricted,"Nasdaq Trader Copyright, Trademarks and Disclaimers",https://www.nasdaqtrader.com/Trader.aspx?id=CopyDisclaimMain,restricted,false,required,restricted,nasdaqtrader-copydisclaim-main-copyright-2021,4db20e9c609e2dcf338363f522200fa3fd45050ca77b51d55b6a369dc503d414,2026-08-20T17:50:00Z,30,true
27dbc6d7-448f-5434-8630-d19ce7498709,newconnect_listed_companies,NewConnect,https://newconnect.pl/spolki,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
95b789f6-8129-5613-93ce-6cd1634eb94e,ngm_companies_page,NGM,https://www.ngm.se/en/our-companies/,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
dc721352-46d9-5f94-b601-2a27a0998ce9,ngm_market_data_equities,NGM,https://mdapi.ngm.se/api/beta/web/,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
d7c0bbf2-aa8a-5c28-9198-28f321dcdd78,ngx_company_profile_directory,NGX,https://ngxgroup.com/exchange/data/company-profile/,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
7436b67e-5eda-5427-96cd-25632b6d63c0,ngx_equities_price_list,NGX,https://doclib.ngxgroup.com/REST/api/statistics/equities/?market=&sector=&orderby=&pageSize=300&pageNo=0,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
ef494843-fc10-51a1-89e3-b28583d37ebc,nse_india_securities_available,NSE India,https://www.nseindia.com/static/market-data/securities-available-for-trading,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
3b191c4a-4e21-57d9-a55e-2f0553542544,nse_ke_listed_companies,NSE Kenya,https://www.nse.co.ke/listed-companies/,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
bbc80af7-d18e-579e-8c27-8dc043d159bd,nzx_instruments,NZX,https://new.nzx.com/markets/NZSX,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
9d726e55-660a-549c-bc3d-aed897831b91,openfigi_enrichment,OpenFIGI,https://api.openfigi.com/v3/mapping,registry,identifier_enrichment,review_required,,,review_required,false,review_required,review_required,,,,30,true
fc84fca6-579e-5225-a6ab-a5214e5f5178,otc_markets_security_profile,OTC Markets,https://www.otcmarkets.com/stock/{symbol}/security,official,security_lookup_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
a6594c60-e11c-5800-acd5-0c159113322b,otc_markets_stock_screener,OTC Markets,https://www.otcmarkets.com/research/stock-screener/api/downloadCSV?greyAccess=false&expertAccess=false,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
7d1696f9-cef6-5b50-a4f1-5b9288e74387,pse_cz_shares_directory,Prague Stock Exchange,https://www.pse.cz/en/market-data/shares/prime-market,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
0e4b9a8f-4883-5151-a6bb-ddbc775125b4,pse_listed_company_directory,PSE,https://frames.pse.com.ph/listedCompany,official,exchange_directory,verified_restricted,PSE Website Disclaimer,https://www.pse.com.ph/disclaimer/,restricted,false,required,restricted,pse-com-ph-disclaimer,f0c4ae031fd72215b6f2a576bda70f01837e2472a9f9aaba0c4321842a7c4965,2026-08-20T18:05:00Z,7,true
589451d3-9134-5077-86f9-12fd9ead8f22,psx_dps_symbols,PSX,https://dps.psx.com.pk/symbols,official,exchange_directory,review_required,,,review_required,false,review_required,review_required,,,,7,true
29a5b30b-0946-5d27-9791-cfa38b5516ed,psx_listed_companies,PSX,https://www.psx.com.pk/psx/resources-and-tools/listings/listed-companies,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
8ddf5e13-2602-56b1-b835-ca027cdfbc28,psx_symbol_name_daily,PSX,https://dps.psx.com.pk/daily-downloads,official,listed_companies_subset,review_required,,,review_required,false,review_required,review_required,,,,30,true
14054014-c41c-5c26-b314-568f1f39aaab,qse_market_watch,QSE,https://www.qe.com.qa/wp/mw/data/MarketWatch.txt,official,exchange_directory,verified_restricted,QSE Terms and Conditions of Use,https://www.qe.com.qa/disclaimer,restricted,false,required,restricted,qe-com-qa-disclaimer-terms-and-conditions-of-use,dfaf0c205b6a0564c036757b061546022ce3e5d9143004c0f6ceaed580045478,2026-08-20T18:05:00Z,7,true
700d9544-e7d4-586e-91e8-5aff9ad25a51,review_metadata_updates,review_metadata_updates,internal://event/review_metadata_updates,review,listing_event,internal,,,allowed,false,none,allowed,,,,30,true
